population	trait_id	anc_effect	rank
Improved	X2020_rachisDiameterUpper_NR	-0.133872493169142	83
Improved	X2020_paniclesPerPlot_NR	-0.133390168500722	84
Improved	X2020_panicleGrainWeight_NR	-0.132420967066381	85
Improved	X2020_paniclesPerPlot_NR	-0.130062946519847	86
Improved	X2020_panicleGrainWeight_NR	-0.129857296541641	87
Improved	X2020_panicleGrainWeight_NR	-0.128129408751928	88
Improved	X2020_panicleGrainWeight_NR	-0.127643350356197	89
Improved	X2020_panicleGrainWeight_NR	-0.126646270230277	90
Improved	X2020_panicleGrainWeight_NR	-0.12643632532049	91
Improved	X2020_panicleGrainWeight_NR	-0.125499614663181	92
Improved	X2020_rachisDiameterUpper_NR	-0.124963180450574	93
Improved	X2020_rachisDiameterUpper_NR	-0.123915419338585	94
Improved	X2020_rachisDiameterUpper_NR	-0.121800824780294	95
Improved	X2020_paniclesPerPlot_NR	-0.119808288017972	96
Improved	X2020_paniclesPerPlot_NR	-0.119432927610661	97
Improved	X2020_panicleGrainWeight_NR	-0.118792328921712	98
Improved	X2020_paniclesPerPlot_NR	-0.11804994832255	99
Improved	X2020_panicleGrainWeight_NR	-0.117968985675741	100
Improved	X2020_panicleGrainWeight_NR	-0.117022689075003	101
Improved	X2020_panicleGrainWeight_NR	-0.116542692286146	102
Improved	X2020_panicleGrainWeight_NR	-0.115984725343381	103
Improved	X2020_panicleGrainWeight_NR	-0.115917158030253	104
Improved	X2020_panicleGrainWeight_NR	-0.115694914729574	105
Improved	X2020_panicleGrainWeight_NR	-0.114766805054728	106
Improved	X2020_panicleGrainWeight_NR	-0.114207826493775	107
Improved	X2020_paniclesPerPlot_NR	-0.114106996390226	108
Improved	X2020_panicleGrainWeight_NR	-0.11365244431039	109
Improved	X2020_paniclesPerPlot_NR	-0.110647594769684	110
Improved	X2020_paniclesPerPlot_NR	-0.110505966726638	111
Improved	X2020_panicleGrainWeight_NR	-0.109992057580702	112
Improved	X2020_paniclesPerPlot_NR	-0.10909306874944	113
Improved	X2020_paniclesPerPlot_NR	-0.109062886407668	114
Improved	X2020_panicleGrainWeight_NR	-0.10747184976631	115
Improved	X2020_rachisDiameterUpper_NR	-0.107421662973393	116
Improved	X2020_paniclesPerPlot_NR	-0.107413851164568	117
Improved	X2020_paniclesPerPlot_NR	-0.107301436953311	118
Improved	X2020_paniclesPerPlot_NR	-0.106503442454332	119
Improved	X2020_paniclesPerPlot_NR	-0.106400178400948	120
Improved	X2020_paniclesPerPlot_NR	-0.105911805302962	121
Improved	X2020_paniclesPerPlot_NR	-0.105584278933193	122
Improved	X2020_paniclesPerPlot_NR	-0.104224970018511	123
Improved	X2020_panicleGrainWeight_NR	-0.103767308909726	124
Improved	X2020_paniclesPerPlot_NR	-0.103410297466129	125
Improved	X2020_panicleGrainWeight_NR	-0.102919428928059	126
Improved	X2020_panicleGrainWeight_NR	-0.102849493962886	127
Improved	X2020_panicleGrainWeight_NR	-0.101711555894086	128
Improved	X2020_paniclesPerPlot_NR	-0.101342407858086	129
Improved	X2020_paniclesPerPlot_NR	-0.100385672735027	130
Improved	X2020_rachisDiameterUpper_NR	-0.0994253982184317	131
Improved	X2020_paniclesPerPlot_NR	-0.0988035939994242	132
Improved	X2020_paniclesPerPlot_NR	-0.0985389601544257	133
Improved	X2020_rachisDiameterUpper_NR	-0.0983551277484761	134
Improved	X2020_rachisDiameterUpper_NR	-0.098202451678328	135
Improved	X2020_rachisDiameterUpper_NR	-0.0981663239026045	136
Improved	X2020_rachisDiameterUpper_NR	-0.0977328943165522	137
Improved	X2020_panicleGrainWeight_NR	-0.097595924682286	138
Improved	X2020_paniclesPerPlot_NR	-0.0975014268580053	139
Improved	X2020_paniclesPerPlot_NR	-0.0964440477048552	140
Improved	X2020_panicleGrainWeight_NR	-0.0960457178664196	141
Improved	X2020_rachisDiameterUpper_NR	-0.0950659108627327	142
Improved	X2020_rachisDiameterUpper_NR	-0.0947104132896986	143
Improved	X2020_paniclesPerPlot_NR	-0.0944388945185079	144
Improved	X2020_paniclesPerPlot_NR	-0.0944206663512841	145
Improved	X2020_panicleGrainWeight_NR	-0.0927961553777356	146
Improved	X2020_panicleGrainWeight_NR	-0.0925874514746585	147
Improved	X2020_paniclesPerPlot_NR	-0.0924578502536846	148
Improved	X2020_panicleGrainWeight_NR	-0.0914013238124318	149
Improved	X2020_panicleGrainWeight_NR	-0.090993637031528	150
Improved	X2020_rachisDiameterUpper_NR	-0.090897888619942	151
Improved	X2020_paniclesPerPlot_NR	-0.0901266524141451	152
Improved	X2020_paniclesPerPlot_NR	-0.088822523901829	153
Improved	X2020_rachisDiameterUpper_NR	-0.0881401903629939	154
Improved	X2020_rachisDiameterUpper_NR	-0.0879881816400192	155
Improved	X2020_panicleGrainWeight_NR	-0.0878954634481191	156
Improved	X2020_paniclesPerPlot_NR	-0.0876046893646958	157
Improved	X2020_panicleGrainWeight_NR	-0.0869425870815047	158
Improved	X2020_rachisDiameterUpper_NR	-0.0868861693961226	159
Improved	X2020_panicleGrainWeight_NR	-0.0867745396233344	160
Improved	X2020_rachisDiameterUpper_NR	-0.0864145323355392	161
Improved	X2020_panicleGrainWeight_NR	-0.0856906162853361	162
Improved	X2020_paniclesPerPlot_NR	-0.0855196484365407	163
Improved	X2020_rachisDiameterUpper_NR	-0.085244181297488	164
Improved	X2020_paniclesPerPlot_NR	-0.084715928177595	165
Improved	X2020_paniclesPerPlot_NR	-0.0844889533942602	166
Improved	X2020_paniclesPerPlot_NR	-0.083580557149565	167
Improved	X2020_rachisDiameterUpper_NR	-0.0824132534818173	168
Improved	X2020_paniclesPerPlot_NR	-0.0822363358240546	169
Improved	X2020_rachisDiameterUpper_NR	-0.0819431014657703	170
Improved	X2020_paniclesPerPlot_NR	-0.0819029113238402	171
Improved	X2020_panicleGrainWeight_NR	-0.0813318948587615	172
Improved	X2020_panicleGrainWeight_NR	-0.0812309279139919	173
Improved	X2020_rachisDiameterUpper_NR	-0.0809229119619258	174
Improved	X2020_paniclesPerPlot_NR	-0.080862289198794	175
Improved	X2020_paniclesPerPlot_NR	-0.0806097343008837	176
Improved	X2020_rachisDiameterUpper_NR	-0.080308833522948	177
Improved	X2020_panicleGrainWeight_NR	-0.0801733140686404	178
Improved	X2020_paniclesPerPlot_NR	-0.0799143462343793	179
Improved	X2020_panicleGrainWeight_NR	-0.0794153322817289	180
Improved	X2020_rachisDiameterUpper_NR	-0.0789360283028603	181
Improved	X2020_rachisDiameterUpper_NR	-0.0788599522185917	182
Improved	X2020_paniclesPerPlot_NR	-0.0787236067709322	183
Improved	X2020_rachisDiameterUpper_NR	-0.078256459772372	184
Improved	X2020_paniclesPerPlot_NR	-0.0776350880111273	185
Improved	X2020_panicleGrainWeight_NR	-0.0774374085912458	186
Improved	X2020_paniclesPerPlot_NR	-0.07694734770244	187
Improved	X2020_rachisDiameterUpper_NR	-0.0764843438984161	188
Improved	X2020_rachisDiameterUpper_NR	-0.0764691547968342	189
Improved	X2020_rachisDiameterUpper_NR	-0.0764594428186808	190
Improved	X2020_rachisDiameterUpper_NR	-0.0763344246264433	191
Improved	X2020_paniclesPerPlot_NR	-0.0762472193046534	192
Improved	X2020_paniclesPerPlot_NR	-0.076161230577028	193
Improved	X2020_rachisDiameterUpper_NR	-0.0761086749682068	194
Improved	X2020_paniclesPerPlot_NR	-0.0758723750930478	195
Improved	X2020_paniclesPerPlot_NR	-0.0749263361019785	196
Improved	X2020_paniclesPerPlot_NR	-0.0748685530169161	197
Improved	X2020_paniclesPerPlot_NR	-0.0747934103753514	198
Improved	X2020_paniclesPerPlot_NR	-0.0744293487907291	199
Improved	X2020_paniclesPerPlot_NR	-0.0743291485521749	200
Improved	X2020_paniclesPerPlot_NR	-0.0735186282116441	201
Improved	X2020_rachisDiameterUpper_NR	-0.0728541051103127	202
Improved	X2020_panicleGrainWeight_NR	-0.0723730994030497	203
Improved	X2020_rachisDiameterUpper_NR	-0.0722879509246931	204
Improved	X2020_paniclesPerPlot_NR	-0.072196415579087	205
Improved	X2020_paniclesPerPlot_NR	-0.0720495031315993	206
Improved	X2020_rachisDiameterUpper_NR	-0.0719691612864961	207
Improved	X2020_paniclesPerPlot_NR	-0.0714870685776608	208
Improved	X2020_rachisDiameterUpper_NR	-0.0713859330812559	209
Improved	X2020_paniclesPerPlot_NR	-0.0712127150098137	210
Improved	X2020_rachisDiameterUpper_NR	-0.0700298863226981	211
Improved	X2020_paniclesPerPlot_NR	-0.0698209709299472	212
Improved	X2020_paniclesPerPlot_NR	-0.0697838485467169	213
Improved	X2020_paniclesPerPlot_NR	-0.0697819863144306	214
Improved	X2020_rachisDiameterUpper_NR	-0.0695724115828516	215
Improved	X2020_paniclesPerPlot_NR	-0.0694931714691798	216
Improved	X2020_paniclesPerPlot_NR	-0.0691370948586404	217
Improved	X2020_paniclesPerPlot_NR	-0.0685553063322124	218
Improved	X2020_rachisDiameterUpper_NR	-0.0682166881108687	219
Improved	X2020_rachisDiameterUpper_NR	-0.0681374670616162	220
Improved	X2020_paniclesPerPlot_NR	-0.0678901702569973	221
Improved	X2020_panicleGrainWeight_NR	-0.0675248957095113	222
Improved	X2020_rachisDiameterUpper_NR	-0.0672570356373919	223
Improved	X2020_paniclesPerPlot_NR	-0.0668932125464272	224
Improved	X2020_rachisDiameterUpper_NR	-0.0667196046755767	225
Improved	X2020_paniclesPerPlot_NR	-0.0659307860851437	226
Improved	X2020_rachisDiameterUpper_NR	-0.0658886721879493	227
Improved	X2020_rachisDiameterUpper_NR	-0.0658400806995457	228
Improved	X2020_rachisDiameterUpper_NR	-0.06556928145091	229
Improved	X2020_paniclesPerPlot_NR	-0.065459151457847	230
Improved	X2020_rachisDiameterUpper_NR	-0.065165101484343	231
Improved	X2020_paniclesPerPlot_NR	-0.064950912111412	232
Improved	X2020_rachisDiameterUpper_NR	-0.0648257502474761	233
Improved	X2020_rachisDiameterUpper_NR	-0.064825115434217	234
Improved	X2020_paniclesPerPlot_NR	-0.0646816166549361	235
Improved	X2020_rachisDiameterUpper_NR	-0.0642993403748132	236
Improved	X2020_rachisDiameterUpper_NR	-0.0642807031797718	237
Improved	X2020_paniclesPerPlot_NR	-0.0640746691559478	238
Improved	X2020_rachisLength_NR	-0.0638247334270041	239
Improved	X2020_rachisDiameterUpper_NR	-0.0637060143243891	240
Improved	X2020_rachisDiameterUpper_NR	-0.0636067708035	241
Improved	X2020_rachisDiameterUpper_NR	-0.0633976615679969	242
Improved	X2020_paniclesPerPlot_NR	-0.0633531973457378	243
Improved	X2020_rachisDiameterUpper_NR	-0.0629426170653796	244
Improved	X2020_paniclesPerPlot_NR	-0.0629406303991296	245
Improved	X2020_rachisLength_NR	-0.0624347429742666	246
Improved	X2020_rachisDiameterUpper_NR	-0.0620767514276474	247
Improved	X2020_rachisDiameterUpper_NR	-0.0620654165301326	248
Improved	X2020_rachisDiameterUpper_NR	-0.0619227740228254	249
Improved	X2020_rachisDiameterUpper_NR	-0.0616598879943765	250
Improved	X2020_rachisDiameterUpper_NR	-0.0615466726896907	251
Improved	X2020_rachisLength_NR	-0.0603822012467013	252
Improved	X2020_rachisDiameterUpper_NR	-0.0599253607786724	253
Improved	X2020_paniclesPerPlot_NR	-0.0599014977597819	254
Improved	X2020_rachisDiameterLower_NR	-0.0596562177948466	255
Improved	X2020_paniclesPerPlot_NR	-0.0591217581655183	256
Improved	X2020_rachisDiameterUpper_NR	-0.0583468114280164	257
Improved	X2020_rachisDiameterUpper_NR	-0.0582962021736698	258
Improved	X2020_paniclesPerPlot_NR	-0.0580019068878582	259
Improved	X2020_rachisDiameterUpper_NR	-0.0572102042084587	260
Improved	X2020_paniclesPerPlot_NR	-0.0565759580517663	261
Improved	X2020_rachisDiameterUpper_NR	-0.0564034866438146	262
Improved	X2020_paniclesPerPlot_NR	-0.0563606318628036	263
Improved	X2020_panicleGrainWeight_NR	-0.0556849206915066	264
Improved	X2020_paniclesPerPlot_NR	-0.0554043977856815	265
Improved	X2020_rachisDiameterLower_NR	-0.0552998885377092	266
Improved	X2020_rachisDiameterLower_NR	-0.0549425959958773	267
Improved	X2020_rachisDiameterUpper_NR	-0.054862789641216	268
Improved	X2020_paniclesPerPlot_NR	-0.0547444200648046	269
Improved	X2020_paniclesPerPlot_NR	-0.054738385048099	270
Improved	X2020_rachisLength_NR	-0.0541502267683305	271
Improved	X2020_rachisDiameterUpper_NR	-0.0540107527218066	272
Improved	X2020_paniclesPerPlot_NR	-0.053927911625438	273
Improved	X2020_rachisLength_NR	-0.0534046611639341	274
Improved	X2020_paniclesPerPlot_NR	-0.0532843270752243	275
Improved	X2020_rachisDiameterUpper_NR	-0.052855308564586	276
Improved	X2020_paniclesPerPlot_NR	-0.0527746696915409	277
Improved	X2020_rachisDiameterLower_NR	-0.0527019273437595	278
Improved	X2020_paniclesPerPlot_NR	-0.0526954999324338	279
Improved	X2020_rachisDiameterUpper_NR	-0.0525547268773255	280
Improved	X2020_rachisDiameterUpper_NR	-0.0523590438168976	281
Improved	X2020_rachisLength_NR	-0.0523086931494333	282
Improved	X2020_rachisDiameterUpper_NR	-0.0522413344794661	283
Improved	X2020_rachisDiameterLower_NR	-0.0519706258577626	284
Improved	X2020_rachisDiameterUpper_NR	-0.0518843927035199	285
Improved	X2020_panicleGrainWeight_NR	-0.0518805048649428	286
Improved	X2020_rachisDiameterUpper_NR	-0.051514296876705	287
Improved	X2020_rachisLength_NR	-0.0514630971798493	288
Improved	X2020_rachisLength_NR	-0.0514434744997975	289
Improved	X2020_rachisDiameterLower_NR	-0.0511185450886676	290
Improved	X2020_paniclesPerPlot_NR	-0.0509239731732847	291
Improved	X2020_rachisDiameterLower_NR	-0.0506386843954512	292
Improved	X2020_rachisDiameterUpper_NR	-0.0500128542793044	293
Improved	X2020_paniclesPerPlot_NR	-0.0497836753368525	294
Improved	X2020_rachisLength_NR	-0.049728451508433	295
Improved	X2020_rachisLength_NR	-0.0496401433050693	296
Improved	X2020_rachisDiameterLower_NR	-0.0496223605289741	297
Improved	X2020_rachisLength_NR	-0.0492605164144795	298
Improved	X2020_paniclesPerPlot_NR	-0.0491394106772586	299
Improved	X2020_paniclesPerPlot_NR	-0.0490528836618531	300
Improved	X2020_rachisLength_NR	-0.0487428066049442	301
Improved	X2020_rachisDiameterLower_NR	-0.0480568634600505	302
Improved	X2020_rachisDiameterUpper_NR	-0.0479921832141997	303
Improved	X2020_paniclesPerPlot_NR	-0.0477930520744943	304
Improved	X2020_rachisLength_NR	-0.0468792399969345	305
Improved	X2020_rachisDiameterLower_NR	-0.0468695332763509	306
Improved	X2020_rachisDiameterLower_NR	-0.0466355471054412	307
Improved	X2020_paniclesPerPlot_NR	-0.0463904036547277	308
Improved	X2020_rachisDiameterLower_NR	-0.0461090350328788	309
Improved	X2020_rachisLength_NR	-0.0459608121246526	310
Improved	X2020_rachisDiameterLower_NR	-0.0458737080456034	311
Improved	X2020_rachisDiameterLower_NR	-0.0458214872622286	312
Improved	X2020_paniclesPerPlot_NR	-0.0456989119141061	313
Improved	X2020_rachisDiameterLower_NR	-0.0456211882029694	314
Improved	X2020_rachisDiameterUpper_NR	-0.0454986597156987	315
Improved	X2020_rachisDiameterUpper_NR	-0.0452902309468982	316
Improved	X2020_rachisDiameterUpper_NR	-0.04522242872406	317
Improved	X2020_rachisDiameterUpper_NR	-0.0449782801396948	318
Improved	X2020_rachisDiameterUpper_NR	-0.0449360747208182	319
Improved	X2020_rachisDiameterLower_NR	-0.044926449531901	320
Improved	X2020_rachisLength_NR	-0.0448174778755163	321
Improved	X2020_rachisDiameterUpper_NR	-0.0444756960144679	322
Improved	X2020_rachisDiameterUpper_NR	-0.043588929695349	323
Improved	X2020_paniclesPerPlot_NR	-0.0435559703377049	324
Improved	X2020_rachisDiameterUpper_NR	-0.0435249834305945	325
Improved	X2020_rachisDiameterUpper_NR	-0.0434635853089418	326
Improved	X2020_rachisLength_NR	-0.0432331831573823	327
Improved	X2020_rachisLength_NR	-0.0424173741602198	328
Improved	X2020_rachisDiameterLower_NR	-0.0423299939260311	329
Improved	X2020_rachisDiameterUpper_NR	-0.0419912838397776	330
Improved	X2020_rachisLength_NR	-0.0414969527741012	331
Improved	X2020_rachisDiameterLower_NR	-0.0411708223603227	332
Improved	X2020_paniclesPerPlot_NR	-0.0410510099611875	333
Improved	X2020_rachisLength_NR	-0.0410324659359827	334
Improved	X2020_rachisDiameterLower_NR	-0.040967965573704	335
Improved	X2020_rachisDiameterLower_NR	-0.0407170245417055	336
Improved	X2020_rachisLength_NR	-0.0404973899655422	337
Improved	X2020_rachisLength_NR	-0.0401394385354029	338
Improved	X2020_rachisDiameterUpper_NR	-0.0401075168247351	339
Improved	X2020_rachisLength_NR	-0.0392095966443535	340
Improved	X2020_rachisDiameterLower_NR	-0.0391457668367559	341
Improved	X2020_panicleGrainWeight_NR	-0.0387068260183844	342
Improved	X2020_paniclesPerPlot_NR	-0.0386642838498207	343
Improved	X2020_rachisDiameterLower_NR	-0.0383315020984907	344
Improved	X2020_rachisDiameterUpper_NR	-0.0382592726298828	345
Improved	X2020_rachisDiameterLower_NR	-0.0380964126333149	346
Improved	X2020_rachisDiameterLower_NR	-0.037974551608944	347
Improved	X2020_rachisLength_NR	-0.0379567854229237	348
Improved	X2020_rachisDiameterLower_NR	-0.0379552414677121	349
Improved	X2020_rachisDiameterUpper_NR	-0.0377810934654306	350
Improved	X2020_rachisDiameterUpper_NR	-0.0373353530656495	351
Improved	X2020_rachisDiameterLower_NR	-0.0373268918718577	352
Improved	X2020_rachisLength_NR	-0.0371893768984742	353
Improved	X2020_rachisLength_NR	-0.0371665642197941	354
Improved	X2020_rachisDiameterLower_NR	-0.0371214839774623	355
Improved	X2020_rachisLength_NR	-0.0371058769832635	356
Improved	X2020_rachisDiameterLower_NR	-0.0368638198662332	357
Improved	X2020_paniclesPerPlot_NR	-0.0368540612407358	358
Improved	X2020_rachisLength_NR	-0.036804018846004	359
Improved	X2020_rachisDiameterLower_NR	-0.0361315701204884	360
Improved	X2020_rachisDiameterUpper_NR	-0.0361024344833519	361
Improved	X2020_rachisDiameterLower_NR	-0.0357711350116548	362
Improved	X2020_rachisLength_NR	-0.0356759044938513	363
Improved	X2020_rachisLength_NR	-0.0355491978688725	364
Improved	X2020_rachisLength_NR	-0.035534309045479	365
Improved	X2020_rachisLength_NR	-0.0352528166695841	366
Improved	X2020_rachisLength_NR	-0.035192753709242	367
Improved	X2020_rachisDiameterLower_NR	-0.0351081614242375	368
Improved	X2020_rachisDiameterUpper_NR	-0.0350978664238404	369
Improved	X2020_rachisDiameterLower_NR	-0.0348387770153276	370
Improved	X2020_rachisDiameterLower_NR	-0.0348277490947991	371
Improved	X2020_rachisLength_NR	-0.0346794217228032	372
Improved	X2020_panicleGrainWeight_NR	-0.0345108724970209	373
Improved	X2020_rachisDiameterLower_NR	-0.0343455802165467	374
Improved	X2020_rachisDiameterLower_NR	-0.0339915541757032	375
Improved	X2020_rachisLength_NR	-0.0339418886302091	376
Improved	X2020_rachisLength_NR	-0.0337352896247537	377
Improved	X2020_rachisLength_NR	-0.0335610138176299	378
Improved	X2020_rachisDiameterLower_NR	-0.0335437162661805	379
Improved	X2020_rachisDiameterLower_NR	-0.0334040291399905	380
Improved	X2020_rachisLength_NR	-0.0333211479422687	381
Improved	X2020_rachisDiameterLower_NR	-0.0333068048621719	382
Improved	X2020_rachisDiameterLower_NR	-0.0332704641963331	383
Improved	X2020_rachisDiameterLower_NR	-0.0331768992255773	384
Improved	X2020_rachisLength_NR	-0.0331380236406846	385
Improved	X2020_rachisDiameterLower_NR	-0.0330478834777687	386
Improved	X2020_rachisDiameterUpper_NR	-0.0329068623733249	387
Improved	X2020_rachisDiameterLower_NR	-0.0327605785669456	388
Improved	X2020_rachisLength_NR	-0.0326718607871718	389
Improved	X2020_paniclesPerPlot_NR	-0.0325630395910363	390
Improved	X2020_rachisLength_NR	-0.032554255382623	391
Improved	X2020_rachisDiameterLower_NR	-0.032552012294581	392
Improved	X2020_rachisLength_NR	-0.0324487786891805	393
Improved	X2020_rachisDiameterLower_NR	-0.0321521377672152	394
Improved	X2020_rachisDiameterLower_NR	-0.032075551799722	395
Improved	X2020_rachisDiameterLower_NR	-0.032000726754411	396
Improved	X2020_rachisLength_NR	-0.0318529608276946	397
Improved	X2020_rachisDiameterLower_NR	-0.0317214017530235	398
Improved	X2020_rachisDiameterLower_NR	-0.031717755631827	399
Improved	X2020_rachisLength_NR	-0.0316924391569009	400
Improved	X2020_rachisDiameterLower_NR	-0.0311981535756204	401
Improved	X2020_rachisLength_NR	-0.0311953329596265	402
Improved	X2020_rachisDiameterLower_NR	-0.0311544263133138	403
Improved	X2020_rachisDiameterUpper_NR	-0.0311110206884632	404
Improved	X2020_rachisDiameterUpper_NR	-0.0310323887834209	405
Improved	X2020_rachisDiameterLower_NR	-0.0309505607096832	406
Improved	X2020_rachisDiameterLower_NR	-0.0306886256234693	407
Improved	X2020_rachisLength_NR	-0.0306404805150956	408
Improved	X2020_rachisLength_NR	-0.0303988948150531	409
Improved	X2020_rachisLength_NR	-0.0302962194731378	410
Improved	X2020_rachisDiameterLower_NR	-0.0302011848246381	411
Improved	X2020_rachisDiameterUpper_NR	-0.0295834260250502	412
Improved	X2020_rachisLength_NR	-0.0294344492409626	413
Improved	X2020_rachisLength_NR	-0.0293189812886927	414
Improved	X2020_rachisDiameterLower_NR	-0.029141408145466	415
Improved	X2020_rachisDiameterLower_NR	-0.0289627851647282	416
Improved	X2020_rachisLength_NR	-0.0289237312725221	417
Improved	X2020_rachisDiameterLower_NR	-0.0288759934514059	418
Improved	X2020_rachisDiameterLower_NR	-0.028550260183985	419
Improved	X2020_rachisDiameterLower_NR	-0.0285381373264123	420
Improved	X2020_rachisDiameterLower_NR	-0.0282859870781039	421
Improved	X2020_paniclesPerPlot_NR	-0.0281735925905166	422
Improved	X2020_rachisLength_NR	-0.0280597028590857	423
Improved	X2020_paniclesPerPlot_NR	-0.027906090243621	424
Improved	X2020_rachisDiameterLower_NR	-0.0278196799235527	425
Improved	X2020_rachisDiameterLower_NR	-0.0276023525996894	426
Improved	X2020_rachisDiameterLower_NR	-0.0275660566131919	427
Improved	X2020_rachisDiameterUpper_NR	-0.0272030031568775	428
Improved	X2020_rachisLength_NR	-0.0268669813707349	429
Improved	X2020_rachisDiameterLower_NR	-0.0268357554075482	430
Improved	X2020_rachisDiameterLower_NR	-0.0267025836387197	431
