metric,population,perm_id,perm_stat,matched_regions,obs_stat
Pi,Improved,41,0.001657895,159,0.0037863
Pi,Improved,42,0.001769925,159,0.0037863
Pi,Improved,43,0.00176687,159,0.0037863
Pi,Improved,44,0.001684455,159,0.0037863
Pi,Improved,45,0.00175664,159,0.0037863
Pi,Improved,46,0.00172102,159,0.0037863
Pi,Improved,47,0.00163711,159,0.0037863
Pi,Improved,48,0.001841475,159,0.0037863
Pi,Improved,49,0.001819585,159,0.0037863
Pi,Improved,50,0.00171071,159,0.0037863
Pi,Improved,51,0.00177122,159,0.0037863
Pi,Improved,52,0.001790885,159,0.0037863
Pi,Improved,53,0.0018610185,159,0.0037863
Pi,Improved,54,0.00189925,159,0.0037863
Pi,Improved,55,0.00179014,159,0.0037863
Pi,Improved,56,0.00184123,159,0.0037863
Pi,Improved,57,0.001842655,159,0.0037863
Pi,Improved,58,0.001537044,159,0.0037863
Pi,Improved,59,0.001861285,159,0.0037863
Pi,Improved,60,0.001753545,159,0.0037863
Pi,Improved,61,0.00165771,159,0.0037863
Pi,Improved,62,0.001829045,159,0.0037863
Pi,Improved,63,0.001816055,159,0.0037863
Pi,Improved,64,0.00174732,159,0.0037863
Pi,Improved,65,0.00168645,159,0.0037863
Pi,Improved,66,0.001680635,159,0.0037863
Pi,Improved,67,0.00158105,159,0.0037863
Pi,Improved,68,0.001871186,159,0.0037863
Pi,Improved,69,0.00197271,159,0.0037863
Pi,Improved,70,0.00173078,159,0.0037863
Pi,Improved,71,0.00187726,159,0.0037863
Pi,Improved,72,0.00174935,159,0.0037863
Pi,Improved,73,0.00178249,159,0.0037863
Pi,Improved,74,0.00181531,159,0.0037863
Pi,Improved,75,0.00179364,159,0.0037863
Pi,Improved,76,0.001658925,159,0.0037863
Pi,Improved,77,0.00174875,159,0.0037863
Pi,Improved,78,0.00163987,159,0.0037863
Pi,Improved,79,0.001702485,159,0.0037863
Pi,Improved,80,0.001779535,159,0.0037863
Pi,Improved,81,0.00172263,159,0.0037863
Pi,Improved,82,0.001806805,159,0.0037863
Pi,Improved,83,0.00181798,159,0.0037863
Pi,Improved,84,0.00178301,159,0.0037863
Pi,Improved,85,0.00172754,159,0.0037863
Pi,Improved,86,0.00171908,159,0.0037863
Pi,Improved,87,0.0017765,159,0.0037863
Pi,Improved,88,0.00181246,159,0.0037863
Pi,Improved,89,0.00182474,159,0.0037863
Pi,Improved,90,0.001987295,159,0.0037863
Pi,Improved,91,0.00175414,159,0.0037863
Pi,Improved,92,0.00175462,159,0.0037863
Pi,Improved,93,0.00166527,159,0.0037863
Pi,Improved,94,0.00174162,159,0.0037863
Pi,Improved,95,0.00171886,159,0.0037863
Pi,Improved,96,0.001720567,159,0.0037863
Pi,Improved,97,0.00180052,159,0.0037863
Pi,Improved,98,0.00175685,159,0.0037863
Pi,Improved,99,0.00175584,159,0.0037863
Pi,Improved,100,0.00165659,159,0.0037863
Pi,Improved,101,0.001680675,159,0.0037863
Pi,Improved,102,0.001786355,159,0.0037863
Pi,Improved,103,0.0018232205,159,0.0037863
Pi,Improved,104,0.00174649,159,0.0037863
Pi,Improved,105,0.001591526,159,0.0037863
Pi,Improved,106,0.00189139,159,0.0037863
Pi,Improved,107,0.00178263,159,0.0037863
Pi,Improved,108,0.00174309,159,0.0037863
Pi,Improved,109,0.001727855,159,0.0037863
Pi,Improved,110,0.001669225,159,0.0037863
Pi,Improved,111,0.00168033,159,0.0037863
Pi,Improved,112,0.001667015,159,0.0037863
Pi,Improved,113,0.0017367,159,0.0037863
Pi,Improved,114,0.00189973,159,0.0037863
Pi,Improved,115,0.001604715,159,0.0037863
Pi,Improved,116,0.00187016,159,0.0037863
Pi,Improved,117,0.00201684,159,0.0037863
Pi,Improved,118,0.00167528,159,0.0037863
Pi,Improved,119,0.00178032,159,0.0037863
Pi,Improved,120,0.001661155,159,0.0037863
Pi,Improved,121,0.001793885,159,0.0037863
Pi,Improved,122,0.00168745,159,0.0037863
Pi,Improved,123,0.00185352,159,0.0037863
Pi,Improved,124,0.001740065,159,0.0037863
Pi,Improved,125,0.001812905,159,0.0037863
Pi,Improved,126,0.00169197,159,0.0037863
Pi,Improved,127,0.001807235,159,0.0037863
Pi,Improved,128,0.00188988,159,0.0037863
Pi,Improved,129,0.00168116,159,0.0037863
Pi,Improved,130,0.0018581,159,0.0037863
Pi,Improved,131,0.001708055,159,0.0037863
Pi,Improved,132,0.0017746,159,0.0037863
Pi,Improved,133,0.0017134365,159,0.0037863
Pi,Improved,134,0.001782415,159,0.0037863
Pi,Improved,135,0.001716395,159,0.0037863
Pi,Improved,136,0.00182445,159,0.0037863
Pi,Improved,137,0.00195364,159,0.0037863
Pi,Improved,138,0.00166473,159,0.0037863
Pi,Improved,139,0.00182323,159,0.0037863
Pi,Improved,140,0.00186308,159,0.0037863
Pi,Improved,141,0.00183493,159,0.0037863
Pi,Improved,142,0.00187437,159,0.0037863
Pi,Improved,143,0.00162803,159,0.0037863
Pi,Improved,144,0.00169473,159,0.0037863
Pi,Improved,145,0.00174436,159,0.0037863
Pi,Improved,146,0.001863445,159,0.0037863
Pi,Improved,147,0.00171066,159,0.0037863
Pi,Improved,148,0.00179014,159,0.0037863
Pi,Improved,149,0.00163035,159,0.0037863
Pi,Improved,150,0.001811465,159,0.0037863
Pi,Improved,151,0.001881055,159,0.0037863
Pi,Improved,152,0.001827585,159,0.0037863
Pi,Improved,153,0.00181364,159,0.0037863
Pi,Improved,154,0.00190652,159,0.0037863
Pi,Improved,155,0.00171498,159,0.0037863
Pi,Improved,156,0.001803445,159,0.0037863
Pi,Improved,157,0.00169673,159,0.0037863
Pi,Improved,158,0.001714205,159,0.0037863
Pi,Improved,159,0.001706345,159,0.0037863
Pi,Improved,160,0.00176523,159,0.0037863
Pi,Improved,161,0.00188635,159,0.0037863
Pi,Improved,162,0.00167934,159,0.0037863
Pi,Improved,163,0.00162855,159,0.0037863
Pi,Improved,164,0.00167317,159,0.0037863
Pi,Improved,165,0.00178656,159,0.0037863
Pi,Improved,166,0.00174837,159,0.0037863
Pi,Improved,167,0.00168915,159,0.0037863
Pi,Improved,168,0.00170227,159,0.0037863
Pi,Improved,169,0.00184166,159,0.0037863
Pi,Improved,170,0.001955875,159,0.0037863
Pi,Improved,171,0.00175923,159,0.0037863
Pi,Improved,172,0.00194475,159,0.0037863
Pi,Improved,173,0.00178454,159,0.0037863
Pi,Improved,174,0.00196566,159,0.0037863
Pi,Improved,175,0.001816289,159,0.0037863
Pi,Improved,176,0.00197755,159,0.0037863
Pi,Improved,177,0.00166097,159,0.0037863
Pi,Improved,178,0.00174538,159,0.0037863
Pi,Improved,179,0.00161214,159,0.0037863
Pi,Improved,180,0.00167155,159,0.0037863
Pi,Improved,181,0.001801735,159,0.0037863
Pi,Improved,182,0.001775705,159,0.0037863
Pi,Improved,183,0.00180016,159,0.0037863
Pi,Improved,184,0.00183631,159,0.0037863
Pi,Improved,185,0.001751,159,0.0037863
Pi,Improved,186,0.00185131,159,0.0037863
Pi,Improved,187,0.00159468,159,0.0037863
Pi,Improved,188,0.00179028,159,0.0037863
Pi,Improved,189,0.001823535,159,0.0037863
Pi,Improved,190,0.00167631,159,0.0037863
Pi,Improved,191,0.00158683,159,0.0037863
Pi,Improved,192,0.00172745,159,0.0037863
Pi,Improved,193,0.00163636,159,0.0037863
Pi,Improved,194,0.0017673855,159,0.0037863
Pi,Improved,195,0.00177767,159,0.0037863
Pi,Improved,196,0.00185637,159,0.0037863
Pi,Improved,197,0.00185092,159,0.0037863
Pi,Improved,198,0.00188464,159,0.0037863
Pi,Improved,199,0.00167779,159,0.0037863
Pi,Improved,200,0.00184859,159,0.0037863
Pi,Improved,201,0.0017802,159,0.0037863
Pi,Improved,202,0.001757735,159,0.0037863
Pi,Improved,203,0.00179746,159,0.0037863
Pi,Improved,204,0.00162035,159,0.0037863
Pi,Improved,205,0.001898525,159,0.0037863
Pi,Improved,206,0.00165259,159,0.0037863
Pi,Improved,207,0.00192713,159,0.0037863
Pi,Improved,208,0.00152829,159,0.0037863
Pi,Improved,209,0.00186314,159,0.0037863
Pi,Improved,210,0.00182575,159,0.0037863
Pi,Improved,211,0.00175351,159,0.0037863
Pi,Improved,212,0.00166917,159,0.0037863
Pi,Improved,213,0.00178946,159,0.0037863
Pi,Improved,214,0.00195304,159,0.0037863
Pi,Improved,215,0.00199266,159,0.0037863
Pi,Improved,216,0.00185997,159,0.0037863
Pi,Improved,217,0.0017564,159,0.0037863
Pi,Improved,218,0.00169075,159,0.0037863
Pi,Improved,219,0.001903295,159,0.0037863
Pi,Improved,220,0.001638495,159,0.0037863
Pi,Improved,221,0.001605135,159,0.0037863
Pi,Improved,222,0.001794295,159,0.0037863
Pi,Improved,223,0.00177915,159,0.0037863
Pi,Improved,224,0.00171412,159,0.0037863
Pi,Improved,225,0.00173708,159,0.0037863
Pi,Improved,226,0.001977075,159,0.0037863
Pi,Improved,227,0.00185902,159,0.0037863
Pi,Improved,228,0.001759245,159,0.0037863
Pi,Improved,229,0.00181432,159,0.0037863
Pi,Improved,230,0.001675645,159,0.0037863
Pi,Improved,231,0.00175442,159,0.0037863
Pi,Improved,232,0.00174268,159,0.0037863
Pi,Improved,233,0.001691745,159,0.0037863
Pi,Improved,234,0.001722835,159,0.0037863
Pi,Improved,235,0.00199461,159,0.0037863
Pi,Improved,236,0.00162627,159,0.0037863
Pi,Improved,237,0.00187294,159,0.0037863
Pi,Improved,238,0.0016877835,159,0.0037863
Pi,Improved,239,0.00180841,159,0.0037863
Pi,Improved,240,0.00168157,159,0.0037863
Pi,Improved,241,0.001773685,159,0.0037863
Pi,Improved,242,0.00167519,159,0.0037863
Pi,Improved,243,0.00157999,159,0.0037863
Pi,Improved,244,0.00166764,159,0.0037863
Pi,Improved,245,0.00191676,159,0.0037863
Pi,Improved,246,0.0017443,159,0.0037863
Pi,Improved,247,0.001983415,159,0.0037863
Pi,Improved,248,0.001689545,159,0.0037863
Pi,Improved,249,0.00171228,159,0.0037863
Pi,Improved,250,0.00164799,159,0.0037863
Pi,Improved,251,0.00161322,159,0.0037863
Pi,Improved,252,0.0014993,159,0.0037863
Pi,Improved,253,0.00166436,159,0.0037863
Pi,Improved,254,0.00158057,159,0.0037863
Pi,Improved,255,0.00185676,159,0.0037863
Pi,Improved,256,0.00168565,159,0.0037863
Pi,Improved,257,0.00183728,159,0.0037863
Pi,Improved,258,0.001841755,159,0.0037863
Pi,Improved,259,0.00203871,159,0.0037863
Pi,Improved,260,0.00153513,159,0.0037863
Pi,Improved,261,0.001645,159,0.0037863
Pi,Improved,262,0.00174337,159,0.0037863
Pi,Improved,263,0.001800845,159,0.0037863
Pi,Improved,264,0.00204326,159,0.0037863
Pi,Improved,265,0.00179436,159,0.0037863
Pi,Improved,266,0.00200959,159,0.0037863
Pi,Improved,267,0.0018392,159,0.0037863
Pi,Improved,268,0.0019106395,159,0.0037863
Pi,Improved,269,0.001666585,159,0.0037863
Pi,Improved,270,0.00203324,159,0.0037863
Pi,Improved,271,0.00161115,159,0.0037863
Pi,Improved,272,0.00173767,159,0.0037863
Pi,Improved,273,0.001759805,159,0.0037863
Pi,Improved,274,0.00163087,159,0.0037863
Pi,Improved,275,0.00170465,159,0.0037863
Pi,Improved,276,0.00193691,159,0.0037863
Pi,Improved,277,0.00190874,159,0.0037863
Pi,Improved,278,0.00187529,159,0.0037863
Pi,Improved,279,0.00160079,159,0.0037863
Pi,Improved,280,0.00188482,159,0.0037863
Pi,Improved,281,0.00182946,159,0.0037863
Pi,Improved,282,0.001797905,159,0.0037863
Pi,Improved,283,0.001568565,159,0.0037863
Pi,Improved,284,0.0016979215,159,0.0037863
Pi,Improved,285,0.002045245,159,0.0037863
Pi,Improved,286,0.00184546,159,0.0037863
Pi,Improved,287,0.001674535,159,0.0037863
Pi,Improved,288,0.00173326,159,0.0037863
Pi,Improved,289,0.00174097,159,0.0037863
Pi,Improved,290,0.00160175,159,0.0037863
Pi,Improved,291,0.00178273,159,0.0037863
Pi,Improved,292,0.0016531,159,0.0037863
Pi,Improved,293,0.001859,159,0.0037863
Pi,Improved,294,0.00166947,159,0.0037863
Pi,Improved,295,0.00190426,159,0.0037863
Pi,Improved,296,0.00184979,159,0.0037863
Pi,Improved,297,0.00184939,159,0.0037863
Pi,Improved,298,0.001744465,159,0.0037863
Pi,Improved,299,0.00156586,159,0.0037863
Pi,Improved,300,0.00186149,159,0.0037863
Pi,Improved,301,0.001723815,159,0.0037863
Pi,Improved,302,0.00182547,159,0.0037863
Pi,Improved,303,0.001808085,159,0.0037863
Pi,Improved,304,0.00180742,159,0.0037863
Pi,Improved,305,0.00191375,159,0.0037863
Pi,Improved,306,0.00163314,159,0.0037863
Pi,Improved,307,0.001763165,159,0.0037863
Pi,Improved,308,0.0017253,159,0.0037863
Pi,Improved,309,0.00174984,159,0.0037863
Pi,Improved,310,0.00189918,159,0.0037863
Pi,Improved,311,0.0017874,159,0.0037863
Pi,Improved,312,0.0018358345,159,0.0037863
Pi,Improved,313,0.00174935,159,0.0037863
Pi,Improved,314,0.00163161,159,0.0037863
Pi,Improved,315,0.00187278,159,0.0037863
Pi,Improved,316,0.00183334,159,0.0037863
Pi,Improved,317,0.00175363,159,0.0037863
Pi,Improved,318,0.00172449,159,0.0037863
Pi,Improved,319,0.00200139,159,0.0037863
Pi,Improved,320,0.001704465,159,0.0037863
Pi,Improved,321,0.0015519,159,0.0037863
Pi,Improved,322,0.00171423,159,0.0037863
Pi,Improved,323,0.001807855,159,0.0037863
Pi,Improved,324,0.00194288,159,0.0037863
Pi,Improved,325,0.00182446,159,0.0037863
Pi,Improved,326,0.00168321,159,0.0037863
Pi,Improved,327,0.00164496,159,0.0037863
Pi,Improved,328,0.001931955,159,0.0037863
Pi,Improved,329,0.001482305,159,0.0037863
Pi,Improved,330,0.00195076,159,0.0037863
Pi,Improved,331,0.00197709,159,0.0037863
Pi,Improved,332,0.001579915,159,0.0037863
Pi,Improved,333,0.00168295,159,0.0037863
Pi,Improved,334,0.00190487,159,0.0037863
Pi,Improved,335,0.00170928,159,0.0037863
Pi,Improved,336,0.00175218,159,0.0037863
Pi,Improved,337,0.00177093,159,0.0037863
Pi,Improved,338,0.00166247,159,0.0037863
Pi,Improved,339,0.00159006,159,0.0037863
Pi,Improved,340,0.001745105,159,0.0037863
Pi,Improved,341,0.00166022,159,0.0037863
Pi,Improved,342,0.00170845,159,0.0037863
Pi,Improved,343,0.00160446,159,0.0037863
Pi,Improved,344,0.00158527,159,0.0037863
Pi,Improved,345,0.001768155,159,0.0037863
Pi,Improved,346,0.00175147,159,0.0037863
Pi,Improved,347,0.00193652,159,0.0037863
Pi,Improved,348,0.00178172,159,0.0037863
Pi,Improved,349,0.00178233,159,0.0037863
Pi,Improved,350,0.00174009,159,0.0037863
Pi,Improved,351,0.00165312,159,0.0037863
Pi,Improved,352,0.00183975,159,0.0037863
Pi,Improved,353,0.00185908,159,0.0037863
Pi,Improved,354,0.001671485,159,0.0037863
Pi,Improved,355,0.00184759,159,0.0037863
Pi,Improved,356,0.00179528,159,0.0037863
Pi,Improved,357,0.00185017,159,0.0037863
Pi,Improved,358,0.001637055,159,0.0037863
Pi,Improved,359,0.00180152,159,0.0037863
Pi,Improved,360,0.00191003,159,0.0037863
Pi,Improved,361,0.001798975,159,0.0037863
Pi,Improved,362,0.00213945,159,0.0037863
Pi,Improved,363,0.001669885,159,0.0037863
Pi,Improved,364,0.00177321,159,0.0037863
Pi,Improved,365,0.0018059,159,0.0037863
Pi,Improved,366,0.001850965,159,0.0037863
Pi,Improved,367,0.00166143,159,0.0037863
Pi,Improved,368,0.00190697,159,0.0037863
Pi,Improved,369,0.00161681,159,0.0037863
Pi,Improved,370,0.00188044,159,0.0037863
Pi,Improved,371,0.00176177,159,0.0037863
Pi,Improved,372,0.00195828,159,0.0037863
Pi,Improved,373,0.0018267,159,0.0037863
Pi,Improved,374,0.00172807,159,0.0037863
Pi,Improved,375,0.0017927,159,0.0037863
Pi,Improved,376,0.00191895,159,0.0037863
Pi,Improved,377,0.001708055,159,0.0037863
Pi,Improved,378,0.00175923,159,0.0037863
Pi,Improved,379,0.001757175,159,0.0037863
Pi,Improved,380,0.00185959,159,0.0037863
Pi,Improved,381,0.00186997,159,0.0037863
Pi,Improved,382,0.00177532,159,0.0037863
Pi,Improved,383,0.0016431,159,0.0037863
Pi,Improved,384,0.00167089,159,0.0037863
Pi,Improved,385,0.0017761,159,0.0037863
Pi,Improved,386,0.00163544,159,0.0037863
Pi,Improved,387,0.001826195,159,0.0037863
Pi,Improved,388,0.001716155,159,0.0037863
Pi,Improved,389,0.001690345,159,0.0037863
Pi,Improved,390,0.00190869,159,0.0037863
Pi,Improved,391,0.001726835,159,0.0037863
Pi,Improved,392,0.00181716,159,0.0037863
Pi,Improved,393,0.00175095,159,0.0037863
Pi,Improved,394,0.001838705,159,0.0037863
Pi,Improved,395,0.00185191,159,0.0037863
Pi,Improved,396,0.001657585,159,0.0037863
Pi,Improved,397,0.001731475,159,0.0037863
Pi,Improved,398,0.00182189,159,0.0037863
Pi,Improved,399,0.00168452,159,0.0037863
Pi,Improved,400,0.00186713,159,0.0037863
Pi,Improved,401,0.00193492,159,0.0037863
Pi,Improved,402,0.001820375,159,0.0037863
Pi,Improved,403,0.00180885,159,0.0037863
Pi,Improved,404,0.00191441,159,0.0037863
Pi,Improved,405,0.00178763,159,0.0037863
Pi,Improved,406,0.0017017145,159,0.0037863
Pi,Improved,407,0.00175967,159,0.0037863
Pi,Improved,408,0.001815855,159,0.0037863
Pi,Improved,409,0.00170498,159,0.0037863
Pi,Improved,410,0.001760895,159,0.0037863
Pi,Improved,411,0.00175504,159,0.0037863
Pi,Improved,412,0.00168314,159,0.0037863
Pi,Improved,413,0.001818705,159,0.0037863
Pi,Improved,414,0.00191624,159,0.0037863
Pi,Improved,415,0.001823465,159,0.0037863
Pi,Improved,416,0.001743895,159,0.0037863
Pi,Improved,417,0.00176514,159,0.0037863
Pi,Improved,418,0.00173999,159,0.0037863
Pi,Improved,419,0.00154327,159,0.0037863
Pi,Improved,420,0.00165093,159,0.0037863
Pi,Improved,421,0.00158614,159,0.0037863
Pi,Improved,422,0.001727645,159,0.0037863
Pi,Improved,423,0.0017814,159,0.0037863
Pi,Improved,424,0.00170297,159,0.0037863
Pi,Improved,425,0.00177453,159,0.0037863
Pi,Improved,426,0.0017092,159,0.0037863
Pi,Improved,427,0.00188205,159,0.0037863
Pi,Improved,428,0.001698315,159,0.0037863
Pi,Improved,429,0.00192029,159,0.0037863
Pi,Improved,430,0.001631205,159,0.0037863
Pi,Improved,431,0.0016746,159,0.0037863
Pi,Improved,432,0.001858815,159,0.0037863
Pi,Improved,433,0.00164085,159,0.0037863
Pi,Improved,434,0.001802295,159,0.0037863
Pi,Improved,435,0.0018773,159,0.0037863
Pi,Improved,436,0.00185088,159,0.0037863
Pi,Improved,437,0.001606165,159,0.0037863
Pi,Improved,438,0.0017219895,159,0.0037863
Pi,Improved,439,0.00165312,159,0.0037863
Pi,Improved,440,0.001750585,159,0.0037863
Pi,Improved,441,0.001540165,159,0.0037863
Pi,Improved,442,0.00165105,159,0.0037863
Pi,Improved,443,0.00180941,159,0.0037863
Pi,Improved,444,0.00191953,159,0.0037863
Pi,Improved,445,0.00190526,159,0.0037863
Pi,Improved,446,0.001758855,159,0.0037863
Pi,Improved,447,0.00177672,159,0.0037863
Pi,Improved,448,0.001883785,159,0.0037863
Pi,Improved,449,0.001603515,159,0.0037863
Pi,Improved,450,0.001561965,159,0.0037863
Pi,Improved,451,0.00178552,159,0.0037863
Pi,Improved,452,0.00167075,159,0.0037863
Pi,Improved,453,0.00201741,159,0.0037863
Pi,Improved,454,0.001602695,159,0.0037863
Pi,Improved,455,0.00167878,159,0.0037863
Pi,Improved,456,0.00162974,159,0.0037863
Pi,Improved,457,0.00195289,159,0.0037863
Pi,Improved,458,0.00183259,159,0.0037863
Pi,Improved,459,0.00169161,159,0.0037863
Pi,Improved,460,0.001836935,159,0.0037863
Pi,Improved,461,0.001583769,159,0.0037863
Pi,Improved,462,0.001766135,159,0.0037863
Pi,Improved,463,0.001646105,159,0.0037863
Pi,Improved,464,0.0016584,159,0.0037863
Pi,Improved,465,0.00171298,159,0.0037863
Pi,Improved,466,0.00178292,159,0.0037863
Pi,Improved,467,0.00151282,159,0.0037863
Pi,Improved,468,0.00196055,159,0.0037863
Pi,Improved,469,0.0017187905,159,0.0037863
Pi,Improved,470,0.00171228,159,0.0037863
Pi,Improved,471,0.001671625,159,0.0037863
Pi,Improved,472,0.00193846,159,0.0037863
Pi,Improved,473,0.00169596,159,0.0037863
Pi,Improved,474,0.0020817385,159,0.0037863
Pi,Improved,475,0.00188189,159,0.0037863
Pi,Improved,476,0.00184902,159,0.0037863
Pi,Improved,477,0.001605645,159,0.0037863
Pi,Improved,478,0.00187195,159,0.0037863
Pi,Improved,479,0.00183501,159,0.0037863
Pi,Improved,480,0.001672385,159,0.0037863
Pi,Improved,481,0.001854125,159,0.0037863
Pi,Improved,482,0.00166071,159,0.0037863
Pi,Improved,483,0.00163522,159,0.0037863
Pi,Improved,484,0.001830815,159,0.0037863
Pi,Improved,485,0.001868395,159,0.0037863
Pi,Improved,486,0.00163517,159,0.0037863
Pi,Improved,487,0.00161001,159,0.0037863
Pi,Improved,488,0.001586285,159,0.0037863
Pi,Improved,489,0.001638744,159,0.0037863
Pi,Improved,490,0.001831695,159,0.0037863
Pi,Improved,491,0.00185477,159,0.0037863
Pi,Improved,492,0.001499353,159,0.0037863
Pi,Improved,493,0.00183544,159,0.0037863
Pi,Improved,494,0.00161439,159,0.0037863
Pi,Improved,495,0.00162696,159,0.0037863
Pi,Improved,496,0.00185875,159,0.0037863
Pi,Improved,497,0.001655555,159,0.0037863
Pi,Improved,498,0.0017567921,159,0.0037863
Pi,Improved,499,0.00169994,159,0.0037863
Pi,Improved,500,0.001742705,159,0.0037863
Pi,Improved,501,0.001775755,159,0.0037863
Pi,Improved,502,0.001852025,159,0.0037863
Pi,Improved,503,0.00182096,159,0.0037863
Pi,Improved,504,0.00179222,159,0.0037863
Pi,Improved,505,0.001908255,159,0.0037863
Pi,Improved,506,0.001702485,159,0.0037863
Pi,Improved,507,0.00178154,159,0.0037863
Pi,Improved,508,0.00181667,159,0.0037863
Pi,Improved,509,0.0018594,159,0.0037863
Pi,Improved,510,0.00171447,159,0.0037863
Pi,Improved,511,0.00188039,159,0.0037863
Pi,Improved,512,0.00173065,159,0.0037863
Pi,Improved,513,0.00165509,159,0.0037863
Pi,Improved,514,0.00170747,159,0.0037863
Pi,Improved,515,0.00193173,159,0.0037863
Pi,Improved,516,0.00186385,159,0.0037863
Pi,Improved,517,0.001877125,159,0.0037863
Pi,Improved,518,0.001858701,159,0.0037863
Pi,Improved,519,0.00175047,159,0.0037863
Pi,Improved,520,0.00160102,159,0.0037863
Pi,Improved,521,0.001625355,159,0.0037863
Pi,Improved,522,0.00163592,159,0.0037863
Pi,Improved,523,0.00174239,159,0.0037863
Pi,Improved,524,0.00186785,159,0.0037863
Pi,Improved,525,0.00198341,159,0.0037863
Pi,Improved,526,0.001802609,159,0.0037863
Pi,Improved,527,0.001725775,159,0.0037863
Pi,Improved,528,0.00180975,159,0.0037863
Pi,Improved,529,0.0017101,159,0.0037863
Pi,Improved,530,0.00179491,159,0.0037863
Pi,Improved,531,0.00192418,159,0.0037863
Pi,Improved,532,0.001829065,159,0.0037863
Pi,Improved,533,0.00180479,159,0.0037863
Pi,Improved,534,0.00182243,159,0.0037863
Pi,Improved,535,0.0017814,159,0.0037863
Pi,Improved,536,0.002000445,159,0.0037863
Pi,Improved,537,0.001789085,159,0.0037863
Pi,Improved,538,0.00175529,159,0.0037863
Pi,Improved,539,0.00162347,159,0.0037863
Pi,Improved,540,0.00165105,159,0.0037863
Pi,Improved,541,0.00184883,159,0.0037863
Pi,Improved,542,0.00187642,159,0.0037863
Pi,Improved,543,0.001666465,159,0.0037863
Pi,Improved,544,0.00185273,159,0.0037863
Pi,Improved,545,0.001836345,159,0.0037863
Pi,Improved,546,0.00171308,159,0.0037863
Pi,Improved,547,0.00168578,159,0.0037863
Pi,Improved,548,0.002014935,159,0.0037863
Pi,Improved,549,0.001665375,159,0.0037863
Pi,Improved,550,0.00195993,159,0.0037863
Pi,Improved,551,0.00169366,159,0.0037863
Pi,Improved,552,0.00167469,159,0.0037863
Pi,Improved,553,0.00171376,159,0.0037863
Pi,Improved,554,0.00192764,159,0.0037863
Pi,Improved,555,0.00180499,159,0.0037863
Pi,Improved,556,0.0019704,159,0.0037863
Pi,Improved,557,0.0015747505,159,0.0037863
Pi,Improved,558,0.001677175,159,0.0037863
Pi,Improved,559,0.00177733,159,0.0037863
Pi,Improved,560,0.0018709,159,0.0037863
Pi,Improved,561,0.00183147,159,0.0037863
Pi,Improved,562,0.00176776,159,0.0037863
Pi,Improved,563,0.00178433,159,0.0037863
Pi,Improved,564,0.0017539,159,0.0037863
Pi,Improved,565,0.001712615,159,0.0037863
Pi,Improved,566,0.00182627,159,0.0037863
Pi,Improved,567,0.001719685,159,0.0037863
Pi,Improved,568,0.00170568,159,0.0037863
Pi,Improved,569,0.00173102,159,0.0037863
Pi,Improved,570,0.0018051,159,0.0037863
Pi,Improved,571,0.001615685,159,0.0037863
Pi,Improved,572,0.001727835,159,0.0037863
Pi,Improved,573,0.00191903,159,0.0037863
Pi,Improved,574,0.00181178,159,0.0037863
Pi,Improved,575,0.00169979,159,0.0037863
Pi,Improved,576,0.0017092,159,0.0037863
Pi,Improved,577,0.00169747,159,0.0037863
Pi,Improved,578,0.00177428,159,0.0037863
Pi,Improved,579,0.001953705,159,0.0037863
Pi,Improved,580,0.00165356,159,0.0037863
