comparison	region_chr	region_start	region_end	max_xpclr	n_merged_windows	gene_chr	gene_start	gene_end	strand	gene_id
domestication_landrace_vs_wild	1	4655001	4685000	491.7073658	2	1	4682331	4686651	+	Sobic.001G062400
domestication_landrace_vs_wild	1	5110001	5190000	413.3521287	3	1	5088819	5111314	+	Sobic.001G066500
domestication_landrace_vs_wild	1	5110001	5190000	413.3521287	3	1	5106755	5112943	+	Sobic.001G066600
domestication_landrace_vs_wild	1	5110001	5190000	413.3521287	3	1	5110814	5117848	+	Sobic.001G066700
domestication_landrace_vs_wild	1	5110001	5190000	413.3521287	3	1	5114603	5120188	-	Sobic.001G066800
domestication_landrace_vs_wild	1	5110001	5190000	413.3521287	3	1	5116616	5124365	-	Sobic.001G066900
domestication_landrace_vs_wild	1	5110001	5190000	413.3521287	3	1	5123308	5132028	+	Sobic.001G067000
domestication_landrace_vs_wild	1	5110001	5190000	413.3521287	3	1	5128347	5135816	+	Sobic.001G067100
domestication_landrace_vs_wild	1	5110001	5190000	413.3521287	3	1	5132465	5141126	+	Sobic.001G067200
domestication_landrace_vs_wild	1	5110001	5190000	413.3521287	3	1	5137383	5144910	+	Sobic.001G067300
domestication_landrace_vs_wild	1	5110001	5190000	413.3521287	3	1	5141445	5150818	+	Sobic.001G067400
domestication_landrace_vs_wild	1	5110001	5190000	413.3521287	3	1	5151835	5157724	+	Sobic.001G067500
domestication_landrace_vs_wild	1	5110001	5190000	413.3521287	3	1	5158576	5163521	+	Sobic.001G067601
domestication_landrace_vs_wild	1	5110001	5190000	413.3521287	3	1	5162331	5176010	-	Sobic.001G067700
domestication_landrace_vs_wild	1	5110001	5190000	413.3521287	3	1	5174078	5183400	+	Sobic.001G067800
domestication_landrace_vs_wild	1	5675001	5700000	509.742859	1	1	5672136	5683121	+	Sobic.001G073900
domestication_landrace_vs_wild	1	5675001	5700000	509.742859	1	1	5687025	5695653	-	Sobic.001G074000
domestication_landrace_vs_wild	1	5675001	5700000	509.742859	1	1	5697681	5711182	-	Sobic.001G074100
domestication_landrace_vs_wild	1	5810001	5835000	550.8248247	1	1	5811873	5820411	+	Sobic.001G075600
domestication_landrace_vs_wild	1	5810001	5835000	550.8248247	1	1	5817606	5826980	-	Sobic.001G075700
domestication_landrace_vs_wild	1	6105001	6130000	504.4245217	1	1	6105475	6114497	-	Sobic.001G078900
domestication_landrace_vs_wild	1	6105001	6130000	504.4245217	1	1	6118020	6128638	-	Sobic.001G079100
domestication_landrace_vs_wild	1	6825001	6850000	406.8127728	1	1	6824763	6831100	-	Sobic.001G087201
domestication_landrace_vs_wild	1	6825001	6850000	406.8127728	1	1	6834589	6840605	-	Sobic.001G087400
domestication_landrace_vs_wild	1	8395001	8425000	382.4293008	2	1	8391756	8400147	+	Sobic.001G107400
domestication_landrace_vs_wild	1	8395001	8425000	382.4293008	2	1	8396119	8403530	-	Sobic.001G107500
domestication_landrace_vs_wild	1	8395001	8425000	382.4293008	2	1	8400227	8410327	-	Sobic.001G107600
domestication_landrace_vs_wild	1	8395001	8425000	382.4293008	2	1	8400664	8408257	+	Sobic.001G107550
domestication_landrace_vs_wild	1	8395001	8425000	382.4293008	2	1	8412533	8417266	-	Sobic.001G107800
domestication_landrace_vs_wild	1	8395001	8425000	382.4293008	2	1	8416730	8433927	-	Sobic.001G107900
domestication_landrace_vs_wild	1	8500001	8525000	377.9231648	1	1	8497086	8505258	-	Sobic.001G108700
domestication_landrace_vs_wild	1	8500001	8525000	377.9231648	1	1	8506387	8511716	+	Sobic.001G108800
domestication_landrace_vs_wild	1	8500001	8525000	377.9231648	1	1	8507717	8516928	-	Sobic.001G108900
domestication_landrace_vs_wild	1	9440001	9490000	760.7015595	4	1	9432763	9441021	+	Sobic.001G119900
domestication_landrace_vs_wild	1	9440001	9490000	760.7015595	4	1	9437150	9442613	+	Sobic.001G120000
domestication_landrace_vs_wild	1	9440001	9490000	760.7015595	4	1	9438514	9446840	-	Sobic.001G120100
domestication_landrace_vs_wild	1	9440001	9490000	760.7015595	4	1	9444361	9450075	-	Sobic.001G120200
domestication_landrace_vs_wild	1	9440001	9490000	760.7015595	4	1	9448344	9456032	+	Sobic.001G120300
domestication_landrace_vs_wild	1	9440001	9490000	760.7015595	4	1	9452396	9458010	-	Sobic.001G120400
domestication_landrace_vs_wild	1	9440001	9490000	760.7015595	4	1	9460560	9477005	+	Sobic.001G120500
domestication_landrace_vs_wild	1	9440001	9490000	760.7015595	4	1	9475333	9480249	+	Sobic.001G120700
domestication_landrace_vs_wild	1	9440001	9490000	760.7015595	4	1	9476427	9481286	-	Sobic.001G120750
domestication_landrace_vs_wild	1	9440001	9490000	760.7015595	4	1	9477264	9482366	+	Sobic.001G120800
domestication_landrace_vs_wild	1	9440001	9490000	760.7015595	4	1	9488015	9493028	-	Sobic.001G120875
domestication_landrace_vs_wild	1	9555001	9640000	445.611712	3	1	9567534	9575674	+	Sobic.001G121400
domestication_landrace_vs_wild	1	9555001	9640000	445.611712	3	1	9576725	9581867	-	Sobic.001G121600
domestication_landrace_vs_wild	1	9555001	9640000	445.611712	3	1	9611477	9617716	-	Sobic.001G121700
domestication_landrace_vs_wild	1	9555001	9640000	445.611712	3	1	9621006	9628249	+	Sobic.001G121800
domestication_landrace_vs_wild	1	10205001	10240000	445.0162375	2	1	10202514	10208000	+	Sobic.001G128200
domestication_landrace_vs_wild	1	10205001	10240000	445.0162375	2	1	10205744	10222002	+	Sobic.001G128300
domestication_landrace_vs_wild	1	10205001	10240000	445.0162375	2	1	10217999	10224664	+	Sobic.001G128400
domestication_landrace_vs_wild	1	10205001	10240000	445.0162375	2	1	10225007	10230425	-	Sobic.001G128500
domestication_landrace_vs_wild	1	10205001	10240000	445.0162375	2	1	10226770	10235029	-	Sobic.001G128600
domestication_landrace_vs_wild	1	10205001	10240000	445.0162375	2	1	10233018	10238604	+	Sobic.001G128800
domestication_landrace_vs_wild	1	12440001	12490000	466.6373333	3	1	12447396	12456339	+	Sobic.001G153200
domestication_landrace_vs_wild	1	12440001	12490000	466.6373333	3	1	12451998	12460398	-	Sobic.001G153300
domestication_landrace_vs_wild	1	12440001	12490000	466.6373333	3	1	12460110	12469314	+	Sobic.001G153400
domestication_landrace_vs_wild	1	12440001	12490000	466.6373333	3	1	12465693	12471186	+	Sobic.001G153500
domestication_landrace_vs_wild	1	12440001	12490000	466.6373333	3	1	12473019	12482709	+	Sobic.001G153600
domestication_landrace_vs_wild	1	12440001	12490000	466.6373333	3	1	12480178	12484937	-	Sobic.001G153700
domestication_landrace_vs_wild	1	12440001	12490000	466.6373333	3	1	12488956	12498135	+	Sobic.001G153800
domestication_landrace_vs_wild	1	19860001	19885000	374.7136751	1	1	19864572	19869189	-	Sobic.001G213100
domestication_landrace_vs_wild	1	19860001	19885000	374.7136751	1	1	19869846	19875825	+	Sobic.001G213200
domestication_landrace_vs_wild	1	19860001	19885000	374.7136751	1	1	19875899	19880664	-	Sobic.001G213250
domestication_landrace_vs_wild	1	19860001	19885000	374.7136751	1	1	19879354	19887261	+	Sobic.001G213300
domestication_landrace_vs_wild	1	19860001	19885000	374.7136751	1	1	19883085	19890261	-	Sobic.001G213400
domestication_landrace_vs_wild	1	21345001	21415000	673.8713325	4	1	21363144	21370985	+	Sobic.001G222300
domestication_landrace_vs_wild	1	21345001	21415000	673.8713325	4	1	21384337	21401511	+	Sobic.001G222400
domestication_landrace_vs_wild	1	21345001	21415000	673.8713325	4	1	21398954	21419120	+	Sobic.001G222500
domestication_landrace_vs_wild	1	21525001	21595000	588.0444669	5	1	21520155	21530715	-	Sobic.001G223100
domestication_landrace_vs_wild	1	21525001	21595000	588.0444669	5	1	21565892	21574854	-	Sobic.001G223200
domestication_landrace_vs_wild	1	21525001	21595000	588.0444669	5	1	21594609	21602010	-	Sobic.001G223300
domestication_landrace_vs_wild	1	21760001	21805000	433.5985944	2	1	21758767	21765975	+	Sobic.001G225700
domestication_landrace_vs_wild	1	21760001	21805000	433.5985944	2	1	21762742	21769665	-	Sobic.001G225800
domestication_landrace_vs_wild	1	21760001	21805000	433.5985944	2	1	21793476	21807954	+	Sobic.001G226000
domestication_landrace_vs_wild	1	21760001	21805000	433.5985944	2	1	21804155	21814202	+	Sobic.001G226100
domestication_landrace_vs_wild	1	22815001	22895000	511.3465575	3	1	22814153	22818988	+	Sobic.001G232700
domestication_landrace_vs_wild	1	23065001	23115000	647.2734218	4	1	23093180	23103988	-	Sobic.001G233600
domestication_landrace_vs_wild	1	23065001	23115000	647.2734218	4	1	23111014	23130621	-	Sobic.001G233700
domestication_landrace_vs_wild	1	23205001	23370000	1132.870411	11	1	23244500	23250510	+	Sobic.001G233800
domestication_landrace_vs_wild	1	23205001	23370000	1132.870411	11	1	23251021	23257080	+	Sobic.001G233900
domestication_landrace_vs_wild	1	23205001	23370000	1132.870411	11	1	23259446	23264288	-	Sobic.001G234000
domestication_landrace_vs_wild	1	23205001	23370000	1132.870411	11	1	23262227	23267038	-	Sobic.001G234100
domestication_landrace_vs_wild	1	23205001	23370000	1132.870411	11	1	23281069	23290622	+	Sobic.001G234200
domestication_landrace_vs_wild	1	23205001	23370000	1132.870411	11	1	23289743	23296319	+	Sobic.001G234300
domestication_landrace_vs_wild	1	23205001	23370000	1132.870411	11	1	23325289	23329705	+	Sobic.001G234500
domestication_landrace_vs_wild	1	24375001	24480000	547.4248757	5	1	24384794	24392729	-	Sobic.001G237500
domestication_landrace_vs_wild	1	24375001	24480000	547.4248757	5	1	24393097	24405072	+	Sobic.001G237600
domestication_landrace_vs_wild	1	25245001	25270000	435.8988721	1	1	25266959	25272053	-	Sobic.001G242200
domestication_landrace_vs_wild	1	57125001	57160000	596.0614285	2	1	57118293	57126622	+	Sobic.001G273800
domestication_landrace_vs_wild	1	57125001	57160000	596.0614285	2	1	57151721	57156086	+	Sobic.001G273875
domestication_landrace_vs_wild	1	60030001	60110000	506.3614272	3	1	60028046	60040338	+	Sobic.001G285800
domestication_landrace_vs_wild	1	60250001	60275000	382.8568414	1	1	60251334	60269154	+	Sobic.001G286500
domestication_landrace_vs_wild	1	60250001	60275000	382.8568414	1	1	60266222	60272976	-	Sobic.001G286600
domestication_landrace_vs_wild	1	60460001	60495000	482.7144091	2	1	60485908	60491230	+	Sobic.001G287700
domestication_landrace_vs_wild	1	60460001	60495000	482.7144091	2	1	60489525	60497946	+	Sobic.001G287800
domestication_landrace_vs_wild	1	60905001	60930000	404.7571645	1	1	60901473	60908642	-	Sobic.001G291100
domestication_landrace_vs_wild	1	60905001	60930000	404.7571645	1	1	60910693	60915502	-	Sobic.001G291200
domestication_landrace_vs_wild	1	60905001	60930000	404.7571645	1	1	60913569	60918293	-	Sobic.001G291300
domestication_landrace_vs_wild	1	60905001	60930000	404.7571645	1	1	60918339	60926917	-	Sobic.001G291400
domestication_landrace_vs_wild	1	61290001	61315000	670.3071327	1	1	61252564	61304762	+	Sobic.001G293700
domestication_landrace_vs_wild	1	61290001	61315000	670.3071327	1	1	61310073	61317142	+	Sobic.001G293800
domestication_landrace_vs_wild	1	61355001	61380000	378.4505127	1	1	61378075	61386524	-	Sobic.001G294300
domestication_landrace_vs_wild	1	63740001	63820000	723.6199645	4	1	63777469	63781813	+	Sobic.001G310133
domestication_landrace_vs_wild	1	63740001	63820000	723.6199645	4	1	63800099	63805374	+	Sobic.001G310200
domestication_landrace_vs_wild	1	63740001	63820000	723.6199645	4	1	63804359	63809727	+	Sobic.001G310300
domestication_landrace_vs_wild	1	63740001	63820000	723.6199645	4	1	63806380	63811470	-	Sobic.001G310400
domestication_landrace_vs_wild	1	63740001	63820000	723.6199645	4	1	63809909	63815660	-	Sobic.001G310500
domestication_landrace_vs_wild	1	63740001	63820000	723.6199645	4	1	63814612	63821207	+	Sobic.001G310600
domestication_landrace_vs_wild	1	63740001	63820000	723.6199645	4	1	63817992	63826804	-	Sobic.001G310700
domestication_landrace_vs_wild	1	63965001	64085000	1427.85014	5	1	63951202	63965190	-	Sobic.001G311500
domestication_landrace_vs_wild	1	63965001	64085000	1427.85014	5	1	63961251	63966214	+	Sobic.001G311601
domestication_landrace_vs_wild	1	63965001	64085000	1427.85014	5	1	63975553	63980556	-	Sobic.001G311800
domestication_landrace_vs_wild	1	63965001	64085000	1427.85014	5	1	63980110	63986053	-	Sobic.001G311833
domestication_landrace_vs_wild	1	63965001	64085000	1427.85014	5	1	63984699	63991441	+	Sobic.001G311866
domestication_landrace_vs_wild	1	63965001	64085000	1427.85014	5	1	63994653	64001662	+	Sobic.001G311900
domestication_landrace_vs_wild	1	63965001	64085000	1427.85014	5	1	64000332	64004839	-	Sobic.001G312000
domestication_landrace_vs_wild	1	63965001	64085000	1427.85014	5	1	64004487	64009051	-	Sobic.001G312100
domestication_landrace_vs_wild	1	63965001	64085000	1427.85014	5	1	64007177	64011780	-	Sobic.001G312200
domestication_landrace_vs_wild	1	63965001	64085000	1427.85014	5	1	64011039	64015563	-	Sobic.001G312300
domestication_landrace_vs_wild	1	63965001	64085000	1427.85014	5	1	64016005	64020466	-	Sobic.001G312350
domestication_landrace_vs_wild	1	63965001	64085000	1427.85014	5	1	64052832	64060453	-	Sobic.001G312500
domestication_landrace_vs_wild	1	63965001	64085000	1427.85014	5	1	64084066	64093226	+	Sobic.001G312600
domestication_landrace_vs_wild	1	65890001	65915000	414.7413326	1	1	65895481	65900534	+	Sobic.001G330100
domestication_landrace_vs_wild	1	65890001	65915000	414.7413326	1	1	65900904	65906267	+	Sobic.001G330200
domestication_landrace_vs_wild	1	65890001	65915000	414.7413326	1	1	65902276	65907677	-	Sobic.001G330300
domestication_landrace_vs_wild	1	65890001	65915000	414.7413326	1	1	65909065	65913886	+	Sobic.001G330400
domestication_landrace_vs_wild	1	68500001	68555000	430.7008437	3	1	68500923	68509587	+	Sobic.001G353800
domestication_landrace_vs_wild	1	68500001	68555000	430.7008437	3	1	68508537	68519006	+	Sobic.001G353900
domestication_landrace_vs_wild	1	68500001	68555000	430.7008437	3	1	68515612	68523272	+	Sobic.001G354001
domestication_landrace_vs_wild	1	68500001	68555000	430.7008437	3	1	68526413	68533732	+	Sobic.001G354100
domestication_landrace_vs_wild	1	68500001	68555000	430.7008437	3	1	68531399	68537775	-	Sobic.001G354200
domestication_landrace_vs_wild	1	68500001	68555000	430.7008437	3	1	68545490	68551276	-	Sobic.001G354400
domestication_landrace_vs_wild	1	69150001	69175000	393.5760543	1	1	69153941	69160544	-	Sobic.001G360600
domestication_landrace_vs_wild	1	69150001	69175000	393.5760543	1	1	69169129	69178893	-	Sobic.001G360700
domestication_landrace_vs_wild	1	69260001	69450000	638.1294631	10	1	69271423	69278364	-	Sobic.001G361700
domestication_landrace_vs_wild	1	69260001	69450000	638.1294631	10	1	69274607	69278930	+	Sobic.001G361750
domestication_landrace_vs_wild	1	69260001	69450000	638.1294631	10	1	69281176	69292364	+	Sobic.001G361800
domestication_landrace_vs_wild	1	69260001	69450000	638.1294631	10	1	69288538	69294715	-	Sobic.001G361900
domestication_landrace_vs_wild	1	69260001	69450000	638.1294631	10	1	69310128	69316193	-	Sobic.001G362001
domestication_landrace_vs_wild	1	69260001	69450000	638.1294631	10	1	69322603	69330349	+	Sobic.001G362100
domestication_landrace_vs_wild	1	69260001	69450000	638.1294631	10	1	69326750	69336423	-	Sobic.001G362200
domestication_landrace_vs_wild	1	69260001	69450000	638.1294631	10	1	69333695	69343251	-	Sobic.001G362300
domestication_landrace_vs_wild	1	69260001	69450000	638.1294631	10	1	69339307	69345506	+	Sobic.001G362400
domestication_landrace_vs_wild	1	69260001	69450000	638.1294631	10	1	69342961	69351707	+	Sobic.001G362500
domestication_landrace_vs_wild	1	69260001	69450000	638.1294631	10	1	69349017	69358190	+	Sobic.001G362575
domestication_landrace_vs_wild	1	69260001	69450000	638.1294631	10	1	69354675	69359783	+	Sobic.001G362650
domestication_landrace_vs_wild	1	69260001	69450000	638.1294631	10	1	69355784	69360387	+	Sobic.001G362725
domestication_landrace_vs_wild	1	69260001	69450000	638.1294631	10	1	69358062	69365060	-	Sobic.001G362800
domestication_landrace_vs_wild	1	69260001	69450000	638.1294631	10	1	69361864	69368184	+	Sobic.001G362900
domestication_landrace_vs_wild	1	69260001	69450000	638.1294631	10	1	69365450	69372438	-	Sobic.001G363000
domestication_landrace_vs_wild	1	69260001	69450000	638.1294631	10	1	69370998	69376453	+	Sobic.001G363100
domestication_landrace_vs_wild	1	69260001	69450000	638.1294631	10	1	69374528	69382173	-	Sobic.001G363200
domestication_landrace_vs_wild	1	69260001	69450000	638.1294631	10	1	69381372	69388570	-	Sobic.001G363300
domestication_landrace_vs_wild	1	69260001	69450000	638.1294631	10	1	69390761	69397174	+	Sobic.001G363400
domestication_landrace_vs_wild	1	69260001	69450000	638.1294631	10	1	69397153	69423437	-	Sobic.001G363500
domestication_landrace_vs_wild	1	69260001	69450000	638.1294631	10	1	69415823	69420506	-	Sobic.001G363600
domestication_landrace_vs_wild	1	69260001	69450000	638.1294631	10	1	69422956	69429407	-	Sobic.001G363700
domestication_landrace_vs_wild	1	69260001	69450000	638.1294631	10	1	69431658	69436612	+	Sobic.001G363900
domestication_landrace_vs_wild	1	69260001	69450000	638.1294631	10	1	69448933	69454841	-	Sobic.001G364100
domestication_landrace_vs_wild	1	69505001	69590000	549.1834144	4	1	69507330	69513955	+	Sobic.001G365100
domestication_landrace_vs_wild	1	69505001	69590000	549.1834144	4	1	69516290	69528440	+	Sobic.001G365200
domestication_landrace_vs_wild	1	69505001	69590000	549.1834144	4	1	69524983	69530856	-	Sobic.001G365267
domestication_landrace_vs_wild	1	69505001	69590000	549.1834144	4	1	69528890	69538963	-	Sobic.001G365332
domestication_landrace_vs_wild	1	69505001	69590000	549.1834144	4	1	69530444	69535136	+	Sobic.001G365400
domestication_landrace_vs_wild	1	69505001	69590000	549.1834144	4	1	69541001	69554713	+	Sobic.001G365600
domestication_landrace_vs_wild	1	69505001	69590000	549.1834144	4	1	69551246	69560612	+	Sobic.001G365700
domestication_landrace_vs_wild	1	69505001	69590000	549.1834144	4	1	69555781	69562513	-	Sobic.001G365800
domestication_landrace_vs_wild	1	69505001	69590000	549.1834144	4	1	69577647	69594819	+	Sobic.001G365900
domestication_landrace_vs_wild	1	69670001	69795000	551.4984996	5	1	69662441	69682330	-	Sobic.001G366700
domestication_landrace_vs_wild	1	69670001	69795000	551.4984996	5	1	69679234	69694121	+	Sobic.001G366800
domestication_landrace_vs_wild	1	69670001	69795000	551.4984996	5	1	69692599	69697982	+	Sobic.001G366900
domestication_landrace_vs_wild	1	69670001	69795000	551.4984996	5	1	69696954	69704427	+	Sobic.001G367000
domestication_landrace_vs_wild	1	69670001	69795000	551.4984996	5	1	69706778	69724167	+	Sobic.001G367100
domestication_landrace_vs_wild	1	69670001	69795000	551.4984996	5	1	69720585	69728274	-	Sobic.001G367233
domestication_landrace_vs_wild	1	69670001	69795000	551.4984996	5	1	69727040	69736011	-	Sobic.001G367366
domestication_landrace_vs_wild	1	69670001	69795000	551.4984996	5	1	69745880	69754051	+	Sobic.001G367500
domestication_landrace_vs_wild	1	69670001	69795000	551.4984996	5	1	69775708	69781093	+	Sobic.001G367600
domestication_landrace_vs_wild	1	69960001	69985000	424.4308949	1	1	69950275	69960094	+	Sobic.001G369600
domestication_landrace_vs_wild	1	69960001	69985000	424.4308949	1	1	69959189	69966823	+	Sobic.001G369800
domestication_landrace_vs_wild	1	69960001	69985000	424.4308949	1	1	69963650	69972180	+	Sobic.001G369900
domestication_landrace_vs_wild	1	69960001	69985000	424.4308949	1	1	69969488	69976958	-	Sobic.001G370000
domestication_landrace_vs_wild	1	69960001	69985000	424.4308949	1	1	69980078	69987456	+	Sobic.001G370100
domestication_landrace_vs_wild	1	69960001	69985000	424.4308949	1	1	69983665	69988000	-	Sobic.001G370200
domestication_landrace_vs_wild	1	70035001	70315000	632.6215386	11	1	70035256	70040845	-	Sobic.001G370600
domestication_landrace_vs_wild	1	70035001	70315000	632.6215386	11	1	70041466	70049559	+	Sobic.001G370700
domestication_landrace_vs_wild	1	70035001	70315000	632.6215386	11	1	70050255	70064876	-	Sobic.001G370900
domestication_landrace_vs_wild	1	70035001	70315000	632.6215386	11	1	70068708	70076988	-	Sobic.001G371000
domestication_landrace_vs_wild	1	70035001	70315000	632.6215386	11	1	70074997	70082362	+	Sobic.001G371100
domestication_landrace_vs_wild	1	70035001	70315000	632.6215386	11	1	70080814	70088967	-	Sobic.001G371200
domestication_landrace_vs_wild	1	70035001	70315000	632.6215386	11	1	70087600	70094015	+	Sobic.001G371300
domestication_landrace_vs_wild	1	70035001	70315000	632.6215386	11	1	70093191	70099314	-	Sobic.001G371400
domestication_landrace_vs_wild	1	70035001	70315000	632.6215386	11	1	70099055	70114390	+	Sobic.001G371650
domestication_landrace_vs_wild	1	70035001	70315000	632.6215386	11	1	70114677	70125478	+	Sobic.001G371700
domestication_landrace_vs_wild	1	70035001	70315000	632.6215386	11	1	70122047	70128749	+	Sobic.001G371750
domestication_landrace_vs_wild	1	70035001	70315000	632.6215386	11	1	70127921	70132735	-	Sobic.001G371800
domestication_landrace_vs_wild	1	70035001	70315000	632.6215386	11	1	70134669	70142053	-	Sobic.001G371900
domestication_landrace_vs_wild	1	70035001	70315000	632.6215386	11	1	70146516	70156167	+	Sobic.001G372000
domestication_landrace_vs_wild	1	70035001	70315000	632.6215386	11	1	70152377	70158494	-	Sobic.001G372100
domestication_landrace_vs_wild	1	70035001	70315000	632.6215386	11	1	70160318	70164620	-	Sobic.001G372200
domestication_landrace_vs_wild	1	70035001	70315000	632.6215386	11	1	70164283	70171459	+	Sobic.001G372301
domestication_landrace_vs_wild	1	70035001	70315000	632.6215386	11	1	70179952	70189194	-	Sobic.001G372500
domestication_landrace_vs_wild	1	70035001	70315000	632.6215386	11	1	70195877	70201489	+	Sobic.001G372600
domestication_landrace_vs_wild	1	70035001	70315000	632.6215386	11	1	70197748	70205378	-	Sobic.001G372700
domestication_landrace_vs_wild	1	70035001	70315000	632.6215386	11	1	70206817	70215003	+	Sobic.001G372800
domestication_landrace_vs_wild	1	70035001	70315000	632.6215386	11	1	70213868	70223088	+	Sobic.001G372900
domestication_landrace_vs_wild	1	70035001	70315000	632.6215386	11	1	70221854	70234119	+	Sobic.001G373000
domestication_landrace_vs_wild	1	70035001	70315000	632.6215386	11	1	70233947	70241297	+	Sobic.001G373100
