comparison	region_chr	region_start	region_end	max_xpclr	n_merged_windows	gene_chr	gene_start	gene_end	strand	gene_id
breeding_improved_vs_landrace	1	5175001	5435000	237.7023091	15	1	5316529	5321567	+	Sobic.001G069200
breeding_improved_vs_landrace	1	5175001	5435000	237.7023091	15	1	5317922	5325646	-	Sobic.001G069300
breeding_improved_vs_landrace	1	5175001	5435000	237.7023091	15	1	5322159	5330586	-	Sobic.001G069400
breeding_improved_vs_landrace	1	5175001	5435000	237.7023091	15	1	5328322	5335664	+	Sobic.001G069500
breeding_improved_vs_landrace	1	5175001	5435000	237.7023091	15	1	5334396	5341028	+	Sobic.001G069600
breeding_improved_vs_landrace	1	5175001	5435000	237.7023091	15	1	5337496	5345025	-	Sobic.001G069700
breeding_improved_vs_landrace	1	5175001	5435000	237.7023091	15	1	5341124	5348994	-	Sobic.001G069800
breeding_improved_vs_landrace	1	5175001	5435000	237.7023091	15	1	5347699	5356441	-	Sobic.001G069900
breeding_improved_vs_landrace	1	5175001	5435000	237.7023091	15	1	5354993	5362776	+	Sobic.001G070000
breeding_improved_vs_landrace	1	5175001	5435000	237.7023091	15	1	5358894	5363598	-	Sobic.001G070100
breeding_improved_vs_landrace	1	5175001	5435000	237.7023091	15	1	5363159	5367917	+	Sobic.001G070201
breeding_improved_vs_landrace	1	5175001	5435000	237.7023091	15	1	5365639	5370687	-	Sobic.001G070300
breeding_improved_vs_landrace	1	5175001	5435000	237.7023091	15	1	5405022	5409856	+	Sobic.001G070402
breeding_improved_vs_landrace	1	5175001	5435000	237.7023091	15	1	5419075	5425637	+	Sobic.001G070500
breeding_improved_vs_landrace	1	5175001	5435000	237.7023091	15	1	5422583	5433026	+	Sobic.001G070600
breeding_improved_vs_landrace	1	5175001	5435000	237.7023091	15	1	5428912	5437398	-	Sobic.001G070700
breeding_improved_vs_landrace	1	5705001	5785000	243.3655997	2	1	5697681	5711182	-	Sobic.001G074100
breeding_improved_vs_landrace	1	5705001	5785000	243.3655997	2	1	5709301	5714659	-	Sobic.001G074150
breeding_improved_vs_landrace	1	5705001	5785000	243.3655997	2	1	5714504	5723142	+	Sobic.001G074200
breeding_improved_vs_landrace	1	5705001	5785000	243.3655997	2	1	5723896	5729874	+	Sobic.001G074300
breeding_improved_vs_landrace	1	5705001	5785000	243.3655997	2	1	5728145	5732795	+	Sobic.001G074350
breeding_improved_vs_landrace	1	5705001	5785000	243.3655997	2	1	5729208	5736939	+	Sobic.001G074400
breeding_improved_vs_landrace	1	5705001	5785000	243.3655997	2	1	5739866	5744455	+	Sobic.001G074500
breeding_improved_vs_landrace	1	5705001	5785000	243.3655997	2	1	5740730	5745688	+	Sobic.001G074601
breeding_improved_vs_landrace	1	5705001	5785000	243.3655997	2	1	5741915	5748892	-	Sobic.001G074700
breeding_improved_vs_landrace	1	5705001	5785000	243.3655997	2	1	5748026	5754152	+	Sobic.001G074800
breeding_improved_vs_landrace	1	5705001	5785000	243.3655997	2	1	5750196	5756549	-	Sobic.001G074900
breeding_improved_vs_landrace	1	5705001	5785000	243.3655997	2	1	5755097	5761736	-	Sobic.001G075000
breeding_improved_vs_landrace	1	5705001	5785000	243.3655997	2	1	5761797	5776227	-	Sobic.001G075101
breeding_improved_vs_landrace	1	5705001	5785000	243.3655997	2	1	5777502	5790092	-	Sobic.001G075201
breeding_improved_vs_landrace	1	5705001	5785000	243.3655997	2	1	5780192	5786137	+	Sobic.001G075300
breeding_improved_vs_landrace	1	6235001	6280000	184.7763556	2	1	6231933	6239536	-	Sobic.001G080200
breeding_improved_vs_landrace	1	6235001	6280000	184.7763556	2	1	6240424	6246061	-	Sobic.001G080300
breeding_improved_vs_landrace	1	6235001	6280000	184.7763556	2	1	6267408	6272717	-	Sobic.001G080450
breeding_improved_vs_landrace	1	6235001	6280000	184.7763556	2	1	6274851	6280597	+	Sobic.001G080600
breeding_improved_vs_landrace	1	6235001	6280000	184.7763556	2	1	6278694	6290250	+	Sobic.001G080700
breeding_improved_vs_landrace	1	6325001	6370000	376.8781703	2	1	6325267	6335650	+	Sobic.001G081200
breeding_improved_vs_landrace	1	6325001	6370000	376.8781703	2	1	6331555	6339222	-	Sobic.001G081300
breeding_improved_vs_landrace	1	6325001	6370000	376.8781703	2	1	6335311	6344370	+	Sobic.001G081400
breeding_improved_vs_landrace	1	6325001	6370000	376.8781703	2	1	6342139	6347579	-	Sobic.001G081475
breeding_improved_vs_landrace	1	6325001	6370000	376.8781703	2	1	6345686	6350853	+	Sobic.001G081500
breeding_improved_vs_landrace	1	6325001	6370000	376.8781703	2	1	6348743	6355727	+	Sobic.001G081600
breeding_improved_vs_landrace	1	6325001	6370000	376.8781703	2	1	6351987	6358852	+	Sobic.001G081700
breeding_improved_vs_landrace	1	6325001	6370000	376.8781703	2	1	6357799	6362710	+	Sobic.001G081800
breeding_improved_vs_landrace	1	6325001	6370000	376.8781703	2	1	6359372	6367262	-	Sobic.001G081900
breeding_improved_vs_landrace	1	6325001	6370000	376.8781703	2	1	6365467	6375688	+	Sobic.001G082000
breeding_improved_vs_landrace	1	6635001	6665000	360.4407725	2	1	6630650	6637695	+	Sobic.001G085100
breeding_improved_vs_landrace	1	6635001	6665000	360.4407725	2	1	6635164	6642081	+	Sobic.001G085200
breeding_improved_vs_landrace	1	6635001	6665000	360.4407725	2	1	6640952	6650197	+	Sobic.001G085300
breeding_improved_vs_landrace	1	6635001	6665000	360.4407725	2	1	6647839	6653783	-	Sobic.001G085400
breeding_improved_vs_landrace	1	6920001	6945000	174.1949616	1	1	6913172	6924314	+	Sobic.001G088100
breeding_improved_vs_landrace	1	6920001	6945000	174.1949616	1	1	6922890	6930025	+	Sobic.001G088200
breeding_improved_vs_landrace	1	6920001	6945000	174.1949616	1	1	6927871	6933109	-	Sobic.001G088300
breeding_improved_vs_landrace	1	6920001	6945000	174.1949616	1	1	6929712	6943547	-	Sobic.001G088400
breeding_improved_vs_landrace	1	6920001	6945000	174.1949616	1	1	6940915	6947385	-	Sobic.001G088450
breeding_improved_vs_landrace	1	6920001	6945000	174.1949616	1	1	6944726	6952013	+	Sobic.001G088500
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7010496	7021185	+	Sobic.001G089600
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7022524	7036247	+	Sobic.001G089800
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7025273	7032628	-	Sobic.001G089850
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7025995	7030523	-	Sobic.001G089900
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7035740	7041365	-	Sobic.001G089950
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7037961	7043901	-	Sobic.001G090000
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7039428	7048307	-	Sobic.001G090100
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7049041	7055364	+	Sobic.001G090200
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7051271	7062544	-	Sobic.001G090300
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7061749	7070320	-	Sobic.001G090400
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7067608	7075856	-	Sobic.001G090500
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7076395	7080715	-	Sobic.001G090550
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7077501	7091538	-	Sobic.001G090600
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7089209	7094412	+	Sobic.001G090700
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7090369	7104077	-	Sobic.001G090800
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7116123	7121070	+	Sobic.001G090900
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7117684	7122954	+	Sobic.001G091000
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7125428	7132796	-	Sobic.001G091300
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7143630	7154258	+	Sobic.001G091400
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7150802	7156692	-	Sobic.001G091500
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7155890	7160795	-	Sobic.001G091600
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7162609	7168410	+	Sobic.001G091702
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7165643	7172306	-	Sobic.001G091801
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7168539	7176027	+	Sobic.001G091900
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7178326	7184087	+	Sobic.001G092000
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7180945	7188576	-	Sobic.001G092100
breeding_improved_vs_landrace	1	7020001	7185000	820.5443384	9	1	7184575	7197388	+	Sobic.001G092200
breeding_improved_vs_landrace	1	7460001	7485000	241.2649985	1	1	7458228	7464631	-	Sobic.001G096100
breeding_improved_vs_landrace	1	7460001	7485000	241.2649985	1	1	7460729	7466710	+	Sobic.001G096200
breeding_improved_vs_landrace	1	7460001	7485000	241.2649985	1	1	7463132	7471643	-	Sobic.001G096300
breeding_improved_vs_landrace	1	7460001	7485000	241.2649985	1	1	7475425	7480613	-	Sobic.001G096400
breeding_improved_vs_landrace	1	7690001	7715000	211.8786185	1	1	7687417	7693675	-	Sobic.001G099700
breeding_improved_vs_landrace	1	7690001	7715000	211.8786185	1	1	7697957	7705106	+	Sobic.001G099800
breeding_improved_vs_landrace	1	7690001	7715000	211.8786185	1	1	7703905	7713949	-	Sobic.001G099900
breeding_improved_vs_landrace	1	7690001	7715000	211.8786185	1	1	7712858	7722949	+	Sobic.001G100000
breeding_improved_vs_landrace	1	7760001	7785000	349.3810637	1	1	7748324	7762621	-	Sobic.001G100900
breeding_improved_vs_landrace	1	7760001	7785000	349.3810637	1	1	7778087	7789394	+	Sobic.001G101000
breeding_improved_vs_landrace	1	8545001	8600000	173.0283373	2	1	8561260	8570918	+	Sobic.001G109300
breeding_improved_vs_landrace	1	8545001	8600000	173.0283373	2	1	8564497	8573684	-	Sobic.001G109400
breeding_improved_vs_landrace	1	8545001	8600000	173.0283373	2	1	8569922	8576737	+	Sobic.001G109500
breeding_improved_vs_landrace	1	8545001	8600000	173.0283373	2	1	8575519	8586330	-	Sobic.001G109700
breeding_improved_vs_landrace	1	8545001	8600000	173.0283373	2	1	8586080	8595925	-	Sobic.001G109800
breeding_improved_vs_landrace	1	8545001	8600000	173.0283373	2	1	8594535	8599846	+	Sobic.001G109900
breeding_improved_vs_landrace	1	8545001	8600000	173.0283373	2	1	8598058	8602848	-	Sobic.001G110000
breeding_improved_vs_landrace	1	8640001	8670000	347.5913273	2	1	8634878	8661354	-	Sobic.001G110600
breeding_improved_vs_landrace	1	8640001	8670000	347.5913273	2	1	8662789	8670241	+	Sobic.001G110701
breeding_improved_vs_landrace	1	8640001	8670000	347.5913273	2	1	8669477	8675810	+	Sobic.001G110800
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8753998	8765522	+	Sobic.001G111340
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8776553	8787783	+	Sobic.001G111420
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8800170	8811576	+	Sobic.001G111460
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8822845	8833886	+	Sobic.001G111500
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8838239	8849530	+	Sobic.001G111600
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8851198	8859372	+	Sobic.001G111700
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8857651	8870197	+	Sobic.001G111800
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8872306	8877185	-	Sobic.001G111900
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8873701	8886454	+	Sobic.001G112000
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8887372	8897040	+	Sobic.001G112100
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8893296	8898490	-	Sobic.001G112200
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8909905	8915850	-	Sobic.001G112250
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8912689	8919349	+	Sobic.001G112300
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8916397	8921395	-	Sobic.001G112350
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8918125	8927101	+	Sobic.001G112400
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8926826	8932592	-	Sobic.001G112500
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8950019	8956645	-	Sobic.001G112600
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8954520	8962868	+	Sobic.001G112700
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8961193	8967281	-	Sobic.001G112800
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8963458	8970351	-	Sobic.001G112900
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8968690	8979967	+	Sobic.001G113000
breeding_improved_vs_landrace	1	8765001	8990000	367.3572977	14	1	8979687	8991627	-	Sobic.001G113200
breeding_improved_vs_landrace	1	9050001	9125000	315.0220813	4	1	9044490	9059933	+	Sobic.001G114000
breeding_improved_vs_landrace	1	9050001	9125000	315.0220813	4	1	9056838	9062452	-	Sobic.001G114100
breeding_improved_vs_landrace	1	9050001	9125000	315.0220813	4	1	9059047	9069381	-	Sobic.001G114200
breeding_improved_vs_landrace	1	9050001	9125000	315.0220813	4	1	9065480	9070672	-	Sobic.001G114300
breeding_improved_vs_landrace	1	9050001	9125000	315.0220813	4	1	9067168	9077606	+	Sobic.001G114400
breeding_improved_vs_landrace	1	9050001	9125000	315.0220813	4	1	9074178	9082814	-	Sobic.001G114500
breeding_improved_vs_landrace	1	9050001	9125000	315.0220813	4	1	9081812	9087410	-	Sobic.001G114550
breeding_improved_vs_landrace	1	9050001	9125000	315.0220813	4	1	9083723	9088971	-	Sobic.001G114600
breeding_improved_vs_landrace	1	9050001	9125000	315.0220813	4	1	9087296	9093857	-	Sobic.001G114650
breeding_improved_vs_landrace	1	9050001	9125000	315.0220813	4	1	9089981	9094818	-	Sobic.001G114700
breeding_improved_vs_landrace	1	9050001	9125000	315.0220813	4	1	9093097	9098473	-	Sobic.001G114800
breeding_improved_vs_landrace	1	9050001	9125000	315.0220813	4	1	9095744	9100712	-	Sobic.001G114900
breeding_improved_vs_landrace	1	9050001	9125000	315.0220813	4	1	9099518	9104355	-	Sobic.001G115050
breeding_improved_vs_landrace	1	9050001	9125000	315.0220813	4	1	9100843	9108524	-	Sobic.001G115250
breeding_improved_vs_landrace	1	9050001	9125000	315.0220813	4	1	9107232	9116074	+	Sobic.001G115300
breeding_improved_vs_landrace	1	9050001	9125000	315.0220813	4	1	9122560	9127766	-	Sobic.001G115400
breeding_improved_vs_landrace	1	9260001	9335000	359.7845994	7	1	9257559	9263884	-	Sobic.001G117400
breeding_improved_vs_landrace	1	9260001	9335000	359.7845994	7	1	9262085	9267364	+	Sobic.001G117500
breeding_improved_vs_landrace	1	9260001	9335000	359.7845994	7	1	9264750	9272435	-	Sobic.001G117600
breeding_improved_vs_landrace	1	9260001	9335000	359.7845994	7	1	9268215	9275002	-	Sobic.001G117701
breeding_improved_vs_landrace	1	9260001	9335000	359.7845994	7	1	9273332	9282565	-	Sobic.001G117800
breeding_improved_vs_landrace	1	9260001	9335000	359.7845994	7	1	9278722	9291467	+	Sobic.001G117900
breeding_improved_vs_landrace	1	9260001	9335000	359.7845994	7	1	9294189	9318145	+	Sobic.001G118000
breeding_improved_vs_landrace	1	9260001	9335000	359.7845994	7	1	9314197	9318502	-	Sobic.001G118050
breeding_improved_vs_landrace	1	9260001	9335000	359.7845994	7	1	9314865	9324191	-	Sobic.001G118100
breeding_improved_vs_landrace	1	9260001	9335000	359.7845994	7	1	9320284	9333222	-	Sobic.001G118200
breeding_improved_vs_landrace	1	9260001	9335000	359.7845994	7	1	9333690	9340060	+	Sobic.001G118300
breeding_improved_vs_landrace	1	9785001	9810000	223.8814871	1	1	9776200	9786245	+	Sobic.001G122832
breeding_improved_vs_landrace	1	9785001	9810000	223.8814871	1	1	9784544	9794195	+	Sobic.001G122900
breeding_improved_vs_landrace	1	9785001	9810000	223.8814871	1	1	9794478	9803976	+	Sobic.001G123000
breeding_improved_vs_landrace	1	9785001	9810000	223.8814871	1	1	9800248	9809091	+	Sobic.001G123100
breeding_improved_vs_landrace	1	9785001	9810000	223.8814871	1	1	9805485	9813323	+	Sobic.001G123202
breeding_improved_vs_landrace	1	9920001	9945000	237.7930479	1	1	9910849	9920073	+	Sobic.001G124200
breeding_improved_vs_landrace	1	9920001	9945000	237.7930479	1	1	9915430	9923591	+	Sobic.001G124300
breeding_improved_vs_landrace	1	9920001	9945000	237.7930479	1	1	9920737	9925708	+	Sobic.001G124400
breeding_improved_vs_landrace	1	9920001	9945000	237.7930479	1	1	9922668	9928079	+	Sobic.001G124500
breeding_improved_vs_landrace	1	9920001	9945000	237.7930479	1	1	9925779	9929949	-	Sobic.001G124600
breeding_improved_vs_landrace	1	9920001	9945000	237.7930479	1	1	9927810	9935456	-	Sobic.001G124701
breeding_improved_vs_landrace	1	9920001	9945000	237.7930479	1	1	9931744	9938170	-	Sobic.001G124800
breeding_improved_vs_landrace	1	9920001	9945000	237.7930479	1	1	9936405	9941125	-	Sobic.001G124900
breeding_improved_vs_landrace	1	9920001	9945000	237.7930479	1	1	9942291	9950226	-	Sobic.001G125000
breeding_improved_vs_landrace	1	10060001	10175000	440.0505579	6	1	10055440	10066136	-	Sobic.001G126600
breeding_improved_vs_landrace	1	10060001	10175000	440.0505579	6	1	10069031	10076822	+	Sobic.001G126800
breeding_improved_vs_landrace	1	10060001	10175000	440.0505579	6	1	10073742	10078814	+	Sobic.001G126900
breeding_improved_vs_landrace	1	10060001	10175000	440.0505579	6	1	10081129	10089223	+	Sobic.001G127000
breeding_improved_vs_landrace	1	10060001	10175000	440.0505579	6	1	10091947	10100247	+	Sobic.001G127100
breeding_improved_vs_landrace	1	10060001	10175000	440.0505579	6	1	10097712	10105575	-	Sobic.001G127200
breeding_improved_vs_landrace	1	10060001	10175000	440.0505579	6	1	10111363	10118871	-	Sobic.001G127400
breeding_improved_vs_landrace	1	10060001	10175000	440.0505579	6	1	10118238	10127340	+	Sobic.001G127500
breeding_improved_vs_landrace	1	10060001	10175000	440.0505579	6	1	10137501	10142962	-	Sobic.001G127600
breeding_improved_vs_landrace	1	10060001	10175000	440.0505579	6	1	10149646	10155743	-	Sobic.001G127700
breeding_improved_vs_landrace	1	10235001	10305000	340.455237	6	1	10226770	10235029	-	Sobic.001G128600
breeding_improved_vs_landrace	1	10235001	10305000	340.455237	6	1	10233018	10238604	+	Sobic.001G128800
breeding_improved_vs_landrace	1	10235001	10305000	340.455237	6	1	10249063	10255339	+	Sobic.001G128900
breeding_improved_vs_landrace	1	10235001	10305000	340.455237	6	1	10253367	10265702	-	Sobic.001G129000
breeding_improved_vs_landrace	1	10235001	10305000	340.455237	6	1	10263673	10271070	+	Sobic.001G129100
breeding_improved_vs_landrace	1	10235001	10305000	340.455237	6	1	10269455	10273747	-	Sobic.001G129150
breeding_improved_vs_landrace	1	10235001	10305000	340.455237	6	1	10270532	10276470	-	Sobic.001G129200
breeding_improved_vs_landrace	1	10235001	10305000	340.455237	6	1	10275801	10283238	-	Sobic.001G129300
breeding_improved_vs_landrace	1	10235001	10305000	340.455237	6	1	10279308	10286555	+	Sobic.001G129400
breeding_improved_vs_landrace	1	10235001	10305000	340.455237	6	1	10286583	10292710	+	Sobic.001G129500
breeding_improved_vs_landrace	1	10235001	10305000	340.455237	6	1	10288001	10295673	-	Sobic.001G129600
breeding_improved_vs_landrace	1	10455001	10480000	271.5346996	1	1	10458614	10464817	-	Sobic.001G131600
breeding_improved_vs_landrace	1	10455001	10480000	271.5346996	1	1	10462705	10471310	+	Sobic.001G131700
breeding_improved_vs_landrace	1	10455001	10480000	271.5346996	1	1	10469611	10480113	-	Sobic.001G131800
breeding_improved_vs_landrace	1	10455001	10480000	271.5346996	1	1	10476474	10485403	-	Sobic.001G131900
breeding_improved_vs_landrace	1	10530001	10555000	178.6524343	1	1	10518938	10532785	-	Sobic.001G132400
breeding_improved_vs_landrace	1	10530001	10555000	178.6524343	1	1	10531520	10536818	-	Sobic.001G132500
breeding_improved_vs_landrace	1	10530001	10555000	178.6524343	1	1	10536355	10564986	-	Sobic.001G132600
breeding_improved_vs_landrace	1	10600001	10760000	412.9541214	6	1	10598366	10603581	-	Sobic.001G133200
breeding_improved_vs_landrace	1	10600001	10760000	412.9541214	6	1	10600152	10606838	-	Sobic.001G133300
breeding_improved_vs_landrace	1	10600001	10760000	412.9541214	6	1	10604412	10609459	+	Sobic.001G133350
breeding_improved_vs_landrace	1	10600001	10760000	412.9541214	6	1	10615079	10622495	+	Sobic.001G133466
breeding_improved_vs_landrace	1	10600001	10760000	412.9541214	6	1	10618890	10623658	+	Sobic.001G133532
breeding_improved_vs_landrace	1	10600001	10760000	412.9541214	6	1	10635912	10647292	-	Sobic.001G133600
breeding_improved_vs_landrace	1	10600001	10760000	412.9541214	6	1	10649114	10654778	-	Sobic.001G133800
breeding_improved_vs_landrace	1	10600001	10760000	412.9541214	6	1	10674841	10686047	+	Sobic.001G133900
breeding_improved_vs_landrace	1	10600001	10760000	412.9541214	6	1	10675945	10680521	+	Sobic.001G134000
breeding_improved_vs_landrace	1	10600001	10760000	412.9541214	6	1	10681877	10691888	-	Sobic.001G134100
breeding_improved_vs_landrace	1	10600001	10760000	412.9541214	6	1	10688683	10694207	-	Sobic.001G134150
breeding_improved_vs_landrace	1	10600001	10760000	412.9541214	6	1	10689843	10697531	-	Sobic.001G134200
breeding_improved_vs_landrace	1	10600001	10760000	412.9541214	6	1	10691177	10695873	-	Sobic.001G134175
breeding_improved_vs_landrace	1	10600001	10760000	412.9541214	6	1	10699021	10716632	-	Sobic.001G134300
breeding_improved_vs_landrace	1	10600001	10760000	412.9541214	6	1	10714887	10722320	+	Sobic.001G134400
breeding_improved_vs_landrace	1	10600001	10760000	412.9541214	6	1	10721714	10729965	-	Sobic.001G134500
breeding_improved_vs_landrace	1	10600001	10760000	412.9541214	6	1	10740683	10749545	-	Sobic.001G134600
breeding_improved_vs_landrace	1	10600001	10760000	412.9541214	6	1	10745500	10753556	-	Sobic.001G134700
breeding_improved_vs_landrace	1	10600001	10760000	412.9541214	6	1	10753101	10760424	+	Sobic.001G134800
breeding_improved_vs_landrace	1	10600001	10760000	412.9541214	6	1	10756425	10763601	-	Sobic.001G134900
breeding_improved_vs_landrace	1	10945001	10970000	169.0498069	1	1	10939464	10946627	+	Sobic.001G136900
breeding_improved_vs_landrace	1	10945001	10970000	169.0498069	1	1	10943092	10972423	-	Sobic.001G137000
breeding_improved_vs_landrace	1	11045001	11070000	165.3181935	1	1	11035180	11045052	-	Sobic.001G137500
breeding_improved_vs_landrace	1	11045001	11070000	165.3181935	1	1	11043116	11053120	-	Sobic.001G137600
breeding_improved_vs_landrace	1	11045001	11070000	165.3181935	1	1	11056441	11067250	-	Sobic.001G137800
breeding_improved_vs_landrace	1	11275001	11300000	139.9188395	1	1	11272407	11284669	+	Sobic.001G140000
breeding_improved_vs_landrace	1	11450001	11515000	513.0433549	7	1	11457458	11466140	+	Sobic.001G141200
breeding_improved_vs_landrace	1	11450001	11515000	513.0433549	7	1	11462141	11467233	-	Sobic.001G141300
breeding_improved_vs_landrace	1	11450001	11515000	513.0433549	7	1	11465364	11471608	+	Sobic.001G141333
breeding_improved_vs_landrace	1	11450001	11515000	513.0433549	7	1	11475119	11482448	+	Sobic.001G141400
breeding_improved_vs_landrace	1	11450001	11515000	513.0433549	7	1	11498790	11505696	+	Sobic.001G141600
breeding_improved_vs_landrace	1	11450001	11515000	513.0433549	7	1	11504260	11510845	+	Sobic.001G141700
breeding_improved_vs_landrace	1	11450001	11515000	513.0433549	7	1	11510215	11520308	+	Sobic.001G141800
breeding_improved_vs_landrace	1	11590001	11620000	227.7290987	2	1	11590156	11598735	+	Sobic.001G143000
breeding_improved_vs_landrace	1	11590001	11620000	227.7290987	2	1	11595415	11600245	-	Sobic.001G143100
breeding_improved_vs_landrace	1	11590001	11620000	227.7290987	2	1	11607162	11615244	+	Sobic.001G143200
breeding_improved_vs_landrace	1	11590001	11620000	227.7290987	2	1	11611277	11619371	-	Sobic.001G143300
breeding_improved_vs_landrace	1	11690001	11715000	267.7234524	1	1	11686590	11691174	+	Sobic.001G144150
breeding_improved_vs_landrace	1	11690001	11715000	267.7234524	1	1	11704796	11713851	+	Sobic.001G144200
breeding_improved_vs_landrace	1	11690001	11715000	267.7234524	1	1	11710293	11715309	-	Sobic.001G144300
