"Taxa"	"2020:LN:daysToFlower"	"2020:LN:medianLeafAngle"	"2020:LN:leafAngleStandardDeviation"	"2020:LN:paniclesPerPlot"	"2020:LN:panicleGrainWeight"	"2020:LN:estimatedPlotYield"	"2020:LN:flagLeafLength"	"2020:LN:flagLeafWidth"	"2020:LN:extantLeafNumber"	"2020:LN:plantHeight"	"2020:LN:thirdLeafLength"	"2020:LN:thirdLeafWidth"	"2020:LN:tillersPerPlant"	"2020:LN:stemDiameterLower"	"2020:LN:stemDiameterUpper"	"2020:LN:rachisLength"	"2020:LN:rachisDiameterLower"	"2020:LN:rachisDiameterUpper"	"2020:LN:primaryBranchNumber"	"2020:LN:branchInternodeLength"	"2020:HN:daysToFlower"	"2020:HN:medianLeafAngle"	"2020:HN:leafAngleStandardDeviation"	"2020:HN:paniclesPerPlot"	"2020:HN:panicleGrainWeight"	"2020:HN:estimatedPlotYield"	"2020:HN:flagLeafLength"	"2020:HN:flagLeafWidth"	"2020:HN:extantLeafNumber"	"2020:HN:plantHeight"	"2020:HN:thirdLeafLength"	"2020:HN:thirdLeafWidth"	"2020:HN:tillersPerPlant"	"2020:HN:stemDiameterLower"	"2020:HN:stemDiameterUpper"	"2020:HN:rachisLength"	"2020:HN:rachisDiameterLower"	"2020:HN:rachisDiameterUpper"	"2020:HN:primaryBranchNumber"	"2020:HN:branchInternodeLength"	"2020:HN:percentMoisture"	"2020:HN:percentProtein"	"2020:HN:percentOil"	"2020:HN:percentAsh"	"2020:HN:percentStarch"	"2020:daysToFlower:NR"	"2020:medianLeafAngle:NR"	"2020:leafAngleStandardDeviation:NR"	"2020:paniclesPerPlot:NR"	"2020:panicleGrainWeight:NR"	"2020:estimatedPlotYield:NR"	"2020:flagLeafLength:NR"	"2020:flagLeafWidth:NR"	"2020:extantLeafNumber:NR"	"2020:plantHeight:NR"	"2020:thirdLeafLength:NR"	"2020:thirdLeafWidth:NR"	"2020:tillersPerPlant:NR"	"2020:stemDiameterLower:NR"	"2020:stemDiameterUpper:NR"	"2020:rachisLength:NR"	"2020:rachisDiameterLower:NR"	"2020:rachisDiameterUpper:NR"	"2020:primaryBranchNumber:NR"	"2020:branchInternodeLength:NR"	"2021:LN:plantHeight"	"2021:LN:daysToFlower"	"2021:LN:tillersPerPlant"	"2021:LN:stemDiameterLower"	"2021:LN:stemDiameterUpper"	"2021:HN:plantHeight"	"2021:HN:daysToFlower"	"2021:HN:tillersPerPlant"	"2021:HN:stemDiameterLower"	"2021:HN:stemDiameterUpper"	"2021:HN:paniclesPerPlant"	"2021:HN:extantLeafNumber"	"2021:HN:thirdLeafLength"	"2021:HN:thirdLeafWidth"	"2021:HN:seedMassPerPlant"	"2021:HN:percentProtein"	"2021:HN:percentOil"	"2021:HN:percentAsh"	"2021:HN:percentStarch"	"2021:HN:percentMoisture"	"2021:plantHeight:NR"	"2021:daysToFlower:NR"	"2021:tillersPerPlant:NR"	"2021:stemDiameterLower:NR"	"2021:stemDiameterUpper:NR"
"95"	"PI533996"	8.44347677369876	0.141840839555606	-2.68272809736977	-6.02091754205825	48.3095253922963	189.189823537691	7.24816025421724	0.803279200124244	1.49790209884021	-82.7232027769646	0.390038228164311	0.677321641517462	0.069176017811427	9.34090993135447	4.686214773261	1.94055663560827	3.52686344227038	1.79804821071918	20.0709012144849	0.0531232638361465	-2.40012588755524	-7.78797675081617	-0.272838932490507	-7.71746376867578	15.998338721854	105.880656554976	1.30816429870369	2.68448041224315	0.499331325780558	-75.9965972977205	-4.16433083765228	0.918351411326	-0.399393443509579	6.67111465926326	3.53074234870607	3.77171169273874	3.9083235972813	-0.265603064073989	26.329415726769	-1.10520552354182	0.137115017331601	2.64445022819768	-0.0735452487275875	0.0794848048678183	-0.780657811620259	-0.0924862751493049	-0.0332928178427775	-0.361349612298819	0.953732185696389	-0.40202249776818	-0.189471481192385	-0.0433795910057878	0.388866674810459	-0.136320382630053	0.0218621574620095	-0.122441170706828	-0.0429340155566929	3.31334023905918	0.0904764164585866	-0.00661553442725436	0.0563543716273275	0.105991178582364	-0.355940349479442	0.058164544399719	0.216948011365923	-37.2392228162039	6.44378794769373	-1.42150042428007	3.8579470773294	1.17950431329897	-35.3309683579408	9.01904839202911	-2.37409885298558	2.16670193772275	2.66655743829842	-1.90901137572511	-1.22237219119184	15.7352049967118	0.817184924544234	14.2515168433808	-0.801500012697003	1.37089062051123	0.171512183288787	2.39014992368174	0.299604112066347	0.028061368749732	0.017985103221321	-7.58626423454742	-0.123557023179378	0.0746113040583734
"96"	"PI533997"	5.68559631061214	-6.74785844365128	-1.78250329712571	8.84171876076147	15.3189436063996	163.621601036289	8.93504334826001	0.804085670738305	-1.00454511657522	-32.6582631054354	-0.0860083792723019	0.0770213750648916	0.90548842815219	1.61147474795259	2.99976168819219	-7.94478580075875	2.04502613688893	1.98281390642528	15.8313534500154	0.823676317992372	-4.62751368799197	-13.245492419095	-0.830317516220469	9.72633885689593	12.9683087515485	724.416569123274	12.3580831545944	1.92659663247874	-0.618978577502194	-26.6451335261464	2.95341991279118	1.48880927998892	0.418178171574486	-1.94255217189143	2.64044650335295	-8.37056612927734	2.12727689580191	1.87486562025041	18.8784431322451	0.572895850763642	-0.03699463618137	1.25677668423773	-0.295185481281185	-0.113288239737299	1.95549468468313	-0.087950193492716	-0.000872012623625839	-0.572572735107727	0.433243743572202	0.144693065779531	0.740232090668187	0.238035956308573	0.19758873540059	-0.0209124835227054	0.0076583633312618	0.00744973683259454	0.14491395281965	0.375413316858275	0.0795142636235241	0.0682095967174055	-0.12453600613225	0.0871404887262004	0.175628143388019	0.00602468945903975	0.530586793440306	-7.74039550869883	5.25537882455438	-0.334174711887686	2.72186901030386	3.05012020262909	-17.3706556928574	9.69327895855701	-0.661438496332313	3.77699328601775	4.21794751736494	-1.54274554221593	-2.69854700959799	9.15320490476007	0.87120808830911	4.48458892719446	-2.94694370044622	1.82647680901746	-0.203310296823972	2.92407938999121	0.20809765312117	-0.0692544576443654	0.0483155301191519	0.504465199482878	0.0361368651158254	0.0305296860761278
"97"	"PI534009"	23.4655424572544	-1.18726315554988	-1.67233591819395	-0.535945086026809	-9.98743320436946	-508.807926499848	15.7949614629296	1.95260062426308	5.06348267551925	-67.7278238240632	-2.36983956279412	-0.563831027424647	0.298867319139523	12.0116096711414	2.81992887606076	3.46986530480246	2.43626774926308	0.34893743611322	NA	-0.150356447227392	17.2828031789133	-6.87387886777479	1.28004383991708	-5.59497228027499	-3.12032596742256	-114.382388348185	8.1818899065969	1.77798037266529	4.44108413387579	-75.9467888225138	-1.3767323078617	-0.164408773292719	-0.984367747660022	4.86244323415692	1.5961902126655	5.90610462367482	1.09004499290128	-0.4087410368881	NA	-0.610144768118987	0.400498755438896	2.20902843378933	-0.499279236921634	NA	-10.1032436066158	-0.0154127004640055	0.0182526752973042	-0.195468426057036	0.287411054987779	2.60481260068688	NA	-0.0756222634926211	-0.100278974528505	-0.0792398461774242	-0.143755923756755	-0.0289632498928157	-0.0236643616066345	-1.28143155483661	-0.0826618360324527	-0.0144334342932596	0.0812873965286154	-0.0972485896204736	0.00837040820258909	NA	0.752573278221395	-36.3143771332345	23.5589019413883	-0.456261880686669	4.98029400723809	0.634334479318337	-53.8941848828389	NA	-1.67238590240873	9.77109349834424	4.25600397997862	-1.19307749765383	5.03992994463364	3.62242323616785	0.933280293023644	-22.2094813044787	-4.54880868248544	2.10527128790815	0.406752344333862	-0.539105814150771	1.25282041202018	-0.170050815111238	NA	-0.344250862206673	NA	0.346792798864786
"98"	"PI534021"	17.9310489778726	-10.4741139714803	-0.173818639161028	-2.67970418605796	-0.0934830274502746	-393.535086861074	15.1662016129961	1.73101549012531	3.98837622763879	-80.8585837315104	5.62751027647094	1.52451313276392	0.760364286989287	6.79551308287681	1.57109346829345	1.68854109963225	1.26360988226075	0.55891872883711	40.0333987761292	-0.395548134825235	17.2992263207284	-10.8412844012255	2.71430908954378	-6.98730779209081	15.8542674079562	35.4900783984426	15.9891461219218	1.96239554527523	3.25191836668872	-80.0079761151348	12.8154314647881	1.85398869365177	1.06701245538923	6.62945244990791	3.01804541940633	4.48513574140779	1.54707598111516	-0.837067959571669	57.4392699507288	-1.76912266907355	0.355407936922272	2.22580489492784	0.229423383775805	0.250333985660959	-1.42043463565373	0.0594951642033745	0.182722814082503	-0.162661415384048	0.414585592429017	1.50156745587718	2.89186289252784	0.135342576038334	-0.0218764919918473	-0.093441138407917	-0.0529484768659037	0.0718790379288477	-0.0263858251370966	1.43011938519408	0.214462277386899	0.278275613918349	0.107831905266858	0.126983122232503	-0.260684398451662	0.18135247925754	0.113645900271855	-56.3950791385608	25.6675426945574	-0.535654644132738	12.0295814924697	4.54449405257334	-45.0226201875423	NA	-2.01570964108748	6.46739518298598	3.17819511292636	-1.73661732672753	5.3470041631509	-0.00713153267945353	1.18402132696598	-32.6784627638059	-2.77043579164223	1.80197408630021	0.131463591005849	-0.290292468167232	2.73544885483923	0.155603531578436	NA	-0.669559618966543	-0.23521044776713	-0.186215427021492
"99"	"PI534028"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"100"	"PI534037"	6.32873764697778	NA	0.696543738519408	10.0425430334723	-0.962393571432951	-128.425553324646	13.2100436054229	0.964080640913767	1.54239666020158	-34.2833909325467	-16.7487836903178	-1.34061512792767	NA	-0.317271950877808	0.486992645003898	-9.81909262089367	0.418575546029307	1.20173588260314	1.128273380185	0.204626210472395	-0.182791669641607	21.7613107298383	1.61824456792123	NA	-9.36703786765382	99.3951888677994	14.0735595993517	1.4818883055478	-2.7637970502756	-32.7835621266664	-2.12838839816921	-0.520996182415717	1.39275935540135	-5.33157829026014	0.517179943304285	0.405053650424498	0.311016796439734	-1.34705132749343	20.1951948143297	-0.356746510254632	-0.140528174743912	1.17155620958946	-0.589049044982395	-0.0340191102626898	-5.42662967366883	-0.0250752379272387	NA	-0.395416150468731	NA	-0.114642948714686	0.444966925733029	0.143418569642546	0.0434446455366544	NA	-0.0281579190766968	0.290514143442539	0.0622368210683439	NA	-0.00797288718239234	0.138511904748027	NA	0.0790110255856718	-0.586728927521014	0.388102677376266	0.540846316377906	4.03117665048722	6.9495136421296	-0.223393525166834	-0.962547507187107	-0.542483016123129	-22.7534800774635	8.52816332144076	-0.969079090016506	-0.515447798295217	1.84473637076704	-0.822150406561604	-2.45505402269973	19.2838794068192	1.47814286046555	-6.95071649005413	-2.0323013704339	1.3734390825455	-0.0704111555353367	-2.76971257039667	0.794617455577185	-0.186933298055696	0.00222425500919501	0.111697294832404	-0.00144981361112515	0.225544337097851
"101"	"PI534046"	5.52464225324558	2.99797039233158	-2.37389723565333	6.08346943600557	8.97618048074966	-51.9037059961328	5.21113167765069	0.26737982348618	1.09301155915244	-83.4614127620503	NA	NA	1.25248415250936	5.68115955725359	1.2949271351775	13.2113849945281	1.57699674786238	0.656209051913799	15.2125386092343	0.846867660317364	4.08996171384356	0.585450729018818	2.81297037099447	-11.0507632988938	NA	NA	12.9759869961206	2.05507024713536	2.24394509025023	-87.7224646240194	5.89565396432913	1.02071690351708	2.90239265360564	2.43337672662797	1.46316536735225	10.5934468858832	0.697793831566359	-0.034763331545044	13.3991835581711	1.00889546611926	NA	NA	NA	NA	NA	0.05842616301652	0.0865131063930726	0.244247298204184	-0.428783840009202	NA	NA	0.413437134581313	0.422346854660254	0.0517615677220277	-0.121580706024554	NA	NA	1.92332747587329	0.0786853934170201	0.141487263137046	-0.110051580366443	-0.0430320061693298	0.0342702778812866	-0.0803257207489004	0.698597232058279	-70.4794303543574	5.7319134180254	-0.0486182782936928	2.47652648053416	0.130975583755862	-66.4679158043212	8.10770198364798	-1.05251338943917	3.053341176763	1.07577738481764	-1.90404237167151	-1.87921208692119	8.50019990348887	0.890634991514798	-10.5375620320283	-2.53742138247312	1.66615234043671	0.261914275582778	0.564357045142405	0.0804161205170578	0.0752524276240257	0.0150028322201048	-0.089211399965995	0.00693056872391035	0.0126487674835421
"102"	"PI534047"	0.141397723220342	15.2832162329941	2.69430422594787	3.92153840011615	19.7458293859735	98.3072720485695	8.99336199729539	1.04524041471731	0.426182555225191	-84.529332802114	-3.89894498022545	0.774421235781353	0.402421604601651	4.01418526555402	1.57079015585254	12.4766625956291	2.00692615764401	0.26716801091887	7.94669979203004	0.198506036146082	-9.52626310772751	6.28696034496326	5.4183678551981	-3.13291338521322	21.2395695543878	360.682301293557	4.63406136493546	0.860357930274517	-1.11410222623269	-77.8467054403295	-7.33944629697742	-0.875918982528011	0.0161748476299828	-1.24572147808206	0.656595755880451	12.5113981101187	1.55418962255019	0.114774980135998	8.2467185417435	-0.627552143331047	-0.0501721446608194	1.3691580234399	-0.0780949685564952	-0.291457974612697	0.888238404539105	-0.0850895455058586	-0.0428028925037308	-0.131916459985876	0.0986115905093361	0.236313581793096	0.338368237836795	0.00593339677938396	-0.124333625867228	-0.202024821764697	0.0218025940634621	-0.11157942674308	-0.320762917170683	1.02474819213988	-0.0189260754131613	0.0177349266313967	-0.023802835482096	0.0162762481405233	0.298698286189794	-0.04909279347907	0.390235717927467	-53.596627403781	29.7703360267735	-0.354072709995989	4.47832317827417	0.69831085457635	-34.2109568324944	-2.76926111531741	-2.12843726222668	3.51611980495252	1.6165223810039	-1.83246210096695	-0.572283669819157	1.60730967176058	2.04484326313035	10.5019479875162	-3.79476390110733	2.44265261592979	NA	3.3580658436499	0.992765973508156	0.248905542233229	NA	-0.829951555907785	-0.0789824136932604	0.00845733339835274
"103"	"PI534053"	18.2122656802993	0.759573515415699	-3.09220318531628	3.55339538399966	27.4958511750467	19.8236870675394	11.5711926077432	0.891833740868083	3.88232320239937	-81.2377633639607	9.50245825248924	1.14365732086506	1.65446321951647	10.644408678819	2.65224266887357	0.61739372608848	1.00622238340183	-0.0162814994224658	18.999755231513	-0.571340549050337	5.68337453629234	2.62016590013492	4.01601234707749	6.50530345555421	2.76730363359869	148.630490172657	13.3994985712552	1.71919764135277	1.30118152284307	-74.4467293853162	-1.3809924935928	0.344631860601734	0.368694632344213	0.614722652987539	0.4647874654488	1.02752744397071	-0.341392114926623	-0.930634181816666	20.8407284550934	-1.53825592311868	0.278982969246297	0.648345346768244	-0.871653761014783	0.0378465617017823	-8.19398609941143	-0.103160067217136	0.186648449662078	0.761783228586174	0.689824619651887	-0.420396857790654	0.141581894231678	0.176592975736576	0.12054256508263	-0.226631315113182	0.022268120028331	-0.199558701390678	-0.185358812447888	-0.260214230419707	-0.1982420524618	-0.109679247841	-0.0186181206019795	-0.118851714108625	-0.0767954174986552	-0.0143846820244221	0.555486160019537	-59.8121638127056	19.4832621281121	-1.00364269351711	6.16747778618845	1.99777960707732	-65.203815321938	16.8953196081809	-1.75546245577393	4.78712693294496	2.25162198754548	NA	1.60252305749493	6.12745335382344	1.21617220493524	-19.7501733842695	-2.72367841031957	2.35550120803594	0.0157168441311197	0.0429679706355449	1.03619936719422	-0.0608225983171536	-0.0527173431512888	0.301277543100864	-0.0933888755811263	-0.063731053409697
"104"	"PI534054"	15.3270325645784	-5.02020521365683	-0.490078015893918	-2.6316598456553	18.7171571049757	-248.181258102166	7.61039068275692	1.54960631151918	2.94665588933438	-91.4716928777563	3.93810272924398	1.30473099987636	-0.0171421582012774	10.8918546190699	3.72764408330147	-0.127257765820386	1.25828442815357	0.936168353589469	40.2524059220775	0.188465951774159	8.32573486701445	-4.40256389693356	6.59786145696909	-15.8868019092965	25.9485453910341	-162.8623922987	13.2953827006459	2.05271578582506	1.28911782134289	-81.5455804981729	10.1413999141931	1.43869695444189	0.239185384629803	7.46144000507633	3.7182581552436	2.62704721728172	1.3419428598672	0.602475456982124	NA	-1.80603647188345	0.160413425260337	0.487061116094874	0.0567512052482338	0.110822101653339	-2.89570926675042	-0.0288292482677217	0.182420404272003	0.460814358016416	-0.415620456339936	0.412529294686958	0.121482387207268	0.318058940569043	0.0349296585344404	-0.171849065192383	0.0713792244546183	0.0579651870336531	-0.0538758142001963	NA	0.0560202375655761	0.0949749289824255	0.116749378837121	0.0974995334201599	0.160417230195765	NA	-0.284696193715881	-56.443103131861	18.6932694102092	-1.06698860168028	7.66815766272203	1.74351806880756	-66.0463332647537	20.2229999665259	-1.63299201033217	9.56490188404577	2.39419121615806	-1.92464234964353	0.289699668375184	5.15068843496826	1.89484974974672	3.47333327427765	-1.52063990529549	2.68170888498284	0.194036248380143	-0.273614430705518	0.925892501149053	-0.111946850189388	0.00123105730721869	0.864182893765829	0.0673090483949414	-0.0219097136246607
"105"	"PI534063"	6.00761534173304	19.1726007484428	-1.61215823308073	7.59922852680119	-7.41511947804513	-405.74985213311	6.49619524432606	0.886510985742343	0.121197888503151	-38.6204646802625	-2.23412301526266	-0.142820780835309	0.44891602288644	-0.15737575967399	1.02413408491718	14.005469295512	0.262222759716757	-0.478375390394131	13.6529517788262	0.413941684097147	-0.846385346902046	12.1182189917571	6.16304571354511	-1.16340272742627	-11.3014577700254	-309.724626450216	11.3637087071496	1.5217517404664	0.656206527685709	-16.1666487172096	-4.6213981008197	-0.347483754134366	0.656509007492279	-2.36640047084038	0.4900569636682	13.8762745924678	0.552808583097592	-0.580385888066198	20.8170495543777	-0.795864612601993	-0.484289309179282	2.29968608982422	-0.194550228324363	-0.113929830347846	-1.86182748573576	-0.0308176600824704	-0.00934777314335627	0.678536006836119	0.000151827964339792	0.369315312171545	0.373954306423912	0.303164662050272	0.0732689332256183	-0.00389197023873379	0.143540848709086	-0.0894016175600336	-0.124784127156273	2.13268330197393	0.177912965768086	0.0635116757596061	-0.0278714434825742	0.150303894553997	0.502235312811684	0.0815509861395327	0.150436100009099	2.7872790110079	NA	-1.13524294778277	3.41557252408968	0.799249620787524	NA	NA	-1.85205500879606	2.67242712732358	2.48277577408066	-0.84138272943789	NA	NA	NA	-17.2119813386017	0.568571141538405	1.45167156645675	-0.166969632241679	-0.744142911060598	0.758867504604917	NA	NA	0.553705024361253	-0.0710400175217568	0.102175956895912
"106"	"PI534070"	-0.0481254414763211	7.31234254834949	0.9234801602577	-0.397770295645584	8.05268310536775	-261.309083778758	12.2740811744067	1.0652520451391	0.104487862408189	-84.4062557053515	-2.31601675364114	2.41743926453341	0.780164926503049	7.22242697275576	3.14535106421489	15.9722919595829	0.653004666745126	0.342701824812103	2.08163241053777	NA	-4.14326850396565	4.76648771936493	6.14947109661137	-3.19987271032673	3.21050327032355	-49.7913918435316	14.1241875901349	0.971003591629173	-2.44872522774262	-75.5684912147117	4.40679939284473	-0.030469973961102	1.16269062534003	5.8346752600487	2.48866785442282	15.7034658590995	1.52469350024557	-0.244688865318884	4.79998979982968	1.26508377345838	-0.222491407227782	3.11796282787381	0.205735567471088	0.121860651157443	0.0366730987999678	0.015962707014324	0.0766111385936604	0.149263336216174	0.457502989174581	0.0828179494012946	0.608010382654979	0.173817712317102	-0.102314947668341	-0.308259638015868	0.0502959940757215	0.0737768542167604	-0.352834947355565	1.48782180352382	0.156038786325866	0.0393192498685687	-0.0304172993805298	0.235259635537151	0.0871321328721196	0.000321250424203189	NA	-38.6421271494503	2.58793094151263	-1.32488631986095	3.42119489550759	1.11544134208039	-13.5714553691331	4.55998925006656	-1.96875590527416	5.1749829077544	2.47630125636184	-1.32458195651162	-0.937088339931602	12.2412078934968	1.81304990257737	11.8041705451362	-4.33480227728042	2.66188298705308	-0.155059970826162	3.41519855166146	0.613803289806788	0.269314203446373	0.00900504234319688	2.23075208268805	0.0757061851407716	0.0602821495984232
"107"	"PI534075"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"108"	"PI534079"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"109"	"PI534088"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"110"	"PI534092"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"111"	"PI534096"	13.5869997867128	-2.99295353677296	-1.99916820888374	-10.3047528742778	NA	NA	25.6628378707639	2.82585465163407	1.50803176882417	-80.6438187098497	NA	4.12955882815614	NA	10.7176070479777	4.65741840634692	-0.951217452177975	3.50436610869656	1.41246362488888	9.49304006229149	-0.217043276550731	1.28581731959392	-10.3679729258944	NA	-15.9118156719019	NA	NA	8.90132203847908	2.58462623381141	5.17879231706118	-91.4658936244514	-6.46251190157252	1.52185587071119	NA	10.3641172124223	4.4088901562748	-4.40871657670759	4.76133111162268	2.21847586891687	4.0703177896524	-0.0640590251038527	-0.360312882766258	0.47737831928241	-0.260071832572714	-0.074104883524299	0.160513662302335	-0.106795048465896	-0.0222676049933609	NA	1.00970827447987	NA	NA	-0.242800430015325	-0.0967795717229337	0.268066420648116	-0.199993006957238	NA	-0.309051920837273	NA	0.174861151595293	0.0680218281079525	-0.256364784299417	0.20353382629755	0.489358731758262	-0.160856304470851	NA	-64.1022659885595	7.80488033008844	-1.40101031169492	6.97938529396114	2.53328140253705	-90.1630549200393	18.1490932537128	-1.36742103022241	5.94646036751515	4.42887957000471	NA	0.245337806599615	5.04434603255039	-0.235934634188946	NA	NA	NA	NA	NA	NA	-0.356813274228752	0.137746631997006	30.4877556606562	-0.0728190706543448	0.105703973820022
"112"	"PI534097"	8.83995648807496	-0.941895273541453	-1.64518780435894	0.744457560682343	8.31199320401266	-225.624082781911	6.08705542766854	-0.321213040250411	0.677801710067411	-85.6079293002928	8.96882868362963	0.289473213977308	0.68278868827853	9.22784163561426	0.929455254678299	-5.19727400752395	0.325624789184477	1.49046976270968	5.52006147875751	1.15146212381117	-0.249445226304841	-10.8078694800879	3.63504094352951	-1.32339248249345	6.65071341461295	99.6686543327917	2.59141965867943	0.369276062347098	0.838497659254388	-80.7115553747384	4.94459980981753	0.470004915289468	0.0442498132394083	4.97208283567901	-0.524895740126036	-3.87757575929985	-0.690322909391353	1.08562033186995	10.1540595894748	0.773936964311063	-0.82861869823694	4.42591161959025	-1.40922132317242	0.332386489453	-1.46614250787484	-0.0644484757111691	-0.079259514982465	0.228856906485921	0.472433562697379	0.217063318476228	0.916635663255241	0.0346431681929871	0.123831250130572	-0.0386075075759533	-0.00190906964612048	-0.0988753233857554	-0.0551650416211719	0.282376902576941	0.026117409444912	-0.0450596841323958	0.0473620345589877	-0.0757726864822486	0.112063097529407	0.0414482540315559	0.418749212941675	-60.9665651998207	9.23947500855693	-0.724564053159473	9.50101845948244	0.73970170558872	-64.5805520980238	10.6064301119673	-1.62673303464637	9.43070644056132	1.66244571477101	-0.736707922535022	-0.462313051239702	10.2207739460789	1.96177457946288	4.30315307457079	-0.80228260396094	1.08443348190984	0.313217097645836	1.51368154519152	-0.713163575675556	-0.0377013302158227	-0.00105542416801066	-0.0305728720550561	-0.0231938807564651	0.00897384608940854
"113"	"PI534099"	10.9701873267108	4.93402708429084	-0.710091624672427	1.61559354982414	23.9740753630834	7.08654871776959	9.23122920938644	1.32360668358339	3.5620658214508	-77.5038392229472	5.87589224393934	0.889700455952987	1.55053614522346	8.32920703092834	2.7276270660489	-0.292947336412461	2.35750753053577	1.2025255401036	16.3035913679	0.192694190780968	3.7454728826205	-10.1840651105244	2.63114998502613	2.7445667079383	15.0998759850599	434.912006946735	14.9944731924725	3.4474087579706	4.60993017968158	-80.1868117758485	13.2235372846048	1.55856338128395	0.816726540021418	4.42748270616312	3.61016098657819	1.0446733377236	1.90677286074802	0.747936919088072	25.2631337601829	-1.04307451656675	0.453693009886075	0.928906144021754	-1.22372612853846	0.204138784295591	-11.2428583851673	-0.0341171583190519	-0.177378163293685	-0.105790797516038	0.657516825107631	-0.0536880666219795	0.70803754201059	0.305132440331542	0.397838718449668	0.0347909089692038	-0.0936540106248649	0.0740965929380775	0.020319371791775	0.0689681387893512	0.0421236293277588	0.191549592608668	0.0347890584193481	0.0158045569871059	0.106282788136242	0.109095648306617	0.154668921385464	-58.9105092628975	5.38841420395432	-0.279673486207737	3.25723479258094	1.75755261873352	-60.5809287200866	7.84812747294068	-1.7779039242297	5.61297845843562	4.91993182089634	-1.50812458665456	0.063540237591277	25.8696285092866	1.32953096700421	0.711197775722437	-2.49005695871074	1.64294300636882	0.10251387781544	-3.75226792797019	0.532931068992749	-0.0110743834160926	0.0164338224411695	-0.536478436705973	0.112158393299503	0.253672898525074
