comparison	Gene	max_xpclr	n_regions	total_merged_windows	Description
domestication_landrace_vs_wild	Sobic.003G145000	868.9330206	1	5	
domestication_landrace_vs_wild	Sobic.005G058900	868.8037145	1	2	E3 ubiquitin-protein ligase
domestication_landrace_vs_wild	Sobic.005G059001	868.8037145	1	2	TCP family transcription factor
domestication_landrace_vs_wild	Sobic.005G059100	868.8037145	1	2	Bromodomain
domestication_landrace_vs_wild	Sobic.005G059200	868.8037145	1	2	Bromodomain
domestication_landrace_vs_wild	Sobic.005G059300	868.8037145	1	2	Ctr copper transporter family
domestication_landrace_vs_wild	Sobic.004G228400	848.4383191	1	2	Helix-loop-helix DNA-binding domain
domestication_landrace_vs_wild	Sobic.004G228500	848.4383191	1	2	Plastocyanin-like domain
domestication_landrace_vs_wild	Sobic.004G272800	809.9080113	1	11	GAT domain
domestication_landrace_vs_wild	Sobic.004G272900	809.9080113	1	11	isoform X1
domestication_landrace_vs_wild	Sobic.004G272950	809.9080113	1	11	
domestication_landrace_vs_wild	Sobic.004G273000	809.9080113	1	11	Myb-like DNA-binding domain
domestication_landrace_vs_wild	Sobic.004G273100	809.9080113	1	11	C5HC2 zinc finger
domestication_landrace_vs_wild	Sobic.004G273200	809.9080113	1	11	Catalyzes xyloglucan endohydrolysis (XEH) and or endotransglycosylation (XET). Cleaves and religates xyloglucan polymers, an essential constituent of the primary cell wall, and thereby participates in cell wall construction of growing tissues
domestication_landrace_vs_wild	Sobic.004G273300	809.9080113	1	11	Ubiquitin-like domain
domestication_landrace_vs_wild	Sobic.004G273400	809.9080113	1	11	Oligopeptide transporter 4
domestication_landrace_vs_wild	Sobic.004G273500	809.9080113	1	11	Oligopeptide transporter 4
domestication_landrace_vs_wild	Sobic.004G273550	809.9080113	1	11	protein polyubiquitination
domestication_landrace_vs_wild	Sobic.004G273600	809.9080113	1	11	nucleic acid binding protein
domestication_landrace_vs_wild	Sobic.004G273800	809.9080113	1	11	Myb-like DNA-binding domain
domestication_landrace_vs_wild	Sobic.004G273900	809.9080113	1	11	Belongs to the peroxidase family. Classical plant (class III) peroxidase subfamily
domestication_landrace_vs_wild	Sobic.004G274000	809.9080113	1	11	Protein kinase domain
domestication_landrace_vs_wild	Sobic.004G274100	809.9080113	1	11	-
domestication_landrace_vs_wild	Sobic.004G274200	809.9080113	1	11	RWD
domestication_landrace_vs_wild	Sobic.004G274400	809.9080113	1	11	histone acetyl-transferase
domestication_landrace_vs_wild	Sobic.004G274500	809.9080113	1	11	domain in FBox and BRCT domain containing plant proteins
domestication_landrace_vs_wild	Sobic.004G274600	809.9080113	1	11	ABC transporter transmembrane region
domestication_landrace_vs_wild	Sobic.004G274700	809.9080113	1	11	SNARE associated Golgi protein
domestication_landrace_vs_wild	Sobic.004G274800	809.9080113	1	11	-
domestication_landrace_vs_wild	Sobic.007G078200	794.2255497	1	4	Belongs to the terpene cyclase mutase family
domestication_landrace_vs_wild	Sobic.007G078300	794.2255497	1	4	Protein kinase domain
domestication_landrace_vs_wild	Sobic.007G078400	794.2255497	1	4	transketolase activity
domestication_landrace_vs_wild	Sobic.007G078500	794.2255497	1	4	Protein kinase domain
domestication_landrace_vs_wild	Sobic.007G078600	794.2255497	1	4	YT521-B-like domain
domestication_landrace_vs_wild	Sobic.007G078800	794.2255497	1	4	Belongs to the glycosyl hydrolase 17 family
domestication_landrace_vs_wild	Sobic.007G078950	794.2255497	1	4	
domestication_landrace_vs_wild	Sobic.007G079000	794.2255497	1	4	Exonuclease
domestication_landrace_vs_wild	Sobic.007G079101	794.2255497	1	4	
domestication_landrace_vs_wild	Sobic.007G087600	776.3263814	1	12	Homeobox domain
domestication_landrace_vs_wild	Sobic.007G087700	776.3263814	1	12	Cation transporter/ATPase, N-terminus
domestication_landrace_vs_wild	Sobic.007G087800	776.3263814	1	12	Afadin- and alpha -actinin-Binding
domestication_landrace_vs_wild	Sobic.007G087900	776.3263814	1	12	source UniProtKB
domestication_landrace_vs_wild	Sobic.007G088000	776.3263814	1	12	belongs to the flavoprotein pyridine nucleotide cytochrome reductase family
domestication_landrace_vs_wild	Sobic.007G088008	776.3263814	1	12	Belongs to the PI3 PI4-kinase family
domestication_landrace_vs_wild	Sobic.007G088200	776.3263814	1	12	Haloacid dehalogenase-like hydrolase
domestication_landrace_vs_wild	Sobic.004G299700	773.027714	1	1	OPT oligopeptide transporter protein
domestication_landrace_vs_wild	Sobic.004G299775	773.027714	1	1	
domestication_landrace_vs_wild	Sobic.004G299850	773.027714	1	1	Belongs to the cytochrome b5 family
domestication_landrace_vs_wild	Sobic.004G300000	773.027714	1	1	ATP-dependent zinc metalloprotease FTSH 7 chloroplastic
domestication_landrace_vs_wild	Sobic.004G300100	773.027714	1	1	Alpha/beta hydrolase family
domestication_landrace_vs_wild	Sobic.001G119900	760.7015595	1	4	Belongs to the DEAD box helicase family
domestication_landrace_vs_wild	Sobic.001G120000	760.7015595	1	4	Peptidyl-prolyl cis-trans isomerase
domestication_landrace_vs_wild	Sobic.001G120100	760.7015595	1	4	Protein of unknown function (DUF1295)
domestication_landrace_vs_wild	Sobic.001G120200	760.7015595	1	4	-
domestication_landrace_vs_wild	Sobic.001G120300	760.7015595	1	4	phytanoyl-CoA dioxygenase activity
domestication_landrace_vs_wild	Sobic.001G120400	760.7015595	1	4	Phospholipase
domestication_landrace_vs_wild	Sobic.001G120500	760.7015595	1	4	Amidase
domestication_landrace_vs_wild	Sobic.001G120700	760.7015595	1	4	
domestication_landrace_vs_wild	Sobic.001G120750	760.7015595	1	4	
domestication_landrace_vs_wild	Sobic.001G120800	760.7015595	1	4	
domestication_landrace_vs_wild	Sobic.001G120875	760.7015595	1	4	
domestication_landrace_vs_wild	Sobic.006G072601	745.2407785	1	4	-
domestication_landrace_vs_wild	Sobic.006G072800	745.2407785	1	4	
domestication_landrace_vs_wild	Sobic.006G072900	745.2407785	1	4	TAP-like protein
domestication_landrace_vs_wild	Sobic.006G073001	745.2407785	1	4	mediator of RNA polymerase II transcription subunit
domestication_landrace_vs_wild	Sobic.006G073100	745.2407785	1	4	Serine/threonine phosphatases, family 2C, catalytic domain
domestication_landrace_vs_wild	Sobic.009G115700	744.1014448	1	2	Belongs to the eukaryotic ribosomal protein eS4 family
domestication_landrace_vs_wild	Sobic.009G115800	744.1014448	1	2	Transcription factor TFIIH complex subunit Tfb5
domestication_landrace_vs_wild	Sobic.007G108400	727.2214658	1	14	conserved protein UCP031088, alpha beta hydrolase
domestication_landrace_vs_wild	Sobic.007G108500	727.2214658	1	14	PAP2 superfamily
domestication_landrace_vs_wild	Sobic.007G108633	727.2214658	1	14	
domestication_landrace_vs_wild	Sobic.007G108700	727.2214658	1	14	-
domestication_landrace_vs_wild	Sobic.007G108900	727.2214658	1	14	Protein of unknown function (DUF2854)
domestication_landrace_vs_wild	Sobic.007G109000	727.2214658	1	14	cytokinin-activated signaling pathway
domestication_landrace_vs_wild	Sobic.007G109200	727.2214658	1	14	ATP synthase epsilon chain, chloroplastic
domestication_landrace_vs_wild	Sobic.001G310133	723.6199645	1	4	DVL family
domestication_landrace_vs_wild	Sobic.001G310200	723.6199645	1	4	Glutathione S-transferase, C-terminal domain
domestication_landrace_vs_wild	Sobic.001G310300	723.6199645	1	4	Belongs to the GST superfamily
domestication_landrace_vs_wild	Sobic.001G310400	723.6199645	1	4	-
domestication_landrace_vs_wild	Sobic.001G310500	723.6199645	1	4	Strictosidine synthase
domestication_landrace_vs_wild	Sobic.001G310600	723.6199645	1	4	-
domestication_landrace_vs_wild	Sobic.001G310700	723.6199645	1	4	Protein kinase domain
domestication_landrace_vs_wild	Sobic.006G054900	711.1854402	1	11	Protein of unknown function, DUF538
domestication_landrace_vs_wild	Sobic.006G055000	711.1854402	1	11	Protein kinase domain
domestication_landrace_vs_wild	Sobic.006G055200	711.1854402	1	11	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
domestication_landrace_vs_wild	Sobic.006G055300	711.1854402	1	11	RNA polymerase III RPC4
domestication_landrace_vs_wild	Sobic.006G055400	711.1854402	1	11	Hydroxyproline-rich glycoprotein family protein
domestication_landrace_vs_wild	Sobic.006G055501	711.1854402	1	11	
domestication_landrace_vs_wild	Sobic.006G055600	711.1854402	1	11	Belongs to the heat shock protein 70 family
domestication_landrace_vs_wild	Sobic.006G055800	711.1854402	1	11	Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across the thylakoid membrane. Involved in delta pH-dependent protein transport required for chloroplast development, especially thylakoid membrane formation. TATC and TATB mediate precursor recognition, whereas TATA facilitates translocation
domestication_landrace_vs_wild	Sobic.006G055900	711.1854402	1	11	-
domestication_landrace_vs_wild	Sobic.006G055950	711.1854402	1	11	
domestication_landrace_vs_wild	Sobic.006G056000	711.1854402	1	11	F-box-like
domestication_landrace_vs_wild	Sobic.009G175550	708.8288665	1	2	
domestication_landrace_vs_wild	Sobic.009G175600	708.8288665	1	2	Belongs to the protein kinase superfamily. Ser Thr protein kinase family
domestication_landrace_vs_wild	Sobic.009G175800	708.8288665	1	2	B3 DNA binding domain
domestication_landrace_vs_wild	Sobic.009G175900	708.8288665	1	2	KH domain
domestication_landrace_vs_wild	Sobic.009G176000	708.8288665	1	2	NADH-ubiquinone oxidoreductase MWFE subunit
domestication_landrace_vs_wild	Sobic.009G176100	708.8288665	1	2	
domestication_landrace_vs_wild	Sobic.009G176200	708.8288665	1	2	-
domestication_landrace_vs_wild	Sobic.009G176300	708.8288665	1	2	Pentacotripeptide-repeat region of PRORP
domestication_landrace_vs_wild	Sobic.007G115100	708.5992894	1	17	NUDIX domain
domestication_landrace_vs_wild	Sobic.007G115200	708.5992894	1	17	NUDIX domain
domestication_landrace_vs_wild	Sobic.007G115300	708.5992894	1	17	Four repeated domains in the Fasciclin I family of proteins, present in many other contexts.
domestication_landrace_vs_wild	Sobic.007G115400	708.5992894	1	17	Belongs to the protein kinase superfamily. Ser Thr protein kinase family
domestication_landrace_vs_wild	Sobic.007G115500	708.5992894	1	17	Plant protein of unknown function
domestication_landrace_vs_wild	Sobic.007G115600	708.5992894	1	17	Protein tyrosine kinase
domestication_landrace_vs_wild	Sobic.007G115700	708.5992894	1	17	Protein of unknown function, DUF599
domestication_landrace_vs_wild	Sobic.007G115801	708.5992894	1	17	Exonuclease
domestication_landrace_vs_wild	Sobic.007G115900	708.5992894	1	17	SAM domain (Sterile alpha motif)
domestication_landrace_vs_wild	Sobic.004G041200	705.9155678	1	5	-
domestication_landrace_vs_wild	Sobic.004G041300	705.9155678	1	5	-
domestication_landrace_vs_wild	Sobic.004G041500	705.9155678	1	5	Protein phosphatase 2C
domestication_landrace_vs_wild	Sobic.004G041600	705.9155678	1	5	homeobox-leucine zipper protein HOX26
domestication_landrace_vs_wild	Sobic.004G041700	705.9155678	1	5	-
domestication_landrace_vs_wild	Sobic.004G041800	705.9155678	1	5	Plant calmodulin-binding domain
domestication_landrace_vs_wild	Sobic.004G041900	705.9155678	1	5	Pyridine nucleotide-disulphide oxidoreductase
domestication_landrace_vs_wild	Sobic.004G042000	705.9155678	1	5	Pyridine nucleotide-disulphide oxidoreductase
domestication_landrace_vs_wild	Sobic.004G042100	705.9155678	1	5	E3 ubiquitin-protein ligase
domestication_landrace_vs_wild	Sobic.004G042200	705.9155678	1	5	Motif C-terminal to PAS motifs (likely to contribute to PAS structural domain)
domestication_landrace_vs_wild	Sobic.004G042300	705.9155678	1	5	Protein of unknown function (DUF1644)
domestication_landrace_vs_wild	Sobic.004G042400	705.9155678	1	5	Myb/SANT-like DNA-binding domain
domestication_landrace_vs_wild	Sobic.004G042501	705.9155678	1	5	tify domain
domestication_landrace_vs_wild	Sobic.004G042600	705.9155678	1	5	Protein tyrosine kinase
domestication_landrace_vs_wild	Sobic.004G042700	705.9155678	1	5	Belongs to the glycosyl hydrolase 9 (cellulase E) family
domestication_landrace_vs_wild	Sobic.002G297900	704.3875896	1	4	Iron-binding zinc finger CDGSH type
domestication_landrace_vs_wild	Sobic.002G298100	704.3875896	1	4	-
domestication_landrace_vs_wild	Sobic.002G298201	704.3875896	1	4	Belongs to the argonaute family
domestication_landrace_vs_wild	Sobic.002G298300	704.3875896	1	4	Acts as a sulfur carrier required for 2-thiolation of mcm(5)S(2)U at tRNA wobble positions of cytosolic tRNA(Lys), tRNA(Glu) and tRNA(Gln). Serves as sulfur donor in tRNA 2- thiolation reaction by being thiocarboxylated (-COSH) at its C- terminus by MOCS3. The sulfur is then transferred to tRNA to form 2-thiolation of mcm(5)S(2)U. Also acts as a ubiquitin-like protein (UBL) that is covalently conjugated via an isopeptide bond to lysine residues of target proteins. The thiocarboxylated form serves as substrate for conjugation and oxidative stress specifically induces the formation of UBL-protein conjugates
domestication_landrace_vs_wild	Sobic.002G298400	704.3875896	1	4	Belongs to the UPP synthase family
domestication_landrace_vs_wild	Sobic.002G298500	704.3875896	1	4	Plant lipid transfer protein / seed storage protein / trypsin-alpha amylase inhibitor domain family
domestication_landrace_vs_wild	Sobic.002G298600	704.3875896	1	4	Plant lipid transfer protein / seed storage protein / trypsin-alpha amylase inhibitor domain family
domestication_landrace_vs_wild	Sobic.002G298700	704.3875896	1	4	-
domestication_landrace_vs_wild	Sobic.002G298800	704.3875896	1	4	PAP_fibrillin
domestication_landrace_vs_wild	Sobic.002G298900	704.3875896	1	4	DnaJ molecular chaperone homology domain
domestication_landrace_vs_wild	Sobic.002G299000	704.3875896	1	4	Ribonuclease 2-5A
domestication_landrace_vs_wild	Sobic.002G228500	699.3843729	1	1	alpha/beta hydrolase fold
domestication_landrace_vs_wild	Sobic.002G228600	699.3843729	1	1	alpha/beta hydrolase fold
domestication_landrace_vs_wild	Sobic.002G228700	699.3843729	1	1	lipolytic acyl hydrolase (LAH)
domestication_landrace_vs_wild	Sobic.002G228800	699.3843729	1	1	-
domestication_landrace_vs_wild	Sobic.002G228900	699.3843729	1	1	RNA recognition motif
domestication_landrace_vs_wild	Sobic.007G085800	693.6034525	1	6	Belongs to the terpene cyclase mutase family
domestication_landrace_vs_wild	Sobic.007G085966	693.6034525	1	6	Binds to the 60S ribosomal subunit and prevents its association with the 40S ribosomal subunit to form the 80S initiation complex in the cytoplasm. May also be involved in ribosome biogenesis
domestication_landrace_vs_wild	Sobic.003G264100	692.3170408	1	7	Helicase conserved C-terminal domain
domestication_landrace_vs_wild	Sobic.003G264200	692.3170408	1	7	Serine threonine-protein phosphatase
domestication_landrace_vs_wild	Sobic.003G264300	692.3170408	1	7	-
domestication_landrace_vs_wild	Sobic.003G264400	692.3170408	1	7	Glutathione S-transferase, C-terminal domain
domestication_landrace_vs_wild	Sobic.003G264500	692.3170408	1	7	Glutathione S-transferase, N-terminal domain
domestication_landrace_vs_wild	Sobic.003G264600	692.3170408	1	7	Glutathione S-transferase, C-terminal domain
domestication_landrace_vs_wild	Sobic.003G264700	692.3170408	1	7	Weak chloroplast movement under blue light
domestication_landrace_vs_wild	Sobic.003G264800	692.3170408	1	7	isoform X1
domestication_landrace_vs_wild	Sobic.003G264901	692.3170408	1	7	RING-H2 zinc finger domain
domestication_landrace_vs_wild	Sobic.003G265000	692.3170408	1	7	Hydroxyproline-rich glycoprotein family protein
domestication_landrace_vs_wild	Sobic.003G265100	692.3170408	1	7	Acid phosphatase homologues
domestication_landrace_vs_wild	Sobic.003G265125	692.3170408	1	7	
domestication_landrace_vs_wild	Sobic.003G265150	692.3170408	1	7	
domestication_landrace_vs_wild	Sobic.003G265200	692.3170408	1	7	B3 DNA binding domain
domestication_landrace_vs_wild	Sobic.010G241500	691.0840635	1	8	Belongs to the protein kinase superfamily. Ser Thr protein kinase family
domestication_landrace_vs_wild	Sobic.010G241600	691.0840635	1	8	Endonuclease that specifically degrades the RNA of RNA- DNA hybrids
domestication_landrace_vs_wild	Sobic.010G241700	691.0840635	1	8	-
domestication_landrace_vs_wild	Sobic.010G241800	691.0840635	1	8	-
domestication_landrace_vs_wild	Sobic.010G241900	691.0840635	1	8	Belongs to the protein kinase superfamily. Ser Thr protein kinase family
domestication_landrace_vs_wild	Sobic.010G242000	691.0840635	1	8	Belongs to the protein kinase superfamily. Ser Thr protein kinase family
domestication_landrace_vs_wild	Sobic.010G242100	691.0840635	1	8	Cytochrome P450
domestication_landrace_vs_wild	Sobic.010G242200	691.0840635	1	8	Protein of unknown function, DUF547
domestication_landrace_vs_wild	Sobic.010G242300	691.0840635	1	8	Cysteine-rich receptor-like protein kinase
domestication_landrace_vs_wild	Sobic.010G242400	691.0840635	1	8	Cysteine-rich receptor-like protein kinase
domestication_landrace_vs_wild	Sobic.010G242500	691.0840635	1	8	-
domestication_landrace_vs_wild	Sobic.010G242600	691.0840635	1	8	Protein of unknown function (DUF295)
domestication_landrace_vs_wild	Sobic.010G242700	691.0840635	1	8	-
domestication_landrace_vs_wild	Sobic.010G242800	691.0840635	1	8	NB-ARC domain
domestication_landrace_vs_wild	Sobic.010G242900	691.0840635	1	8	NB-ARC domain
domestication_landrace_vs_wild	Sobic.010G243000	691.0840635	1	8	Belongs to the protein kinase superfamily
domestication_landrace_vs_wild	Sobic.010G243100	691.0840635	1	8	Replication protein A 32 kDa subunit
domestication_landrace_vs_wild	Sobic.010G243200	691.0840635	1	8	C2H2 type zinc-finger (2 copies)
domestication_landrace_vs_wild	Sobic.010G243300	691.0840635	1	8	C2H2 type zinc-finger (2 copies)
domestication_landrace_vs_wild	Sobic.010G243400	691.0840635	1	8	Protein of unknown function (DUF1644)
domestication_landrace_vs_wild	Sobic.010G243601	691.0840635	1	8	
domestication_landrace_vs_wild	Sobic.006G104700	689.4770631	1	5	Aldose 1-epimerase
domestication_landrace_vs_wild	Sobic.006G104800	689.4770631	1	5	DNAJ heat shock N-terminal domain-containing protein
domestication_landrace_vs_wild	Sobic.006G104900	689.4770631	1	5	Converts alpha-aldose to the beta-anomer
domestication_landrace_vs_wild	Sobic.006G105000	689.4770631	1	5	Converts alpha-aldose to the beta-anomer
domestication_landrace_vs_wild	Sobic.006G105100	689.4770631	1	5	Converts alpha-aldose to the beta-anomer
domestication_landrace_vs_wild	Sobic.006G105200	689.4770631	1	5	Converts alpha-aldose to the beta-anomer
domestication_landrace_vs_wild	Sobic.006G242800	687.2378507	1	2	Ripening-related protein
domestication_landrace_vs_wild	Sobic.006G242900	687.2378507	1	2	UDP-Glycosyltransferase
domestication_landrace_vs_wild	Sobic.006G243000	687.2378507	1	2	Cofactor assembly of complex C subunit B, CCB2/CCB4
domestication_landrace_vs_wild	Sobic.006G243100	687.2378507	1	2	Small RNA degrading nuclease
domestication_landrace_vs_wild	Sobic.006G243200	687.2378507	1	2	isoaspartyl peptidase L-asparaginase 2
domestication_landrace_vs_wild	Sobic.001G057600	682.3120481	1	6	DUF3700
domestication_landrace_vs_wild	Sobic.001G057700	682.3120481	1	6	heat shock factor
domestication_landrace_vs_wild	Sobic.001G057800	682.3120481	1	6	Belongs to the BI1 family
domestication_landrace_vs_wild	Sobic.001G057900	682.3120481	1	6	Belongs to the BI1 family
domestication_landrace_vs_wild	Sobic.001G058100	682.3120481	1	6	PITH domain
domestication_landrace_vs_wild	Sobic.001G058200	682.3120481	1	6	PPR repeat family
domestication_landrace_vs_wild	Sobic.001G058300	682.3120481	1	6	leucine-rich repeat extensin-like protein
domestication_landrace_vs_wild	Sobic.001G058400	682.3120481	1	6	DYW family of nucleic acid deaminases
domestication_landrace_vs_wild	Sobic.001G058500	682.3120481	1	6	-
domestication_landrace_vs_wild	Sobic.001G058600	682.3120481	1	6	BT1 family
domestication_landrace_vs_wild	Sobic.001G058700	682.3120481	1	6	XRN 5'-3' exonuclease N-terminus
domestication_landrace_vs_wild	Sobic.001G058800	682.3120481	1	6	Belongs to the peptidase C1 family
domestication_landrace_vs_wild	Sobic.001G058900	682.3120481	1	6	Belongs to the universal ribosomal protein uS13 family
domestication_landrace_vs_wild	Sobic.001G059001	682.3120481	1	6	
domestication_landrace_vs_wild	Sobic.001G059100	682.3120481	1	6	Glutamate dehydrogenase
domestication_landrace_vs_wild	Sobic.001G059200	682.3120481	1	6	-
domestication_landrace_vs_wild	Sobic.001G059300	682.3120481	1	6	Acetyltransferase (GNAT) domain
domestication_landrace_vs_wild	Sobic.001G059400	682.3120481	1	6	Acetyltransferase (GNAT) domain
domestication_landrace_vs_wild	Sobic.001G059500	682.3120481	1	6	Plant lipid transfer protein / seed storage protein / trypsin-alpha amylase inhibitor domain family
domestication_landrace_vs_wild	Sobic.001G059600	682.3120481	1	6	Plant lipid transfer protein / seed storage protein / trypsin-alpha amylase inhibitor domain family
domestication_landrace_vs_wild	Sobic.001G059700	682.3120481	1	6	Plant lipid transfer protein / seed storage protein / trypsin-alpha amylase inhibitor domain family
domestication_landrace_vs_wild	Sobic.001G059800	682.3120481	1	6	Cupin
domestication_landrace_vs_wild	Sobic.001G059900	682.3120481	1	6	Inositol polyphosphate phosphatase, catalytic domain homologues
domestication_landrace_vs_wild	Sobic.003G178700	680.2458939	1	3	3-ketoacyl-CoA synthase
domestication_landrace_vs_wild	Sobic.003G142100	680.2137148	1	6	Glycosyl hydrolase family 3 C-terminal domain
domestication_landrace_vs_wild	Sobic.003G142200	680.2137148	1	6	EamA-like transporter family
domestication_landrace_vs_wild	Sobic.003G142300	680.2137148	1	6	Myb-like DNA-binding domain
domestication_landrace_vs_wild	Sobic.003G142400	680.2137148	1	6	PPR repeat
domestication_landrace_vs_wild	Sobic.003G142500	680.2137148	1	6	Phosphate acyltransferases
domestication_landrace_vs_wild	Sobic.003G142700	680.2137148	1	6	IGR
domestication_landrace_vs_wild	Sobic.003G142800	680.2137148	1	6	Belongs to the iron ascorbate-dependent oxidoreductase family
domestication_landrace_vs_wild	Sobic.003G142850	680.2137148	1	6	-
domestication_landrace_vs_wild	Sobic.003G142900	680.2137148	1	6	ATP synthase subunit a, chloroplastic
domestication_landrace_vs_wild	Sobic.003G143000	680.2137148	1	6	Belongs to the iron ascorbate-dependent oxidoreductase family
domestication_landrace_vs_wild	Sobic.003G143100	680.2137148	1	6	Belongs to the iron ascorbate-dependent oxidoreductase family
domestication_landrace_vs_wild	Sobic.003G143200	680.2137148	1	6	-
domestication_landrace_vs_wild	Sobic.003G143300	680.2137148	1	6	3'-5' exonuclease activity
domestication_landrace_vs_wild	Sobic.003G143401	680.2137148	1	6	anther development
domestication_landrace_vs_wild	Sobic.003G190100	679.5142832	1	1	Peptidase C13 family
domestication_landrace_vs_wild	Sobic.003G012900	678.0560276	1	1	Serine threonine-protein kinase
domestication_landrace_vs_wild	Sobic.001G222300	673.8713325	1	4	Belongs to the CDI family. ICK KRP subfamily
domestication_landrace_vs_wild	Sobic.001G222400	673.8713325	1	4	Tetratricopeptide repeat protein
domestication_landrace_vs_wild	Sobic.001G222500	673.8713325	1	4	Helicase associated domain (HA2)
