sample	Genetic_load	N_del	cutoff	cutoff_score	chr	miss
PI533799_PI533799	-146019.77150129993	14183	25%	-3.75	Chr09	miss50
PI533800_PI533800	-123166.6978741999	12374	25%	-3.75	Chr09	miss50
PI533807_PI533807	-147257.59472120032	14457	25%	-3.75	Chr09	miss50
PI533810_PI533810	-118160.90294599983	11747	25%	-3.75	Chr09	miss50
PI533814_PI533814	-127293.34823879991	12631	25%	-3.75	Chr09	miss50
PI533821_PI533821	-139599.55714400017	13716	25%	-3.75	Chr09	miss50
PI533822_PI533822	-129281.52650789985	12750	25%	-3.75	Chr09	miss50
PI533824_PI533824	-140849.59726960005	13804	25%	-3.75	Chr09	miss50
PI533830_PI533830	-124422.77309139982	20556	25%	-3.75	Chr09	miss50
PI533831_PI533831	-114711.50378969994	11387	25%	-3.75	Chr09	miss50
PI533833_PI533833	-139391.1723865999	13582	25%	-3.75	Chr09	miss50
PI533838_PI533838	-100339.78085059974	10114	25%	-3.75	Chr09	miss50
PI533839_PI533839	-34626.36083210012	3709	25%	-3.75	Chr09	miss50
PI533841_PI533841	-145214.00042850015	14319	25%	-3.75	Chr09	miss50
PI533842_PI533842	-116323.4895266998	11666	25%	-3.75	Chr09	miss50
PI533843_PI533843	-127214.62219269974	12585	25%	-3.75	Chr09	miss50
PI533845_PI533845	-153532.66035359993	15049	25%	-3.75	Chr09	miss50
PI533852_PI533852	-148648.13222490024	15707	25%	-3.75	Chr09	miss50
PI533855_PI533855	-137675.6223095998	16856	25%	-3.75	Chr09	miss50
PI533856_PI533856	-115172.15531249982	11482	25%	-3.75	Chr09	miss50
PI533863_PI533863	-102715.98311499985	10120	25%	-3.75	Chr09	miss50
PI533866_PI533866	-127160.81062409977	12531	25%	-3.75	Chr09	miss50
PI533869_PI533869	-149761.27698770023	14668	25%	-3.75	Chr09	miss50
PI533871_PI533871	-87021.0328801998	8645	25%	-3.75	Chr09	miss50
PI533876_PI533876	-132591.10815340004	23674	25%	-3.75	Chr09	miss50
PI533877_PI533877	-107628.04506229993	13892	25%	-3.75	Chr09	miss50
PI533878_PI533878	-86015.76964999996	8937	25%	-3.75	Chr09	miss50
PI533882_PI533882	-84934.17487389983	8536	25%	-3.75	Chr09	miss50
PI533901_PI533901	-115515.51491399988	11515	25%	-3.75	Chr09	miss50
PI533902_PI533902	-150929.14053649985	15514	25%	-3.75	Chr09	miss50
PI533903_PI533903	-43342.05820669996	4489	25%	-3.75	Chr09	miss50
PI533910_PI533910	-124108.55627379962	12330	25%	-3.75	Chr09	miss50
PI533911_PI533911	-130825.74605240014	13337	25%	-3.75	Chr09	miss50
PI533912_PI533912	-144228.32255280024	14170	25%	-3.75	Chr09	miss50
PI533913_PI533913	-131222.38777120042	13027	25%	-3.75	Chr09	miss50
PI533915_PI533915	-151436.87050160032	14861	25%	-3.75	Chr09	miss50
PI533919_PI533919	-121836.63793489979	12181	25%	-3.75	Chr09	miss50
PI533921_PI533921	-113987.7284900996	11438	25%	-3.75	Chr09	miss50
PI533924_PI533924	-135532.27970310027	13460	25%	-3.75	Chr09	miss50
PI533927_PI533927	-136042.29888870046	13569	25%	-3.75	Chr09	miss50
PI533936_PI533936	-125890.11019579986	12438	25%	-3.75	Chr09	miss50
PI533937_PI533937	-154939.08298920013	15111	25%	-3.75	Chr09	miss50
PI533938_PI533938	-156660.1469396	15540	25%	-3.75	Chr09	miss50
PI533939_PI533939	-128643.49293090012	12632	25%	-3.75	Chr09	miss50
PI533940_PI533940	-152508.04219720015	14857	25%	-3.75	Chr09	miss50
PI533943_PI533943	-149022.28250590013	14746	25%	-3.75	Chr09	miss50
PI533948_PI533948	-156255.79338880014	15161	25%	-3.75	Chr09	miss50
PI533949_PI533949	-126408.30836869965	12364	25%	-3.75	Chr09	miss50
PI533954_PI533954	-155718.028239	15238	25%	-3.75	Chr09	miss50
PI533955_PI533955	-156826.0985307	15210	25%	-3.75	Chr09	miss50
PI533956_PI533956	-91172.90582100017	9065	25%	-3.75	Chr09	miss50
PI533957_PI533957	-128375.70751989959	12728	25%	-3.75	Chr09	miss50
PI533961_PI533961	-131703.9519220997	12936	25%	-3.75	Chr09	miss50
PI533962_PI533962	-138692.32158799964	13648	25%	-3.75	Chr09	miss50
PI533964_PI533964	-133221.53864460016	13053	25%	-3.75	Chr09	miss50
PI533965_PI533965	-136850.32756989967	13499	25%	-3.75	Chr09	miss50
PI533967_PI533967	-136509.8055810999	13404	25%	-3.75	Chr09	miss50
PI533970_PI533970	-149356.5045230003	14825	25%	-3.75	Chr09	miss50
PI533972_PI533972	-138053.19737029987	13484	25%	-3.75	Chr09	miss50
PI533976_PI533976	-143177.04022870035	14220	25%	-3.75	Chr09	miss50
PI533979_PI533979	-158042.6299439	15405	25%	-3.75	Chr09	miss50
PI533980_PI533980	-112615.74451389984	11065	25%	-3.75	Chr09	miss50
PI533985_PI533985	-64277.66422340016	6411	25%	-3.75	Chr09	miss50
PI533986_PI533986	-123680.33607600027	12139	25%	-3.75	Chr09	miss50
PI533987_PI533987	-123011.91377209972	12171	25%	-3.75	Chr09	miss50
PI533989_PI533989	-140422.5117243	14187	25%	-3.75	Chr09	miss50
PI533991_PI533991	-145319.74220940014	14174	25%	-3.75	Chr09	miss50
PI533996_PI533996	-128573.00955120011	12835	25%	-3.75	Chr09	miss50
PI533997_PI533997	-141250.5827745001	14170	25%	-3.75	Chr09	miss50
PI534009_PI534009	-113166.06418589999	11292	25%	-3.75	Chr09	miss50
PI534021_PI534021	-116807.40749289987	11644	25%	-3.75	Chr09	miss50
PI534028_PI534028	-150217.70501340082	14878	25%	-3.75	Chr09	miss50
PI534037_PI534037	-127543.46805810038	12717	25%	-3.75	Chr09	miss50
PI534046_PI534046	-128412.76334790023	12670	25%	-3.75	Chr09	miss50
PI534047_PI534047	-145554.31105800025	14532	25%	-3.75	Chr09	miss50
PI534053_PI534053	-119477.7452731998	11767	25%	-3.75	Chr09	miss50
PI534054_PI534054	-153209.7814867002	14960	25%	-3.75	Chr09	miss50
PI534063_PI534063	-81012.7739392	8120	25%	-3.75	Chr09	miss50
PI534070_PI534070	-80626.41521190015	8001	25%	-3.75	Chr09	miss50
PI534075_PI534075	-115768.11122179973	11757	25%	-3.75	Chr09	miss50
PI534079_PI534079	-134209.8909858998	13341	25%	-3.75	Chr09	miss50
PI534088_PI534088	-113841.65257279991	11257	25%	-3.75	Chr09	miss50
PI534092_PI534092	-84809.91917880002	8644	25%	-3.75	Chr09	miss50
PI534096_PI534096	-32990.53367800008	3490	25%	-3.75	Chr09	miss50
PI534097_PI534097	-151457.00004169947	14975	25%	-3.75	Chr09	miss50
PI534099_PI534099	-129150.27035989979	12768	25%	-3.75	Chr09	miss50
PI534101_PI534101	-115314.70372549964	14209	25%	-3.75	Chr09	miss50
PI534105_PI534105	-139250.06878999952	13541	25%	-3.75	Chr09	miss50
PI534108_PI534108	-131660.64573319964	13055	25%	-3.75	Chr09	miss50
PI534112_PI534112	-127508.42577799986	17582	25%	-3.75	Chr09	miss50
PI534114_PI534114	-129177.61994059975	12641	25%	-3.75	Chr09	miss50
PI534115_PI534115	-140195.78833660003	15034	25%	-3.75	Chr09	miss50
PI534116_PI534116	-42288.27334070001	4416	25%	-3.75	Chr09	miss50
PI534117_PI534117	-85504.28450910002	8561	25%	-3.75	Chr09	miss50
PI534123_PI534123	-125146.67969299962	12436	25%	-3.75	Chr09	miss50
PI534124_PI534124	-137295.05273570036	13501	25%	-3.75	Chr09	miss50
PI534127_PI534127	-138719.71316839967	15653	25%	-3.75	Chr09	miss50
PI534128_PI534128	-138150.06639989995	13772	25%	-3.75	Chr09	miss50
PI534132_PI534132	-142965.33656169925	16523	25%	-3.75	Chr09	miss50
PI534133_PI534133	-139811.58023949986	13784	25%	-3.75	Chr09	miss50
PI534135_PI534135	-141634.28822769984	13866	25%	-3.75	Chr09	miss50
PI534137_PI534137	-144724.90344320034	14270	25%	-3.75	Chr09	miss50
PI534138_PI534138	-146392.48331460025	14369	25%	-3.75	Chr09	miss50
PI534139_PI534139	-132665.15319460005	13056	25%	-3.75	Chr09	miss50
PI534144_PI534144	-62818.32361959998	6578	25%	-3.75	Chr09	miss50
PI534145_PI534145	-83162.17963499995	8267	25%	-3.75	Chr09	miss50
PI534148_PI534148	-118551.52027129989	11771	25%	-3.75	Chr09	miss50
PI534155_PI534155	-118409.6139681998	12093	25%	-3.75	Chr09	miss50
PI534157_PI534157	-140456.09839919963	17027	25%	-3.75	Chr09	miss50
PI534163_PI534163	-153999.66369180006	15384	25%	-3.75	Chr09	miss50
PI534167_PI534167	-123406.48760149964	12291	25%	-3.75	Chr09	miss50
PI540816_PI540816	-120175.31076739953	11820	25%	-3.75	Chr09	miss50
PI542406_PI542406	-103156.59663529992	10369	25%	-3.75	Chr09	miss50
PI542718_PI542718	-161587.0197722997	15786	25%	-3.75	Chr09	miss50
PI548797_PI548797	-156791.2980013	15409	25%	-3.75	Chr09	miss50
PI552856_PI552856	-145054.88572310025	14061	25%	-3.75	Chr09	miss50
PI552861_PI552861	-156287.8788257001	15314	25%	-3.75	Chr09	miss50
PI561071_PI561071	-124405.07002149976	12220	25%	-3.75	Chr09	miss50
PI561072_PI561072	-112876.26337159987	11084	25%	-3.75	Chr09	miss50
PI561073_PI561073	-154311.9679008	15190	25%	-3.75	Chr09	miss50
PI561472_PI561472	-147119.28159829983	14827	25%	-3.75	Chr09	miss50
PI562730_PI562730	-137130.31734269994	13541	25%	-3.75	Chr09	miss50
PI564163_PI564163	-143972.11774310042	14420	25%	-3.75	Chr09	miss50
PI564164_PI564164	-133649.69030249966	13894	25%	-3.75	Chr09	miss50
PI564165_PI564165	-135141.76355639988	13225	25%	-3.75	Chr09	miss50
PI565121_PI565121	-147733.73968999964	14281	25%	-3.75	Chr09	miss50
PI566819_PI566819	-154200.7548488002	15427	25%	-3.75	Chr09	miss50
PI576130_PI576130	-152151.68040019926	14812	25%	-3.75	Chr09	miss50
PI576332_PI576332	-156666.64261380018	15316	25%	-3.75	Chr09	miss50
PI576333_PI576333	-152990.42609949998	14881	25%	-3.75	Chr09	miss50
PI576337_PI576337	-123172.18819789965	15389	25%	-3.75	Chr09	miss50
PI576339_PI576339	-156961.8256695003	15257	25%	-3.75	Chr09	miss50
PI576340_PI576340	-153860.66985100036	14960	25%	-3.75	Chr09	miss50
PI576345_PI576345	-155147.0255107003	15066	25%	-3.75	Chr09	miss50
PI576347_PI576347	-134040.31842680022	22398	25%	-3.75	Chr09	miss50
PI576348_PI576348	-122786.25636600012	15872	25%	-3.75	Chr09	miss50
PI576349_PI576349	-109084.48195660005	10936	25%	-3.75	Chr09	miss50
PI576350_PI576350	-135700.82315270024	24573	25%	-3.75	Chr09	miss50
PI576352_PI576352	-153028.46253830034	14887	25%	-3.75	Chr09	miss50
PI576359_PI576359	-149077.76233330052	14566	25%	-3.75	Chr09	miss50
PI576364_PI576364	-154793.02997540013	15081	25%	-3.75	Chr09	miss50
PI576366_PI576366	-68148.16033180019	7050	25%	-3.75	Chr09	miss50
PI576373_PI576373	-127430.9674683997	12499	25%	-3.75	Chr09	miss50
PI576375_PI576375	-117355.80056239983	11605	25%	-3.75	Chr09	miss50
PI576376_PI576376	-107917.0966427999	14020	25%	-3.75	Chr09	miss50
PI576380_PI576380	-135430.8444368998	13227	25%	-3.75	Chr09	miss50
PI576381_PI576381	-146665.7498362998	14428	25%	-3.75	Chr09	miss50
PI576385_PI576385	-155250.55113650038	15128	25%	-3.75	Chr09	miss50
PI576386_PI576386	-124593.60485779983	12217	25%	-3.75	Chr09	miss50
PI576387_PI576387	-143529.9927141998	13958	25%	-3.75	Chr09	miss50
PI576390_PI576390	-113716.39808800006	11272	25%	-3.75	Chr09	miss50
PI576391_PI576391	-120105.21042719994	11975	25%	-3.75	Chr09	miss50
PI576393_PI576393	-130188.94098060032	13245	25%	-3.75	Chr09	miss50
PI576394_PI576394	-155800.79427900034	15181	25%	-3.75	Chr09	miss50
PI576396_PI576396	-124834.92629419985	12278	25%	-3.75	Chr09	miss50
PI576399_PI576399	-135047.02773760015	13484	25%	-3.75	Chr09	miss50
PI576401_PI576401	-152597.0834961003	14909	25%	-3.75	Chr09	miss50
PI576418_PI576418	-111207.74325029994	11030	25%	-3.75	Chr09	miss50
PI576422_PI576422	-155056.94591480025	15131	25%	-3.75	Chr09	miss50
PI576425_PI576425	-108244.41619679985	14907	25%	-3.75	Chr09	miss50
PI576426_PI576426	-116124.31564679975	11562	25%	-3.75	Chr09	miss50
PI576428_PI576428	-126528.31842599969	12633	25%	-3.75	Chr09	miss50
PI576434_PI576434	-150784.5538525003	14927	25%	-3.75	Chr09	miss50
PI576435_PI576435	-141908.6885912997	13916	25%	-3.75	Chr09	miss50
PI576437_PI576437	-131178.63069500015	12964	25%	-3.75	Chr09	miss50
PI585291_PI585291	-131013.79790349973	16010	25%	-3.75	Chr09	miss50
PI585295_PI585295	-119767.32365789972	11767	25%	-3.75	Chr09	miss50
PI595699_PI595699	-115328.06394060017	11285	25%	-3.75	Chr09	miss50
PI595702_PI595702	-153510.91254030037	14971	25%	-3.75	Chr09	miss50
PI595714_PI595714	-144249.20350990034	14108	25%	-3.75	Chr09	miss50
PI595718_PI595718	-99148.0699604998	9919	25%	-3.75	Chr09	miss50
PI595720_PI595720	-124219.27565139967	12320	25%	-3.75	Chr09	miss50
PI595739_PI595739	-123789.34354419973	12162	25%	-3.75	Chr09	miss50
PI595740_PI595740	-137608.5498544998	24534	25%	-3.75	Chr09	miss50
PI595741_PI595741	-154112.9005959002	15053	25%	-3.75	Chr09	miss50
PI595743_PI595743	-136909.62196410034	16685	25%	-3.75	Chr09	miss50
PI595744_PI595744	-134445.53816880015	13185	25%	-3.75	Chr09	miss50
PI595745_PI595745	-126730.82929819975	12485	25%	-3.75	Chr09	miss50
PI597945_PI597945	-133822.90692580017	13393	25%	-3.75	Chr09	miss50
PI597946_PI597946	-143613.6830326997	14233	25%	-3.75	Chr09	miss50
PI597949_PI597949	-147134.60452620048	14593	25%	-3.75	Chr09	miss50
PI597950_PI597950	-119295.00260519986	11800	25%	-3.75	Chr09	miss50
PI597951_PI597951	-86753.11724989986	8624	25%	-3.75	Chr09	miss50
PI597952_PI597952	-139729.38584589958	25143	25%	-3.75	Chr09	miss50
PI597957_PI597957	-107602.30481039986	14640	25%	-3.75	Chr09	miss50
PI597958_PI597958	-151508.10473740002	14752	25%	-3.75	Chr09	miss50
PI597960_PI597960	-118663.34747339986	11804	25%	-3.75	Chr09	miss50
PI597961_PI597961	-121878.85733759993	12010	25%	-3.75	Chr09	miss50
PI597964_PI597964	-148867.4832976998	14498	25%	-3.75	Chr09	miss50
PI597965_PI597965	-119483.82341569975	11792	25%	-3.75	Chr09	miss50
PI597966_PI597966	-131791.59070429974	12876	25%	-3.75	Chr09	miss50
PI597967_PI597967	-144469.4750295996	14017	25%	-3.75	Chr09	miss50
PI597968_PI597968	-126898.9893612003	12577	25%	-3.75	Chr09	miss50
PI597971_PI597971	-131825.61549100018	13015	25%	-3.75	Chr09	miss50
PI597972_PI597972	-53550.08023209993	5471	25%	-3.75	Chr09	miss50
PI597973_PI597973	-106165.32346509972	10494	25%	-3.75	Chr09	miss50
PI597976_PI597976	-106823.71457429988	10529	25%	-3.75	Chr09	miss50
PI597980_PI597980	-122379.35061569983	12068	25%	-3.75	Chr09	miss50
PI597982_PI597982	-118595.80430829996	11861	25%	-3.75	Chr09	miss50
PI598069_PI598069	-139975.31386770026	13740	25%	-3.75	Chr09	miss50
PI598070_PI598070	-139161.56141010037	13805	25%	-3.75	Chr09	miss50
PI601816_PI601816	-149793.40771369942	14504	25%	-3.75	Chr09	miss50
PI607931_PI607931	-147750.17570250013	14465	25%	-3.75	Chr09	miss50
PI609456_PI609456	-35278.67192110012	3781	25%	-3.75	Chr09	miss50
PI613536_PI613536	-56001.94571039997	5638	25%	-3.75	Chr09	miss50
PI629034_PI629034	-119090.53769109964	11677	25%	-3.75	Chr09	miss50
PI629040_PI629040	-134613.54297149988	13166	25%	-3.75	Chr09	miss50
PI629059_PI629059	-154035.9339200002	14907	25%	-3.75	Chr09	miss50
PI641824_PI641824	-152039.34820809946	16226	25%	-3.75	Chr09	miss50
PI641836_PI641836	-157021.0331302	15321	25%	-3.75	Chr09	miss50
PI641849_PI641849	-164325.2834249998	16276	25%	-3.75	Chr09	miss50
PI641874_PI641874	-154197.28048100014	15101	25%	-3.75	Chr09	miss50
PI642791_PI642791	-148092.3594795997	14359	25%	-3.75	Chr09	miss50
PI642793_PI642793	-146887.96155260009	14282	25%	-3.75	Chr09	miss50
PI642992_PI642992	-131838.40028209973	12982	25%	-3.75	Chr09	miss50
PI642998_PI642998	-145772.74693080023	14391	25%	-3.75	Chr09	miss50
PI651492_PI651492	-147695.34120769965	14407	25%	-3.75	Chr09	miss50
PI651496_PI651496	-153747.55204809995	15066	25%	-3.75	Chr09	miss50
PI653616_PI653616	-142506.51336930043	15015	25%	-3.75	Chr09	miss50
PI653617_PI653617	-153072.95298590016	15128	25%	-3.75	Chr09	miss50
PI655970_PI655970	-159498.15311320045	15538	25%	-3.75	Chr09	miss50
PI655971_PI655971	-125984.83287649952	12476	25%	-3.75	Chr09	miss50
PI655972_PI655972	-154884.92855670038	15103	25%	-3.75	Chr09	miss50
PI655973_PI655973	-121754.96903619992	11967	25%	-3.75	Chr09	miss50
PI655974_PI655974	-158037.53382730042	16034	25%	-3.75	Chr09	miss50
PI655975_PI655975	-156447.21426740018	15135	25%	-3.75	Chr09	miss50
PI655976_PI655976	-157108.73761389995	15304	25%	-3.75	Chr09	miss50
PI655977_PI655977	-133513.4549771	13103	25%	-3.75	Chr09	miss50
PI655978_PI655978	-119202.35125699977	11764	25%	-3.75	Chr09	miss50
PI655979_PI655979	-127440.7501401997	12515	25%	-3.75	Chr09	miss50
PI655980_PI655980	-138935.5595516002	13689	25%	-3.75	Chr09	miss50
PI655981_PI655981	-112831.53413330011	11145	25%	-3.75	Chr09	miss50
PI655982_PI655982	-147613.68412319972	14349	25%	-3.75	Chr09	miss50
PI655983_PI655983	-157431.62820080004	15316	25%	-3.75	Chr09	miss50
PI655984_PI655984	-158181.48921940048	15739	25%	-3.75	Chr09	miss50
PI655985_PI655985	-125094.52768029964	12315	25%	-3.75	Chr09	miss50
PI655986_PI655986	-125275.13333419968	12243	25%	-3.75	Chr09	miss50
PI655987_PI655987	-124753.6026026997	12231	25%	-3.75	Chr09	miss50
PI655988_PI655988	-158333.45772990005	15740	25%	-3.75	Chr09	miss50
PI655989_PI655989	-123163.91538979964	12589	25%	-3.75	Chr09	miss50
PI655990_PI655990	-126706.80732059981	12469	25%	-3.75	Chr09	miss50
PI655991_PI655991	-141439.63655460026	17680	25%	-3.75	Chr09	miss50
PI655992_PI655992	-144660.34189969997	17934	25%	-3.75	Chr09	miss50
PI655993_PI655993	-154371.23428350012	15176	25%	-3.75	Chr09	miss50
PI655994_PI655994	-156020.15294579996	16348	25%	-3.75	Chr09	miss50
PI655995_PI655995	-148648.57733610013	14614	25%	-3.75	Chr09	miss50
PI655996_PI655996	-118642.50580499962	11665	25%	-3.75	Chr09	miss50
PI655997_PI655997	-151229.67073789937	14765	25%	-3.75	Chr09	miss50
PI655998_PI655998	-118428.47526729976	11768	25%	-3.75	Chr09	miss50
PI655999_PI655999	-138435.40942369998	13829	25%	-3.75	Chr09	miss50
PI656000_PI656000	-144254.4592192003	13884	25%	-3.75	Chr09	miss50
PI656001_PI656001	-127654.33162129973	12470	25%	-3.75	Chr09	miss50
PI656002_PI656002	-150983.64179580004	14722	25%	-3.75	Chr09	miss50
PI656003_PI656003	-131994.98308539978	13047	25%	-3.75	Chr09	miss50
PI656004_PI656004	-120076.56051939979	11886	25%	-3.75	Chr09	miss50
PI656005_PI656005	-150958.9974067003	14709	25%	-3.75	Chr09	miss50
PI656006_PI656006	-151293.17978080016	14740	25%	-3.75	Chr09	miss50
PI656007_PI656007	-149004.60580039996	15053	25%	-3.75	Chr09	miss50
PI656008_PI656008	-148532.75350599986	14553	25%	-3.75	Chr09	miss50
PI656009_PI656009	-126425.58448589969	12677	25%	-3.75	Chr09	miss50
PI656010_PI656010	-117916.36595169976	12332	25%	-3.75	Chr09	miss50
PI656011_PI656011	-147399.59199769984	14956	25%	-3.75	Chr09	miss50
PI656012_PI656012	-124284.52700229982	12449	25%	-3.75	Chr09	miss50
PI656013_PI656013	-140780.71765969993	18496	25%	-3.75	Chr09	miss50
PI656014_PI656014	-127524.73776110016	18668	25%	-3.75	Chr09	miss50
PI656015_PI656015	-121482.63929289981	11846	25%	-3.75	Chr09	miss50
PI656016_PI656016	-153389.8202111003	14893	25%	-3.75	Chr09	miss50
PI656017_PI656017	-126647.77060909962	12528	25%	-3.75	Chr09	miss50
PI656018_PI656018	-158159.9730230001	15358	25%	-3.75	Chr09	miss50
PI656019_PI656019	-124657.56837919983	12519	25%	-3.75	Chr09	miss50
PI656020_PI656020	-125258.24698099974	12516	25%	-3.75	Chr09	miss50
PI656021_PI656021	-123497.89592609974	13400	25%	-3.75	Chr09	miss50
PI656022_PI656022	-153255.49636560032	15420	25%	-3.75	Chr09	miss50
PI656023_PI656023	-157044.8079294006	15247	25%	-3.75	Chr09	miss50
PI656024_PI656024	-148881.3919593995	14979	25%	-3.75	Chr09	miss50
PI656025_PI656025	-161758.67357009967	16089	25%	-3.75	Chr09	miss50
PI656026_PI656026	-149247.05465829966	14440	25%	-3.75	Chr09	miss50
PI656027_PI656027	-150976.78155049987	14842	25%	-3.75	Chr09	miss50
PI656028_PI656028	-147255.73798380015	15283	25%	-3.75	Chr09	miss50
PI656029_PI656029	-122697.5729642996	12785	25%	-3.75	Chr09	miss50
PI656031_PI656031	-146994.3981604	14608	25%	-3.75	Chr09	miss50
PI656032_PI656032	-133604.39845019983	19645	25%	-3.75	Chr09	miss50
PI656033_PI656033	-126551.12293569966	12540	25%	-3.75	Chr09	miss50
PI656034_PI656034	-135345.8389607998	20869	25%	-3.75	Chr09	miss50
PI656035_PI656035	-147939.27247769985	14451	25%	-3.75	Chr09	miss50
PI656036_PI656036	-146064.11396949954	15116	25%	-3.75	Chr09	miss50
PI656037_PI656037	-146822.72947359976	14572	25%	-3.75	Chr09	miss50
PI656038_PI656038	-147785.6044097002	17764	25%	-3.75	Chr09	miss50
PI656039_PI656039	-147657.43448159957	14696	25%	-3.75	Chr09	miss50
PI656040_PI656040	-158192.77584919985	16918	25%	-3.75	Chr09	miss50
PI656041_PI656041	-126722.09508809964	12551	25%	-3.75	Chr09	miss50
PI656042_PI656042	-156543.29684390017	15375	25%	-3.75	Chr09	miss50
PI656043_PI656043	-150221.7778550992	14574	25%	-3.75	Chr09	miss50
PI656044_PI656044	-149256.57931939955	14426	25%	-3.75	Chr09	miss50
PI656046_PI656046	-158484.13639020018	16309	25%	-3.75	Chr09	miss50
PI656047_PI656047	-148177.84688610004	16103	25%	-3.75	Chr09	miss50
PI656048_PI656048	-147562.59252349992	14307	25%	-3.75	Chr09	miss50
PI656049_PI656049	-141059.44145520034	20186	25%	-3.75	Chr09	miss50
PI656050_PI656050	-141783.4280617	15210	25%	-3.75	Chr09	miss50
PI656051_PI656051	-123254.4775962999	12085	25%	-3.75	Chr09	miss50
PI656052_PI656052	-127091.52946879991	13124	25%	-3.75	Chr09	miss50
PI656053_PI656053	-149455.56707370022	15629	25%	-3.75	Chr09	miss50
PI656054_PI656054	-84292.0855366002	9303	25%	-3.75	Chr09	miss50
PI656055_PI656055	-144858.46681179985	14498	25%	-3.75	Chr09	miss50
PI656056_PI656056	-148187.34008499974	14333	25%	-3.75	Chr09	miss50
PI656057_PI656057	-124741.5509041997	15890	25%	-3.75	Chr09	miss50
PI656058_PI656058	-144417.81201399994	14534	25%	-3.75	Chr09	miss50
PI656059_PI656059	-144745.57575029996	14263	25%	-3.75	Chr09	miss50
PI656060_PI656060	-145681.14725650038	15322	25%	-3.75	Chr09	miss50
PI656061_PI656061	-148916.57562430072	15887	25%	-3.75	Chr09	miss50
PI656062_PI656062	-146579.7860977994	14922	25%	-3.75	Chr09	miss50
PI656063_PI656063	-115270.44986169995	15160	25%	-3.75	Chr09	miss50
PI656064_PI656064	-152850.94535170018	14997	25%	-3.75	Chr09	miss50
PI656065_PI656065	-120418.11033469996	11774	25%	-3.75	Chr09	miss50
PI656066_PI656066	-54882.39685249995	5875	25%	-3.75	Chr09	miss50
PI656067_PI656067	-144707.9747319001	15352	25%	-3.75	Chr09	miss50
PI656068_PI656068	-143566.94280829976	14370	25%	-3.75	Chr09	miss50
PI656069_PI656069	-112440.08575489988	13540	25%	-3.75	Chr09	miss50
PI656070_PI656070	-144097.14827080024	14742	25%	-3.75	Chr09	miss50
PI656071_PI656071	-117117.81149399975	11514	25%	-3.75	Chr09	miss50
PI656072_PI656072	-120154.25842439974	11867	25%	-3.75	Chr09	miss50
PI656073_PI656073	-120733.88975349999	12023	25%	-3.75	Chr09	miss50
PI656074_PI656074	-142013.51762660034	15507	25%	-3.75	Chr09	miss50
PI656075_PI656075	-63442.727011100025	6529	25%	-3.75	Chr09	miss50
PI656076_PI656076	-147677.52540269928	14955	25%	-3.75	Chr09	miss50
PI656077_PI656077	-123146.99931069974	12627	25%	-3.75	Chr09	miss50
PI656078_PI656078	-35023.46244180009	3938	25%	-3.75	Chr09	miss50
PI656079_PI656079	-110584.24338760012	11188	25%	-3.75	Chr09	miss50
PI656080_PI656080	-157514.46887570067	16749	25%	-3.75	Chr09	miss50
PI656081_PI656081	-32148.947072000054	3456	25%	-3.75	Chr09	miss50
