sample	Genetic_load	N_del	cutoff	cutoff_score	chr	miss
PI576376_PI576376	-169535.81380949955	22314	25%	-3.8300781	Chr04	miss50
PI576380_PI576380	-181244.22052070024	17455	25%	-3.8300781	Chr04	miss50
PI576381_PI576381	-182368.2686106006	17873	25%	-3.8300781	Chr04	miss50
PI576385_PI576385	-210614.40864530022	20184	25%	-3.8300781	Chr04	miss50
PI576386_PI576386	-179497.71462079984	17387	25%	-3.8300781	Chr04	miss50
PI576387_PI576387	-178207.2235409003	17307	25%	-3.8300781	Chr04	miss50
PI576390_PI576390	-195569.2072344005	19255	25%	-3.8300781	Chr04	miss50
PI576391_PI576391	-197429.4891062011	19546	25%	-3.8300781	Chr04	miss50
PI576393_PI576393	-174844.11809040018	17363	25%	-3.8300781	Chr04	miss50
PI576394_PI576394	-212183.21055130014	20385	25%	-3.8300781	Chr04	miss50
PI576396_PI576396	-184115.33140510033	17728	25%	-3.8300781	Chr04	miss50
PI576399_PI576399	-179022.35573890083	17810	25%	-3.8300781	Chr04	miss50
PI576401_PI576401	-176077.48849020078	17058	25%	-3.8300781	Chr04	miss50
PI576418_PI576418	-84657.76618839992	8422	25%	-3.8300781	Chr04	miss50
PI576422_PI576422	-205733.07847940087	19755	25%	-3.8300781	Chr04	miss50
PI576425_PI576425	-215053.8526196984	37488	25%	-3.8300781	Chr04	miss50
PI576426_PI576426	-173330.61645570095	17023	25%	-3.8300781	Chr04	miss50
PI576428_PI576428	-183580.80941480023	17682	25%	-3.8300781	Chr04	miss50
PI576434_PI576434	-185476.1809186005	18384	25%	-3.8300781	Chr04	miss50
PI576435_PI576435	-187144.8529332999	17996	25%	-3.8300781	Chr04	miss50
PI576437_PI576437	-183993.7299566004	17827	25%	-3.8300781	Chr04	miss50
PI585291_PI585291	-185061.38519810088	24526	25%	-3.8300781	Chr04	miss50
PI585295_PI585295	-175242.5569535001	17160	25%	-3.8300781	Chr04	miss50
PI595699_PI595699	-177546.79676550004	17268	25%	-3.8300781	Chr04	miss50
PI595702_PI595702	-206879.41456010027	19852	25%	-3.8300781	Chr04	miss50
PI595714_PI595714	-182544.93145289968	17548	25%	-3.8300781	Chr04	miss50
PI595718_PI595718	-176663.68859719989	17262	25%	-3.8300781	Chr04	miss50
PI595720_PI595720	-171858.73575690063	16811	25%	-3.8300781	Chr04	miss50
PI595739_PI595739	-185681.47155780025	17894	25%	-3.8300781	Chr04	miss50
PI595740_PI595740	-181575.06819500067	17794	25%	-3.8300781	Chr04	miss50
PI595741_PI595741	-69351.84777099996	6898	25%	-3.8300781	Chr04	miss50
PI595743_PI595743	-178301.99235659945	19167	25%	-3.8300781	Chr04	miss50
PI595744_PI595744	-170554.59505660005	16658	25%	-3.8300781	Chr04	miss50
PI595745_PI595745	-177737.5599670002	17380	25%	-3.8300781	Chr04	miss50
PI597945_PI597945	-172861.1201729007	17023	25%	-3.8300781	Chr04	miss50
PI597946_PI597946	-181558.33826250036	17772	25%	-3.8300781	Chr04	miss50
PI597949_PI597949	-180289.45064510024	17500	25%	-3.8300781	Chr04	miss50
PI597950_PI597950	-182072.7783308008	17770	25%	-3.8300781	Chr04	miss50
PI597951_PI597951	-179842.61942980002	17729	25%	-3.8300781	Chr04	miss50
PI597952_PI597952	-153760.46604800026	26178	25%	-3.8300781	Chr04	miss50
PI597957_PI597957	-172025.31530609942	23873	25%	-3.8300781	Chr04	miss50
PI597958_PI597958	-173681.73127890046	17059	25%	-3.8300781	Chr04	miss50
PI597960_PI597960	-172995.09361140008	17121	25%	-3.8300781	Chr04	miss50
PI597961_PI597961	-182285.78865000006	17698	25%	-3.8300781	Chr04	miss50
PI597964_PI597964	-182839.7852497004	17716	25%	-3.8300781	Chr04	miss50
PI597965_PI597965	-177989.09711460007	17218	25%	-3.8300781	Chr04	miss50
PI597966_PI597966	-182195.44915929975	17515	25%	-3.8300781	Chr04	miss50
PI597967_PI597967	-187360.19427340038	18078	25%	-3.8300781	Chr04	miss50
PI597968_PI597968	-178000.24652050025	17255	25%	-3.8300781	Chr04	miss50
PI597971_PI597971	-174097.1305141005	16881	25%	-3.8300781	Chr04	miss50
PI597972_PI597972	-159447.13018659974	15960	25%	-3.8300781	Chr04	miss50
PI597973_PI597973	-157330.24769180035	15413	25%	-3.8300781	Chr04	miss50
PI597976_PI597976	-63747.92925050009	6406	25%	-3.8300781	Chr04	miss50
PI597980_PI597980	-197205.4687462002	18947	25%	-3.8300781	Chr04	miss50
PI597982_PI597982	-96261.58419040006	9622	25%	-3.8300781	Chr04	miss50
PI598069_PI598069	-190334.59469000084	18793	25%	-3.8300781	Chr04	miss50
PI598070_PI598070	-189981.20256990066	19109	25%	-3.8300781	Chr04	miss50
PI601816_PI601816	-186217.9169988004	17847	25%	-3.8300781	Chr04	miss50
PI607931_PI607931	-191045.05828210025	18380	25%	-3.8300781	Chr04	miss50
PI609456_PI609456	-49408.53064870003	5193	25%	-3.8300781	Chr04	miss50
PI613536_PI613536	-174458.69166040045	16938	25%	-3.8300781	Chr04	miss50
PI629034_PI629034	-175428.3660023007	17148	25%	-3.8300781	Chr04	miss50
PI629040_PI629040	-187867.9362226004	18427	25%	-3.8300781	Chr04	miss50
PI629059_PI629059	-201419.2163146014	19471	25%	-3.8300781	Chr04	miss50
PI641824_PI641824	-196807.90377090056	23732	25%	-3.8300781	Chr04	miss50
PI641836_PI641836	-207823.48128150046	19953	25%	-3.8300781	Chr04	miss50
PI641849_PI641849	-198425.96886690063	19653	25%	-3.8300781	Chr04	miss50
PI641874_PI641874	-183824.4004880005	17965	25%	-3.8300781	Chr04	miss50
PI642791_PI642791	-189439.3673405007	18262	25%	-3.8300781	Chr04	miss50
PI642793_PI642793	-190328.39629210072	18343	25%	-3.8300781	Chr04	miss50
PI642992_PI642992	-181981.66584619982	17559	25%	-3.8300781	Chr04	miss50
PI642998_PI642998	-188430.886659301	18719	25%	-3.8300781	Chr04	miss50
PI651492_PI651492	-184938.96893770012	17971	25%	-3.8300781	Chr04	miss50
PI651496_PI651496	-186405.13665380067	18057	25%	-3.8300781	Chr04	miss50
PI653616_PI653616	-189744.59571240036	19129	25%	-3.8300781	Chr04	miss50
PI653617_PI653617	-204892.23550100022	19657	25%	-3.8300781	Chr04	miss50
PI655970_PI655970	-210999.31980960025	20197	25%	-3.8300781	Chr04	miss50
PI655971_PI655971	-182815.40095710082	17899	25%	-3.8300781	Chr04	miss50
PI655972_PI655972	-204280.5591599012	19897	25%	-3.8300781	Chr04	miss50
PI655973_PI655973	-172047.3914162002	16850	25%	-3.8300781	Chr04	miss50
PI655974_PI655974	-210092.08765930016	20359	25%	-3.8300781	Chr04	miss50
PI655975_PI655975	-207789.09519450035	19883	25%	-3.8300781	Chr04	miss50
PI655976_PI655976	-203527.39018960102	19872	25%	-3.8300781	Chr04	miss50
PI655977_PI655977	-175308.95961050008	17107	25%	-3.8300781	Chr04	miss50
PI655978_PI655978	-175393.96932370032	17150	25%	-3.8300781	Chr04	miss50
PI655979_PI655979	-174655.25931960068	17079	25%	-3.8300781	Chr04	miss50
PI655980_PI655980	-170670.94043170038	16735	25%	-3.8300781	Chr04	miss50
PI655981_PI655981	-151172.6232165998	14833	25%	-3.8300781	Chr04	miss50
PI655982_PI655982	-211270.12959340052	20247	25%	-3.8300781	Chr04	miss50
PI655983_PI655983	-207785.2874788003	19921	25%	-3.8300781	Chr04	miss50
PI655984_PI655984	-171502.5685139005	16944	25%	-3.8300781	Chr04	miss50
PI655985_PI655985	-213398.1621676006	20474	25%	-3.8300781	Chr04	miss50
PI655986_PI655986	-213627.4072202004	20466	25%	-3.8300781	Chr04	miss50
PI655987_PI655987	-211263.2922665003	20208	25%	-3.8300781	Chr04	miss50
PI655988_PI655988	-211201.33012490053	20250	25%	-3.8300781	Chr04	miss50
PI655989_PI655989	-211576.21290870046	20576	25%	-3.8300781	Chr04	miss50
PI655990_PI655990	-213388.4538360004	20507	25%	-3.8300781	Chr04	miss50
PI655991_PI655991	-205484.49471329973	25902	25%	-3.8300781	Chr04	miss50
PI655992_PI655992	-201123.6691739992	23827	25%	-3.8300781	Chr04	miss50
PI655993_PI655993	-207546.60873010018	20186	25%	-3.8300781	Chr04	miss50
PI655994_PI655994	-204293.42341350004	19592	25%	-3.8300781	Chr04	miss50
PI655995_PI655995	-189524.5610499009	18746	25%	-3.8300781	Chr04	miss50
PI655996_PI655996	-178155.86896970047	17612	25%	-3.8300781	Chr04	miss50
PI655997_PI655997	-174456.84656990055	17109	25%	-3.8300781	Chr04	miss50
PI655998_PI655998	-207660.53911749995	19926	25%	-3.8300781	Chr04	miss50
PI655999_PI655999	-138563.8600509998	13946	25%	-3.8300781	Chr04	miss50
PI656000_PI656000	-204737.04534469996	19527	25%	-3.8300781	Chr04	miss50
PI656001_PI656001	-183313.00542959987	17839	25%	-3.8300781	Chr04	miss50
PI656002_PI656002	-209560.7830438005	20071	25%	-3.8300781	Chr04	miss50
PI656003_PI656003	-202790.94838840084	19821	25%	-3.8300781	Chr04	miss50
PI656004_PI656004	-175184.4086129	17288	25%	-3.8300781	Chr04	miss50
PI656005_PI656005	-210535.82767860068	20203	25%	-3.8300781	Chr04	miss50
PI656006_PI656006	-180056.92026930003	17532	25%	-3.8300781	Chr04	miss50
PI656007_PI656007	-180558.0731821003	18453	25%	-3.8300781	Chr04	miss50
PI656008_PI656008	-182059.70433770056	17834	25%	-3.8300781	Chr04	miss50
PI656009_PI656009	-181568.44111620027	17834	25%	-3.8300781	Chr04	miss50
PI656010_PI656010	-172021.51109140017	17880	25%	-3.8300781	Chr04	miss50
PI656011_PI656011	-184241.37250260048	19899	25%	-3.8300781	Chr04	miss50
PI656012_PI656012	-181027.8551013005	17897	25%	-3.8300781	Chr04	miss50
PI656013_PI656013	-191185.12841229973	28152	25%	-3.8300781	Chr04	miss50
PI656014_PI656014	-191296.51235030012	31655	25%	-3.8300781	Chr04	miss50
PI656015_PI656015	-172158.1083761004	16715	25%	-3.8300781	Chr04	miss50
PI656016_PI656016	-173171.87853790043	16731	25%	-3.8300781	Chr04	miss50
PI656017_PI656017	-185324.30595940043	18106	25%	-3.8300781	Chr04	miss50
PI656018_PI656018	-211242.00462490035	20235	25%	-3.8300781	Chr04	miss50
PI656019_PI656019	-213208.1088460005	20593	25%	-3.8300781	Chr04	miss50
PI656020_PI656020	-185124.98819839954	18482	25%	-3.8300781	Chr04	miss50
PI656021_PI656021	-188259.70240850063	21208	25%	-3.8300781	Chr04	miss50
PI656022_PI656022	-209356.39319540042	20814	25%	-3.8300781	Chr04	miss50
PI656023_PI656023	-204140.7185857008	19559	25%	-3.8300781	Chr04	miss50
PI656024_PI656024	-188340.46117430145	20251	25%	-3.8300781	Chr04	miss50
PI656025_PI656025	-201176.70739000035	21124	25%	-3.8300781	Chr04	miss50
PI656026_PI656026	-186455.76760480055	17852	25%	-3.8300781	Chr04	miss50
PI656027_PI656027	-172716.26917940032	17532	25%	-3.8300781	Chr04	miss50
PI656028_PI656028	-198278.468812201	20172	25%	-3.8300781	Chr04	miss50
PI656029_PI656029	-173583.17203880055	17651	25%	-3.8300781	Chr04	miss50
PI656031_PI656031	-104088.52399769984	10574	25%	-3.8300781	Chr04	miss50
PI656032_PI656032	-186127.27225689974	29911	25%	-3.8300781	Chr04	miss50
PI656033_PI656033	-184635.44501570074	18048	25%	-3.8300781	Chr04	miss50
PI656034_PI656034	-193217.81006149962	31597	25%	-3.8300781	Chr04	miss50
PI656035_PI656035	-103815.67486029971	10209	25%	-3.8300781	Chr04	miss50
PI656036_PI656036	-182292.06859200043	18389	25%	-3.8300781	Chr04	miss50
PI656037_PI656037	-183086.14639670006	18341	25%	-3.8300781	Chr04	miss50
PI656038_PI656038	-203245.8325616003	21941	25%	-3.8300781	Chr04	miss50
PI656039_PI656039	-182480.52114080006	18364	25%	-3.8300781	Chr04	miss50
PI656040_PI656040	-180249.16517380005	17970	25%	-3.8300781	Chr04	miss50
PI656041_PI656041	-185284.2950613003	18097	25%	-3.8300781	Chr04	miss50
PI656042_PI656042	-207933.3662681004	20628	25%	-3.8300781	Chr04	miss50
PI656043_PI656043	-187198.1184997004	17989	25%	-3.8300781	Chr04	miss50
PI656044_PI656044	-186379.21903920054	17801	25%	-3.8300781	Chr04	miss50
PI656046_PI656046	-196131.48683400033	20142	25%	-3.8300781	Chr04	miss50
PI656047_PI656047	-175692.96807450018	17573	25%	-3.8300781	Chr04	miss50
PI656048_PI656048	-187882.28575950052	18273	25%	-3.8300781	Chr04	miss50
PI656049_PI656049	-195136.40754309922	28068	25%	-3.8300781	Chr04	miss50
PI656050_PI656050	-103812.70830119986	10803	25%	-3.8300781	Chr04	miss50
PI656051_PI656051	-187067.78478010057	17934	25%	-3.8300781	Chr04	miss50
PI656052_PI656052	-206514.14703460055	20914	25%	-3.8300781	Chr04	miss50
PI656053_PI656053	-207807.13316499966	20518	25%	-3.8300781	Chr04	miss50
PI656054_PI656054	-180934.5606936	18968	25%	-3.8300781	Chr04	miss50
PI656055_PI656055	-181561.04176350075	19080	25%	-3.8300781	Chr04	miss50
PI656056_PI656056	-185666.99466880062	17812	25%	-3.8300781	Chr04	miss50
PI656057_PI656057	-179860.7456767992	23201	25%	-3.8300781	Chr04	miss50
PI656058_PI656058	-209815.92822530042	21130	25%	-3.8300781	Chr04	miss50
PI656059_PI656059	-179381.16336490057	17414	25%	-3.8300781	Chr04	miss50
PI656060_PI656060	-209288.542917501	21024	25%	-3.8300781	Chr04	miss50
PI656061_PI656061	-210091.00276280046	20907	25%	-3.8300781	Chr04	miss50
PI656062_PI656062	-180049.2632879998	18687	25%	-3.8300781	Chr04	miss50
PI656063_PI656063	-199236.44993229976	24800	25%	-3.8300781	Chr04	miss50
PI656064_PI656064	-179287.94653400042	17450	25%	-3.8300781	Chr04	miss50
