sample	Genetic_load	N_del	cutoff	cutoff_score	chr	miss
PI533838_PI533838	-44770.80527050003	4608	25%	-3.703674325	Chr07	miss50
PI533839_PI533839	-29215.670614399944	3246	25%	-3.703674325	Chr07	miss50
PI533841_PI533841	-203159.13285839977	20440	25%	-3.703674325	Chr07	miss50
PI533842_PI533842	-66712.35563140002	6841	25%	-3.703674325	Chr07	miss50
PI533843_PI533843	-206277.97796709905	20778	25%	-3.703674325	Chr07	miss50
PI533845_PI533845	-203151.30091819935	20822	25%	-3.703674325	Chr07	miss50
PI533852_PI533852	-75708.60689419995	7919	25%	-3.703674325	Chr07	miss50
PI533855_PI533855	-30985.05546770004	4201	25%	-3.703674325	Chr07	miss50
PI533856_PI533856	-66250.37483149998	6760	25%	-3.703674325	Chr07	miss50
PI533863_PI533863	-58416.97087939989	5950	25%	-3.703674325	Chr07	miss50
PI533866_PI533866	-208096.8209667989	20842	25%	-3.703674325	Chr07	miss50
PI533869_PI533869	-32193.39059759999	3297	25%	-3.703674325	Chr07	miss50
PI533871_PI533871	-50251.135929500015	5093	25%	-3.703674325	Chr07	miss50
PI533876_PI533876	-43541.941994500005	7712	25%	-3.703674325	Chr07	miss50
PI533877_PI533877	-36117.395827800065	4626	25%	-3.703674325	Chr07	miss50
PI533878_PI533878	-33196.8284878	3516	25%	-3.703674325	Chr07	miss50
PI533882_PI533882	-38254.47068420003	4016	25%	-3.703674325	Chr07	miss50
PI533901_PI533901	-38800.53695480009	3901	25%	-3.703674325	Chr07	miss50
PI533902_PI533902	-60573.479331900024	6766	25%	-3.703674325	Chr07	miss50
PI533903_PI533903	-43095.51306660006	4508	25%	-3.703674325	Chr07	miss50
PI533910_PI533910	-112798.21447589998	11406	25%	-3.703674325	Chr07	miss50
PI533911_PI533911	-187031.59451740014	18999	25%	-3.703674325	Chr07	miss50
PI533912_PI533912	-55057.701259200076	5606	25%	-3.703674325	Chr07	miss50
PI533913_PI533913	-60224.001668400066	6119	25%	-3.703674325	Chr07	miss50
PI533915_PI533915	-29645.787688599965	3021	25%	-3.703674325	Chr07	miss50
PI533919_PI533919	-52680.1507626	5484	25%	-3.703674325	Chr07	miss50
PI533921_PI533921	-197719.20398289972	20318	25%	-3.703674325	Chr07	miss50
PI533924_PI533924	-73754.96286879995	7582	25%	-3.703674325	Chr07	miss50
PI533927_PI533927	-70202.17262179992	7217	25%	-3.703674325	Chr07	miss50
PI533936_PI533936	-32957.3635321	3311	25%	-3.703674325	Chr07	miss50
PI533937_PI533937	-33398.14736320002	3358	25%	-3.703674325	Chr07	miss50
PI533938_PI533938	-45055.94176040007	4607	25%	-3.703674325	Chr07	miss50
PI533939_PI533939	-48164.780899300094	4946	25%	-3.703674325	Chr07	miss50
PI533940_PI533940	-28306.334952900062	2835	25%	-3.703674325	Chr07	miss50
PI533943_PI533943	-37802.71521580005	3822	25%	-3.703674325	Chr07	miss50
PI533948_PI533948	-36413.39492600005	3617	25%	-3.703674325	Chr07	miss50
PI533949_PI533949	-59896.48357790006	6002	25%	-3.703674325	Chr07	miss50
PI533954_PI533954	-30258.489472100042	3086	25%	-3.703674325	Chr07	miss50
PI533955_PI533955	-29375.010751000013	2941	25%	-3.703674325	Chr07	miss50
PI533956_PI533956	-29591.153698699985	2982	25%	-3.703674325	Chr07	miss50
PI533957_PI533957	-70706.50516889998	7152	25%	-3.703674325	Chr07	miss50
PI533961_PI533961	-56073.89106010011	5658	25%	-3.703674325	Chr07	miss50
PI533962_PI533962	-59514.034557600025	6041	25%	-3.703674325	Chr07	miss50
PI533964_PI533964	-194929.1448647005	19207	25%	-3.703674325	Chr07	miss50
PI533965_PI533965	-55645.72714110006	5657	25%	-3.703674325	Chr07	miss50
PI533967_PI533967	-54317.18911179995	5604	25%	-3.703674325	Chr07	miss50
PI533970_PI533970	-183741.76403520082	18422	25%	-3.703674325	Chr07	miss50
PI533972_PI533972	-56631.4920903001	5669	25%	-3.703674325	Chr07	miss50
PI533976_PI533976	-180322.9784186006	18326	25%	-3.703674325	Chr07	miss50
PI533979_PI533979	-35721.84787450007	3562	25%	-3.703674325	Chr07	miss50
PI533980_PI533980	-184712.8333834011	18344	25%	-3.703674325	Chr07	miss50
PI533985_PI533985	-208346.23207430035	20951	25%	-3.703674325	Chr07	miss50
PI533986_PI533986	-59093.38223140008	5895	25%	-3.703674325	Chr07	miss50
PI533987_PI533987	-52712.44091630007	5296	25%	-3.703674325	Chr07	miss50
PI533989_PI533989	-59833.97186650001	6291	25%	-3.703674325	Chr07	miss50
PI533991_PI533991	-61056.21290930009	6129	25%	-3.703674325	Chr07	miss50
PI533996_PI533996	-46567.83631470004	4846	25%	-3.703674325	Chr07	miss50
PI533997_PI533997	-31580.38194269999	3320	25%	-3.703674325	Chr07	miss50
PI534009_PI534009	-42155.89222050006	4334	25%	-3.703674325	Chr07	miss50
PI534021_PI534021	-66871.80230470002	6836	25%	-3.703674325	Chr07	miss50
PI534028_PI534028	-65482.51824070002	6687	25%	-3.703674325	Chr07	miss50
PI534037_PI534037	-28431.647859800036	2961	25%	-3.703674325	Chr07	miss50
PI534046_PI534046	-37992.32354480011	3914	25%	-3.703674325	Chr07	miss50
PI534047_PI534047	-203400.71837429944	20739	25%	-3.703674325	Chr07	miss50
PI534053_PI534053	-60774.5113852999	6123	25%	-3.703674325	Chr07	miss50
PI534054_PI534054	-30033.215189600098	3050	25%	-3.703674325	Chr07	miss50
PI534063_PI534063	-32859.07795460004	3412	25%	-3.703674325	Chr07	miss50
PI534070_PI534070	-29351.93674829999	3048	25%	-3.703674325	Chr07	miss50
PI534075_PI534075	-35673.90458620003	3837	25%	-3.703674325	Chr07	miss50
PI534079_PI534079	-34973.850027400054	3640	25%	-3.703674325	Chr07	miss50
PI534088_PI534088	-37936.889772400005	3930	25%	-3.703674325	Chr07	miss50
PI534092_PI534092	-124935.0708103998	21277	25%	-3.703674325	Chr07	miss50
PI534096_PI534096	-24109.822943299976	2578	25%	-3.703674325	Chr07	miss50
PI534097_PI534097	-29194.751627099988	2974	25%	-3.703674325	Chr07	miss50
PI534099_PI534099	-180611.20008890072	18350	25%	-3.703674325	Chr07	miss50
PI534101_PI534101	-131775.8481356002	16594	25%	-3.703674325	Chr07	miss50
PI534105_PI534105	-57736.03987720009	5765	25%	-3.703674325	Chr07	miss50
PI534108_PI534108	-56019.78577350012	5702	25%	-3.703674325	Chr07	miss50
PI534112_PI534112	-48627.95231700005	7114	25%	-3.703674325	Chr07	miss50
PI534114_PI534114	-58163.04246820003	5808	25%	-3.703674325	Chr07	miss50
PI534115_PI534115	-171206.6564840998	16925	25%	-3.703674325	Chr07	miss50
PI534116_PI534116	-41908.79815200001	4383	25%	-3.703674325	Chr07	miss50
PI534117_PI534117	-30265.668182800047	3110	25%	-3.703674325	Chr07	miss50
PI534123_PI534123	-205762.67319799936	20717	25%	-3.703674325	Chr07	miss50
PI534124_PI534124	-55127.953596799984	5737	25%	-3.703674325	Chr07	miss50
PI534127_PI534127	-54426.37747789997	5928	25%	-3.703674325	Chr07	miss50
PI534128_PI534128	-54928.97039840001	5671	25%	-3.703674325	Chr07	miss50
PI534132_PI534132	-47211.67123620009	7513	25%	-3.703674325	Chr07	miss50
PI534133_PI534133	-201509.5778038994	20346	25%	-3.703674325	Chr07	miss50
PI534135_PI534135	-53000.71268290001	5366	25%	-3.703674325	Chr07	miss50
PI534137_PI534137	-34761.88763409999	3640	25%	-3.703674325	Chr07	miss50
PI534138_PI534138	-29743.99636300002	3077	25%	-3.703674325	Chr07	miss50
PI534139_PI534139	-53034.005932300184	5376	25%	-3.703674325	Chr07	miss50
PI534144_PI534144	-36150.80566900008	3783	25%	-3.703674325	Chr07	miss50
PI534145_PI534145	-35669.379648900016	3684	25%	-3.703674325	Chr07	miss50
PI534148_PI534148	-56575.63888620011	5791	25%	-3.703674325	Chr07	miss50
PI534155_PI534155	-56100.212179799935	5813	25%	-3.703674325	Chr07	miss50
PI534157_PI534157	-132350.88173389994	17069	25%	-3.703674325	Chr07	miss50
PI534163_PI534163	-201410.2616729996	20513	25%	-3.703674325	Chr07	miss50
PI534167_PI534167	-54360.8983205	5535	25%	-3.703674325	Chr07	miss50
PI540816_PI540816	-36269.7160475	3693	25%	-3.703674325	Chr07	miss50
PI542406_PI542406	-40187.282643500024	4225	25%	-3.703674325	Chr07	miss50
PI542718_PI542718	-139228.51138310003	13792	25%	-3.703674325	Chr07	miss50
PI548797_PI548797	-38615.11449510005	3950	25%	-3.703674325	Chr07	miss50
PI552856_PI552856	-35548.69277050008	3516	25%	-3.703674325	Chr07	miss50
PI552861_PI552861	-37984.32329610001	3750	25%	-3.703674325	Chr07	miss50
PI561071_PI561071	-34279.11523830004	3483	25%	-3.703674325	Chr07	miss50
PI561072_PI561072	-36990.386381400116	3673	25%	-3.703674325	Chr07	miss50
PI561073_PI561073	-175857.33526750063	17872	25%	-3.703674325	Chr07	miss50
PI561472_PI561472	-51129.519525900054	5451	25%	-3.703674325	Chr07	miss50
PI562730_PI562730	-74158.93210559995	7604	25%	-3.703674325	Chr07	miss50
PI564163_PI564163	-38887.198259800054	4196	25%	-3.703674325	Chr07	miss50
PI564164_PI564164	-185661.48096369914	20771	25%	-3.703674325	Chr07	miss50
PI564165_PI564165	-201776.21963029949	20378	25%	-3.703674325	Chr07	miss50
PI565121_PI565121	-45793.39078880004	4568	25%	-3.703674325	Chr07	miss50
PI566819_PI566819	-29686.880911999975	3032	25%	-3.703674325	Chr07	miss50
PI576130_PI576130	-35694.19333200003	3625	25%	-3.703674325	Chr07	miss50
PI576332_PI576332	-202734.53395519915	20388	25%	-3.703674325	Chr07	miss50
PI576333_PI576333	-36146.498498400055	3598	25%	-3.703674325	Chr07	miss50
PI576337_PI576337	-49383.56305349995	8743	25%	-3.703674325	Chr07	miss50
PI576339_PI576339	-30241.466699700035	3044	25%	-3.703674325	Chr07	miss50
PI576340_PI576340	-29726.437963000055	2986	25%	-3.703674325	Chr07	miss50
PI576345_PI576345	-29230.613500300035	2925	25%	-3.703674325	Chr07	miss50
PI576347_PI576347	-36958.709313000094	5614	25%	-3.703674325	Chr07	miss50
PI576348_PI576348	-35259.90543729999	3664	25%	-3.703674325	Chr07	miss50
PI576349_PI576349	-41094.43952570006	4351	25%	-3.703674325	Chr07	miss50
PI576350_PI576350	-38424.3488009	5852	25%	-3.703674325	Chr07	miss50
PI576352_PI576352	-28859.652974300025	2901	25%	-3.703674325	Chr07	miss50
PI576359_PI576359	-67572.34852599994	6815	25%	-3.703674325	Chr07	miss50
PI576364_PI576364	-32393.139698199997	3271	25%	-3.703674325	Chr07	miss50
PI576366_PI576366	-160445.26677760013	15857	25%	-3.703674325	Chr07	miss50
PI576373_PI576373	-39230.49750400002	3910	25%	-3.703674325	Chr07	miss50
PI576375_PI576375	-56762.19454139997	5747	25%	-3.703674325	Chr07	miss50
PI576376_PI576376	-59095.19100180005	7888	25%	-3.703674325	Chr07	miss50
PI576380_PI576380	-165454.43143300002	16252	25%	-3.703674325	Chr07	miss50
PI576381_PI576381	-51975.229106300016	5281	25%	-3.703674325	Chr07	miss50
PI576385_PI576385	-44583.27765990001	4491	25%	-3.703674325	Chr07	miss50
PI576386_PI576386	-58513.79152240008	5885	25%	-3.703674325	Chr07	miss50
PI576387_PI576387	-64063.90276920012	6399	25%	-3.703674325	Chr07	miss50
PI576390_PI576390	-37069.10845040005	3706	25%	-3.703674325	Chr07	miss50
PI576391_PI576391	-59928.27242629993	6141	25%	-3.703674325	Chr07	miss50
PI576393_PI576393	-65652.12651269992	7069	25%	-3.703674325	Chr07	miss50
PI576394_PI576394	-36485.882939500065	3652	25%	-3.703674325	Chr07	miss50
PI576396_PI576396	-56356.869103600104	5673	25%	-3.703674325	Chr07	miss50
PI576399_PI576399	-28971.77637680003	3001	25%	-3.703674325	Chr07	miss50
PI576401_PI576401	-208259.29313989956	20837	25%	-3.703674325	Chr07	miss50
PI576418_PI576418	-47195.904585700075	4814	25%	-3.703674325	Chr07	miss50
PI576422_PI576422	-30122.684661900024	3018	25%	-3.703674325	Chr07	miss50
PI576425_PI576425	-45686.54569360005	6733	25%	-3.703674325	Chr07	miss50
PI576426_PI576426	-47130.51551080007	4834	25%	-3.703674325	Chr07	miss50
PI576428_PI576428	-64238.335254399964	6386	25%	-3.703674325	Chr07	miss50
PI576434_PI576434	-201697.41435809995	20558	25%	-3.703674325	Chr07	miss50
PI576435_PI576435	-59858.73322280002	5984	25%	-3.703674325	Chr07	miss50
PI576437_PI576437	-30024.871587800055	3078	25%	-3.703674325	Chr07	miss50
PI585291_PI585291	-162792.5891311999	21648	25%	-3.703674325	Chr07	miss50
PI585295_PI585295	-182375.0165831001	17991	25%	-3.703674325	Chr07	miss50
PI595699_PI595699	-75528.22974399992	7553	25%	-3.703674325	Chr07	miss50
PI595702_PI595702	-30208.264553000045	3035	25%	-3.703674325	Chr07	miss50
PI595714_PI595714	-182870.65266750116	18145	25%	-3.703674325	Chr07	miss50
PI595718_PI595718	-39638.56231460006	4184	25%	-3.703674325	Chr07	miss50
PI595720_PI595720	-50439.36802449994	5177	25%	-3.703674325	Chr07	miss50
PI595739_PI595739	-58979.25886249997	5891	25%	-3.703674325	Chr07	miss50
PI595740_PI595740	-57211.87766070009	5803	25%	-3.703674325	Chr07	miss50
PI595741_PI595741	-30991.22440029999	3147	25%	-3.703674325	Chr07	miss50
PI595743_PI595743	-154467.20092929996	21191	25%	-3.703674325	Chr07	miss50
PI595744_PI595744	-40775.240689000086	4096	25%	-3.703674325	Chr07	miss50
PI595745_PI595745	-56722.05042340012	5730	25%	-3.703674325	Chr07	miss50
PI597945_PI597945	-45824.07285130001	4693	25%	-3.703674325	Chr07	miss50
PI597946_PI597946	-179687.14208060058	17943	25%	-3.703674325	Chr07	miss50
PI597949_PI597949	-50502.11080419993	5150	25%	-3.703674325	Chr07	miss50
PI597950_PI597950	-33732.38469330003	3455	25%	-3.703674325	Chr07	miss50
PI597951_PI597951	-30251.037845400053	3115	25%	-3.703674325	Chr07	miss50
PI597952_PI597952	-48038.418653200024	8274	25%	-3.703674325	Chr07	miss50
PI597957_PI597957	-45331.36298659997	5809	25%	-3.703674325	Chr07	miss50
PI597958_PI597958	-183342.38062100045	18216	25%	-3.703674325	Chr07	miss50
PI597960_PI597960	-34849.29511480003	3610	25%	-3.703674325	Chr07	miss50
PI597961_PI597961	-58060.98040890003	5803	25%	-3.703674325	Chr07	miss50
PI597964_PI597964	-57096.696214599986	5711	25%	-3.703674325	Chr07	miss50
PI597965_PI597965	-184770.04219630052	18277	25%	-3.703674325	Chr07	miss50
PI597966_PI597966	-56615.67066380011	5669	25%	-3.703674325	Chr07	miss50
PI597967_PI597967	-62397.44302280017	6293	25%	-3.703674325	Chr07	miss50
PI597968_PI597968	-48423.67028399999	4929	25%	-3.703674325	Chr07	miss50
PI597971_PI597971	-29676.721294999974	3064	25%	-3.703674325	Chr07	miss50
PI597972_PI597972	-130451.91299810025	13083	25%	-3.703674325	Chr07	miss50
PI597973_PI597973	-51936.696030500025	5751	25%	-3.703674325	Chr07	miss50
PI597976_PI597976	-30300.933303700018	3126	25%	-3.703674325	Chr07	miss50
PI597980_PI597980	-68318.65344739992	6890	25%	-3.703674325	Chr07	miss50
PI597982_PI597982	-45849.64352360003	4698	25%	-3.703674325	Chr07	miss50
PI598069_PI598069	-47055.731402000085	4813	25%	-3.703674325	Chr07	miss50
PI598070_PI598070	-47159.8434775001	5023	25%	-3.703674325	Chr07	miss50
PI601816_PI601816	-61094.651751599995	6040	25%	-3.703674325	Chr07	miss50
PI607931_PI607931	-32804.733717700015	3294	25%	-3.703674325	Chr07	miss50
PI609456_PI609456	-25460.71936459995	2859	25%	-3.703674325	Chr07	miss50
PI613536_PI613536	-34338.372679399974	3513	25%	-3.703674325	Chr07	miss50
PI629034_PI629034	-55838.37768380001	5626	25%	-3.703674325	Chr07	miss50
PI629040_PI629040	-199929.95382629972	20195	25%	-3.703674325	Chr07	miss50
PI629059_PI629059	-31872.212189800026	3190	25%	-3.703674325	Chr07	miss50
PI641824_PI641824	-38723.16181349999	5268	25%	-3.703674325	Chr07	miss50
PI641836_PI641836	-29848.8130307	3002	25%	-3.703674325	Chr07	miss50
PI641849_PI641849	-136904.3992718002	13831	25%	-3.703674325	Chr07	miss50
PI641874_PI641874	-203383.74638649958	20478	25%	-3.703674325	Chr07	miss50
PI642791_PI642791	-164568.3201015	16176	25%	-3.703674325	Chr07	miss50
PI642793_PI642793	-39364.420404200035	3935	25%	-3.703674325	Chr07	miss50
PI642992_PI642992	-182351.07333580084	18307	25%	-3.703674325	Chr07	miss50
PI642998_PI642998	-46319.143831300076	4805	25%	-3.703674325	Chr07	miss50
PI651492_PI651492	-35095.00381160004	3537	25%	-3.703674325	Chr07	miss50
PI651496_PI651496	-63227.49650060003	6341	25%	-3.703674325	Chr07	miss50
PI653616_PI653616	-53903.8516347	5649	25%	-3.703674325	Chr07	miss50
PI653617_PI653617	-62202.358449999985	6200	25%	-3.703674325	Chr07	miss50
PI655970_PI655970	-36175.936287500066	3586	25%	-3.703674325	Chr07	miss50
PI655971_PI655971	-205654.411174	20744	25%	-3.703674325	Chr07	miss50
PI655972_PI655972	-32999.03370390004	3312	25%	-3.703674325	Chr07	miss50
PI655973_PI655973	-43934.311458600125	4471	25%	-3.703674325	Chr07	miss50
PI655974_PI655974	-36024.17267600008	3646	25%	-3.703674325	Chr07	miss50
PI655975_PI655975	-35995.73668190003	3574	25%	-3.703674325	Chr07	miss50
PI655976_PI655976	-32912.00938020005	3298	25%	-3.703674325	Chr07	miss50
PI655977_PI655977	-59707.30891410006	6006	25%	-3.703674325	Chr07	miss50
PI655978_PI655978	-33937.102374	3439	25%	-3.703674325	Chr07	miss50
PI655979_PI655979	-31301.609265900017	3158	25%	-3.703674325	Chr07	miss50
PI655980_PI655980	-41842.44666810003	4400	25%	-3.703674325	Chr07	miss50
PI655981_PI655981	-29754.78381470003	3066	25%	-3.703674325	Chr07	miss50
PI655982_PI655982	-37074.65693430005	3678	25%	-3.703674325	Chr07	miss50
PI655983_PI655983	-29733.193645500003	2980	25%	-3.703674325	Chr07	miss50
PI655984_PI655984	-36460.11481110007	3663	25%	-3.703674325	Chr07	miss50
PI655985_PI655985	-36352.33878600005	3622	25%	-3.703674325	Chr07	miss50
PI655986_PI655986	-36240.21866640006	3598	25%	-3.703674325	Chr07	miss50
PI655987_PI655987	-36232.43964590007	3593	25%	-3.703674325	Chr07	miss50
PI655988_PI655988	-36499.23920470007	3632	25%	-3.703674325	Chr07	miss50
PI655989_PI655989	-36845.69126210004	3778	25%	-3.703674325	Chr07	miss50
PI655990_PI655990	-203403.72790719994	20394	25%	-3.703674325	Chr07	miss50
PI655991_PI655991	-159129.51782129993	21433	25%	-3.703674325	Chr07	miss50
PI655992_PI655992	-35561.13456130012	4368	25%	-3.703674325	Chr07	miss50
PI655993_PI655993	-36595.838307200036	3789	25%	-3.703674325	Chr07	miss50
PI655994_PI655994	-32065.017709000007	3840	25%	-3.703674325	Chr07	miss50
PI655995_PI655995	-46749.54837670008	4849	25%	-3.703674325	Chr07	miss50
PI655996_PI655996	-36542.74718360006	3787	25%	-3.703674325	Chr07	miss50
PI655997_PI655997	-203086.40493579992	20333	25%	-3.703674325	Chr07	miss50
PI655998_PI655998	-44981.940629000084	4658	25%	-3.703674325	Chr07	miss50
PI655999_PI655999	-43155.04956649999	5310	25%	-3.703674325	Chr07	miss50
PI656000_PI656000	-36444.93226930007	3586	25%	-3.703674325	Chr07	miss50
PI656001_PI656001	-36513.043045400045	3678	25%	-3.703674325	Chr07	miss50
PI656002_PI656002	-29006.40250960004	2905	25%	-3.703674325	Chr07	miss50
PI656003_PI656003	-35083.94358770006	3504	25%	-3.703674325	Chr07	miss50
PI656004_PI656004	-181623.48779800037	18041	25%	-3.703674325	Chr07	miss50
PI656005_PI656005	-36099.54284210004	3606	25%	-3.703674325	Chr07	miss50
PI656006_PI656006	-36820.29840750003	3759	25%	-3.703674325	Chr07	miss50
PI656007_PI656007	-57982.30173730002	6075	25%	-3.703674325	Chr07	miss50
PI656008_PI656008	-161755.15922130033	16169	25%	-3.703674325	Chr07	miss50
PI656009_PI656009	-36364.597857200046	3630	25%	-3.703674325	Chr07	miss50
PI656010_PI656010	-36415.31055190005	4301	25%	-3.703674325	Chr07	miss50
PI656011_PI656011	-47924.070177000074	5197	25%	-3.703674325	Chr07	miss50
PI656012_PI656012	-201687.64612729964	20628	25%	-3.703674325	Chr07	miss50
PI656013_PI656013	-105401.18780559977	15348	25%	-3.703674325	Chr07	miss50
PI656014_PI656014	-43772.69945559993	7407	25%	-3.703674325	Chr07	miss50
PI656015_PI656015	-45011.4903801001	4544	25%	-3.703674325	Chr07	miss50
PI656016_PI656016	-36879.511437700065	3663	25%	-3.703674325	Chr07	miss50
PI656017_PI656017	-209203.0419438995	21091	25%	-3.703674325	Chr07	miss50
PI656018_PI656018	-203995.16645429944	20241	25%	-3.703674325	Chr07	miss50
PI656019_PI656019	-36402.066963100064	3660	25%	-3.703674325	Chr07	miss50
PI656020_PI656020	-201580.36175129915	20527	25%	-3.703674325	Chr07	miss50
PI656021_PI656021	-206505.10402539928	20977	25%	-3.703674325	Chr07	miss50
PI656022_PI656022	-38572.22054200004	4278	25%	-3.703674325	Chr07	miss50
PI656023_PI656023	-28930.45809480004	2896	25%	-3.703674325	Chr07	miss50
PI656024_PI656024	-57502.959595300104	6239	25%	-3.703674325	Chr07	miss50
PI656025_PI656025	-135414.1966412998	14134	25%	-3.703674325	Chr07	miss50
PI656026_PI656026	-164342.35818599944	15987	25%	-3.703674325	Chr07	miss50
PI656027_PI656027	-180554.83408760076	18391	25%	-3.703674325	Chr07	miss50
PI656028_PI656028	-28555.15499320005	2988	25%	-3.703674325	Chr07	miss50
PI656029_PI656029	-50032.964417499934	5316	25%	-3.703674325	Chr07	miss50
PI656031_PI656031	-59921.14572439996	6191	25%	-3.703674325	Chr07	miss50
PI656032_PI656032	-33240.66536730001	5252	25%	-3.703674325	Chr07	miss50
PI656033_PI656033	-208183.92746829928	21024	25%	-3.703674325	Chr07	miss50
PI656034_PI656034	-110870.62608369983	18435	25%	-3.703674325	Chr07	miss50
PI656035_PI656035	-159821.50010720026	15823	25%	-3.703674325	Chr07	miss50
PI656036_PI656036	-48390.454930600084	5248	25%	-3.703674325	Chr07	miss50
PI656037_PI656037	-58368.09925289996	6174	25%	-3.703674325	Chr07	miss50
PI656038_PI656038	-40889.151308199995	5412	25%	-3.703674325	Chr07	miss50
PI656039_PI656039	-59257.243587700075	6182	25%	-3.703674325	Chr07	miss50
PI656040_PI656040	-40783.10230150003	4385	25%	-3.703674325	Chr07	miss50
PI656041_PI656041	-209393.62131819915	21137	25%	-3.703674325	Chr07	miss50
PI656042_PI656042	-37269.13570400005	3892	25%	-3.703674325	Chr07	miss50
PI656043_PI656043	-171245.21205590013	16899	25%	-3.703674325	Chr07	miss50
PI656044_PI656044	-164808.90386959954	16046	25%	-3.703674325	Chr07	miss50
PI656046_PI656046	-38384.084149400056	3994	25%	-3.703674325	Chr07	miss50
PI656047_PI656047	-63234.62266859999	6850	25%	-3.703674325	Chr07	miss50
PI656048_PI656048	-45985.83597689996	4661	25%	-3.703674325	Chr07	miss50
PI656049_PI656049	-30815.149275800013	4219	25%	-3.703674325	Chr07	miss50
PI656050_PI656050	-147942.56661749983	15955	25%	-3.703674325	Chr07	miss50
PI656051_PI656051	-166041.06995189996	16220	25%	-3.703674325	Chr07	miss50
PI656052_PI656052	-148942.25362999973	16593	25%	-3.703674325	Chr07	miss50
PI656053_PI656053	-161588.3184894001	16921	25%	-3.703674325	Chr07	miss50
PI656054_PI656054	-33544.52256540002	3870	25%	-3.703674325	Chr07	miss50
PI656055_PI656055	-191382.0532432998	20615	25%	-3.703674325	Chr07	miss50
PI656056_PI656056	-164174.9305424999	16038	25%	-3.703674325	Chr07	miss50
PI656057_PI656057	-139243.7576885001	19549	25%	-3.703674325	Chr07	miss50
PI656058_PI656058	-37026.93531760011	3934	25%	-3.703674325	Chr07	miss50
PI656059_PI656059	-57533.16032520013	6017	25%	-3.703674325	Chr07	miss50
PI656060_PI656060	-37314.02114340007	4044	25%	-3.703674325	Chr07	miss50
PI656061_PI656061	-36403.572228500045	3746	25%	-3.703674325	Chr07	miss50
PI656062_PI656062	-47520.72340570003	5156	25%	-3.703674325	Chr07	miss50
PI656063_PI656063	-44345.37242320003	6324	25%	-3.703674325	Chr07	miss50
PI656064_PI656064	-77272.80538159984	7807	25%	-3.703674325	Chr07	miss50
