sample	Genetic_load	N_del	cutoff	cutoff_score	chr	miss
PI533955_PI533955	-152474.13903080014	15388	25%	-3.4990234	Chr01	miss50
PI533956_PI533956	-171125.4481970998	17525	25%	-3.4990234	Chr01	miss50
PI533957_PI533957	-146716.26011279965	15105	25%	-3.4990234	Chr01	miss50
PI533961_PI533961	-145588.10818660003	14786	25%	-3.4990234	Chr01	miss50
PI533962_PI533962	-161343.71385339953	16675	25%	-3.4990234	Chr01	miss50
PI533964_PI533964	-162603.75424519987	16517	25%	-3.4990234	Chr01	miss50
PI533965_PI533965	-151196.34251769917	15582	25%	-3.4990234	Chr01	miss50
PI533967_PI533967	-158504.4493164988	16505	25%	-3.4990234	Chr01	miss50
PI533970_PI533970	-159842.90306329902	16382	25%	-3.4990234	Chr01	miss50
PI533972_PI533972	-148305.70092439948	15149	25%	-3.4990234	Chr01	miss50
PI533976_PI533976	-153382.9773043994	15623	25%	-3.4990234	Chr01	miss50
PI533979_PI533979	-152519.9336832003	15400	25%	-3.4990234	Chr01	miss50
PI533980_PI533980	-185784.8486492	19029	25%	-3.4990234	Chr01	miss50
PI533985_PI533985	-114526.68821969973	11842	25%	-3.4990234	Chr01	miss50
PI533986_PI533986	-179129.00799249986	18237	25%	-3.4990234	Chr01	miss50
PI533987_PI533987	-183306.70027859992	18747	25%	-3.4990234	Chr01	miss50
PI533989_PI533989	-188047.0975326004	20636	25%	-3.4990234	Chr01	miss50
PI533991_PI533991	-160533.93624599904	16409	25%	-3.4990234	Chr01	miss50
PI533996_PI533996	-115754.24537759984	12548	25%	-3.4990234	Chr01	miss50
PI533997_PI533997	-166014.14417260015	17629	25%	-3.4990234	Chr01	miss50
PI534009_PI534009	-191838.36946600038	19869	25%	-3.4990234	Chr01	miss50
PI534021_PI534021	-181845.38272489983	18921	25%	-3.4990234	Chr01	miss50
PI534028_PI534028	-182177.4950287996	18952	25%	-3.4990234	Chr01	miss50
PI534037_PI534037	-152288.3917708995	15465	25%	-3.4990234	Chr01	miss50
PI534046_PI534046	-117360.40776210013	12159	25%	-3.4990234	Chr01	miss50
PI534047_PI534047	-118911.31371579977	12554	25%	-3.4990234	Chr01	miss50
PI534053_PI534053	-170583.1956173996	17473	25%	-3.4990234	Chr01	miss50
PI534054_PI534054	-150359.36466410014	15226	25%	-3.4990234	Chr01	miss50
PI534063_PI534063	-144170.13538600015	14803	25%	-3.4990234	Chr01	miss50
PI534070_PI534070	-138895.96227269995	14241	25%	-3.4990234	Chr01	miss50
PI534075_PI534075	-95858.01829170003	10302	25%	-3.4990234	Chr01	miss50
PI534079_PI534079	-159884.37654569955	16580	25%	-3.4990234	Chr01	miss50
PI534088_PI534088	-118890.87047989988	12270	25%	-3.4990234	Chr01	miss50
PI534092_PI534092	-95200.773336	10306	25%	-3.4990234	Chr01	miss50
PI534096_PI534096	-114866.3986400999	11951	25%	-3.4990234	Chr01	miss50
PI534097_PI534097	-151191.70204669962	15339	25%	-3.4990234	Chr01	miss50
PI534099_PI534099	-132936.24305029964	13911	25%	-3.4990234	Chr01	miss50
PI534101_PI534101	-118362.22390989977	16598	25%	-3.4990234	Chr01	miss50
PI534105_PI534105	-146352.79978559996	14721	25%	-3.4990234	Chr01	miss50
PI534108_PI534108	-151399.36047919956	15301	25%	-3.4990234	Chr01	miss50
PI534112_PI534112	-149300.52386299847	23186	25%	-3.4990234	Chr01	miss50
PI534114_PI534114	-151468.7742367995	15496	25%	-3.4990234	Chr01	miss50
PI534115_PI534115	-166544.56586579935	16994	25%	-3.4990234	Chr01	miss50
PI534116_PI534116	-159707.08541389948	16653	25%	-3.4990234	Chr01	miss50
PI534117_PI534117	-170118.33447659947	17623	25%	-3.4990234	Chr01	miss50
PI534123_PI534123	-159735.74722680016	16505	25%	-3.4990234	Chr01	miss50
PI534124_PI534124	-159215.0038818002	16752	25%	-3.4990234	Chr01	miss50
PI534127_PI534127	-165455.05782510046	17290	25%	-3.4990234	Chr01	miss50
PI534128_PI534128	-191378.75732380035	20050	25%	-3.4990234	Chr01	miss50
PI534132_PI534132	-180693.20072260028	25590	25%	-3.4990234	Chr01	miss50
PI534133_PI534133	-191978.49306530037	19816	25%	-3.4990234	Chr01	miss50
PI534135_PI534135	-192307.45002430037	19718	25%	-3.4990234	Chr01	miss50
PI534137_PI534137	-155865.04036929997	16086	25%	-3.4990234	Chr01	miss50
PI534138_PI534138	-169975.4537365993	17542	25%	-3.4990234	Chr01	miss50
PI534139_PI534139	-180637.87198249993	18543	25%	-3.4990234	Chr01	miss50
PI534144_PI534144	-167315.31807510005	17769	25%	-3.4990234	Chr01	miss50
PI534145_PI534145	-187011.49673840016	19202	25%	-3.4990234	Chr01	miss50
PI534148_PI534148	-176878.13938729998	18357	25%	-3.4990234	Chr01	miss50
PI534155_PI534155	-168298.3063181994	17740	25%	-3.4990234	Chr01	miss50
PI534157_PI534157	-160195.5374181998	22950	25%	-3.4990234	Chr01	miss50
PI534163_PI534163	-155770.95772199918	16094	25%	-3.4990234	Chr01	miss50
PI534167_PI534167	-171317.2440000993	17727	25%	-3.4990234	Chr01	miss50
PI540816_PI540816	-161067.4958698997	16527	25%	-3.4990234	Chr01	miss50
PI542406_PI542406	-161407.70915209939	16817	25%	-3.4990234	Chr01	miss50
PI542718_PI542718	-191703.8700312995	19567	25%	-3.4990234	Chr01	miss50
PI548797_PI548797	-186057.94856100035	19159	25%	-3.4990234	Chr01	miss50
PI552856_PI552856	-152326.6332047988	15272	25%	-3.4990234	Chr01	miss50
PI552861_PI552861	-169198.08483649945	17192	25%	-3.4990234	Chr01	miss50
PI561071_PI561071	-168315.58954249963	17097	25%	-3.4990234	Chr01	miss50
PI561072_PI561072	-128845.12365419974	13039	25%	-3.4990234	Chr01	miss50
PI561073_PI561073	-143978.2861291996	14838	25%	-3.4990234	Chr01	miss50
PI561472_PI561472	-178364.9310407005	19337	25%	-3.4990234	Chr01	miss50
PI562730_PI562730	-159095.53671339987	16552	25%	-3.4990234	Chr01	miss50
PI564163_PI564163	-149478.75133319947	15416	25%	-3.4990234	Chr01	miss50
PI564164_PI564164	-184262.80291130024	20374	25%	-3.4990234	Chr01	miss50
PI564165_PI564165	-196184.19273869944	20215	25%	-3.4990234	Chr01	miss50
PI565121_PI565121	-152317.9869719995	15433	25%	-3.4990234	Chr01	miss50
PI566819_PI566819	-153471.08130450037	15738	25%	-3.4990234	Chr01	miss50
PI576130_PI576130	-182138.2238590003	18624	25%	-3.4990234	Chr01	miss50
PI576332_PI576332	-155436.37319400013	15754	25%	-3.4990234	Chr01	miss50
PI576333_PI576333	-150934.25623029974	15209	25%	-3.4990234	Chr01	miss50
PI576337_PI576337	-159952.78052750017	28186	25%	-3.4990234	Chr01	miss50
PI576339_PI576339	-153809.03018820003	15521	25%	-3.4990234	Chr01	miss50
PI576340_PI576340	-155427.25314169948	15656	25%	-3.4990234	Chr01	miss50
PI576345_PI576345	-151670.3159334001	15297	25%	-3.4990234	Chr01	miss50
PI576347_PI576347	-156808.55429820035	17166	25%	-3.4990234	Chr01	miss50
PI576348_PI576348	-142510.17402690035	15516	25%	-3.4990234	Chr01	miss50
PI576349_PI576349	-134488.0545744998	14104	25%	-3.4990234	Chr01	miss50
PI576350_PI576350	-134880.2799132998	15306	25%	-3.4990234	Chr01	miss50
PI576352_PI576352	-152744.84603939982	15428	25%	-3.4990234	Chr01	miss50
PI576359_PI576359	-141338.04923629962	14522	25%	-3.4990234	Chr01	miss50
PI576364_PI576364	-188495.96062220022	19195	25%	-3.4990234	Chr01	miss50
PI576366_PI576366	-187986.15243889915	19279	25%	-3.4990234	Chr01	miss50
PI576373_PI576373	-188891.5477327996	19239	25%	-3.4990234	Chr01	miss50
PI576375_PI576375	-175649.92755049927	18084	25%	-3.4990234	Chr01	miss50
PI576376_PI576376	-150860.30350630012	18164	25%	-3.4990234	Chr01	miss50
PI576380_PI576380	-162714.2085277994	16537	25%	-3.4990234	Chr01	miss50
PI576381_PI576381	-181330.2495945002	18744	25%	-3.4990234	Chr01	miss50
PI576385_PI576385	-142248.11385929992	14450	25%	-3.4990234	Chr01	miss50
PI576386_PI576386	-189004.50565779957	19305	25%	-3.4990234	Chr01	miss50
PI576387_PI576387	-159576.24135589928	16222	25%	-3.4990234	Chr01	miss50
PI576390_PI576390	-196878.86934340055	20204	25%	-3.4990234	Chr01	miss50
PI576391_PI576391	-187563.30251729928	19407	25%	-3.4990234	Chr01	miss50
PI576393_PI576393	-137245.05017809963	14953	25%	-3.4990234	Chr01	miss50
PI576394_PI576394	-152795.69309639974	15423	25%	-3.4990234	Chr01	miss50
PI576396_PI576396	-187934.72505049958	19247	25%	-3.4990234	Chr01	miss50
PI576399_PI576399	-167460.8801678997	17535	25%	-3.4990234	Chr01	miss50
PI576401_PI576401	-160961.64094749952	16484	25%	-3.4990234	Chr01	miss50
PI576418_PI576418	-189677.52689450068	19567	25%	-3.4990234	Chr01	miss50
PI576422_PI576422	-152894.34956349983	15445	25%	-3.4990234	Chr01	miss50
PI576425_PI576425	-168458.25349739988	25913	25%	-3.4990234	Chr01	miss50
PI576426_PI576426	-172995.29700849994	17948	25%	-3.4990234	Chr01	miss50
PI576428_PI576428	-164814.48706459953	16778	25%	-3.4990234	Chr01	miss50
PI576434_PI576434	-132376.1007130996	13840	25%	-3.4990234	Chr01	miss50
PI576435_PI576435	-152128.17237219965	15601	25%	-3.4990234	Chr01	miss50
PI576437_PI576437	-117026.36275230009	12083	25%	-3.4990234	Chr01	miss50
PI585291_PI585291	-183457.67821389923	27862	25%	-3.4990234	Chr01	miss50
PI585295_PI585295	-92313.53963060003	9595	25%	-3.4990234	Chr01	miss50
PI595699_PI595699	-159209.2442130997	16235	25%	-3.4990234	Chr01	miss50
PI595702_PI595702	-148276.78073370023	14991	25%	-3.4990234	Chr01	miss50
PI595714_PI595714	-186233.1501095002	19118	25%	-3.4990234	Chr01	miss50
PI595718_PI595718	-174791.5262411994	18139	25%	-3.4990234	Chr01	miss50
PI595720_PI595720	-177030.06558539983	18245	25%	-3.4990234	Chr01	miss50
PI595739_PI595739	-158533.64012829936	16129	25%	-3.4990234	Chr01	miss50
PI595740_PI595740	-170107.13938590098	29285	25%	-3.4990234	Chr01	miss50
PI595741_PI595741	-146483.78942590012	14905	25%	-3.4990234	Chr01	miss50
PI595743_PI595743	-152246.4593338994	17995	25%	-3.4990234	Chr01	miss50
PI595744_PI595744	-149621.59020849978	15471	25%	-3.4990234	Chr01	miss50
PI595745_PI595745	-152477.78647669952	15463	25%	-3.4990234	Chr01	miss50
PI597945_PI597945	-140190.1545690001	15377	25%	-3.4990234	Chr01	miss50
PI597946_PI597946	-146952.82231409967	14822	25%	-3.4990234	Chr01	miss50
PI597949_PI597949	-147394.19890560038	14963	25%	-3.4990234	Chr01	miss50
PI597950_PI597950	-152403.73203530023	17032	25%	-3.4990234	Chr01	miss50
PI597951_PI597951	-135530.58816359963	13924	25%	-3.4990234	Chr01	miss50
PI597952_PI597952	-175630.84188920064	32087	25%	-3.4990234	Chr01	miss50
PI597957_PI597957	-157324.34549789983	24225	25%	-3.4990234	Chr01	miss50
PI597958_PI597958	-148056.03156630023	15038	25%	-3.4990234	Chr01	miss50
PI597960_PI597960	-89190.9491432997	9400	25%	-3.4990234	Chr01	miss50
PI597961_PI597961	-159543.9300032	16398	25%	-3.4990234	Chr01	miss50
PI597964_PI597964	-148407.18269779935	15185	25%	-3.4990234	Chr01	miss50
PI597965_PI597965	-134530.19142559968	13815	25%	-3.4990234	Chr01	miss50
PI597966_PI597966	-145789.1234472999	14719	25%	-3.4990234	Chr01	miss50
PI597967_PI597967	-186143.3977390998	19062	25%	-3.4990234	Chr01	miss50
PI597968_PI597968	-184679.36290620055	19126	25%	-3.4990234	Chr01	miss50
PI597971_PI597971	-186522.39694540005	19125	25%	-3.4990234	Chr01	miss50
PI597972_PI597972	-171218.87341170025	17866	25%	-3.4990234	Chr01	miss50
PI597973_PI597973	-166190.42235779992	17087	25%	-3.4990234	Chr01	miss50
PI597976_PI597976	-143031.01769919982	14620	25%	-3.4990234	Chr01	miss50
PI597980_PI597980	-136393.9040361001	13954	25%	-3.4990234	Chr01	miss50
PI597982_PI597982	-181827.9337056003	18950	25%	-3.4990234	Chr01	miss50
PI598069_PI598069	-141836.03267560006	14722	25%	-3.4990234	Chr01	miss50
PI598070_PI598070	-142446.56295080006	14979	25%	-3.4990234	Chr01	miss50
PI601816_PI601816	-165927.3162001986	16767	25%	-3.4990234	Chr01	miss50
PI607931_PI607931	-151647.59132069984	15324	25%	-3.4990234	Chr01	miss50
PI609456_PI609456	-108263.78690329989	11252	25%	-3.4990234	Chr01	miss50
PI613536_PI613536	-176173.5920801003	18143	25%	-3.4990234	Chr01	miss50
PI629034_PI629034	-167896.27624880002	17062	25%	-3.4990234	Chr01	miss50
PI629040_PI629040	-188300.29890639958	19407	25%	-3.4990234	Chr01	miss50
PI629059_PI629059	-188625.12936790026	19116	25%	-3.4990234	Chr01	miss50
PI641824_PI641824	-147343.71810419924	16634	25%	-3.4990234	Chr01	miss50
PI641836_PI641836	-154317.34368710007	15578	25%	-3.4990234	Chr01	miss50
PI641849_PI641849	-154534.56726009987	15750	25%	-3.4990234	Chr01	miss50
PI641874_PI641874	-154190.92068719908	15569	25%	-3.4990234	Chr01	miss50
PI642791_PI642791	-169296.27177889895	17203	25%	-3.4990234	Chr01	miss50
PI642793_PI642793	-168893.08318829874	17190	25%	-3.4990234	Chr01	miss50
PI642992_PI642992	-146792.16447999974	15140	25%	-3.4990234	Chr01	miss50
PI642998_PI642998	-130516.19596480012	13584	25%	-3.4990234	Chr01	miss50
PI651492_PI651492	-156311.06986269934	16066	25%	-3.4990234	Chr01	miss50
PI651496_PI651496	-155604.49775939915	15841	25%	-3.4990234	Chr01	miss50
PI653616_PI653616	-155355.4595670991	16013	25%	-3.4990234	Chr01	miss50
PI653617_PI653617	-148313.26866479943	15094	25%	-3.4990234	Chr01	miss50
PI655970_PI655970	-153522.13785419986	15418	25%	-3.4990234	Chr01	miss50
PI655971_PI655971	-197033.68717419988	20274	25%	-3.4990234	Chr01	miss50
PI655972_PI655972	-147783.37515940017	14913	25%	-3.4990234	Chr01	miss50
PI655973_PI655973	-184356.13090839985	18997	25%	-3.4990234	Chr01	miss50
PI655974_PI655974	-153118.29739850003	15693	25%	-3.4990234	Chr01	miss50
PI655975_PI655975	-153187.59750889931	15367	25%	-3.4990234	Chr01	miss50
PI655976_PI655976	-152574.92123170037	15446	25%	-3.4990234	Chr01	miss50
PI655977_PI655977	-161350.8471694995	16490	25%	-3.4990234	Chr01	miss50
PI655978_PI655978	-94889.21885329994	9884	25%	-3.4990234	Chr01	miss50
PI655979_PI655979	-167195.65220339884	17011	25%	-3.4990234	Chr01	miss50
PI655980_PI655980	-137268.5934615996	14222	25%	-3.4990234	Chr01	miss50
PI655981_PI655981	-143768.89002179995	14662	25%	-3.4990234	Chr01	miss50
PI655982_PI655982	-164273.30160889914	16586	25%	-3.4990234	Chr01	miss50
PI655983_PI655983	-154434.79507410008	15565	25%	-3.4990234	Chr01	miss50
PI655984_PI655984	-185395.63242530008	19224	25%	-3.4990234	Chr01	miss50
PI655985_PI655985	-154262.8830653988	15517	25%	-3.4990234	Chr01	miss50
PI655986_PI655986	-159287.24316259893	16030	25%	-3.4990234	Chr01	miss50
PI655987_PI655987	-155323.18429259903	15594	25%	-3.4990234	Chr01	miss50
PI655988_PI655988	-153447.79618319974	15416	25%	-3.4990234	Chr01	miss50
PI655989_PI655989	-158471.7865429989	16262	25%	-3.4990234	Chr01	miss50
PI655990_PI655990	-194201.1431463997	19879	25%	-3.4990234	Chr01	miss50
PI655991_PI655991	-152347.89558249948	18364	25%	-3.4990234	Chr01	miss50
PI655992_PI655992	-150354.22205769966	17273	25%	-3.4990234	Chr01	miss50
PI655993_PI655993	-152793.67728099934	15651	25%	-3.4990234	Chr01	miss50
PI655994_PI655994	-149411.09598409975	15345	25%	-3.4990234	Chr01	miss50
PI655995_PI655995	-130799.79392920004	13558	25%	-3.4990234	Chr01	miss50
PI655996_PI655996	-168803.96820379965	17686	25%	-3.4990234	Chr01	miss50
PI655997_PI655997	-165349.08813599875	16853	25%	-3.4990234	Chr01	miss50
PI655998_PI655998	-94702.5704465999	9882	25%	-3.4990234	Chr01	miss50
PI655999_PI655999	-131048.97819960004	13938	25%	-3.4990234	Chr01	miss50
PI656000_PI656000	-149946.47708559976	15015	25%	-3.4990234	Chr01	miss50
PI656001_PI656001	-168129.21984149877	17033	25%	-3.4990234	Chr01	miss50
PI656002_PI656002	-153864.5968672999	15468	25%	-3.4990234	Chr01	miss50
PI656003_PI656003	-152261.76308039983	15431	25%	-3.4990234	Chr01	miss50
PI656004_PI656004	-145473.4839371	14706	25%	-3.4990234	Chr01	miss50
PI656005_PI656005	-188015.72246190015	19309	25%	-3.4990234	Chr01	miss50
PI656006_PI656006	-165170.96169819924	16930	25%	-3.4990234	Chr01	miss50
PI656007_PI656007	-161091.7352342991	17153	25%	-3.4990234	Chr01	miss50
PI656008_PI656008	-153917.70407069862	16142	25%	-3.4990234	Chr01	miss50
PI656009_PI656009	-164666.25116739894	17226	25%	-3.4990234	Chr01	miss50
PI656010_PI656010	-138592.2410739998	21743	25%	-3.4990234	Chr01	miss50
PI656011_PI656011	-180327.57915389992	20536	25%	-3.4990234	Chr01	miss50
PI656012_PI656012	-194008.82262880012	20225	25%	-3.4990234	Chr01	miss50
PI656013_PI656013	-176594.8848100011	27858	25%	-3.4990234	Chr01	miss50
PI656014_PI656014	-141669.59050889974	24279	25%	-3.4990234	Chr01	miss50
PI656015_PI656015	-184592.30971349977	18848	25%	-3.4990234	Chr01	miss50
PI656016_PI656016	-165168.28461019957	16717	25%	-3.4990234	Chr01	miss50
PI656017_PI656017	-198983.82114650033	20501	25%	-3.4990234	Chr01	miss50
PI656018_PI656018	-152124.64520879905	15250	25%	-3.4990234	Chr01	miss50
PI656019_PI656019	-157829.94209189917	16018	25%	-3.4990234	Chr01	miss50
PI656020_PI656020	-155025.2179321991	15631	25%	-3.4990234	Chr01	miss50
PI656021_PI656021	-195041.2518826002	22558	25%	-3.4990234	Chr01	miss50
PI656022_PI656022	-152482.74394060008	16006	25%	-3.4990234	Chr01	miss50
PI656023_PI656023	-145941.72967849992	14697	25%	-3.4990234	Chr01	miss50
PI656024_PI656024	-155080.81397650015	17346	25%	-3.4990234	Chr01	miss50
PI656025_PI656025	-191527.91788259934	20801	25%	-3.4990234	Chr01	miss50
PI656026_PI656026	-152066.9294140993	15370	25%	-3.4990234	Chr01	miss50
PI656027_PI656027	-162231.1625516993	17143	25%	-3.4990234	Chr01	miss50
PI656028_PI656028	-146043.24971159987	15315	25%	-3.4990234	Chr01	miss50
PI656029_PI656029	-187958.8256826003	20697	25%	-3.4990234	Chr01	miss50
PI656031_PI656031	-163218.10593339877	17298	25%	-3.4990234	Chr01	miss50
PI656032_PI656032	-148440.9700732001	20820	25%	-3.4990234	Chr01	miss50
PI656033_PI656033	-198644.46929689968	20469	25%	-3.4990234	Chr01	miss50
PI656034_PI656034	-158964.93575069908	27994	25%	-3.4990234	Chr01	miss50
PI656035_PI656035	-158541.9514798997	16257	25%	-3.4990234	Chr01	miss50
PI656036_PI656036	-177467.01391149982	19581	25%	-3.4990234	Chr01	miss50
PI656037_PI656037	-162827.53989279913	17234	25%	-3.4990234	Chr01	miss50
PI656038_PI656038	-147857.06499420002	16920	25%	-3.4990234	Chr01	miss50
PI656039_PI656039	-153578.00316429877	16360	25%	-3.4990234	Chr01	miss50
PI656040_PI656040	-97405.13838680006	10845	25%	-3.4990234	Chr01	miss50
PI656041_PI656041	-199436.90429449984	20541	25%	-3.4990234	Chr01	miss50
PI656042_PI656042	-153029.4937102991	16070	25%	-3.4990234	Chr01	miss50
PI656043_PI656043	-167995.6624464989	17089	25%	-3.4990234	Chr01	miss50
PI656044_PI656044	-160508.06251379914	16178	25%	-3.4990234	Chr01	miss50
PI656046_PI656046	-189778.22261429977	20029	25%	-3.4990234	Chr01	miss50
PI656047_PI656047	-180944.49349250016	19338	25%	-3.4990234	Chr01	miss50
PI656048_PI656048	-148141.59613329926	14796	25%	-3.4990234	Chr01	miss50
PI656049_PI656049	-146613.62532139968	20345	25%	-3.4990234	Chr01	miss50
PI656050_PI656050	-154261.51059439968	17099	25%	-3.4990234	Chr01	miss50
PI656051_PI656051	-186889.22761370003	18942	25%	-3.4990234	Chr01	miss50
PI656052_PI656052	-176013.5880763005	20106	25%	-3.4990234	Chr01	miss50
PI656053_PI656053	-163966.46132379954	17752	25%	-3.4990234	Chr01	miss50
PI656054_PI656054	-161086.80330989938	18006	25%	-3.4990234	Chr01	miss50
PI656055_PI656055	-166214.61658039945	18792	25%	-3.4990234	Chr01	miss50
PI656056_PI656056	-168092.82032709956	17000	25%	-3.4990234	Chr01	miss50
PI656057_PI656057	-138615.05773499963	21224	25%	-3.4990234	Chr01	miss50
PI656058_PI656058	-185816.9894575001	21563	25%	-3.4990234	Chr01	miss50
PI656059_PI656059	-168211.03351489914	17547	25%	-3.4990234	Chr01	miss50
PI656060_PI656060	-153063.27290329992	16318	25%	-3.4990234	Chr01	miss50
PI656061_PI656061	-151169.0120889997	15372	25%	-3.4990234	Chr01	miss50
PI656062_PI656062	-180803.41334139998	20074	25%	-3.4990234	Chr01	miss50
PI656063_PI656063	-156421.7184649995	23470	25%	-3.4990234	Chr01	miss50
PI656064_PI656064	-163275.6387566997	16787	25%	-3.4990234	Chr01	miss50
