sample	Genetic_load	N_del	cutoff	cutoff_score	chr	miss
PI597950_PI597950	-28926.949470700012	2955	25%	-3.9614258	Chr06	miss50
PI597951_PI597951	-238051.8055843988	22930	25%	-3.9614258	Chr06	miss50
PI597952_PI597952	-159724.47722309924	25288	25%	-3.9614258	Chr06	miss50
PI597957_PI597957	-66120.14127929989	10541	25%	-3.9614258	Chr06	miss50
PI597958_PI597958	-27860.797413799988	2723	25%	-3.9614258	Chr06	miss50
PI597960_PI597960	-25741.20098090002	2598	25%	-3.9614258	Chr06	miss50
PI597961_PI597961	-26670.134321999936	2678	25%	-3.9614258	Chr06	miss50
PI597964_PI597964	-29418.101264300007	2934	25%	-3.9614258	Chr06	miss50
PI597965_PI597965	-26523.03754990002	2747	25%	-3.9614258	Chr06	miss50
PI597966_PI597966	-250755.62061899816	24023	25%	-3.9614258	Chr06	miss50
PI597967_PI597967	-39809.08921420004	3938	25%	-3.9614258	Chr06	miss50
PI597968_PI597968	-231111.15108919985	22405	25%	-3.9614258	Chr06	miss50
PI597971_PI597971	-22713.297609299978	2262	25%	-3.9614258	Chr06	miss50
PI597972_PI597972	-25044.962438100003	2530	25%	-3.9614258	Chr06	miss50
PI597973_PI597973	-31521.450189400024	3134	25%	-3.9614258	Chr06	miss50
PI597976_PI597976	-31941.50893360004	3142	25%	-3.9614258	Chr06	miss50
PI597980_PI597980	-33026.444040600036	3246	25%	-3.9614258	Chr06	miss50
PI597982_PI597982	-26581.416352799966	2686	25%	-3.9614258	Chr06	miss50
PI598069_PI598069	-235878.69462219955	22904	25%	-3.9614258	Chr06	miss50
PI598070_PI598070	-236200.2344722995	23030	25%	-3.9614258	Chr06	miss50
PI601816_PI601816	-30402.906295300018	2997	25%	-3.9614258	Chr06	miss50
PI607931_PI607931	-36350.4226955	3559	25%	-3.9614258	Chr06	miss50
PI609456_PI609456	-42939.231544500006	4461	25%	-3.9614258	Chr06	miss50
PI613536_PI613536	-24843.848937199986	2477	25%	-3.9614258	Chr06	miss50
PI629034_PI629034	-35486.85533909999	3513	25%	-3.9614258	Chr06	miss50
PI629040_PI629040	-227901.59957559925	22043	25%	-3.9614258	Chr06	miss50
PI629059_PI629059	-31680.24120610003	3065	25%	-3.9614258	Chr06	miss50
PI641824_PI641824	-197166.92447479974	23229	25%	-3.9614258	Chr06	miss50
PI641836_PI641836	-38841.40328009994	3803	25%	-3.9614258	Chr06	miss50
PI641849_PI641849	-235334.81646689944	22893	25%	-3.9614258	Chr06	miss50
PI641874_PI641874	-249939.0147262005	23897	25%	-3.9614258	Chr06	miss50
PI642791_PI642791	-33511.14659300009	3270	25%	-3.9614258	Chr06	miss50
PI642793_PI642793	-32829.89386480008	3197	25%	-3.9614258	Chr06	miss50
PI642992_PI642992	-256259.70066729846	24929	25%	-3.9614258	Chr06	miss50
PI642998_PI642998	-226228.1075038988	21959	25%	-3.9614258	Chr06	miss50
PI651492_PI651492	-239007.2679645982	23171	25%	-3.9614258	Chr06	miss50
PI651496_PI651496	-39230.00544709996	3861	25%	-3.9614258	Chr06	miss50
PI653616_PI653616	-41274.80927619997	4154	25%	-3.9614258	Chr06	miss50
PI653617_PI653617	-39419.10426779997	3870	25%	-3.9614258	Chr06	miss50
PI655970_PI655970	-32125.69508780005	3098	25%	-3.9614258	Chr06	miss50
PI655971_PI655971	-249448.00737510013	23825	25%	-3.9614258	Chr06	miss50
PI655972_PI655972	-34615.075848300075	3372	25%	-3.9614258	Chr06	miss50
PI655973_PI655973	-245618.640234299	23687	25%	-3.9614258	Chr06	miss50
PI655974_PI655974	-32309.267811100057	3219	25%	-3.9614258	Chr06	miss50
PI655975_PI655975	-32359.894522600054	3135	25%	-3.9614258	Chr06	miss50
PI655976_PI655976	-34740.050729500035	3396	25%	-3.9614258	Chr06	miss50
PI655977_PI655977	-248963.78550509986	23750	25%	-3.9614258	Chr06	miss50
PI655978_PI655978	-239248.51328159907	22946	25%	-3.9614258	Chr06	miss50
PI655979_PI655979	-30424.930388699984	3017	25%	-3.9614258	Chr06	miss50
PI655980_PI655980	-212411.81212249945	20556	25%	-3.9614258	Chr06	miss50
PI655981_PI655981	-243377.2193217985	23352	25%	-3.9614258	Chr06	miss50
PI655982_PI655982	-32541.106869700077	3159	25%	-3.9614258	Chr06	miss50
PI655983_PI655983	-38580.73503739996	3768	25%	-3.9614258	Chr06	miss50
PI655984_PI655984	-244052.98211669884	23689	25%	-3.9614258	Chr06	miss50
PI655985_PI655985	-238896.8504969991	22800	25%	-3.9614258	Chr06	miss50
PI655986_PI655986	-235488.7572336986	22286	25%	-3.9614258	Chr06	miss50
PI655987_PI655987	-31994.42915730007	3090	25%	-3.9614258	Chr06	miss50
PI655988_PI655988	-32766.049272800068	3181	25%	-3.9614258	Chr06	miss50
PI655989_PI655989	-34033.0013910001	3484	25%	-3.9614258	Chr06	miss50
PI655990_PI655990	-253307.4210538001	24115	25%	-3.9614258	Chr06	miss50
PI655991_PI655991	-66990.48095719978	10563	25%	-3.9614258	Chr06	miss50
PI655992_PI655992	-49175.744055999996	7040	25%	-3.9614258	Chr06	miss50
PI655993_PI655993	-33914.16783970005	3522	25%	-3.9614258	Chr06	miss50
PI655994_PI655994	-238903.90363949913	22964	25%	-3.9614258	Chr06	miss50
PI655995_PI655995	-227126.24847849918	22024	25%	-3.9614258	Chr06	miss50
PI655996_PI655996	-238961.74633489904	23529	25%	-3.9614258	Chr06	miss50
PI655997_PI655997	-245873.45831569965	23344	25%	-3.9614258	Chr06	miss50
PI655998_PI655998	-35042.90494570005	3425	25%	-3.9614258	Chr06	miss50
PI655999_PI655999	-199996.58853499952	19870	25%	-3.9614258	Chr06	miss50
PI656000_PI656000	-24623.828313200018	2395	25%	-3.9614258	Chr06	miss50
PI656001_PI656001	-38681.639389400014	3825	25%	-3.9614258	Chr06	miss50
PI656002_PI656002	-31920.09150940007	3098	25%	-3.9614258	Chr06	miss50
PI656003_PI656003	-237754.91056259998	22838	25%	-3.9614258	Chr06	miss50
PI656004_PI656004	-35877.38985439996	3521	25%	-3.9614258	Chr06	miss50
PI656005_PI656005	-39066.79240320005	3818	25%	-3.9614258	Chr06	miss50
PI656006_PI656006	-241998.71604589882	23395	25%	-3.9614258	Chr06	miss50
PI656007_PI656007	-38219.069775599964	3966	25%	-3.9614258	Chr06	miss50
PI656008_PI656008	-265210.6496983982	25545	25%	-3.9614258	Chr06	miss50
PI656009_PI656009	-28244.651738699984	2911	25%	-3.9614258	Chr06	miss50
PI656010_PI656010	-231135.2858955984	23841	25%	-3.9614258	Chr06	miss50
PI656011_PI656011	-236995.21782029912	24887	25%	-3.9614258	Chr06	miss50
PI656012_PI656012	-227965.78683729868	22264	25%	-3.9614258	Chr06	miss50
PI656013_PI656013	-222666.62818259955	28230	25%	-3.9614258	Chr06	miss50
PI656014_PI656014	-215608.38489400008	30403	25%	-3.9614258	Chr06	miss50
PI656015_PI656015	-244367.04648789845	23342	25%	-3.9614258	Chr06	miss50
PI656016_PI656016	-30925.261757900058	2997	25%	-3.9614258	Chr06	miss50
PI656017_PI656017	-238318.53155979927	22973	25%	-3.9614258	Chr06	miss50
PI656018_PI656018	-31746.555016400103	3068	25%	-3.9614258	Chr06	miss50
PI656019_PI656019	-33249.91976000007	3329	25%	-3.9614258	Chr06	miss50
PI656020_PI656020	-24008.524075599988	2469	25%	-3.9614258	Chr06	miss50
PI656021_PI656021	-232610.54129760008	24447	25%	-3.9614258	Chr06	miss50
PI656022_PI656022	-33242.82548950005	3351	25%	-3.9614258	Chr06	miss50
PI656023_PI656023	-37759.259041499994	3662	25%	-3.9614258	Chr06	miss50
PI656024_PI656024	-34554.818751900006	3731	25%	-3.9614258	Chr06	miss50
PI656025_PI656025	-228821.14748989925	23097	25%	-3.9614258	Chr06	miss50
PI656026_PI656026	-26616.77412719995	2617	25%	-3.9614258	Chr06	miss50
PI656027_PI656027	-42717.20441969999	4253	25%	-3.9614258	Chr06	miss50
PI656028_PI656028	-36705.22266500002	3716	25%	-3.9614258	Chr06	miss50
PI656029_PI656029	-24991.198388399986	2719	25%	-3.9614258	Chr06	miss50
PI656031_PI656031	-38293.827654099965	3849	25%	-3.9614258	Chr06	miss50
PI656032_PI656032	-238077.87090770004	25296	25%	-3.9614258	Chr06	miss50
PI656033_PI656033	-237040.939556799	22848	25%	-3.9614258	Chr06	miss50
PI656034_PI656034	-102180.86227929962	18210	25%	-3.9614258	Chr06	miss50
PI656035_PI656035	-240628.80379809777	23161	25%	-3.9614258	Chr06	miss50
PI656036_PI656036	-237948.83185359833	25941	25%	-3.9614258	Chr06	miss50
PI656037_PI656037	-28449.535446400027	3054	25%	-3.9614258	Chr06	miss50
PI656038_PI656038	-36634.267597300044	4177	25%	-3.9614258	Chr06	miss50
PI656039_PI656039	-255877.8507281991	25777	25%	-3.9614258	Chr06	miss50
PI656040_PI656040	-244841.36287230058	24680	25%	-3.9614258	Chr06	miss50
PI656041_PI656041	-238306.18542269876	23003	25%	-3.9614258	Chr06	miss50
PI656042_PI656042	-234483.76983859917	23818	25%	-3.9614258	Chr06	miss50
PI656043_PI656043	-36282.619609599955	3589	25%	-3.9614258	Chr06	miss50
PI656044_PI656044	-30042.855583399978	2958	25%	-3.9614258	Chr06	miss50
PI656046_PI656046	-244627.19592339912	24563	25%	-3.9614258	Chr06	miss50
PI656047_PI656047	-231834.07139859928	23564	25%	-3.9614258	Chr06	miss50
PI656048_PI656048	-33071.54807390003	3267	25%	-3.9614258	Chr06	miss50
PI656049_PI656049	-35355.58481939994	4466	25%	-3.9614258	Chr06	miss50
PI656050_PI656050	-219510.38799989872	23323	25%	-3.9614258	Chr06	miss50
PI656051_PI656051	-33332.38324830003	3258	25%	-3.9614258	Chr06	miss50
PI656052_PI656052	-229268.9771317004	24145	25%	-3.9614258	Chr06	miss50
PI656053_PI656053	-42331.721026999985	4619	25%	-3.9614258	Chr06	miss50
PI656054_PI656054	-203180.98808049902	21700	25%	-3.9614258	Chr06	miss50
PI656055_PI656055	-29639.8465325	3000	25%	-3.9614258	Chr06	miss50
PI656056_PI656056	-26184.957657499985	2570	25%	-3.9614258	Chr06	miss50
PI656057_PI656057	-238993.70814089946	29651	25%	-3.9614258	Chr06	miss50
PI656058_PI656058	-38585.12760910001	3971	25%	-3.9614258	Chr06	miss50
PI656059_PI656059	-28687.0447513	3035	25%	-3.9614258	Chr06	miss50
PI656060_PI656060	-38261.33658240002	4443	25%	-3.9614258	Chr06	miss50
PI656061_PI656061	-32010.781440100054	3258	25%	-3.9614258	Chr06	miss50
PI656062_PI656062	-237744.75852249836	25185	25%	-3.9614258	Chr06	miss50
PI656063_PI656063	-48064.42365289998	7721	25%	-3.9614258	Chr06	miss50
PI656064_PI656064	-245249.0601965992	23702	25%	-3.9614258	Chr06	miss50
