sample	Genetic_load	N_del	cutoff	cutoff_score	chr	miss
PI533863_PI533863	-132426.17183289988	13312	25%	-3.6359863	Chr05	miss50
PI533866_PI533866	-86158.59945079993	8799	25%	-3.6359863	Chr05	miss50
PI533869_PI533869	-110057.86205279983	11216	25%	-3.6359863	Chr05	miss50
PI533871_PI533871	-116058.13215399979	11693	25%	-3.6359863	Chr05	miss50
PI533876_PI533876	-186815.8486643998	33748	25%	-3.6359863	Chr05	miss50
PI533877_PI533877	-91949.85032389982	11947	25%	-3.6359863	Chr05	miss50
PI533878_PI533878	-125105.32655469987	12788	25%	-3.6359863	Chr05	miss50
PI533882_PI533882	-81498.84165659994	8459	25%	-3.6359863	Chr05	miss50
PI533901_PI533901	-119069.40325609998	12075	25%	-3.6359863	Chr05	miss50
PI533902_PI533902	-273827.68888559984	27426	25%	-3.6359863	Chr05	miss50
PI533903_PI533903	-109124.41168239995	11085	25%	-3.6359863	Chr05	miss50
PI533910_PI533910	-139265.68552799968	14299	25%	-3.6359863	Chr05	miss50
PI533911_PI533911	-133365.10193829986	14158	25%	-3.6359863	Chr05	miss50
PI533912_PI533912	-108149.08062729989	10972	25%	-3.6359863	Chr05	miss50
PI533913_PI533913	-86809.7251498	8908	25%	-3.6359863	Chr05	miss50
PI533915_PI533915	-103435.14487609996	10477	25%	-3.6359863	Chr05	miss50
PI533919_PI533919	-102350.17857860024	10653	25%	-3.6359863	Chr05	miss50
PI533921_PI533921	-148645.99665989986	15162	25%	-3.6359863	Chr05	miss50
PI533924_PI533924	-254696.79672219965	25511	25%	-3.6359863	Chr05	miss50
PI533927_PI533927	-110542.03654719982	11278	25%	-3.6359863	Chr05	miss50
PI533936_PI533936	-280368.0741413993	27752	25%	-3.6359863	Chr05	miss50
PI533937_PI533937	-276637.31288719893	27446	25%	-3.6359863	Chr05	miss50
PI533938_PI533938	-80787.32846290006	8384	25%	-3.6359863	Chr05	miss50
PI533939_PI533939	-191919.2318606989	34048	25%	-3.6359863	Chr05	miss50
PI533940_PI533940	-143232.75881729962	14357	25%	-3.6359863	Chr05	miss50
PI533943_PI533943	-273905.5537610991	27590	25%	-3.6359863	Chr05	miss50
PI533948_PI533948	-279492.98732809915	27559	25%	-3.6359863	Chr05	miss50
PI533949_PI533949	-140564.7403729	14095	25%	-3.6359863	Chr05	miss50
PI533954_PI533954	-271634.81931010017	27095	25%	-3.6359863	Chr05	miss50
PI533955_PI533955	-274083.1867247989	27048	25%	-3.6359863	Chr05	miss50
PI533956_PI533956	-261819.1685337003	26035	25%	-3.6359863	Chr05	miss50
PI533957_PI533957	-262707.50534929906	26114	25%	-3.6359863	Chr05	miss50
PI533961_PI533961	-111886.94264089987	11289	25%	-3.6359863	Chr05	miss50
PI533962_PI533962	-109297.83379119993	11054	25%	-3.6359863	Chr05	miss50
PI533964_PI533964	-117327.30014839984	11741	25%	-3.6359863	Chr05	miss50
PI533965_PI533965	-141731.99245500047	14294	25%	-3.6359863	Chr05	miss50
PI533967_PI533967	-109479.50619089974	11094	25%	-3.6359863	Chr05	miss50
PI533970_PI533970	-115406.8993364999	11601	25%	-3.6359863	Chr05	miss50
PI533972_PI533972	-111114.11762659976	11131	25%	-3.6359863	Chr05	miss50
PI533976_PI533976	-108436.83205929995	11053	25%	-3.6359863	Chr05	miss50
PI533979_PI533979	-281232.9377537987	27802	25%	-3.6359863	Chr05	miss50
PI533980_PI533980	-114061.22830179977	11411	25%	-3.6359863	Chr05	miss50
PI533985_PI533985	-116419.79147509976	11685	25%	-3.6359863	Chr05	miss50
PI533986_PI533986	-119410.38112389986	11892	25%	-3.6359863	Chr05	miss50
PI533987_PI533987	-111520.69007160002	11220	25%	-3.6359863	Chr05	miss50
PI533989_PI533989	-116882.36166659977	12179	25%	-3.6359863	Chr05	miss50
PI533991_PI533991	-116265.78255709996	11652	25%	-3.6359863	Chr05	miss50
PI533996_PI533996	-107493.7234486999	10933	25%	-3.6359863	Chr05	miss50
PI533997_PI533997	-80872.0695757998	8653	25%	-3.6359863	Chr05	miss50
PI534009_PI534009	-147761.93682170028	15021	25%	-3.6359863	Chr05	miss50
PI534021_PI534021	-149183.03062860068	15158	25%	-3.6359863	Chr05	miss50
PI534028_PI534028	-124588.32357339982	12615	25%	-3.6359863	Chr05	miss50
PI534037_PI534037	-79792.87373299997	8359	25%	-3.6359863	Chr05	miss50
PI534046_PI534046	-143212.84040259992	14409	25%	-3.6359863	Chr05	miss50
PI534047_PI534047	-112338.59389009996	11428	25%	-3.6359863	Chr05	miss50
PI534053_PI534053	-106195.87535320011	10693	25%	-3.6359863	Chr05	miss50
PI534054_PI534054	-128828.07613749972	12964	25%	-3.6359863	Chr05	miss50
PI534063_PI534063	-117729.4173702	11867	25%	-3.6359863	Chr05	miss50
PI534070_PI534070	-117613.88650090003	11833	25%	-3.6359863	Chr05	miss50
PI534075_PI534075	-131787.21142609997	13734	25%	-3.6359863	Chr05	miss50
PI534079_PI534079	-109780.11148809979	11168	25%	-3.6359863	Chr05	miss50
PI534088_PI534088	-124119.05178329992	12450	25%	-3.6359863	Chr05	miss50
PI534092_PI534092	-126545.5012646999	12792	25%	-3.6359863	Chr05	miss50
PI534096_PI534096	-65351.345284500036	6852	25%	-3.6359863	Chr05	miss50
PI534097_PI534097	-279396.73872999864	27819	25%	-3.6359863	Chr05	miss50
PI534099_PI534099	-125207.29153739981	12620	25%	-3.6359863	Chr05	miss50
PI534101_PI534101	-217641.0082922	29284	25%	-3.6359863	Chr05	miss50
PI534105_PI534105	-120261.44019839975	11953	25%	-3.6359863	Chr05	miss50
PI534108_PI534108	-121030.00872169975	12194	25%	-3.6359863	Chr05	miss50
PI534112_PI534112	-113497.75402989965	14143	25%	-3.6359863	Chr05	miss50
PI534114_PI534114	-263245.2456967998	26098	25%	-3.6359863	Chr05	miss50
PI534115_PI534115	-134881.14324779983	13525	25%	-3.6359863	Chr05	miss50
PI534116_PI534116	-89035.9786486001	9276	25%	-3.6359863	Chr05	miss50
PI534117_PI534117	-97851.47058049987	10066	25%	-3.6359863	Chr05	miss50
PI534123_PI534123	-89564.29162799989	9227	25%	-3.6359863	Chr05	miss50
PI534124_PI534124	-92975.31668990008	9621	25%	-3.6359863	Chr05	miss50
PI534127_PI534127	-102330.0826787999	10476	25%	-3.6359863	Chr05	miss50
PI534128_PI534128	-84865.06245159994	8884	25%	-3.6359863	Chr05	miss50
PI534132_PI534132	-120760.31256189957	18342	25%	-3.6359863	Chr05	miss50
PI534133_PI534133	-85894.06120020003	8816	25%	-3.6359863	Chr05	miss50
PI534135_PI534135	-87622.79075460002	8910	25%	-3.6359863	Chr05	miss50
PI534137_PI534137	-93055.10611669999	9530	25%	-3.6359863	Chr05	miss50
PI534138_PI534138	-133196.25623660002	13530	25%	-3.6359863	Chr05	miss50
PI534139_PI534139	-281071.48374539986	27914	25%	-3.6359863	Chr05	miss50
PI534144_PI534144	-104408.53751999995	10680	25%	-3.6359863	Chr05	miss50
PI534145_PI534145	-116875.68671339998	11755	25%	-3.6359863	Chr05	miss50
PI534148_PI534148	-118589.42441729999	12004	25%	-3.6359863	Chr05	miss50
PI534155_PI534155	-100939.86234860007	10615	25%	-3.6359863	Chr05	miss50
PI534157_PI534157	-120162.17794069936	15365	25%	-3.6359863	Chr05	miss50
PI534163_PI534163	-112254.36591289983	11373	25%	-3.6359863	Chr05	miss50
PI534167_PI534167	-109614.77471790001	11195	25%	-3.6359863	Chr05	miss50
PI540816_PI540816	-110650.98909859986	11108	25%	-3.6359863	Chr05	miss50
PI542406_PI542406	-112357.3498300998	11333	25%	-3.6359863	Chr05	miss50
PI542718_PI542718	-118606.81902169998	11896	25%	-3.6359863	Chr05	miss50
PI548797_PI548797	-113820.77066039976	11460	25%	-3.6359863	Chr05	miss50
PI552856_PI552856	-117107.46969339973	11561	25%	-3.6359863	Chr05	miss50
PI552861_PI552861	-117191.98632829965	11563	25%	-3.6359863	Chr05	miss50
PI561071_PI561071	-125499.23937489961	12594	25%	-3.6359863	Chr05	miss50
PI561072_PI561072	-278229.02969419956	27375	25%	-3.6359863	Chr05	miss50
PI561073_PI561073	-272021.08024060057	27285	25%	-3.6359863	Chr05	miss50
PI561472_PI561472	-245976.96567750035	26406	25%	-3.6359863	Chr05	miss50
PI562730_PI562730	-68458.90415529993	7128	25%	-3.6359863	Chr05	miss50
PI564163_PI564163	-116334.72992389971	11854	25%	-3.6359863	Chr05	miss50
PI564164_PI564164	-119754.90239109994	12393	25%	-3.6359863	Chr05	miss50
PI564165_PI564165	-120895.30327509981	12069	25%	-3.6359863	Chr05	miss50
PI565121_PI565121	-118545.0607127997	11724	25%	-3.6359863	Chr05	miss50
PI566819_PI566819	-273673.9770138005	28209	25%	-3.6359863	Chr05	miss50
PI576130_PI576130	-120222.0473349997	11938	25%	-3.6359863	Chr05	miss50
PI576332_PI576332	-281001.95015209896	27930	25%	-3.6359863	Chr05	miss50
PI576333_PI576333	-274098.95178589935	27150	25%	-3.6359863	Chr05	miss50
PI576337_PI576337	-197957.61696440025	34926	25%	-3.6359863	Chr05	miss50
PI576339_PI576339	-275075.7138844999	27153	25%	-3.6359863	Chr05	miss50
PI576340_PI576340	-275543.71021489945	27227	25%	-3.6359863	Chr05	miss50
PI576345_PI576345	-111465.68605349968	11186	25%	-3.6359863	Chr05	miss50
PI576347_PI576347	-93948.3455175	9662	25%	-3.6359863	Chr05	miss50
PI576348_PI576348	-71971.94274789981	8102	25%	-3.6359863	Chr05	miss50
PI576349_PI576349	-72431.43434889996	7635	25%	-3.6359863	Chr05	miss50
PI576350_PI576350	-91305.54820589986	15575	25%	-3.6359863	Chr05	miss50
PI576352_PI576352	-276064.4446660001	27328	25%	-3.6359863	Chr05	miss50
PI576359_PI576359	-119676.7743875	12079	25%	-3.6359863	Chr05	miss50
PI576364_PI576364	-281998.63147859846	27859	25%	-3.6359863	Chr05	miss50
PI576366_PI576366	-111178.98107539973	11436	25%	-3.6359863	Chr05	miss50
PI576373_PI576373	-107977.62182280004	10763	25%	-3.6359863	Chr05	miss50
PI576375_PI576375	-99530.49378929994	10087	25%	-3.6359863	Chr05	miss50
PI576376_PI576376	-114831.85335159986	15548	25%	-3.6359863	Chr05	miss50
PI576380_PI576380	-117536.17518649987	11723	25%	-3.6359863	Chr05	miss50
PI576381_PI576381	-100340.53196299987	10160	25%	-3.6359863	Chr05	miss50
PI576385_PI576385	-120050.30538019993	12054	25%	-3.6359863	Chr05	miss50
PI576386_PI576386	-112396.88052929992	11221	25%	-3.6359863	Chr05	miss50
PI576387_PI576387	-109855.74317899984	10995	25%	-3.6359863	Chr05	miss50
PI576390_PI576390	-152084.30638780052	15284	25%	-3.6359863	Chr05	miss50
PI576391_PI576391	-152373.4680100001	15442	25%	-3.6359863	Chr05	miss50
PI576393_PI576393	-108492.6886653999	11190	25%	-3.6359863	Chr05	miss50
PI576394_PI576394	-280687.3465151993	27838	25%	-3.6359863	Chr05	miss50
PI576396_PI576396	-112741.77475949979	11310	25%	-3.6359863	Chr05	miss50
PI576399_PI576399	-105988.19925209985	10807	25%	-3.6359863	Chr05	miss50
PI576401_PI576401	-107684.16089789983	10816	25%	-3.6359863	Chr05	miss50
PI576418_PI576418	-121862.07013439988	12280	25%	-3.6359863	Chr05	miss50
PI576422_PI576422	-277206.55722159974	27430	25%	-3.6359863	Chr05	miss50
PI576425_PI576425	-105415.3295303	15173	25%	-3.6359863	Chr05	miss50
PI576426_PI576426	-100801.28184879999	10274	25%	-3.6359863	Chr05	miss50
PI576428_PI576428	-261845.91351709978	25824	25%	-3.6359863	Chr05	miss50
PI576434_PI576434	-114015.75743869954	11486	25%	-3.6359863	Chr05	miss50
PI576435_PI576435	-110456.93102090014	11058	25%	-3.6359863	Chr05	miss50
PI576437_PI576437	-143746.70647750018	14444	25%	-3.6359863	Chr05	miss50
PI585291_PI585291	-128818.99460839975	23013	25%	-3.6359863	Chr05	miss50
PI585295_PI585295	-111066.07018509979	11109	25%	-3.6359863	Chr05	miss50
PI595699_PI595699	-108004.72656269983	10785	25%	-3.6359863	Chr05	miss50
PI595702_PI595702	-278083.6968723006	27486	25%	-3.6359863	Chr05	miss50
PI595714_PI595714	-126463.08347079992	12617	25%	-3.6359863	Chr05	miss50
PI595718_PI595718	-110362.4627951998	11115	25%	-3.6359863	Chr05	miss50
PI595720_PI595720	-98973.10671629997	10024	25%	-3.6359863	Chr05	miss50
PI595739_PI595739	-111178.19834159994	11037	25%	-3.6359863	Chr05	miss50
PI595740_PI595740	-112847.81790349985	11637	25%	-3.6359863	Chr05	miss50
PI595741_PI595741	-266611.3478707003	26378	25%	-3.6359863	Chr05	miss50
PI595743_PI595743	-212458.01361770116	30620	25%	-3.6359863	Chr05	miss50
PI595744_PI595744	-117267.29226199971	11695	25%	-3.6359863	Chr05	miss50
PI595745_PI595745	-111562.57236209983	11210	25%	-3.6359863	Chr05	miss50
PI597945_PI597945	-114466.23876619973	11452	25%	-3.6359863	Chr05	miss50
PI597946_PI597946	-270817.17843799986	27114	25%	-3.6359863	Chr05	miss50
PI597949_PI597949	-113096.36355269968	11384	25%	-3.6359863	Chr05	miss50
PI597950_PI597950	-117047.76896159974	11786	25%	-3.6359863	Chr05	miss50
PI597951_PI597951	-263851.6673677998	26138	25%	-3.6359863	Chr05	miss50
PI597952_PI597952	-200193.88554199936	36715	25%	-3.6359863	Chr05	miss50
PI597957_PI597957	-116076.5282327998	15825	25%	-3.6359863	Chr05	miss50
PI597958_PI597958	-262558.95505769964	26080	25%	-3.6359863	Chr05	miss50
PI597960_PI597960	-82993.97963810003	8572	25%	-3.6359863	Chr05	miss50
PI597961_PI597961	-118926.7048470996	11957	25%	-3.6359863	Chr05	miss50
PI597964_PI597964	-133792.41246319984	13432	25%	-3.6359863	Chr05	miss50
PI597965_PI597965	-114909.28955829969	11462	25%	-3.6359863	Chr05	miss50
PI597966_PI597966	-112410.95356069991	11239	25%	-3.6359863	Chr05	miss50
PI597967_PI597967	-120554.61636809986	12001	25%	-3.6359863	Chr05	miss50
PI597968_PI597968	-141671.49324789984	14284	25%	-3.6359863	Chr05	miss50
PI597971_PI597971	-142142.2814553	14249	25%	-3.6359863	Chr05	miss50
PI597972_PI597972	-129560.98029789979	13176	25%	-3.6359863	Chr05	miss50
PI597973_PI597973	-133006.8627403002	13392	25%	-3.6359863	Chr05	miss50
PI597976_PI597976	-117920.99822159966	11891	25%	-3.6359863	Chr05	miss50
PI597980_PI597980	-114190.9757515999	11385	25%	-3.6359863	Chr05	miss50
PI597982_PI597982	-138849.95285449963	14035	25%	-3.6359863	Chr05	miss50
PI598069_PI598069	-150658.76575380046	15242	25%	-3.6359863	Chr05	miss50
PI598070_PI598070	-150695.55349190056	15281	25%	-3.6359863	Chr05	miss50
PI601816_PI601816	-119390.05205039977	11788	25%	-3.6359863	Chr05	miss50
PI607931_PI607931	-112145.03963649993	11233	25%	-3.6359863	Chr05	miss50
PI609456_PI609456	-64343.31080180002	6816	25%	-3.6359863	Chr05	miss50
PI613536_PI613536	-110490.34986510013	11099	25%	-3.6359863	Chr05	miss50
PI629034_PI629034	-115685.3741797998	11553	25%	-3.6359863	Chr05	miss50
PI629040_PI629040	-125907.74646629977	12714	25%	-3.6359863	Chr05	miss50
PI629059_PI629059	-116565.09543229968	11491	25%	-3.6359863	Chr05	miss50
PI641824_PI641824	-265706.2616388002	29123	25%	-3.6359863	Chr05	miss50
PI641836_PI641836	-272169.43738299917	26924	25%	-3.6359863	Chr05	miss50
PI641849_PI641849	-269733.80475050036	27191	25%	-3.6359863	Chr05	miss50
PI641874_PI641874	-278337.4390434995	27736	25%	-3.6359863	Chr05	miss50
PI642791_PI642791	-147324.88480319997	14680	25%	-3.6359863	Chr05	miss50
PI642793_PI642793	-134424.8197724998	13438	25%	-3.6359863	Chr05	miss50
PI642992_PI642992	-125717.85656839966	12608	25%	-3.6359863	Chr05	miss50
PI642998_PI642998	-67916.38330419993	7050	25%	-3.6359863	Chr05	miss50
PI651492_PI651492	-110329.69190259976	11121	25%	-3.6359863	Chr05	miss50
PI651496_PI651496	-111985.06852039986	11209	25%	-3.6359863	Chr05	miss50
PI653616_PI653616	-111688.49140919973	11670	25%	-3.6359863	Chr05	miss50
PI653617_PI653617	-112200.47461669988	11226	25%	-3.6359863	Chr05	miss50
PI655970_PI655970	-278919.6894274992	27486	25%	-3.6359863	Chr05	miss50
PI655971_PI655971	-115068.38653309998	11591	25%	-3.6359863	Chr05	miss50
PI655972_PI655972	-272130.0597473985	26952	25%	-3.6359863	Chr05	miss50
PI655973_PI655973	-112791.13894269963	11233	25%	-3.6359863	Chr05	miss50
PI655974_PI655974	-268812.55099460104	28244	25%	-3.6359863	Chr05	miss50
PI655975_PI655975	-285498.26925279904	28175	25%	-3.6359863	Chr05	miss50
PI655976_PI655976	-272045.7238234989	26916	25%	-3.6359863	Chr05	miss50
PI655977_PI655977	-111109.6022891998	11172	25%	-3.6359863	Chr05	miss50
PI655978_PI655978	-279714.54050919926	27850	25%	-3.6359863	Chr05	miss50
PI655979_PI655979	-121346.70133699979	12163	25%	-3.6359863	Chr05	miss50
PI655980_PI655980	-110113.35153689962	11040	25%	-3.6359863	Chr05	miss50
PI655981_PI655981	-115933.05469489985	11670	25%	-3.6359863	Chr05	miss50
PI655982_PI655982	-121375.5983110996	12037	25%	-3.6359863	Chr05	miss50
PI655983_PI655983	-273237.06158039917	26951	25%	-3.6359863	Chr05	miss50
PI655984_PI655984	-274400.607963299	27656	25%	-3.6359863	Chr05	miss50
PI655985_PI655985	-115125.2996215	11512	25%	-3.6359863	Chr05	miss50
PI655986_PI655986	-114326.66628930003	11357	25%	-3.6359863	Chr05	miss50
PI655987_PI655987	-263818.6926955	25973	25%	-3.6359863	Chr05	miss50
PI655988_PI655988	-284455.4536673989	28610	25%	-3.6359863	Chr05	miss50
PI655989_PI655989	-256260.1865801996	26198	25%	-3.6359863	Chr05	miss50
PI655990_PI655990	-115193.18706799993	11546	25%	-3.6359863	Chr05	miss50
PI655991_PI655991	-227148.2263442994	33397	25%	-3.6359863	Chr05	miss50
PI655992_PI655992	-232396.70072470015	32698	25%	-3.6359863	Chr05	miss50
PI655993_PI655993	-271797.83770649956	28307	25%	-3.6359863	Chr05	miss50
PI655994_PI655994	-136490.79821989994	20473	25%	-3.6359863	Chr05	miss50
PI655995_PI655995	-69077.92438239984	7132	25%	-3.6359863	Chr05	miss50
PI655996_PI655996	-116290.53191559979	11733	25%	-3.6359863	Chr05	miss50
PI655997_PI655997	-120804.82188159958	12012	25%	-3.6359863	Chr05	miss50
PI655998_PI655998	-122216.95639149976	12294	25%	-3.6359863	Chr05	miss50
PI655999_PI655999	-72730.77403669988	7793	25%	-3.6359863	Chr05	miss50
PI656000_PI656000	-117278.20244969975	11555	25%	-3.6359863	Chr05	miss50
PI656001_PI656001	-119794.27167599967	11857	25%	-3.6359863	Chr05	miss50
PI656002_PI656002	-278039.8600758993	27583	25%	-3.6359863	Chr05	miss50
PI656003_PI656003	-281197.5587315988	27903	25%	-3.6359863	Chr05	miss50
PI656004_PI656004	-277155.95512839925	27769	25%	-3.6359863	Chr05	miss50
PI656005_PI656005	-271479.21727479994	26975	25%	-3.6359863	Chr05	miss50
PI656006_PI656006	-112079.0688582998	11295	25%	-3.6359863	Chr05	miss50
PI656007_PI656007	-111747.86384359986	11469	25%	-3.6359863	Chr05	miss50
PI656008_PI656008	-119013.94808799967	11886	25%	-3.6359863	Chr05	miss50
PI656009_PI656009	-120154.02486459975	12038	25%	-3.6359863	Chr05	miss50
PI656010_PI656010	-121473.85201610034	13187	25%	-3.6359863	Chr05	miss50
PI656011_PI656011	-113915.9817873997	12172	25%	-3.6359863	Chr05	miss50
PI656012_PI656012	-114465.34084219998	11636	25%	-3.6359863	Chr05	miss50
PI656013_PI656013	-118358.3053377001	15033	25%	-3.6359863	Chr05	miss50
PI656014_PI656014	-90691.76081099981	15358	25%	-3.6359863	Chr05	miss50
PI656015_PI656015	-114611.40208889982	11421	25%	-3.6359863	Chr05	miss50
PI656016_PI656016	-125807.02963019976	12440	25%	-3.6359863	Chr05	miss50
PI656017_PI656017	-115734.64364749989	11637	25%	-3.6359863	Chr05	miss50
PI656018_PI656018	-285097.7734560992	28151	25%	-3.6359863	Chr05	miss50
PI656019_PI656019	-260394.04480909914	26188	25%	-3.6359863	Chr05	miss50
PI656020_PI656020	-259904.1583736997	26469	25%	-3.6359863	Chr05	miss50
PI656021_PI656021	-116209.57624379994	12697	25%	-3.6359863	Chr05	miss50
PI656022_PI656022	-262570.04544949986	28791	25%	-3.6359863	Chr05	miss50
PI656023_PI656023	-276175.84442359954	27161	25%	-3.6359863	Chr05	miss50
PI656024_PI656024	-121573.99432429981	12637	25%	-3.6359863	Chr05	miss50
PI656025_PI656025	-118204.38376270003	12321	25%	-3.6359863	Chr05	miss50
PI656026_PI656026	-119351.05066139967	11768	25%	-3.6359863	Chr05	miss50
PI656027_PI656027	-114662.53616759984	11655	25%	-3.6359863	Chr05	miss50
PI656028_PI656028	-260255.19770289966	27269	25%	-3.6359863	Chr05	miss50
PI656029_PI656029	-86586.90402070008	9375	25%	-3.6359863	Chr05	miss50
PI656031_PI656031	-119788.59004649964	12216	25%	-3.6359863	Chr05	miss50
PI656032_PI656032	-207349.9755025002	35958	25%	-3.6359863	Chr05	miss50
PI656033_PI656033	-115695.81808259996	11651	25%	-3.6359863	Chr05	miss50
PI656034_PI656034	-123612.7854179998	19746	25%	-3.6359863	Chr05	miss50
PI656035_PI656035	-107023.54265949984	10798	25%	-3.6359863	Chr05	miss50
PI656036_PI656036	-119596.65558639966	12623	25%	-3.6359863	Chr05	miss50
PI656037_PI656037	-117445.38963359992	12010	25%	-3.6359863	Chr05	miss50
PI656038_PI656038	-270668.0036713996	28438	25%	-3.6359863	Chr05	miss50
PI656039_PI656039	-119475.64266849977	12110	25%	-3.6359863	Chr05	miss50
PI656040_PI656040	-123583.88781359972	13312	25%	-3.6359863	Chr05	miss50
PI656041_PI656041	-116054.45962489996	11668	25%	-3.6359863	Chr05	miss50
PI656042_PI656042	-275849.1402800997	27587	25%	-3.6359863	Chr05	miss50
PI656043_PI656043	-119705.14746709984	11865	25%	-3.6359863	Chr05	miss50
PI656044_PI656044	-119597.70552309963	11786	25%	-3.6359863	Chr05	miss50
PI656046_PI656046	-114690.87073699999	11953	25%	-3.6359863	Chr05	miss50
PI656047_PI656047	-142798.41516980008	15283	25%	-3.6359863	Chr05	miss50
PI656048_PI656048	-119265.64706609966	11872	25%	-3.6359863	Chr05	miss50
PI656049_PI656049	-224639.01342939833	30512	25%	-3.6359863	Chr05	miss50
PI656050_PI656050	-106040.8287879998	11124	25%	-3.6359863	Chr05	miss50
PI656051_PI656051	-119313.2103950997	11781	25%	-3.6359863	Chr05	miss50
PI656052_PI656052	-257857.85758210046	28877	25%	-3.6359863	Chr05	miss50
PI656053_PI656053	-117224.1059479997	11928	25%	-3.6359863	Chr05	miss50
PI656054_PI656054	-113228.4752497999	12038	25%	-3.6359863	Chr05	miss50
PI656055_PI656055	-259929.04183579923	26075	25%	-3.6359863	Chr05	miss50
PI656056_PI656056	-119568.21824379967	11805	25%	-3.6359863	Chr05	miss50
PI656057_PI656057	-126525.61376790001	17064	25%	-3.6359863	Chr05	miss50
PI656058_PI656058	-254511.21762730056	28277	25%	-3.6359863	Chr05	miss50
PI656059_PI656059	-117409.16293949974	11710	25%	-3.6359863	Chr05	miss50
PI656060_PI656060	-260116.53264959966	28153	25%	-3.6359863	Chr05	miss50
PI656061_PI656061	-276727.7270887996	28282	25%	-3.6359863	Chr05	miss50
PI656062_PI656062	-115611.56133439962	12540	25%	-3.6359863	Chr05	miss50
PI656063_PI656063	-120654.41675239989	16127	25%	-3.6359863	Chr05	miss50
PI656064_PI656064	-109687.48831570013	11035	25%	-3.6359863	Chr05	miss50
