sample	Genetic_load	N_del	cutoff	cutoff_score	chr	miss
PI533913_PI533913	-82932.60097570004	9156	25%	-3.3007812	Chr02	miss50
PI533915_PI533915	-64893.59332329989	7166	25%	-3.3007812	Chr02	miss50
PI533919_PI533919	-215605.28459979998	23178	25%	-3.3007812	Chr02	miss50
PI533921_PI533921	-186992.2751737993	19883	25%	-3.3007812	Chr02	miss50
PI533924_PI533924	-68434.69463270002	7690	25%	-3.3007812	Chr02	miss50
PI533927_PI533927	-132999.65763650034	14660	25%	-3.3007812	Chr02	miss50
PI533936_PI533936	-84965.78499790005	9101	25%	-3.3007812	Chr02	miss50
PI533937_PI533937	-85837.45117950023	9251	25%	-3.3007812	Chr02	miss50
PI533938_PI533938	-94564.5300138001	10239	25%	-3.3007812	Chr02	miss50
PI533939_PI533939	-191435.72647490044	20012	25%	-3.3007812	Chr02	miss50
PI533940_PI533940	-204869.49404119997	21423	25%	-3.3007812	Chr02	miss50
PI533943_PI533943	-212340.34431949875	22834	25%	-3.3007812	Chr02	miss50
PI533948_PI533948	-90671.14468700018	9656	25%	-3.3007812	Chr02	miss50
PI533949_PI533949	-72581.00765220005	7853	25%	-3.3007812	Chr02	miss50
PI533954_PI533954	-73127.25507160004	7979	25%	-3.3007812	Chr02	miss50
PI533955_PI533955	-86807.72859930003	9316	25%	-3.3007812	Chr02	miss50
PI533956_PI533956	-78561.70288729986	8623	25%	-3.3007812	Chr02	miss50
PI533957_PI533957	-191384.61697570045	20200	25%	-3.3007812	Chr02	miss50
PI533961_PI533961	-80571.087768	8668	25%	-3.3007812	Chr02	miss50
PI533962_PI533962	-69008.16974390006	7497	25%	-3.3007812	Chr02	miss50
PI533964_PI533964	-71473.76443439996	7692	25%	-3.3007812	Chr02	miss50
PI533965_PI533965	-72004.0821482	7825	25%	-3.3007812	Chr02	miss50
PI533967_PI533967	-75293.25640969994	8323	25%	-3.3007812	Chr02	miss50
PI533970_PI533970	-148831.6069872001	16171	25%	-3.3007812	Chr02	miss50
PI533972_PI533972	-70991.61232699985	7651	25%	-3.3007812	Chr02	miss50
PI533976_PI533976	-70451.2916504999	7812	25%	-3.3007812	Chr02	miss50
PI533979_PI533979	-85686.76455290029	9108	25%	-3.3007812	Chr02	miss50
PI533980_PI533980	-66644.5415030999	7220	25%	-3.3007812	Chr02	miss50
PI533985_PI533985	-72097.33356319994	7789	25%	-3.3007812	Chr02	miss50
PI533986_PI533986	-76677.67747670002	8293	25%	-3.3007812	Chr02	miss50
PI533987_PI533987	-75986.9451702999	8205	25%	-3.3007812	Chr02	miss50
PI533989_PI533989	-72508.30576639989	8401	25%	-3.3007812	Chr02	miss50
PI533991_PI533991	-84455.41000070013	9032	25%	-3.3007812	Chr02	miss50
PI533996_PI533996	-188442.7130033999	20394	25%	-3.3007812	Chr02	miss50
PI533997_PI533997	-77213.63319610013	8683	25%	-3.3007812	Chr02	miss50
PI534009_PI534009	-92564.50338650013	10013	25%	-3.3007812	Chr02	miss50
PI534021_PI534021	-188281.28466019937	20132	25%	-3.3007812	Chr02	miss50
PI534028_PI534028	-205114.41622679986	21870	25%	-3.3007812	Chr02	miss50
PI534037_PI534037	-196779.8887384995	20904	25%	-3.3007812	Chr02	miss50
PI534046_PI534046	-215011.4005277994	22975	25%	-3.3007812	Chr02	miss50
PI534047_PI534047	-72099.81542799986	7905	25%	-3.3007812	Chr02	miss50
PI534053_PI534053	-79928.25947750013	8668	25%	-3.3007812	Chr02	miss50
PI534054_PI534054	-77966.16502410022	8505	25%	-3.3007812	Chr02	miss50
PI534063_PI534063	-203381.49273690014	21449	25%	-3.3007812	Chr02	miss50
PI534070_PI534070	-206476.9422830999	21745	25%	-3.3007812	Chr02	miss50
PI534075_PI534075	-206319.06311530023	21931	25%	-3.3007812	Chr02	miss50
PI534079_PI534079	-66624.81411799995	7362	25%	-3.3007812	Chr02	miss50
PI534088_PI534088	-214713.34292400026	22609	25%	-3.3007812	Chr02	miss50
PI534092_PI534092	-207386.63996540048	21866	25%	-3.3007812	Chr02	miss50
PI534096_PI534096	-51409.00197099995	5968	25%	-3.3007812	Chr02	miss50
PI534097_PI534097	-206454.4811215997	21741	25%	-3.3007812	Chr02	miss50
PI534099_PI534099	-70308.11491849982	7679	25%	-3.3007812	Chr02	miss50
PI534101_PI534101	-81872.57008739992	12298	25%	-3.3007812	Chr02	miss50
PI534105_PI534105	-73318.40230869983	7882	25%	-3.3007812	Chr02	miss50
PI534108_PI534108	-70668.65293109996	7715	25%	-3.3007812	Chr02	miss50
PI534112_PI534112	-99722.6405658	16963	25%	-3.3007812	Chr02	miss50
PI534114_PI534114	-73234.28494090006	7910	25%	-3.3007812	Chr02	miss50
PI534115_PI534115	-71277.22777349995	7813	25%	-3.3007812	Chr02	miss50
PI534116_PI534116	-86846.8558648	9623	25%	-3.3007812	Chr02	miss50
PI534117_PI534117	-81833.56693229995	9088	25%	-3.3007812	Chr02	miss50
PI534123_PI534123	-68055.43413680003	7503	25%	-3.3007812	Chr02	miss50
PI534124_PI534124	-67168.11442079999	7610	25%	-3.3007812	Chr02	miss50
PI534127_PI534127	-221429.90012970025	23785	25%	-3.3007812	Chr02	miss50
PI534128_PI534128	-219396.8236020007	23310	25%	-3.3007812	Chr02	miss50
PI534132_PI534132	-201737.19503690078	23245	25%	-3.3007812	Chr02	miss50
PI534133_PI534133	-220633.59080120016	23269	25%	-3.3007812	Chr02	miss50
PI534135_PI534135	-225260.5001426001	23675	25%	-3.3007812	Chr02	miss50
PI534137_PI534137	-70237.38980809995	7708	25%	-3.3007812	Chr02	miss50
PI534138_PI534138	-73465.20044769988	8070	25%	-3.3007812	Chr02	miss50
PI534139_PI534139	-75486.6073562	8244	25%	-3.3007812	Chr02	miss50
PI534144_PI534144	-193147.1183817999	20522	25%	-3.3007812	Chr02	miss50
PI534145_PI534145	-196420.0766995998	20702	25%	-3.3007812	Chr02	miss50
PI534148_PI534148	-140815.6865558993	15394	25%	-3.3007812	Chr02	miss50
PI534155_PI534155	-216927.7024761999	23343	25%	-3.3007812	Chr02	miss50
PI534157_PI534157	-203932.78847509937	30554	25%	-3.3007812	Chr02	miss50
PI534163_PI534163	-87779.91175620015	9493	25%	-3.3007812	Chr02	miss50
PI534167_PI534167	-177926.94688160025	18864	25%	-3.3007812	Chr02	miss50
PI540816_PI540816	-212627.82687549983	22385	25%	-3.3007812	Chr02	miss50
PI542406_PI542406	-56990.13459909989	6432	25%	-3.3007812	Chr02	miss50
PI542718_PI542718	-206053.13565510037	21584	25%	-3.3007812	Chr02	miss50
PI548797_PI548797	-67484.70261780004	7415	25%	-3.3007812	Chr02	miss50
PI552856_PI552856	-230208.80685889997	24257	25%	-3.3007812	Chr02	miss50
PI552861_PI552861	-88503.39226910002	9403	25%	-3.3007812	Chr02	miss50
PI561071_PI561071	-80071.60000050002	8668	25%	-3.3007812	Chr02	miss50
PI561072_PI561072	-87727.6292357001	9335	25%	-3.3007812	Chr02	miss50
PI561073_PI561073	-88200.3765398001	9539	25%	-3.3007812	Chr02	miss50
PI561472_PI561472	-212783.18835730094	24334	25%	-3.3007812	Chr02	miss50
PI562730_PI562730	-70890.50396070008	8017	25%	-3.3007812	Chr02	miss50
PI564163_PI564163	-84453.37554180011	9250	25%	-3.3007812	Chr02	miss50
PI564164_PI564164	-211195.41735280043	24166	25%	-3.3007812	Chr02	miss50
PI564165_PI564165	-223368.72656869964	23594	25%	-3.3007812	Chr02	miss50
PI565121_PI565121	-77590.99770749992	8309	25%	-3.3007812	Chr02	miss50
PI566819_PI566819	-84983.02215550003	9262	25%	-3.3007812	Chr02	miss50
PI576130_PI576130	-173854.8937118999	18222	25%	-3.3007812	Chr02	miss50
PI576332_PI576332	-88138.0839471	9476	25%	-3.3007812	Chr02	miss50
PI576333_PI576333	-85386.13331720012	9171	25%	-3.3007812	Chr02	miss50
PI576337_PI576337	-91273.01552259953	10870	25%	-3.3007812	Chr02	miss50
PI576339_PI576339	-83852.43778020008	8953	25%	-3.3007812	Chr02	miss50
PI576340_PI576340	-85819.88454400018	9181	25%	-3.3007812	Chr02	miss50
PI576345_PI576345	-82419.67759830011	8809	25%	-3.3007812	Chr02	miss50
PI576347_PI576347	-68177.42117609996	8544	25%	-3.3007812	Chr02	miss50
PI576348_PI576348	-65950.58782419999	7986	25%	-3.3007812	Chr02	miss50
PI576349_PI576349	-188902.28248349892	20642	25%	-3.3007812	Chr02	miss50
PI576350_PI576350	-79717.45858649975	11126	25%	-3.3007812	Chr02	miss50
PI576352_PI576352	-74680.57453820019	8086	25%	-3.3007812	Chr02	miss50
PI576359_PI576359	-222033.35530669973	23386	25%	-3.3007812	Chr02	miss50
PI576364_PI576364	-86941.4077188999	9297	25%	-3.3007812	Chr02	miss50
PI576366_PI576366	-76576.88502690005	9849	25%	-3.3007812	Chr02	miss50
PI576373_PI576373	-89923.65231260005	9582	25%	-3.3007812	Chr02	miss50
PI576375_PI576375	-219374.6682934995	22995	25%	-3.3007812	Chr02	miss50
PI576376_PI576376	-143803.96636269902	21654	25%	-3.3007812	Chr02	miss50
PI576380_PI576380	-73666.80936979988	7942	25%	-3.3007812	Chr02	miss50
PI576381_PI576381	-221372.4706772001	23351	25%	-3.3007812	Chr02	miss50
PI576385_PI576385	-196226.31612759977	20592	25%	-3.3007812	Chr02	miss50
PI576386_PI576386	-70716.56060209994	7619	25%	-3.3007812	Chr02	miss50
PI576387_PI576387	-72889.29296619997	7811	25%	-3.3007812	Chr02	miss50
PI576390_PI576390	-92562.06216829996	9983	25%	-3.3007812	Chr02	miss50
PI576391_PI576391	-216060.35077320013	22858	25%	-3.3007812	Chr02	miss50
PI576393_PI576393	-123812.68617839972	20718	25%	-3.3007812	Chr02	miss50
PI576394_PI576394	-203431.52148359967	21349	25%	-3.3007812	Chr02	miss50
PI576396_PI576396	-70263.41140939998	7555	25%	-3.3007812	Chr02	miss50
PI576399_PI576399	-67469.00340259995	7487	25%	-3.3007812	Chr02	miss50
PI576401_PI576401	-227560.62180989987	23854	25%	-3.3007812	Chr02	miss50
PI576418_PI576418	-203570.3308762	21443	25%	-3.3007812	Chr02	miss50
PI576422_PI576422	-84104.26739790005	9012	25%	-3.3007812	Chr02	miss50
PI576425_PI576425	-213919.0991094	26181	25%	-3.3007812	Chr02	miss50
PI576426_PI576426	-139812.1376054999	15326	25%	-3.3007812	Chr02	miss50
PI576428_PI576428	-225119.22425219967	23823	25%	-3.3007812	Chr02	miss50
PI576434_PI576434	-73113.53900099991	8046	25%	-3.3007812	Chr02	miss50
PI576435_PI576435	-73551.74066589988	7998	25%	-3.3007812	Chr02	miss50
PI576437_PI576437	-216716.48602939895	23146	25%	-3.3007812	Chr02	miss50
PI585291_PI585291	-222704.1492945	27409	25%	-3.3007812	Chr02	miss50
PI585295_PI585295	-82919.39599860004	8918	25%	-3.3007812	Chr02	miss50
PI595699_PI595699	-210637.77003539953	22117	25%	-3.3007812	Chr02	miss50
PI595702_PI595702	-83781.22434820002	8998	25%	-3.3007812	Chr02	miss50
PI595714_PI595714	-185811.73872230083	19488	25%	-3.3007812	Chr02	miss50
PI595718_PI595718	-69714.09729850008	7609	25%	-3.3007812	Chr02	miss50
PI595720_PI595720	-209654.89768700066	22192	25%	-3.3007812	Chr02	miss50
PI595739_PI595739	-76293.8361509001	8221	25%	-3.3007812	Chr02	miss50
PI595740_PI595740	-158622.27067339944	30459	25%	-3.3007812	Chr02	miss50
PI595741_PI595741	-203940.8256896998	21304	25%	-3.3007812	Chr02	miss50
PI595743_PI595743	-108294.29877889981	16091	25%	-3.3007812	Chr02	miss50
PI595744_PI595744	-87421.86514380017	9346	25%	-3.3007812	Chr02	miss50
PI595745_PI595745	-73461.1908592999	7982	25%	-3.3007812	Chr02	miss50
PI597945_PI597945	-139968.43327709963	15304	25%	-3.3007812	Chr02	miss50
PI597946_PI597946	-72185.68923129994	7876	25%	-3.3007812	Chr02	miss50
PI597949_PI597949	-175714.14074529946	18461	25%	-3.3007812	Chr02	miss50
PI597950_PI597950	-77114.75616820013	8512	25%	-3.3007812	Chr02	miss50
PI597951_PI597951	-208906.9793964008	22081	25%	-3.3007812	Chr02	miss50
PI597952_PI597952	-192640.63746990054	35399	25%	-3.3007812	Chr02	miss50
PI597957_PI597957	-137090.95369369938	21080	25%	-3.3007812	Chr02	miss50
PI597958_PI597958	-85292.61921809996	9250	25%	-3.3007812	Chr02	miss50
PI597960_PI597960	-70218.13901439999	7774	25%	-3.3007812	Chr02	miss50
PI597961_PI597961	-78738.03755959996	8514	25%	-3.3007812	Chr02	miss50
PI597964_PI597964	-72023.64920889998	7776	25%	-3.3007812	Chr02	miss50
PI597965_PI597965	-69233.00463129996	7501	25%	-3.3007812	Chr02	miss50
PI597966_PI597966	-80826.27607829992	8638	25%	-3.3007812	Chr02	miss50
PI597967_PI597967	-71939.80340629998	7818	25%	-3.3007812	Chr02	miss50
PI597968_PI597968	-78055.14397400005	8505	25%	-3.3007812	Chr02	miss50
PI597971_PI597971	-69564.27357459994	7549	25%	-3.3007812	Chr02	miss50
PI597972_PI597972	-78004.43887829999	8576	25%	-3.3007812	Chr02	miss50
PI597973_PI597973	-76315.79162229986	8287	25%	-3.3007812	Chr02	miss50
PI597976_PI597976	-202409.63294569953	21341	25%	-3.3007812	Chr02	miss50
PI597980_PI597980	-67149.94554870002	7238	25%	-3.3007812	Chr02	miss50
PI597982_PI597982	-78090.0151129	8614	25%	-3.3007812	Chr02	miss50
PI598069_PI598069	-69220.9071758	7762	25%	-3.3007812	Chr02	miss50
PI598070_PI598070	-69720.2450373	8171	25%	-3.3007812	Chr02	miss50
PI601816_PI601816	-74302.09319650006	7989	25%	-3.3007812	Chr02	miss50
PI607931_PI607931	-86887.55962680007	9364	25%	-3.3007812	Chr02	miss50
PI609456_PI609456	-51093.064941399956	5991	25%	-3.3007812	Chr02	miss50
PI613536_PI613536	-194142.46719999987	20408	25%	-3.3007812	Chr02	miss50
PI629034_PI629034	-80268.75655600008	8666	25%	-3.3007812	Chr02	miss50
PI629040_PI629040	-221402.74810939975	23353	25%	-3.3007812	Chr02	miss50
PI629059_PI629059	-88785.7663255002	9441	25%	-3.3007812	Chr02	miss50
PI641824_PI641824	-182890.26737359999	22761	25%	-3.3007812	Chr02	miss50
PI641836_PI641836	-87955.47430610014	9424	25%	-3.3007812	Chr02	miss50
PI641849_PI641849	-203762.07682670004	21562	25%	-3.3007812	Chr02	miss50
PI641874_PI641874	-227809.7492335994	24003	25%	-3.3007812	Chr02	miss50
PI642791_PI642791	-230162.42432760005	24364	25%	-3.3007812	Chr02	miss50
PI642793_PI642793	-229275.0306536991	23896	25%	-3.3007812	Chr02	miss50
PI642992_PI642992	-71127.72503949981	7755	25%	-3.3007812	Chr02	miss50
PI642998_PI642998	-131596.6917136001	14434	25%	-3.3007812	Chr02	miss50
PI651492_PI651492	-200315.77074470042	21093	25%	-3.3007812	Chr02	miss50
PI651496_PI651496	-88193.3933860001	9469	25%	-3.3007812	Chr02	miss50
PI653616_PI653616	-86396.32655360001	9474	25%	-3.3007812	Chr02	miss50
PI653617_PI653617	-87748.91278149995	9448	25%	-3.3007812	Chr02	miss50
PI655970_PI655970	-89288.17440009999	9474	25%	-3.3007812	Chr02	miss50
PI655971_PI655971	-226246.36730269977	23813	25%	-3.3007812	Chr02	miss50
PI655972_PI655972	-86781.63644010008	9252	25%	-3.3007812	Chr02	miss50
PI655973_PI655973	-76249.35885120001	8294	25%	-3.3007812	Chr02	miss50
PI655974_PI655974	-88812.73407819992	9613	25%	-3.3007812	Chr02	miss50
PI655975_PI655975	-95512.11780999995	10141	25%	-3.3007812	Chr02	miss50
PI655976_PI655976	-87105.05231480005	9292	25%	-3.3007812	Chr02	miss50
PI655977_PI655977	-72237.26672109995	8000	25%	-3.3007812	Chr02	miss50
PI655978_PI655978	-214688.07469590026	22552	25%	-3.3007812	Chr02	miss50
PI655979_PI655979	-229787.65723669907	24089	25%	-3.3007812	Chr02	miss50
PI655980_PI655980	-63397.38543839984	7106	25%	-3.3007812	Chr02	miss50
PI655981_PI655981	-205350.88121730028	21591	25%	-3.3007812	Chr02	miss50
PI655982_PI655982	-89306.03109399993	9509	25%	-3.3007812	Chr02	miss50
PI655983_PI655983	-87743.46898230012	9377	25%	-3.3007812	Chr02	miss50
PI655984_PI655984	-89547.77272479993	9628	25%	-3.3007812	Chr02	miss50
PI655985_PI655985	-228027.73104619904	23829	25%	-3.3007812	Chr02	miss50
PI655986_PI655986	-228093.88900169922	23730	25%	-3.3007812	Chr02	miss50
PI655987_PI655987	-89739.23183559995	9532	25%	-3.3007812	Chr02	miss50
PI655988_PI655988	-89604.5699997999	9554	25%	-3.3007812	Chr02	miss50
PI655989_PI655989	-90313.21599529988	9863	25%	-3.3007812	Chr02	miss50
PI655990_PI655990	-228277.4963110991	23967	25%	-3.3007812	Chr02	miss50
PI655991_PI655991	-111721.55600249991	17077	25%	-3.3007812	Chr02	miss50
PI655992_PI655992	-97698.69003990023	13637	25%	-3.3007812	Chr02	miss50
PI655993_PI655993	-95856.68848849997	10494	25%	-3.3007812	Chr02	miss50
PI655994_PI655994	-90015.81698500019	10461	25%	-3.3007812	Chr02	miss50
PI655995_PI655995	-179387.96180059927	19016	25%	-3.3007812	Chr02	miss50
PI655996_PI655996	-222801.46705789943	24161	25%	-3.3007812	Chr02	miss50
PI655997_PI655997	-213535.1147613002	22388	25%	-3.3007812	Chr02	miss50
PI655998_PI655998	-210770.84218610014	22147	25%	-3.3007812	Chr02	miss50
PI655999_PI655999	-76424.03704089973	8738	25%	-3.3007812	Chr02	miss50
PI656000_PI656000	-84932.06324289992	8979	25%	-3.3007812	Chr02	miss50
PI656001_PI656001	-86364.96400559976	9222	25%	-3.3007812	Chr02	miss50
PI656002_PI656002	-73601.9552088001	7918	25%	-3.3007812	Chr02	miss50
PI656003_PI656003	-89257.71118660003	9547	25%	-3.3007812	Chr02	miss50
PI656004_PI656004	-213567.73973679938	22487	25%	-3.3007812	Chr02	miss50
PI656005_PI656005	-94202.44759180008	10066	25%	-3.3007812	Chr02	miss50
PI656006_PI656006	-227957.78606459938	24381	25%	-3.3007812	Chr02	miss50
PI656007_PI656007	-89824.69755439997	9947	25%	-3.3007812	Chr02	miss50
PI656008_PI656008	-77386.55427949998	8508	25%	-3.3007812	Chr02	miss50
PI656009_PI656009	-85731.60161059984	9313	25%	-3.3007812	Chr02	miss50
PI656010_PI656010	-206831.56633099972	23671	25%	-3.3007812	Chr02	miss50
PI656011_PI656011	-215461.15442679985	24789	25%	-3.3007812	Chr02	miss50
PI656012_PI656012	-223179.6694033	23731	25%	-3.3007812	Chr02	miss50
PI656013_PI656013	-196899.78920209972	25476	25%	-3.3007812	Chr02	miss50
PI656014_PI656014	-183421.7062751994	25591	25%	-3.3007812	Chr02	miss50
PI656015_PI656015	-75915.79283759998	8171	25%	-3.3007812	Chr02	miss50
PI656016_PI656016	-223761.44369600003	23608	25%	-3.3007812	Chr02	miss50
PI656017_PI656017	-230684.32520139974	24288	25%	-3.3007812	Chr02	miss50
PI656018_PI656018	-96030.86037930014	10183	25%	-3.3007812	Chr02	miss50
PI656019_PI656019	-227212.499042499	23957	25%	-3.3007812	Chr02	miss50
PI656020_PI656020	-89404.967709	9590	25%	-3.3007812	Chr02	miss50
PI656021_PI656021	-216686.23404969944	25132	25%	-3.3007812	Chr02	miss50
PI656022_PI656022	-88349.09899170006	9894	25%	-3.3007812	Chr02	miss50
PI656023_PI656023	-74551.9325058001	8014	25%	-3.3007812	Chr02	miss50
PI656024_PI656024	-213639.9666805002	24510	25%	-3.3007812	Chr02	miss50
PI656025_PI656025	-203068.18685900047	22231	25%	-3.3007812	Chr02	miss50
PI656026_PI656026	-79282.71552390007	8438	25%	-3.3007812	Chr02	miss50
PI656027_PI656027	-71856.49648659994	8129	25%	-3.3007812	Chr02	miss50
PI656028_PI656028	-72485.41944310021	8421	25%	-3.3007812	Chr02	miss50
PI656029_PI656029	-87580.85300130001	9687	25%	-3.3007812	Chr02	miss50
PI656031_PI656031	-69057.65414859988	7810	25%	-3.3007812	Chr02	miss50
PI656032_PI656032	-122297.49287700011	22266	25%	-3.3007812	Chr02	miss50
PI656033_PI656033	-230495.68076229942	24291	25%	-3.3007812	Chr02	miss50
PI656034_PI656034	-122299.22682789984	23242	25%	-3.3007812	Chr02	miss50
PI656035_PI656035	-77977.49005859996	8460	25%	-3.3007812	Chr02	miss50
PI656036_PI656036	-205913.59679789987	24381	25%	-3.3007812	Chr02	miss50
PI656037_PI656037	-221667.8619282006	24758	25%	-3.3007812	Chr02	miss50
PI656038_PI656038	-81997.05462059991	10076	25%	-3.3007812	Chr02	miss50
PI656039_PI656039	-78573.65515750003	8861	25%	-3.3007812	Chr02	miss50
PI656040_PI656040	-204143.66338549997	22764	25%	-3.3007812	Chr02	miss50
PI656041_PI656041	-230794.51210749985	24310	25%	-3.3007812	Chr02	miss50
PI656042_PI656042	-86031.98552850002	9591	25%	-3.3007812	Chr02	miss50
PI656043_PI656043	-226463.33960079958	23965	25%	-3.3007812	Chr02	miss50
PI656044_PI656044	-71127.06574279997	7647	25%	-3.3007812	Chr02	miss50
PI656046_PI656046	-197068.77715600104	21578	25%	-3.3007812	Chr02	miss50
PI656047_PI656047	-205663.29439030014	23359	25%	-3.3007812	Chr02	miss50
PI656048_PI656048	-84064.97812489996	9021	25%	-3.3007812	Chr02	miss50
PI656049_PI656049	-101243.65560520014	17591	25%	-3.3007812	Chr02	miss50
PI656050_PI656050	-78222.05100309999	9433	25%	-3.3007812	Chr02	miss50
PI656051_PI656051	-225192.56034200056	23669	25%	-3.3007812	Chr02	miss50
PI656052_PI656052	-89026.34363479998	10334	25%	-3.3007812	Chr02	miss50
PI656053_PI656053	-89420.28383260008	10023	25%	-3.3007812	Chr02	miss50
PI656054_PI656054	-199030.08540490037	21981	25%	-3.3007812	Chr02	miss50
PI656055_PI656055	-215362.17145999955	24862	25%	-3.3007812	Chr02	miss50
PI656056_PI656056	-225347.5501212003	23758	25%	-3.3007812	Chr02	miss50
PI656057_PI656057	-88622.20613050002	13870	25%	-3.3007812	Chr02	miss50
PI656058_PI656058	-80907.81482190025	9383	25%	-3.3007812	Chr02	miss50
PI656059_PI656059	-69042.4471096	7629	25%	-3.3007812	Chr02	miss50
PI656060_PI656060	-88867.38716889978	10387	25%	-3.3007812	Chr02	miss50
PI656061_PI656061	-85420.42822099992	9543	25%	-3.3007812	Chr02	miss50
PI656062_PI656062	-216298.8853685992	25572	25%	-3.3007812	Chr02	miss50
PI656063_PI656063	-109921.45441479977	16816	25%	-3.3007812	Chr02	miss50
PI656064_PI656064	-219296.77259129987	23088	25%	-3.3007812	Chr02	miss50
