sample	Genetic_load	N_del	cutoff	cutoff_score	chr	miss
PI533807_PI533807	-140750.04258029998	13707	25%	-3.9101562	Chr08	miss50
PI533810_PI533810	-160102.99852940041	15618	25%	-3.9101562	Chr08	miss50
PI533814_PI533814	-151827.2942308	14761	25%	-3.9101562	Chr08	miss50
PI533821_PI533821	-126853.98959210007	12128	25%	-3.9101562	Chr08	miss50
PI533822_PI533822	-147867.00102780003	14297	25%	-3.9101562	Chr08	miss50
PI533824_PI533824	-148724.94620370024	14439	25%	-3.9101562	Chr08	miss50
PI533830_PI533830	-150942.98713850026	14935	25%	-3.9101562	Chr08	miss50
PI533831_PI533831	-142535.92387470024	14012	25%	-3.9101562	Chr08	miss50
PI533833_PI533833	-92308.3858653999	8916	25%	-3.9101562	Chr08	miss50
PI533838_PI533838	-132839.46198920015	12947	25%	-3.9101562	Chr08	miss50
PI533839_PI533839	-26924.53969809996	2896	25%	-3.9101562	Chr08	miss50
PI533841_PI533841	-107078.64203030006	10351	25%	-3.9101562	Chr08	miss50
PI533842_PI533842	-161744.54819050024	15724	25%	-3.9101562	Chr08	miss50
PI533843_PI533843	-69504.27812919996	6882	25%	-3.9101562	Chr08	miss50
PI533845_PI533845	-204484.27397510005	20349	25%	-3.9101562	Chr08	miss50
PI533852_PI533852	-158105.7972662999	15678	25%	-3.9101562	Chr08	miss50
PI533855_PI533855	-176693.02671289968	24146	25%	-3.9101562	Chr08	miss50
PI533856_PI533856	-160582.50347430012	15621	25%	-3.9101562	Chr08	miss50
PI533863_PI533863	-119440.72199970008	11424	25%	-3.9101562	Chr08	miss50
PI533866_PI533866	-142973.52330090036	13759	25%	-3.9101562	Chr08	miss50
PI533869_PI533869	-198207.53679999986	19373	25%	-3.9101562	Chr08	miss50
PI533871_PI533871	-110529.60874290013	10624	25%	-3.9101562	Chr08	miss50
PI533876_PI533876	-141509.07535610005	15309	25%	-3.9101562	Chr08	miss50
PI533877_PI533877	-164269.22320940005	22727	25%	-3.9101562	Chr08	miss50
PI533878_PI533878	-111967.73638640024	10875	25%	-3.9101562	Chr08	miss50
PI533882_PI533882	-142641.5239737997	13879	25%	-3.9101562	Chr08	miss50
PI533901_PI533901	-117970.83615900009	11276	25%	-3.9101562	Chr08	miss50
PI533902_PI533902	-159120.76928999985	15527	25%	-3.9101562	Chr08	miss50
PI533903_PI533903	-179618.85773090005	17692	25%	-3.9101562	Chr08	miss50
PI533910_PI533910	-140911.72060740012	13916	25%	-3.9101562	Chr08	miss50
PI533911_PI533911	-161196.42084320015	15666	25%	-3.9101562	Chr08	miss50
PI533912_PI533912	-142422.89291680037	13923	25%	-3.9101562	Chr08	miss50
PI533913_PI533913	-148384.53618989987	14601	25%	-3.9101562	Chr08	miss50
PI533915_PI533915	-192928.61810839982	18852	25%	-3.9101562	Chr08	miss50
PI533919_PI533919	-153822.48379530004	15247	25%	-3.9101562	Chr08	miss50
PI533921_PI533921	-152675.53907340023	14858	25%	-3.9101562	Chr08	miss50
PI533924_PI533924	-185667.54437590012	18227	25%	-3.9101562	Chr08	miss50
PI533927_PI533927	-189264.49304570013	18658	25%	-3.9101562	Chr08	miss50
PI533936_PI533936	-117647.74776600034	11232	25%	-3.9101562	Chr08	miss50
PI533937_PI533937	-115562.09081360023	11038	25%	-3.9101562	Chr08	miss50
PI533938_PI533938	-125671.90110240005	12122	25%	-3.9101562	Chr08	miss50
PI533939_PI533939	-124543.59991540015	13688	25%	-3.9101562	Chr08	miss50
PI533940_PI533940	-117083.30532430025	11179	25%	-3.9101562	Chr08	miss50
PI533943_PI533943	-160019.9872632	15595	25%	-3.9101562	Chr08	miss50
PI533948_PI533948	-119846.39631340021	11378	25%	-3.9101562	Chr08	miss50
PI533949_PI533949	-141994.52769400013	13657	25%	-3.9101562	Chr08	miss50
PI533954_PI533954	-126827.89842800007	12186	25%	-3.9101562	Chr08	miss50
PI533955_PI533955	-115870.73821150014	11041	25%	-3.9101562	Chr08	miss50
PI533956_PI533956	-122633.50769400017	11760	25%	-3.9101562	Chr08	miss50
PI533957_PI533957	-109233.12888930005	10542	25%	-3.9101562	Chr08	miss50
PI533961_PI533961	-149472.56647930032	14457	25%	-3.9101562	Chr08	miss50
PI533962_PI533962	-139048.1139781998	13491	25%	-3.9101562	Chr08	miss50
PI533964_PI533964	-162954.16760710056	15590	25%	-3.9101562	Chr08	miss50
PI533965_PI533965	-125279.07926080003	12126	25%	-3.9101562	Chr08	miss50
PI533967_PI533967	-162158.56258740026	15926	25%	-3.9101562	Chr08	miss50
PI533970_PI533970	-142473.78556150035	13876	25%	-3.9101562	Chr08	miss50
PI533972_PI533972	-92161.64796309985	8953	25%	-3.9101562	Chr08	miss50
PI533976_PI533976	-138620.58191590023	13739	25%	-3.9101562	Chr08	miss50
PI533979_PI533979	-120286.0051639001	11440	25%	-3.9101562	Chr08	miss50
PI533980_PI533980	-144886.63621390017	13986	25%	-3.9101562	Chr08	miss50
PI533985_PI533985	-79631.91736499996	7748	25%	-3.9101562	Chr08	miss50
PI533986_PI533986	-146734.46105270035	14139	25%	-3.9101562	Chr08	miss50
PI533987_PI533987	-139757.0551255002	13460	25%	-3.9101562	Chr08	miss50
PI533989_PI533989	-165289.17637440047	16927	25%	-3.9101562	Chr08	miss50
PI533991_PI533991	-161778.26071219967	15580	25%	-3.9101562	Chr08	miss50
PI533996_PI533996	-118799.66239700018	11396	25%	-3.9101562	Chr08	miss50
PI533997_PI533997	-185396.44435099929	18494	25%	-3.9101562	Chr08	miss50
PI534009_PI534009	-202406.43154819988	19972	25%	-3.9101562	Chr08	miss50
PI534021_PI534021	-161391.8377708001	15818	25%	-3.9101562	Chr08	miss50
PI534028_PI534028	-118809.62827820006	11361	25%	-3.9101562	Chr08	miss50
PI534037_PI534037	-122116.56629120004	11781	25%	-3.9101562	Chr08	miss50
PI534046_PI534046	-116291.07536890019	11091	25%	-3.9101562	Chr08	miss50
PI534047_PI534047	-140670.62802000006	13821	25%	-3.9101562	Chr08	miss50
PI534053_PI534053	-138959.33253879994	13449	25%	-3.9101562	Chr08	miss50
PI534054_PI534054	-127166.97313950004	12203	25%	-3.9101562	Chr08	miss50
PI534063_PI534063	-187977.59232430044	18363	25%	-3.9101562	Chr08	miss50
PI534070_PI534070	-119277.98031000007	11358	25%	-3.9101562	Chr08	miss50
PI534075_PI534075	-120439.52485140023	11712	25%	-3.9101562	Chr08	miss50
PI534079_PI534079	-141800.7357680999	13908	25%	-3.9101562	Chr08	miss50
PI534088_PI534088	-118936.80835200014	11437	25%	-3.9101562	Chr08	miss50
PI534092_PI534092	-105580.63103070014	10254	25%	-3.9101562	Chr08	miss50
PI534096_PI534096	-30332.89099859994	3207	25%	-3.9101562	Chr08	miss50
PI534097_PI534097	-115766.90218540022	11071	25%	-3.9101562	Chr08	miss50
PI534099_PI534099	-149717.06115100044	14875	25%	-3.9101562	Chr08	miss50
PI534101_PI534101	-131903.86542450025	17297	25%	-3.9101562	Chr08	miss50
PI534105_PI534105	-150816.7595566003	14506	25%	-3.9101562	Chr08	miss50
PI534108_PI534108	-147823.88904480016	14413	25%	-3.9101562	Chr08	miss50
PI534112_PI534112	-101714.61825570013	14631	25%	-3.9101562	Chr08	miss50
PI534114_PI534114	-146529.2965244002	14095	25%	-3.9101562	Chr08	miss50
PI534115_PI534115	-165976.00211550013	15968	25%	-3.9101562	Chr08	miss50
PI534116_PI534116	-197676.19714759933	19460	25%	-3.9101562	Chr08	miss50
PI534117_PI534117	-202058.94409739948	19738	25%	-3.9101562	Chr08	miss50
PI534123_PI534123	-190034.26090279955	18677	25%	-3.9101562	Chr08	miss50
PI534124_PI534124	-189514.39909959957	18811	25%	-3.9101562	Chr08	miss50
PI534127_PI534127	-190541.2315448998	18763	25%	-3.9101562	Chr08	miss50
PI534128_PI534128	-149629.3444890003	14670	25%	-3.9101562	Chr08	miss50
PI534132_PI534132	-149217.93440140015	14831	25%	-3.9101562	Chr08	miss50
PI534133_PI534133	-150122.48934030018	14565	25%	-3.9101562	Chr08	miss50
PI534135_PI534135	-152086.34942870034	14657	25%	-3.9101562	Chr08	miss50
PI534137_PI534137	-152794.5505233006	14846	25%	-3.9101562	Chr08	miss50
PI534138_PI534138	-103680.28602119995	10033	25%	-3.9101562	Chr08	miss50
PI534139_PI534139	-112135.73946460013	10777	25%	-3.9101562	Chr08	miss50
PI534144_PI534144	-116580.10331640003	11279	25%	-3.9101562	Chr08	miss50
PI534145_PI534145	-100352.41511060005	9664	25%	-3.9101562	Chr08	miss50
PI534148_PI534148	-152109.04552290047	14792	25%	-3.9101562	Chr08	miss50
PI534155_PI534155	-148861.30397110013	14855	25%	-3.9101562	Chr08	miss50
PI534157_PI534157	-149098.6321598006	20349	25%	-3.9101562	Chr08	miss50
PI534163_PI534163	-141921.44704480006	13791	25%	-3.9101562	Chr08	miss50
PI534167_PI534167	-151015.67789150032	14715	25%	-3.9101562	Chr08	miss50
PI540816_PI540816	-197864.2504332996	19256	25%	-3.9101562	Chr08	miss50
PI542406_PI542406	-64634.557450399916	6473	25%	-3.9101562	Chr08	miss50
PI542718_PI542718	-164054.78459540044	15764	25%	-3.9101562	Chr08	miss50
PI548797_PI548797	-145269.74715280006	14069	25%	-3.9101562	Chr08	miss50
PI552856_PI552856	-151293.32197560061	14564	25%	-3.9101562	Chr08	miss50
PI552861_PI552861	-118405.4037273002	11225	25%	-3.9101562	Chr08	miss50
PI561071_PI561071	-162237.19975290005	15552	25%	-3.9101562	Chr08	miss50
PI561072_PI561072	-114041.86416220017	10869	25%	-3.9101562	Chr08	miss50
PI561073_PI561073	-117299.44739560022	11217	25%	-3.9101562	Chr08	miss50
PI561472_PI561472	-159382.36666379962	16053	25%	-3.9101562	Chr08	miss50
PI562730_PI562730	-128228.16600049974	12517	25%	-3.9101562	Chr08	miss50
PI564163_PI564163	-118063.37299300033	11532	25%	-3.9101562	Chr08	miss50
PI564164_PI564164	-140762.92946489993	15174	25%	-3.9101562	Chr08	miss50
PI564165_PI564165	-158123.0827434	15253	25%	-3.9101562	Chr08	miss50
PI565121_PI565121	-159870.3880157995	15217	25%	-3.9101562	Chr08	miss50
PI566819_PI566819	-117628.86680530023	11321	25%	-3.9101562	Chr08	miss50
PI576130_PI576130	-162290.68412879994	15568	25%	-3.9101562	Chr08	miss50
PI576332_PI576332	-118765.31458790011	11353	25%	-3.9101562	Chr08	miss50
PI576333_PI576333	-119089.75699840016	11316	25%	-3.9101562	Chr08	miss50
PI576337_PI576337	-28661.802687199983	3380	25%	-3.9101562	Chr08	miss50
PI576339_PI576339	-119621.46100650009	11402	25%	-3.9101562	Chr08	miss50
PI576340_PI576340	-115299.60918940023	10986	25%	-3.9101562	Chr08	miss50
PI576345_PI576345	-118334.9232071003	11258	25%	-3.9101562	Chr08	miss50
PI576347_PI576347	-144029.9834449004	23980	25%	-3.9101562	Chr08	miss50
PI576348_PI576348	-96032.56074119978	15523	25%	-3.9101562	Chr08	miss50
PI576349_PI576349	-63101.1599968999	6363	25%	-3.9101562	Chr08	miss50
PI576350_PI576350	-94557.3750927999	15102	25%	-3.9101562	Chr08	miss50
PI576352_PI576352	-118963.28009760009	11318	25%	-3.9101562	Chr08	miss50
PI576359_PI576359	-205841.01684399968	20053	25%	-3.9101562	Chr08	miss50
PI576364_PI576364	-115871.28848080027	11041	25%	-3.9101562	Chr08	miss50
PI576366_PI576366	-142150.03930149975	13692	25%	-3.9101562	Chr08	miss50
PI576373_PI576373	-119934.63026320003	11398	25%	-3.9101562	Chr08	miss50
PI576375_PI576375	-149886.88944550027	14497	25%	-3.9101562	Chr08	miss50
PI576376_PI576376	-143424.29723100105	19495	25%	-3.9101562	Chr08	miss50
PI576380_PI576380	-159089.88801599978	15222	25%	-3.9101562	Chr08	miss50
PI576381_PI576381	-152335.79656670007	14832	25%	-3.9101562	Chr08	miss50
PI576385_PI576385	-119971.52074810021	11397	25%	-3.9101562	Chr08	miss50
PI576386_PI576386	-122331.27180820012	11710	25%	-3.9101562	Chr08	miss50
PI576387_PI576387	-140770.80826760005	13554	25%	-3.9101562	Chr08	miss50
PI576390_PI576390	-118551.35578090021	11311	25%	-3.9101562	Chr08	miss50
PI576391_PI576391	-152876.18011939988	14917	25%	-3.9101562	Chr08	miss50
PI576393_PI576393	-107679.54688930004	10621	25%	-3.9101562	Chr08	miss50
PI576394_PI576394	-120129.81933880011	11434	25%	-3.9101562	Chr08	miss50
PI576396_PI576396	-122323.84636260009	11726	25%	-3.9101562	Chr08	miss50
PI576399_PI576399	-121632.40122360003	11770	25%	-3.9101562	Chr08	miss50
PI576401_PI576401	-162268.05429129986	15634	25%	-3.9101562	Chr08	miss50
PI576418_PI576418	-112408.85431769992	10857	25%	-3.9101562	Chr08	miss50
PI576422_PI576422	-118918.9385388001	11294	25%	-3.9101562	Chr08	miss50
PI576425_PI576425	-145378.2430275003	20674	25%	-3.9101562	Chr08	miss50
PI576426_PI576426	-153555.75896240032	14956	25%	-3.9101562	Chr08	miss50
PI576428_PI576428	-152897.96394320033	14675	25%	-3.9101562	Chr08	miss50
PI576434_PI576434	-142962.25738579984	14127	25%	-3.9101562	Chr08	miss50
PI576435_PI576435	-149997.59024329993	14441	25%	-3.9101562	Chr08	miss50
PI576437_PI576437	-193509.95132620013	18798	25%	-3.9101562	Chr08	miss50
PI585291_PI585291	-153137.24010490027	22422	25%	-3.9101562	Chr08	miss50
PI585295_PI585295	-163781.44913380002	15671	25%	-3.9101562	Chr08	miss50
PI595699_PI595699	-159494.07646860022	15238	25%	-3.9101562	Chr08	miss50
PI595702_PI595702	-116314.73199520021	11079	25%	-3.9101562	Chr08	miss50
PI595714_PI595714	-147597.97612410047	14287	25%	-3.9101562	Chr08	miss50
PI595718_PI595718	-134347.94804879994	13125	25%	-3.9101562	Chr08	miss50
PI595720_PI595720	-151794.8127127001	14791	25%	-3.9101562	Chr08	miss50
PI595739_PI595739	-118639.9916318001	11272	25%	-3.9101562	Chr08	miss50
PI595740_PI595740	-110951.97515980001	10916	25%	-3.9101562	Chr08	miss50
PI595741_PI595741	-197026.25799820034	19115	25%	-3.9101562	Chr08	miss50
PI595743_PI595743	-118236.93432630008	12786	25%	-3.9101562	Chr08	miss50
PI595744_PI595744	-114451.56169680008	10887	25%	-3.9101562	Chr08	miss50
PI595745_PI595745	-141541.9120855002	13736	25%	-3.9101562	Chr08	miss50
PI597945_PI597945	-141803.5715482002	13757	25%	-3.9101562	Chr08	miss50
PI597946_PI597946	-70032.1072396	6981	25%	-3.9101562	Chr08	miss50
PI597949_PI597949	-204707.01559300008	19913	25%	-3.9101562	Chr08	miss50
PI597950_PI597950	-66632.13833280002	6577	25%	-3.9101562	Chr08	miss50
PI597951_PI597951	-104496.91439970008	10081	25%	-3.9101562	Chr08	miss50
PI597952_PI597952	-177408.88601929985	30365	25%	-3.9101562	Chr08	miss50
PI597957_PI597957	-138854.8751002007	19906	25%	-3.9101562	Chr08	miss50
PI597958_PI597958	-127132.8140464001	12202	25%	-3.9101562	Chr08	miss50
PI597960_PI597960	-119914.82390330025	11492	25%	-3.9101562	Chr08	miss50
PI597961_PI597961	-141484.59810169967	13692	25%	-3.9101562	Chr08	miss50
PI597964_PI597964	-160737.50003849986	15443	25%	-3.9101562	Chr08	miss50
PI597965_PI597965	-142751.70597600008	13712	25%	-3.9101562	Chr08	miss50
PI597966_PI597966	-149966.73041910032	14413	25%	-3.9101562	Chr08	miss50
PI597967_PI597967	-163421.91740299985	15814	25%	-3.9101562	Chr08	miss50
PI597968_PI597968	-159799.9141573006	15435	25%	-3.9101562	Chr08	miss50
PI597971_PI597971	-141625.75912599993	13658	25%	-3.9101562	Chr08	miss50
PI597972_PI597972	-142607.5503609004	13954	25%	-3.9101562	Chr08	miss50
PI597973_PI597973	-138708.4756554004	13352	25%	-3.9101562	Chr08	miss50
PI597976_PI597976	-111786.01150980018	10760	25%	-3.9101562	Chr08	miss50
PI597980_PI597980	-143359.4994213999	13788	25%	-3.9101562	Chr08	miss50
PI597982_PI597982	-145251.18386920073	14337	25%	-3.9101562	Chr08	miss50
PI598069_PI598069	-111104.0932497002	10658	25%	-3.9101562	Chr08	miss50
PI598070_PI598070	-111082.87002660017	10672	25%	-3.9101562	Chr08	miss50
PI601816_PI601816	-159624.52498629972	15191	25%	-3.9101562	Chr08	miss50
PI607931_PI607931	-143396.4117313001	13948	25%	-3.9101562	Chr08	miss50
PI609456_PI609456	-28452.19922209994	3054	25%	-3.9101562	Chr08	miss50
PI613536_PI613536	-152545.23889080016	14696	25%	-3.9101562	Chr08	miss50
PI629034_PI629034	-197976.70502829982	19149	25%	-3.9101562	Chr08	miss50
PI629040_PI629040	-162989.95802360025	15806	25%	-3.9101562	Chr08	miss50
PI629059_PI629059	-114227.44066890019	10837	25%	-3.9101562	Chr08	miss50
PI641824_PI641824	-116120.20473620006	12493	25%	-3.9101562	Chr08	miss50
PI641836_PI641836	-117012.81252310015	11163	25%	-3.9101562	Chr08	miss50
PI641849_PI641849	-118622.76432280018	11370	25%	-3.9101562	Chr08	miss50
PI641874_PI641874	-159458.61866240055	15441	25%	-3.9101562	Chr08	miss50
PI642791_PI642791	-116048.84768060024	11036	25%	-3.9101562	Chr08	miss50
PI642793_PI642793	-119881.9872499002	11372	25%	-3.9101562	Chr08	miss50
PI642992_PI642992	-149157.69498680058	14518	25%	-3.9101562	Chr08	miss50
PI642998_PI642998	-129327.29976899998	12594	25%	-3.9101562	Chr08	miss50
PI651492_PI651492	-161563.8471633002	15619	25%	-3.9101562	Chr08	miss50
PI651496_PI651496	-139835.9207519	13516	25%	-3.9101562	Chr08	miss50
PI653616_PI653616	-115818.59806120016	11175	25%	-3.9101562	Chr08	miss50
PI653617_PI653617	-141833.65909060006	13983	25%	-3.9101562	Chr08	miss50
PI655970_PI655970	-119748.62909630015	11368	25%	-3.9101562	Chr08	miss50
PI655971_PI655971	-159316.69271400053	15407	25%	-3.9101562	Chr08	miss50
PI655972_PI655972	-115572.3148753003	11021	25%	-3.9101562	Chr08	miss50
PI655973_PI655973	-141358.95247140035	13630	25%	-3.9101562	Chr08	miss50
PI655974_PI655974	-119714.88108250021	11426	25%	-3.9101562	Chr08	miss50
PI655975_PI655975	-120720.02925500023	11465	25%	-3.9101562	Chr08	miss50
PI655976_PI655976	-115314.9829953003	10986	25%	-3.9101562	Chr08	miss50
PI655977_PI655977	-158064.35148690018	15144	25%	-3.9101562	Chr08	miss50
PI655978_PI655978	-149384.0446333003	14388	25%	-3.9101562	Chr08	miss50
PI655979_PI655979	-151665.68563200036	14781	25%	-3.9101562	Chr08	miss50
PI655980_PI655980	-110685.23211790009	10680	25%	-3.9101562	Chr08	miss50
PI655981_PI655981	-108348.65488220006	10426	25%	-3.9101562	Chr08	miss50
PI655982_PI655982	-117574.08642180018	11175	25%	-3.9101562	Chr08	miss50
PI655983_PI655983	-117004.4266570002	11147	25%	-3.9101562	Chr08	miss50
PI655984_PI655984	-154237.5307313	14850	25%	-3.9101562	Chr08	miss50
PI655985_PI655985	-152250.66569130018	14622	25%	-3.9101562	Chr08	miss50
PI655986_PI655986	-152643.47434700033	14578	25%	-3.9101562	Chr08	miss50
PI655987_PI655987	-119988.19941010009	11380	25%	-3.9101562	Chr08	miss50
PI655988_PI655988	-120100.25947160022	11423	25%	-3.9101562	Chr08	miss50
PI655989_PI655989	-113389.31724040018	11001	25%	-3.9101562	Chr08	miss50
PI655990_PI655990	-151988.2973780001	14696	25%	-3.9101562	Chr08	miss50
PI655991_PI655991	-119450.1787394	13096	25%	-3.9101562	Chr08	miss50
PI655992_PI655992	-118091.65471749975	12599	25%	-3.9101562	Chr08	miss50
PI655993_PI655993	-120984.32430050022	11728	25%	-3.9101562	Chr08	miss50
PI655994_PI655994	-159743.5690767001	15376	25%	-3.9101562	Chr08	miss50
PI655995_PI655995	-129905.68431379985	12641	25%	-3.9101562	Chr08	miss50
PI655996_PI655996	-195446.86046640025	19366	25%	-3.9101562	Chr08	miss50
PI655997_PI655997	-118309.67874370002	11251	25%	-3.9101562	Chr08	miss50
PI655998_PI655998	-119185.55018430021	11352	25%	-3.9101562	Chr08	miss50
PI655999_PI655999	-63745.45307169987	6671	25%	-3.9101562	Chr08	miss50
PI656000_PI656000	-141720.15609410004	13474	25%	-3.9101562	Chr08	miss50
PI656001_PI656001	-153146.81869660056	14652	25%	-3.9101562	Chr08	miss50
PI656002_PI656002	-119743.5457549002	11374	25%	-3.9101562	Chr08	miss50
PI656003_PI656003	-116695.29091680014	11128	25%	-3.9101562	Chr08	miss50
PI656004_PI656004	-198601.59375680008	19386	25%	-3.9101562	Chr08	miss50
PI656005_PI656005	-146137.63693630006	14104	25%	-3.9101562	Chr08	miss50
PI656006_PI656006	-118328.87932550006	11297	25%	-3.9101562	Chr08	miss50
PI656007_PI656007	-117972.78322290008	11359	25%	-3.9101562	Chr08	miss50
PI656008_PI656008	-116697.67456589993	11184	25%	-3.9101562	Chr08	miss50
PI656009_PI656009	-150795.8923909006	15015	25%	-3.9101562	Chr08	miss50
PI656010_PI656010	-190745.44030689943	19897	25%	-3.9101562	Chr08	miss50
PI656011_PI656011	-141834.87547590016	15254	25%	-3.9101562	Chr08	miss50
PI656012_PI656012	-149491.26098840032	14698	25%	-3.9101562	Chr08	miss50
PI656013_PI656013	-147322.05199710067	22018	25%	-3.9101562	Chr08	miss50
PI656014_PI656014	-127057.02490530028	20715	25%	-3.9101562	Chr08	miss50
PI656015_PI656015	-141503.94465340028	13544	25%	-3.9101562	Chr08	miss50
PI656016_PI656016	-118576.23621760032	11259	25%	-3.9101562	Chr08	miss50
PI656017_PI656017	-153382.62544450042	14863	25%	-3.9101562	Chr08	miss50
PI656018_PI656018	-119143.56159810019	11312	25%	-3.9101562	Chr08	miss50
PI656019_PI656019	-121165.75892290026	11622	25%	-3.9101562	Chr08	miss50
PI656020_PI656020	-120453.71265850014	11486	25%	-3.9101562	Chr08	miss50
PI656021_PI656021	-150750.8326332008	16461	25%	-3.9101562	Chr08	miss50
PI656022_PI656022	-120051.09697350013	11964	25%	-3.9101562	Chr08	miss50
PI656023_PI656023	-115710.16992380019	11006	25%	-3.9101562	Chr08	miss50
PI656024_PI656024	-158884.20036179977	16779	25%	-3.9101562	Chr08	miss50
PI656025_PI656025	-163773.83772410054	16764	25%	-3.9101562	Chr08	miss50
PI656026_PI656026	-160908.43584859953	15282	25%	-3.9101562	Chr08	miss50
PI656027_PI656027	-140393.48273810025	14079	25%	-3.9101562	Chr08	miss50
PI656028_PI656028	-115044.73224960016	11222	25%	-3.9101562	Chr08	miss50
PI656029_PI656029	-149745.79921979996	15532	25%	-3.9101562	Chr08	miss50
PI656031_PI656031	-147154.33779760043	14849	25%	-3.9101562	Chr08	miss50
PI656032_PI656032	-166312.08364720005	28180	25%	-3.9101562	Chr08	miss50
PI656033_PI656033	-152929.73923940037	14851	25%	-3.9101562	Chr08	miss50
PI656034_PI656034	-143004.0525080004	24102	25%	-3.9101562	Chr08	miss50
PI656035_PI656035	-74400.17264579996	7227	25%	-3.9101562	Chr08	miss50
PI656036_PI656036	-155036.2190631999	16510	25%	-3.9101562	Chr08	miss50
PI656037_PI656037	-161641.0145557999	16772	25%	-3.9101562	Chr08	miss50
PI656038_PI656038	-116269.29103200031	11529	25%	-3.9101562	Chr08	miss50
PI656039_PI656039	-117097.48806629992	11394	25%	-3.9101562	Chr08	miss50
PI656040_PI656040	-154147.97991329952	15153	25%	-3.9101562	Chr08	miss50
PI656041_PI656041	-153317.1307481002	14882	25%	-3.9101562	Chr08	miss50
PI656042_PI656042	-119867.18322350021	11807	25%	-3.9101562	Chr08	miss50
PI656043_PI656043	-164065.25576840024	15709	25%	-3.9101562	Chr08	miss50
PI656044_PI656044	-161413.86209969965	15295	25%	-3.9101562	Chr08	miss50
PI656046_PI656046	-152827.51292409992	15477	25%	-3.9101562	Chr08	miss50
PI656047_PI656047	-156773.04008940025	16881	25%	-3.9101562	Chr08	miss50
PI656048_PI656048	-118568.94769530022	11326	25%	-3.9101562	Chr08	miss50
PI656049_PI656049	-118189.03912970008	13019	25%	-3.9101562	Chr08	miss50
PI656050_PI656050	-74923.8033371999	7630	25%	-3.9101562	Chr08	miss50
PI656051_PI656051	-164414.52084520005	15618	25%	-3.9101562	Chr08	miss50
PI656052_PI656052	-119950.38413390034	12163	25%	-3.9101562	Chr08	miss50
PI656053_PI656053	-145023.95110829975	14817	25%	-3.9101562	Chr08	miss50
PI656054_PI656054	-177237.2215263004	18714	25%	-3.9101562	Chr08	miss50
PI656055_PI656055	-163141.6175478001	16111	25%	-3.9101562	Chr08	miss50
PI656056_PI656056	-160509.58741480001	15272	25%	-3.9101562	Chr08	miss50
PI656057_PI656057	-138525.57944060053	20508	25%	-3.9101562	Chr08	miss50
PI656058_PI656058	-142665.52843689988	14545	25%	-3.9101562	Chr08	miss50
PI656059_PI656059	-117316.23483009971	11420	25%	-3.9101562	Chr08	miss50
PI656060_PI656060	-121687.73026030013	12350	25%	-3.9101562	Chr08	miss50
PI656061_PI656061	-119612.71855020028	11843	25%	-3.9101562	Chr08	miss50
PI656062_PI656062	-141259.5745723004	14973	25%	-3.9101562	Chr08	miss50
PI656063_PI656063	-118404.55837810032	13055	25%	-3.9101562	Chr08	miss50
PI656064_PI656064	-166468.29929330002	16098	25%	-3.9101562	Chr08	miss50
