sample	Genetic_load	N_del	cutoff	cutoff_score	chr	miss
PI534137_PI534137	-161714.44688909996	15981	25%	-3.803711	Chr10	miss50
PI534138_PI534138	-154789.38203640035	15220	25%	-3.803711	Chr10	miss50
PI534139_PI534139	-168959.90822620015	16421	25%	-3.803711	Chr10	miss50
PI534144_PI534144	-152954.39963059995	15110	25%	-3.803711	Chr10	miss50
PI534145_PI534145	-161584.5434140997	15692	25%	-3.803711	Chr10	miss50
PI534148_PI534148	-108476.86229680001	10809	25%	-3.803711	Chr10	miss50
PI534155_PI534155	-108213.7689383	11020	25%	-3.803711	Chr10	miss50
PI534157_PI534157	-160361.7067086001	17034	25%	-3.803711	Chr10	miss50
PI534163_PI534163	-162367.5592431003	16409	25%	-3.803711	Chr10	miss50
PI534167_PI534167	-161693.93935139998	17208	25%	-3.803711	Chr10	miss50
PI540816_PI540816	-159328.49879199985	15389	25%	-3.803711	Chr10	miss50
PI542406_PI542406	-166996.9000774	16590	25%	-3.803711	Chr10	miss50
PI542718_PI542718	-163641.81858640004	15944	25%	-3.803711	Chr10	miss50
PI548797_PI548797	-168501.78048749975	16742	25%	-3.803711	Chr10	miss50
PI552856_PI552856	-165190.0407367003	16073	25%	-3.803711	Chr10	miss50
PI552861_PI552861	-167014.25801180027	16636	25%	-3.803711	Chr10	miss50
PI561071_PI561071	-164427.50963579927	15968	25%	-3.803711	Chr10	miss50
PI561072_PI561072	-164757.40710160002	16003	25%	-3.803711	Chr10	miss50
PI561073_PI561073	-165322.04322180004	16634	25%	-3.803711	Chr10	miss50
PI561472_PI561472	-163880.00594949996	17102	25%	-3.803711	Chr10	miss50
PI562730_PI562730	-103266.49675249992	10222	25%	-3.803711	Chr10	miss50
PI564163_PI564163	-157412.47853800037	15500	25%	-3.803711	Chr10	miss50
PI564164_PI564164	-161711.36772739934	16828	25%	-3.803711	Chr10	miss50
PI564165_PI564165	-162809.31260759995	15783	25%	-3.803711	Chr10	miss50
PI565121_PI565121	-158851.17005740007	15301	25%	-3.803711	Chr10	miss50
PI566819_PI566819	-160431.47373750043	15562	25%	-3.803711	Chr10	miss50
PI576130_PI576130	-157578.2417346	15204	25%	-3.803711	Chr10	miss50
PI576332_PI576332	-166900.43179000053	16411	25%	-3.803711	Chr10	miss50
PI576333_PI576333	-168423.43099369996	16499	25%	-3.803711	Chr10	miss50
PI576337_PI576337	-160398.03152820008	16513	25%	-3.803711	Chr10	miss50
PI576339_PI576339	-178465.07906159983	17479	25%	-3.803711	Chr10	miss50
PI576340_PI576340	-168219.67044520017	16474	25%	-3.803711	Chr10	miss50
PI576345_PI576345	-141263.95049989977	13757	25%	-3.803711	Chr10	miss50
PI576347_PI576347	-161490.1274471004	16039	25%	-3.803711	Chr10	miss50
PI576348_PI576348	-41921.77359379999	4565	25%	-3.803711	Chr10	miss50
PI576349_PI576349	-50223.1011107999	5202	25%	-3.803711	Chr10	miss50
PI576350_PI576350	-166759.48005600012	16642	25%	-3.803711	Chr10	miss50
PI576352_PI576352	-176390.79969349975	17305	25%	-3.803711	Chr10	miss50
PI576359_PI576359	-170551.75308350028	16765	25%	-3.803711	Chr10	miss50
PI576364_PI576364	-163905.7585547001	16057	25%	-3.803711	Chr10	miss50
PI576366_PI576366	-152097.4853607002	14907	25%	-3.803711	Chr10	miss50
PI576373_PI576373	-166854.56718529988	16230	25%	-3.803711	Chr10	miss50
PI576375_PI576375	-163835.4326138	16183	25%	-3.803711	Chr10	miss50
PI576376_PI576376	-128900.2476843005	18409	25%	-3.803711	Chr10	miss50
PI576380_PI576380	-160968.09163500008	15515	25%	-3.803711	Chr10	miss50
PI576381_PI576381	-167888.53993000026	16695	25%	-3.803711	Chr10	miss50
PI576385_PI576385	-166475.36540240023	16278	25%	-3.803711	Chr10	miss50
PI576386_PI576386	-167701.19989110008	16366	25%	-3.803711	Chr10	miss50
PI576387_PI576387	-161494.56282800058	15762	25%	-3.803711	Chr10	miss50
PI576390_PI576390	-166075.00043370007	16216	25%	-3.803711	Chr10	miss50
PI576391_PI576391	-162114.7053716003	15968	25%	-3.803711	Chr10	miss50
PI576393_PI576393	-156277.74597640027	15976	25%	-3.803711	Chr10	miss50
PI576394_PI576394	-164505.37027950067	16164	25%	-3.803711	Chr10	miss50
PI576396_PI576396	-168140.44339029997	16390	25%	-3.803711	Chr10	miss50
PI576399_PI576399	-111023.10882969998	11013	25%	-3.803711	Chr10	miss50
PI576401_PI576401	-157146.43127980042	15493	25%	-3.803711	Chr10	miss50
PI576418_PI576418	-157061.84709659996	15271	25%	-3.803711	Chr10	miss50
PI576422_PI576422	-168134.28409280002	16410	25%	-3.803711	Chr10	miss50
PI576425_PI576425	-131630.5300109003	19833	25%	-3.803711	Chr10	miss50
PI576426_PI576426	-165962.13056160058	16613	25%	-3.803711	Chr10	miss50
PI576428_PI576428	-160656.39727619995	15481	25%	-3.803711	Chr10	miss50
PI576434_PI576434	-97640.37947510014	9734	25%	-3.803711	Chr10	miss50
PI576435_PI576435	-173863.4144703002	16957	25%	-3.803711	Chr10	miss50
PI576437_PI576437	-163996.10414859987	16054	25%	-3.803711	Chr10	miss50
PI585291_PI585291	-168970.80366000018	21960	25%	-3.803711	Chr10	miss50
PI585295_PI585295	-160912.66763720012	15609	25%	-3.803711	Chr10	miss50
PI595699_PI595699	-155132.69324020026	15184	25%	-3.803711	Chr10	miss50
PI595702_PI595702	-176661.81833560023	17349	25%	-3.803711	Chr10	miss50
PI595714_PI595714	-174061.9926339999	17054	25%	-3.803711	Chr10	miss50
PI595718_PI595718	-164808.01677290007	16296	25%	-3.803711	Chr10	miss50
PI595720_PI595720	-112421.77761849998	11253	25%	-3.803711	Chr10	miss50
PI595739_PI595739	-163758.79185390004	16012	25%	-3.803711	Chr10	miss50
PI595740_PI595740	-180188.3342578003	29653	25%	-3.803711	Chr10	miss50
PI595741_PI595741	-171530.978565	16819	25%	-3.803711	Chr10	miss50
PI595743_PI595743	-164146.69277270013	17300	25%	-3.803711	Chr10	miss50
PI595744_PI595744	-161812.92476950047	15730	25%	-3.803711	Chr10	miss50
PI595745_PI595745	-92668.52716480017	9287	25%	-3.803711	Chr10	miss50
PI597945_PI597945	-161986.32198250043	15922	25%	-3.803711	Chr10	miss50
PI597946_PI597946	-91344.95798410004	9285	25%	-3.803711	Chr10	miss50
PI597949_PI597949	-182213.1903098004	17976	25%	-3.803711	Chr10	miss50
PI597950_PI597950	-179879.09928250004	17821	25%	-3.803711	Chr10	miss50
PI597951_PI597951	-163195.8229727	15880	25%	-3.803711	Chr10	miss50
PI597952_PI597952	-167397.94875049975	29819	25%	-3.803711	Chr10	miss50
PI597957_PI597957	-165421.39715150086	25174	25%	-3.803711	Chr10	miss50
PI597958_PI597958	-163988.1999607006	15992	25%	-3.803711	Chr10	miss50
PI597960_PI597960	-157532.5225757993	15331	25%	-3.803711	Chr10	miss50
PI597961_PI597961	-164816.66382370004	16243	25%	-3.803711	Chr10	miss50
PI597964_PI597964	-162438.52783470022	15873	25%	-3.803711	Chr10	miss50
PI597965_PI597965	-172432.51645719985	16832	25%	-3.803711	Chr10	miss50
PI597966_PI597966	-173397.3650035996	17070	25%	-3.803711	Chr10	miss50
PI597967_PI597967	-158142.53391909986	15263	25%	-3.803711	Chr10	miss50
PI597968_PI597968	-162249.78250999996	16089	25%	-3.803711	Chr10	miss50
PI597971_PI597971	-149881.79559620033	14651	25%	-3.803711	Chr10	miss50
PI597972_PI597972	-158001.7464218003	15566	25%	-3.803711	Chr10	miss50
PI597973_PI597973	-155937.0871354001	15263	25%	-3.803711	Chr10	miss50
PI597976_PI597976	-161098.2070815998	15686	25%	-3.803711	Chr10	miss50
PI597980_PI597980	-161859.59716409998	15786	25%	-3.803711	Chr10	miss50
PI597982_PI597982	-165869.1682210999	16451	25%	-3.803711	Chr10	miss50
PI598069_PI598069	-163423.94732110013	15984	25%	-3.803711	Chr10	miss50
PI598070_PI598070	-127597.27542420023	18888	25%	-3.803711	Chr10	miss50
PI601816_PI601816	-159159.11850690015	15342	25%	-3.803711	Chr10	miss50
PI607931_PI607931	-162883.1951061005	15978	25%	-3.803711	Chr10	miss50
PI609456_PI609456	-37128.42351510005	3963	25%	-3.803711	Chr10	miss50
PI613536_PI613536	-162166.08146489956	15843	25%	-3.803711	Chr10	miss50
PI629034_PI629034	-161901.2669194	15833	25%	-3.803711	Chr10	miss50
PI629040_PI629040	-164095.8325260993	16019	25%	-3.803711	Chr10	miss50
PI629059_PI629059	-165524.05970870017	16049	25%	-3.803711	Chr10	miss50
PI641824_PI641824	-155618.41306760066	17448	25%	-3.803711	Chr10	miss50
PI641836_PI641836	-162784.27045940023	15960	25%	-3.803711	Chr10	miss50
PI641849_PI641849	-175432.88826360018	17484	25%	-3.803711	Chr10	miss50
PI641874_PI641874	-165118.55347980052	16299	25%	-3.803711	Chr10	miss50
PI642791_PI642791	-162427.74411100007	15650	25%	-3.803711	Chr10	miss50
PI642793_PI642793	-167256.5031284001	16301	25%	-3.803711	Chr10	miss50
PI642992_PI642992	-171998.9459701997	16992	25%	-3.803711	Chr10	miss50
PI642998_PI642998	-117685.51597659994	11578	25%	-3.803711	Chr10	miss50
PI651492_PI651492	-172138.17954659965	17027	25%	-3.803711	Chr10	miss50
PI651496_PI651496	-162292.51714000056	15929	25%	-3.803711	Chr10	miss50
PI653616_PI653616	-160459.82455080052	16146	25%	-3.803711	Chr10	miss50
PI653617_PI653617	-163466.70777950037	16139	25%	-3.803711	Chr10	miss50
PI655970_PI655970	-165625.8237702002	16138	25%	-3.803711	Chr10	miss50
PI655971_PI655971	-164381.06742679948	16001	25%	-3.803711	Chr10	miss50
PI655972_PI655972	-181463.66233729981	17818	25%	-3.803711	Chr10	miss50
PI655973_PI655973	-162615.20665300018	15921	25%	-3.803711	Chr10	miss50
PI655974_PI655974	-163682.088305801	16901	25%	-3.803711	Chr10	miss50
PI655975_PI655975	-168587.10963130026	16415	25%	-3.803711	Chr10	miss50
PI655976_PI655976	-180440.82454190022	17698	25%	-3.803711	Chr10	miss50
PI655977_PI655977	-159417.38649359994	15359	25%	-3.803711	Chr10	miss50
PI655978_PI655978	-161651.23767469972	15736	25%	-3.803711	Chr10	miss50
PI655979_PI655979	-164140.76287559894	15927	25%	-3.803711	Chr10	miss50
PI655980_PI655980	-158728.72393240032	15359	25%	-3.803711	Chr10	miss50
PI655981_PI655981	-163267.1762155999	15893	25%	-3.803711	Chr10	miss50
PI655982_PI655982	-164489.84299960025	16024	25%	-3.803711	Chr10	miss50
PI655983_PI655983	-163855.68244229996	15986	25%	-3.803711	Chr10	miss50
PI655984_PI655984	-164330.80886740016	16553	25%	-3.803711	Chr10	miss50
PI655985_PI655985	-165887.80465110007	16276	25%	-3.803711	Chr10	miss50
PI655986_PI655986	-165475.81007319927	16001	25%	-3.803711	Chr10	miss50
PI655987_PI655987	-165664.5127686003	16137	25%	-3.803711	Chr10	miss50
PI655988_PI655988	-169292.70024180016	16641	25%	-3.803711	Chr10	miss50
PI655989_PI655989	-163602.05914089968	16202	25%	-3.803711	Chr10	miss50
PI655990_PI655990	-164532.66849279925	16009	25%	-3.803711	Chr10	miss50
PI655991_PI655991	-167159.51502600225	25433	25%	-3.803711	Chr10	miss50
PI655992_PI655992	-167917.7175074012	24665	25%	-3.803711	Chr10	miss50
PI655993_PI655993	-165915.00456380052	17421	25%	-3.803711	Chr10	miss50
PI655994_PI655994	-162518.80886870003	16179	25%	-3.803711	Chr10	miss50
PI655995_PI655995	-119168.53044389994	11709	25%	-3.803711	Chr10	miss50
PI655996_PI655996	-161023.50011959992	15780	25%	-3.803711	Chr10	miss50
PI655997_PI655997	-162507.27110739995	15884	25%	-3.803711	Chr10	miss50
PI655998_PI655998	-164721.92287170026	16264	25%	-3.803711	Chr10	miss50
PI655999_PI655999	-170170.7562102004	17441	25%	-3.803711	Chr10	miss50
PI656000_PI656000	-160101.70870080037	15375	25%	-3.803711	Chr10	miss50
PI656001_PI656001	-158722.09335020013	15430	25%	-3.803711	Chr10	miss50
PI656002_PI656002	-165759.7600278003	16230	25%	-3.803711	Chr10	miss50
PI656003_PI656003	-183249.81423250004	18034	25%	-3.803711	Chr10	miss50
PI656004_PI656004	-160972.65838159996	15703	25%	-3.803711	Chr10	miss50
PI656005_PI656005	-163122.19765740028	16041	25%	-3.803711	Chr10	miss50
PI656006_PI656006	-165702.7204925	16317	25%	-3.803711	Chr10	miss50
PI656007_PI656007	-164855.76657300044	17559	25%	-3.803711	Chr10	miss50
PI656008_PI656008	-158410.40906669982	15339	25%	-3.803711	Chr10	miss50
PI656009_PI656009	-163923.49411159992	16725	25%	-3.803711	Chr10	miss50
PI656010_PI656010	-160472.29968809948	16250	25%	-3.803711	Chr10	miss50
PI656011_PI656011	-163850.6017445	17048	25%	-3.803711	Chr10	miss50
PI656012_PI656012	-154290.8189020999	15289	25%	-3.803711	Chr10	miss50
PI656013_PI656013	-163334.31007420027	20846	25%	-3.803711	Chr10	miss50
PI656014_PI656014	-137872.2975464998	17987	25%	-3.803711	Chr10	miss50
PI656015_PI656015	-163113.6528654001	15903	25%	-3.803711	Chr10	miss50
PI656016_PI656016	-159781.67812090027	15380	25%	-3.803711	Chr10	miss50
PI656017_PI656017	-165406.99738079894	16112	25%	-3.803711	Chr10	miss50
PI656018_PI656018	-168618.71156870012	16443	25%	-3.803711	Chr10	miss50
PI656019_PI656019	-160898.1910402993	15725	25%	-3.803711	Chr10	miss50
PI656020_PI656020	-165225.46561650027	16787	25%	-3.803711	Chr10	miss50
PI656021_PI656021	-154206.8639110995	15962	25%	-3.803711	Chr10	miss50
PI656022_PI656022	-161246.819101	17315	25%	-3.803711	Chr10	miss50
PI656023_PI656023	-178243.70983129976	17366	25%	-3.803711	Chr10	miss50
PI656024_PI656024	-157913.67454850013	15693	25%	-3.803711	Chr10	miss50
PI656025_PI656025	-162325.41957350034	16266	25%	-3.803711	Chr10	miss50
PI656026_PI656026	-161481.9333647004	15545	25%	-3.803711	Chr10	miss50
PI656027_PI656027	-174507.16878799954	17529	25%	-3.803711	Chr10	miss50
PI656028_PI656028	-178718.16383800018	18247	25%	-3.803711	Chr10	miss50
PI656029_PI656029	-148000.72558830038	14989	25%	-3.803711	Chr10	miss50
PI656031_PI656031	-170961.71343489955	17897	25%	-3.803711	Chr10	miss50
PI656032_PI656032	-173143.50219420082	29979	25%	-3.803711	Chr10	miss50
PI656033_PI656033	-165301.90399659908	16126	25%	-3.803711	Chr10	miss50
PI656034_PI656034	-162992.76638099976	19756	25%	-3.803711	Chr10	miss50
PI656035_PI656035	-84961.47349420004	8512	25%	-3.803711	Chr10	miss50
PI656036_PI656036	-166276.82378569955	16826	25%	-3.803711	Chr10	miss50
PI656037_PI656037	-165803.83302019973	17034	25%	-3.803711	Chr10	miss50
PI656038_PI656038	-169904.48264300084	19361	25%	-3.803711	Chr10	miss50
PI656039_PI656039	-158203.97666139985	15477	25%	-3.803711	Chr10	miss50
PI656040_PI656040	-161455.94899850048	16241	25%	-3.803711	Chr10	miss50
PI656041_PI656041	-165067.14480969906	16105	25%	-3.803711	Chr10	miss50
PI656042_PI656042	-163490.32452770066	17407	25%	-3.803711	Chr10	miss50
PI656043_PI656043	-159687.19303810017	15400	25%	-3.803711	Chr10	miss50
PI656044_PI656044	-158597.4991273002	15279	25%	-3.803711	Chr10	miss50
PI656046_PI656046	-160563.70764060007	16586	25%	-3.803711	Chr10	miss50
PI656047_PI656047	-164918.58999650044	17157	25%	-3.803711	Chr10	miss50
PI656048_PI656048	-157766.15397329998	15226	25%	-3.803711	Chr10	miss50
PI656049_PI656049	-170924.67348520056	25296	25%	-3.803711	Chr10	miss50
PI656050_PI656050	-86107.35563270013	9349	25%	-3.803711	Chr10	miss50
PI656051_PI656051	-158160.57438749995	15238	25%	-3.803711	Chr10	miss50
PI656052_PI656052	-160315.12841580051	16354	25%	-3.803711	Chr10	miss50
PI656053_PI656053	-158818.1440627004	15662	25%	-3.803711	Chr10	miss50
PI656054_PI656054	-159513.50209830017	15945	25%	-3.803711	Chr10	miss50
PI656055_PI656055	-161100.5335935004	15942	25%	-3.803711	Chr10	miss50
PI656056_PI656056	-161596.18116260017	15548	25%	-3.803711	Chr10	miss50
PI656057_PI656057	-172083.90261480003	24389	25%	-3.803711	Chr10	miss50
PI656058_PI656058	-158064.09317149987	15957	25%	-3.803711	Chr10	miss50
PI656059_PI656059	-158583.03064350024	15421	25%	-3.803711	Chr10	miss50
PI656060_PI656060	-157090.45148070002	16685	25%	-3.803711	Chr10	miss50
PI656061_PI656061	-31410.115975099943	3909	25%	-3.803711	Chr10	miss50
PI656062_PI656062	-163821.67964270056	17689	25%	-3.803711	Chr10	miss50
PI656063_PI656063	-164666.92002420043	25205	25%	-3.803711	Chr10	miss50
PI656064_PI656064	-157386.75519360066	15563	25%	-3.803711	Chr10	miss50
PI656065_PI656065	-164354.02575440047	16021	25%	-3.803711	Chr10	miss50
PI656066_PI656066	-155348.48490970017	15661	25%	-3.803711	Chr10	miss50
PI656067_PI656067	-156117.90872829998	16696	25%	-3.803711	Chr10	miss50
PI656068_PI656068	-160821.5416483	16271	25%	-3.803711	Chr10	miss50
PI656069_PI656069	-158076.34005069998	16296	25%	-3.803711	Chr10	miss50
PI656070_PI656070	-162240.74869380027	18210	25%	-3.803711	Chr10	miss50
PI656071_PI656071	-167963.64127760005	16415	25%	-3.803711	Chr10	miss50
PI656072_PI656072	-161438.50696280028	16055	25%	-3.803711	Chr10	miss50
