gene_id	gwas_chr	gwas_start	gwas_end	gwas_pvalue	gwas_peak_pos	gwas_n_snps	gwas_trait	gwas_condition	gwas_gene_chr	gwas_gene_start	gwas_gene_end	gwas_gene_strand	selection_comparison	selection_Gene	selection_max_xpclr	selection_n_regions	selection_total_merged_windows	selection_Description	selection_condition
Sobic.001G070300	1	5323288	5403288	8.81e-06	5363288	1	X2020.LN.thirdLeafLengt	LN	1	5365639	5370687	-	breeding_improved_vs_landrace	Sobic.001G070300	237.7023091	1	15	-	xpclr_breeding_improved_vs_landrace
Sobic.001G085300	1	6647182	6727522	1.18e-06	6687182	7	X2020.HN.percentStarc	HN	1	6640952	6650197	+	breeding_improved_vs_landrace	Sobic.001G085300	360.4407725	1	2	Belongs to the protein kinase superfamily. Ser Thr protein kinase family	xpclr_breeding_improved_vs_landrace
Sobic.001G085400	1	6647182	6727522	1.18e-06	6687182	7	X2020.HN.percentStarc	HN	1	6647839	6653783	-	breeding_improved_vs_landrace	Sobic.001G085400	360.4407725	1	2	Ribosomal protein L13	xpclr_breeding_improved_vs_landrace
Sobic.001G099700	1	7645621	7725668	2.06e-06	7685621	2	X2020.HN.percentStarc	HN	1	7687417	7693675	-	breeding_improved_vs_landrace	Sobic.001G099700	211.8786185	1	1	Belongs to the glycosyl hydrolase 32 family	xpclr_breeding_improved_vs_landrace
Sobic.001G099800	1	7645621	7725668	2.06e-06	7685621	2	X2020.HN.percentStarc	HN	1	7697957	7705106	+	breeding_improved_vs_landrace	Sobic.001G099800	211.8786185	1	1	Alba	xpclr_breeding_improved_vs_landrace
Sobic.001G099900	1	7645621	7725668	2.06e-06	7685621	2	X2020.HN.percentStarc	HN	1	7703905	7713949	-	breeding_improved_vs_landrace	Sobic.001G099900	211.8786185	1	1	WD40 repeats	xpclr_breeding_improved_vs_landrace
Sobic.001G100000	1	7645621	7725668	2.06e-06	7685621	2	X2020.HN.percentStarc	HN	1	7712858	7722949	+	breeding_improved_vs_landrace	Sobic.001G100000	211.8786185	1	1	This protein plays a role in synthesis of starch. It catalyzes the synthesis of the activated glycosyl donor, ADP- glucose from Glc-1-P and ATP	xpclr_breeding_improved_vs_landrace
Sobic.001G140000	1	11262180	11342180	8.08e-06	11302180	1	X2020.LN.panicleGrainWeigh	LN	1	11272407	11284669	+	breeding_improved_vs_landrace	Sobic.001G140000	139.9188395	1	1	Calcium-dependent channel, 7TM region, putative phosphate	xpclr_breeding_improved_vs_landrace
Sobic.001G154200	1	12517987	12692005	2.78e-06	12601866	6	X2020.LN.primaryBranchNumbe	LN	1	12505302	12518781	+	breeding_improved_vs_landrace	Sobic.001G154200	205.2429526	1	5	IQ calmodulin-binding motif	xpclr_breeding_improved_vs_landrace
Sobic.001G154300	1	12517987	12692005	2.78e-06	12601866	6	X2020.LN.primaryBranchNumbe	LN	1	12519368	12528049	+	breeding_improved_vs_landrace	Sobic.001G154300	205.2429526	1	5	Core-2/I-Branching enzyme	xpclr_breeding_improved_vs_landrace
Sobic.001G154400	1	12517987	12692005	2.78e-06	12601866	6	X2020.LN.primaryBranchNumbe	LN	1	12524786	12534080	+	breeding_improved_vs_landrace	Sobic.001G154400	205.2429526	1	5	-	xpclr_breeding_improved_vs_landrace
Sobic.001G154500	1	12517987	12692005	2.78e-06	12601866	6	X2020.LN.primaryBranchNumbe	LN	1	12537710	12546390	+	breeding_improved_vs_landrace	Sobic.001G154500	205.2429526	1	5	CCAAT-Binding transcription Factor	xpclr_breeding_improved_vs_landrace
Sobic.001G154600	1	12517987	12692005	2.78e-06	12601866	6	X2020.LN.primaryBranchNumbe	LN	1	12543562	12549016	-	breeding_improved_vs_landrace	Sobic.001G154600	205.2429526	1	5	GCK domain	xpclr_breeding_improved_vs_landrace
Sobic.001G154700	1	12517987	12692005	2.78e-06	12601866	6	X2020.LN.primaryBranchNumbe	LN	1	12545626	12553480	-	breeding_improved_vs_landrace	Sobic.001G154700	205.2429526	1	5	E3 ubiquitin-protein ligase that mediates ubiquitination and subsequent proteasomal degradation of target proteins. E3 ubiquitin ligases accept ubiquitin from an E2 ubiquitin- conjugating enzyme in the form of a thioester and then directly transfers the ubiquitin to targeted substrates	xpclr_breeding_improved_vs_landrace
Sobic.001G154800	1	12517987	12692005	2.78e-06	12601866	6	X2020.LN.primaryBranchNumbe	LN	1	12552645	12558311	-	breeding_improved_vs_landrace	Sobic.001G154800	205.2429526	1	5	E3 ubiquitin-protein ligase that mediates ubiquitination and subsequent proteasomal degradation of target proteins. E3 ubiquitin ligases accept ubiquitin from an E2 ubiquitin- conjugating enzyme in the form of a thioester and then directly transfers the ubiquitin to targeted substrates	xpclr_breeding_improved_vs_landrace
Sobic.001G154900	1	12517987	12692005	2.78e-06	12601866	6	X2020.LN.primaryBranchNumbe	LN	1	12563403	12577184	+	breeding_improved_vs_landrace	Sobic.001G154900	205.2429526	1	5	Serine threonine-protein phosphatase	xpclr_breeding_improved_vs_landrace
Sobic.001G155000	1	12517987	12692005	2.78e-06	12601866	6	X2020.LN.primaryBranchNumbe	LN	1	12574079	12586394	-	breeding_improved_vs_landrace	Sobic.001G155000	205.2429526	1	5	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	xpclr_breeding_improved_vs_landrace
Sobic.001G196500	1	17714517	17863905	7.44e-07	17809885	7	X2020.HN.rachisDiameterLowe	HN	1	17853995	17869359	-	breeding_improved_vs_landrace	Sobic.001G196500	164.0313369	1	1	Short conserved domain in transcriptional regulators.	xpclr_breeding_improved_vs_landrace
Sobic.001G196500	1	17834283	17914283	8.68e-06	17874283	1	X2021.tillersPerPlant.N	NR	1	17853995	17869359	-	breeding_improved_vs_landrace	Sobic.001G196500	164.0313369	1	1	Short conserved domain in transcriptional regulators.	xpclr_breeding_improved_vs_landrace
Sobic.001G196550	1	17834283	17914283	8.68e-06	17874283	1	X2021.tillersPerPlant.N	NR	1	17872444	17881658	-	breeding_improved_vs_landrace	Sobic.001G196550	164.0313369	1	1	Zinc finger BED domain-containing protein RICESLEEPER	xpclr_breeding_improved_vs_landrace
Sobic.001G196600	1	17834283	17914283	8.68e-06	17874283	1	X2021.tillersPerPlant.N	NR	1	17877319	17884965	-	breeding_improved_vs_landrace	Sobic.001G196600	164.0313369	1	1	Serine carboxypeptidase S28	xpclr_breeding_improved_vs_landrace
Sobic.001G196700	1	17885233	17965233	7.56e-06	17925233	1	X2021.LN.daysToFlowe	LN	1	17881711	17891255	-	breeding_improved_vs_landrace	Sobic.001G196700	164.0313369	1	1	Serine carboxypeptidase S28	xpclr_breeding_improved_vs_landrace
Sobic.001G196700	1	17834283	17914283	8.68e-06	17874283	1	X2021.tillersPerPlant.N	NR	1	17881711	17891255	-	breeding_improved_vs_landrace	Sobic.001G196700	164.0313369	1	1	Serine carboxypeptidase S28	xpclr_breeding_improved_vs_landrace
Sobic.001G197225	1	17974824	18062812	8.5e-08	18022208	7	X2020.stemDiameterLower.N	NR	1	17987240	17994333	-	breeding_improved_vs_landrace	Sobic.001G197225	191.3631515	1	1	Belongs to the actin family	xpclr_breeding_improved_vs_landrace
Sobic.001G197225	1	17967507	18047507	9.99e-06	18007507	1	X2021.tillersPerPlant.N	NR	1	17987240	17994333	-	breeding_improved_vs_landrace	Sobic.001G197225	191.3631515	1	1	Belongs to the actin family	xpclr_breeding_improved_vs_landrace
Sobic.001G197250	1	17974824	18062812	8.5e-08	18022208	7	X2020.stemDiameterLower.N	NR	1	17990511	17996651	+	breeding_improved_vs_landrace	Sobic.001G197250	191.3631515	1	1	Plant organelle RNA recognition domain	xpclr_breeding_improved_vs_landrace
Sobic.001G197250	1	17967507	18047507	9.99e-06	18007507	1	X2021.tillersPerPlant.N	NR	1	17990511	17996651	+	breeding_improved_vs_landrace	Sobic.001G197250	191.3631515	1	1	Plant organelle RNA recognition domain	xpclr_breeding_improved_vs_landrace
Sobic.001G197275	1	17974824	18062812	8.5e-08	18022208	7	X2020.stemDiameterLower.N	NR	1	17992951	17998190	-	breeding_improved_vs_landrace	Sobic.001G197275	191.3631515	1	1	Arabidopsis protein of unknown function	xpclr_breeding_improved_vs_landrace
Sobic.001G197275	1	17967507	18047507	9.99e-06	18007507	1	X2021.tillersPerPlant.N	NR	1	17992951	17998190	-	breeding_improved_vs_landrace	Sobic.001G197275	191.3631515	1	1	Arabidopsis protein of unknown function	xpclr_breeding_improved_vs_landrace
Sobic.001G197300	1	17974824	18062812	8.5e-08	18022208	7	X2020.stemDiameterLower.N	NR	1	17994905	18003661	-	breeding_improved_vs_landrace	Sobic.001G197300	191.3631515	1	1	Serine threonine-protein kinase	xpclr_breeding_improved_vs_landrace
Sobic.001G197300	1	17967507	18047507	9.99e-06	18007507	1	X2021.tillersPerPlant.N	NR	1	17994905	18003661	-	breeding_improved_vs_landrace	Sobic.001G197300	191.3631515	1	1	Serine threonine-protein kinase	xpclr_breeding_improved_vs_landrace
Sobic.001G197400	1	17974824	18062812	8.5e-08	18022208	7	X2020.stemDiameterLower.N	NR	1	18006124	18013600	-	breeding_improved_vs_landrace	Sobic.001G197400	191.3631515	1	1	Belongs to the actin family	xpclr_breeding_improved_vs_landrace
Sobic.001G197400	1	17967507	18047507	9.99e-06	18007507	1	X2021.tillersPerPlant.N	NR	1	18006124	18013600	-	breeding_improved_vs_landrace	Sobic.001G197400	191.3631515	1	1	Belongs to the actin family	xpclr_breeding_improved_vs_landrace
Sobic.001G197500	1	17974824	18062812	8.5e-08	18022208	7	X2020.stemDiameterLower.N	NR	1	18012256	18017847	+	breeding_improved_vs_landrace	Sobic.001G197500	191.3631515	1	1		xpclr_breeding_improved_vs_landrace
Sobic.001G197500	1	17967507	18047507	9.99e-06	18007507	1	X2021.tillersPerPlant.N	NR	1	18012256	18017847	+	breeding_improved_vs_landrace	Sobic.001G197500	191.3631515	1	1		xpclr_breeding_improved_vs_landrace
Sobic.001G208166	1	19217086	19299250	7.28e-07	19257086	3	X2020.estimatedPlotYield.N	NR	1	19248278	19252909	+	breeding_improved_vs_landrace	Sobic.001G208166	154.1223761	1	1		xpclr_breeding_improved_vs_landrace
Sobic.001G208166	1	19206318	19291778	1.72e-08	19251778	6	X2020.panicleGrainWeight.N	NR	1	19248278	19252909	+	breeding_improved_vs_landrace	Sobic.001G208166	154.1223761	1	1		xpclr_breeding_improved_vs_landrace
Sobic.001G208200	1	19217086	19299250	7.28e-07	19257086	3	X2020.estimatedPlotYield.N	NR	1	19250346	19257396	-	breeding_improved_vs_landrace	Sobic.001G208200	154.1223761	1	1	Alpha galactosidase A	xpclr_breeding_improved_vs_landrace
Sobic.001G208200	1	19206318	19291778	1.72e-08	19251778	6	X2020.panicleGrainWeight.N	NR	1	19250346	19257396	-	breeding_improved_vs_landrace	Sobic.001G208200	154.1223761	1	1	Alpha galactosidase A	xpclr_breeding_improved_vs_landrace
Sobic.001G208300	1	19217086	19299250	7.28e-07	19257086	3	X2020.estimatedPlotYield.N	NR	1	19260215	19268370	+	breeding_improved_vs_landrace	Sobic.001G208300	154.1223761	1	1	Calcineurin-like phosphoesterase	xpclr_breeding_improved_vs_landrace
Sobic.001G208300	1	19206318	19291778	1.72e-08	19251778	6	X2020.panicleGrainWeight.N	NR	1	19260215	19268370	+	breeding_improved_vs_landrace	Sobic.001G208300	154.1223761	1	1	Calcineurin-like phosphoesterase	xpclr_breeding_improved_vs_landrace
Sobic.001G233600	1	23076556	23156556	4.75e-06	23116556	1	X2020.HN.rachisDiameterLowe	HN	1	23093180	23103988	-	breeding_improved_vs_landrace	Sobic.001G233600	214.1896515	1	2	AT-rich interactive domain-containing protein	xpclr_breeding_improved_vs_landrace
Sobic.001G233700	1	23076556	23156556	4.75e-06	23116556	1	X2020.HN.rachisDiameterLowe	HN	1	23111014	23130621	-	breeding_improved_vs_landrace	Sobic.001G233700	214.1896515	1	2	Protein of unknown function (DUF3522)	xpclr_breeding_improved_vs_landrace
Sobic.001G235266	1	23700237	23795660	4.64e-06	23751948	4	X2021.HN.stemDiameterLowe	HN	1	23744692	23750984	-	breeding_improved_vs_landrace	Sobic.001G235266	268.1936781	1	6	SANT  SWI3, ADA2, N-CoR and TFIIIB'' DNA-binding domains	xpclr_breeding_improved_vs_landrace
Sobic.001G235332	1	23700237	23795660	4.64e-06	23751948	4	X2021.HN.stemDiameterLowe	HN	1	23753883	23759028	-	breeding_improved_vs_landrace	Sobic.001G235332	268.1936781	1	6		xpclr_breeding_improved_vs_landrace
Sobic.001G235900	1	23912650	23992650	8.21e-06	23952650	1	X2021.HN.stemDiameterLowe	HN	1	23976697	23996950	-	breeding_improved_vs_landrace	Sobic.001G235900	219.7306451	1	4	ABC transporter	xpclr_breeding_improved_vs_landrace
Sobic.001G263200	1	51603407	51683407	8.32e-06	51643407	1	X2020.HN.percentMoistur	HN	1	51657223	51671833	-	breeding_improved_vs_landrace	Sobic.001G263200	182.1359555	1	2	Maspardin	xpclr_breeding_improved_vs_landrace
Sobic.001G265700	1	54300210	54380210	6.29e-06	54340210	1	X2021.LN.stemDiameterUppe	LN	1	54297703	54305605	+	breeding_improved_vs_landrace	Sobic.001G265700	464.0735317	1	3	Leucine rich repeat	xpclr_breeding_improved_vs_landrace
Sobic.001G265800	1	54300210	54380210	6.29e-06	54340210	1	X2021.LN.stemDiameterUppe	LN	1	54340257	54345285	+	breeding_improved_vs_landrace	Sobic.001G265800	464.0735317	1	3	Hsp20/alpha crystallin family	xpclr_breeding_improved_vs_landrace
Sobic.001G287500	1	60411419	60507791	8.02e-06	60451419	2	X2021.HN.tillersPerPlan	HN	1	60404518	60425426	+	breeding_improved_vs_landrace	Sobic.001G287500	169.6310156	1	2	Domain of unknown function (DUF4339)	xpclr_breeding_improved_vs_landrace
Sobic.001G287600	1	60411419	60507791	8.02e-06	60451419	2	X2021.HN.tillersPerPlan	HN	1	60423127	60430086	-	breeding_improved_vs_landrace	Sobic.001G287600	169.6310156	1	2	bHLH-MYC and R2R3-MYB transcription factors N-terminal	xpclr_breeding_improved_vs_landrace
Sobic.001G375100	1	70440170	70520170	8.34e-06	70480170	1	X2021.tillersPerPlant.N	NR	1	70490174	70506197	+	breeding_improved_vs_landrace	Sobic.001G375100	168.3965588	1	1	ATPase family associated with various cellular activities (AAA)	xpclr_breeding_improved_vs_landrace
Sobic.001G375200	1	70440170	70520170	8.34e-06	70480170	1	X2021.tillersPerPlant.N	NR	1	70502333	70507935	-	breeding_improved_vs_landrace	Sobic.001G375200	168.3965588	1	1	LURP-one-related	xpclr_breeding_improved_vs_landrace
Sobic.001G375300	1	70440170	70520170	8.34e-06	70480170	1	X2021.tillersPerPlant.N	NR	1	70509947	70521258	+	breeding_improved_vs_landrace	Sobic.001G375300	168.3965588	1	1	Ulp1 protease family, C-terminal catalytic domain	xpclr_breeding_improved_vs_landrace
Sobic.001G436900	1	75604419	75684419	4.46e-06	75644419	1	X2021.HN.percentStarc	HN	1	75644644	75656736	+	breeding_improved_vs_landrace	Sobic.001G436900	227.9859124	1	1	Involved in autophagy and cytoplasm to vacuole transport (Cvt) vesicle formation. Plays a key role in the organization of the preautophagosomal structure phagophore assembly site (PAS), the nucleating site for formation of the sequestering vesicle	xpclr_breeding_improved_vs_landrace
Sobic.001G437000	1	75604419	75684419	4.46e-06	75644419	1	X2021.HN.percentStarc	HN	1	75654480	75663001	-	breeding_improved_vs_landrace	Sobic.001G437000	227.9859124	1	1	ACT domain	xpclr_breeding_improved_vs_landrace
Sobic.001G437050	1	75604419	75684419	4.46e-06	75644419	1	X2021.HN.percentStarc	HN	1	75661584	75667137	+	breeding_improved_vs_landrace	Sobic.001G437050	227.9859124	1	1		xpclr_breeding_improved_vs_landrace
Sobic.001G437100	1	75604419	75684419	4.46e-06	75644419	1	X2021.HN.percentStarc	HN	1	75666931	75675960	-	breeding_improved_vs_landrace	Sobic.001G437100	227.9859124	1	1	-	xpclr_breeding_improved_vs_landrace
Sobic.002G020925	2	1895670	1975672	9.91e-06	1935670	2	X2020.HN.percentMoistur	HN	2	1946751	1953055	-	breeding_improved_vs_landrace	Sobic.002G020925	185.797668	1	1		xpclr_breeding_improved_vs_landrace
Sobic.002G021000	2	1895670	1975672	9.91e-06	1935670	2	X2020.HN.percentMoistur	HN	2	1952741	1959586	+	breeding_improved_vs_landrace	Sobic.002G021000	185.797668	1	1	Protein PHLOEM PROTEIN 2-LIKE	xpclr_breeding_improved_vs_landrace
Sobic.002G021066	2	1895670	1975672	9.91e-06	1935670	2	X2020.HN.percentMoistur	HN	2	1958485	1962989	+	breeding_improved_vs_landrace	Sobic.002G021066	185.797668	1	1		xpclr_breeding_improved_vs_landrace
Sobic.002G021132	2	1895670	1975672	9.91e-06	1935670	2	X2020.HN.percentMoistur	HN	2	1959593	1964697	-	breeding_improved_vs_landrace	Sobic.002G021132	185.797668	1	1	Phytosulfokine precursor protein (PSK)	xpclr_breeding_improved_vs_landrace
Sobic.002G021200	2	1895670	1975672	9.91e-06	1935670	2	X2020.HN.percentMoistur	HN	2	1961163	1971843	-	breeding_improved_vs_landrace	Sobic.002G021200	185.797668	1	1	SNF2 family N-terminal domain	xpclr_breeding_improved_vs_landrace
Sobic.002G023000	2	2111286	2191286	9.79e-06	2151286	1	X2021.LN.daysToFlowe	LN	2	2117903	2127138	+	breeding_improved_vs_landrace	Sobic.002G023000	220.225632	1	3	Belongs to the protein kinase superfamily	xpclr_breeding_improved_vs_landrace
Sobic.002G023100	2	2111286	2191286	9.79e-06	2151286	1	X2021.LN.daysToFlowe	LN	2	2122260	2129883	-	breeding_improved_vs_landrace	Sobic.002G023100	220.225632	1	3	heat shock protein	xpclr_breeding_improved_vs_landrace
Sobic.002G023200	2	2111286	2191286	9.79e-06	2151286	1	X2021.LN.daysToFlowe	LN	2	2136988	2141794	+	breeding_improved_vs_landrace	Sobic.002G023200	220.225632	1	3	Belongs to the CRISP family	xpclr_breeding_improved_vs_landrace
Sobic.002G023300	2	2111286	2191286	9.79e-06	2151286	1	X2021.LN.daysToFlowe	LN	2	2148949	2153790	+	breeding_improved_vs_landrace	Sobic.002G023300	220.225632	1	3	Belongs to the CRISP family	xpclr_breeding_improved_vs_landrace
Sobic.002G023400	2	2111286	2191286	9.79e-06	2151286	1	X2021.LN.daysToFlowe	LN	2	2151105	2158238	-	breeding_improved_vs_landrace	Sobic.002G023400	220.225632	1	3	Protein of unknown function, DUF594	xpclr_breeding_improved_vs_landrace
Sobic.002G023500	2	2111286	2191286	9.79e-06	2151286	1	X2021.LN.daysToFlowe	LN	2	2160062	2169333	-	breeding_improved_vs_landrace	Sobic.002G023500	220.225632	1	3	Protein of unknown function, DUF594	xpclr_breeding_improved_vs_landrace
Sobic.002G023900	2	2193376	2285928	6.58e-06	2233453	14	X2020.HN.estimatedPlotYiel	HN	2	2232833	2243341	+	breeding_improved_vs_landrace	Sobic.002G023900	203.7337728	1	2	sequence-specific DNA binding	xpclr_breeding_improved_vs_landrace
Sobic.002G023900	2	2191018	2271018	9.56e-06	2231018	1	X2021.LN.stemDiameterUppe	LN	2	2232833	2243341	+	breeding_improved_vs_landrace	Sobic.002G023900	203.7337728	1	2	sequence-specific DNA binding	xpclr_breeding_improved_vs_landrace
Sobic.002G024000	2	2193376	2285928	6.58e-06	2233453	14	X2020.HN.estimatedPlotYiel	HN	2	2245004	2251570	-	breeding_improved_vs_landrace	Sobic.002G024000	203.7337728	1	2	Legume lectin domain	xpclr_breeding_improved_vs_landrace
Sobic.002G024000	2	2191018	2271018	9.56e-06	2231018	1	X2021.LN.stemDiameterUppe	LN	2	2245004	2251570	-	breeding_improved_vs_landrace	Sobic.002G024000	203.7337728	1	2	Legume lectin domain	xpclr_breeding_improved_vs_landrace
Sobic.002G024100	2	2193376	2285928	6.58e-06	2233453	14	X2020.HN.estimatedPlotYiel	HN	2	2252487	2259229	-	breeding_improved_vs_landrace	Sobic.002G024100	203.7337728	1	2	Legume lectin domain	xpclr_breeding_improved_vs_landrace
Sobic.002G024100	2	2191018	2271018	9.56e-06	2231018	1	X2021.LN.stemDiameterUppe	LN	2	2252487	2259229	-	breeding_improved_vs_landrace	Sobic.002G024100	203.7337728	1	2	Legume lectin domain	xpclr_breeding_improved_vs_landrace
Sobic.002G024200	2	2193376	2285928	6.58e-06	2233453	14	X2020.HN.estimatedPlotYiel	HN	2	2259746	2266760	-	breeding_improved_vs_landrace	Sobic.002G024200	203.7337728	1	2	Legume lectin domain	xpclr_breeding_improved_vs_landrace
Sobic.002G024200	2	2191018	2271018	9.56e-06	2231018	1	X2021.LN.stemDiameterUppe	LN	2	2259746	2266760	-	breeding_improved_vs_landrace	Sobic.002G024200	203.7337728	1	2	Legume lectin domain	xpclr_breeding_improved_vs_landrace
Sobic.002G024300	2	2193376	2285928	6.58e-06	2233453	14	X2020.HN.estimatedPlotYiel	HN	2	2263417	2272282	-	breeding_improved_vs_landrace	Sobic.002G024300	203.7337728	1	2	Legume lectin domain	xpclr_breeding_improved_vs_landrace
Sobic.002G024300	2	2191018	2271018	9.56e-06	2231018	1	X2021.LN.stemDiameterUppe	LN	2	2263417	2272282	-	breeding_improved_vs_landrace	Sobic.002G024300	203.7337728	1	2	Legume lectin domain	xpclr_breeding_improved_vs_landrace
Sobic.002G036200	2	3387786	3486518	3.92e-06	3446518	7	X2021.HN.percentAs	HN	2	3434637	3439436	-	breeding_improved_vs_landrace	Sobic.002G036200	151.980119	1	1	Protein of unknown function (DUF1639)	xpclr_breeding_improved_vs_landrace
Sobic.002G036300	2	3387786	3486518	3.92e-06	3446518	7	X2021.HN.percentAs	HN	2	3442998	3451072	-	breeding_improved_vs_landrace	Sobic.002G036300	151.980119	1	1	Protein of unknown function (DUF1365)	xpclr_breeding_improved_vs_landrace
Sobic.002G036400	2	3387786	3486518	3.92e-06	3446518	7	X2021.HN.percentAs	HN	2	3446357	3454293	-	breeding_improved_vs_landrace	Sobic.002G036400	151.980119	1	1	Kelch	xpclr_breeding_improved_vs_landrace
Sobic.002G102200	2	11758868	11838868	4.23e-06	11798868	1	X2020.HN.plantHeigh	HN	2	11799078	11805320	+	breeding_improved_vs_landrace	Sobic.002G102200	178.977441	1	1	Acetyltransferase (GNAT) domain	xpclr_breeding_improved_vs_landrace
Sobic.002G165500	2	52629395	52709395	7.83e-06	52669395	1	X2020.HN.medianLeafAngl	HN	2	52708390	52712920	+	breeding_improved_vs_landrace	Sobic.002G165500	245.9681771	1	2	-	xpclr_breeding_improved_vs_landrace
Sobic.002G402600	2	76568824	76648824	2.39e-07	76608824	1	X2021.LN.stemDiameterLowe	LN	2	76629858	76642222	+	breeding_improved_vs_landrace	Sobic.002G402600	439.2948824	1	5	RhoGAP domain	xpclr_breeding_improved_vs_landrace
Sobic.002G402700	2	76568824	76648824	2.39e-07	76608824	1	X2021.LN.stemDiameterLowe	LN	2	76638171	76657673	-	breeding_improved_vs_landrace	Sobic.002G402700	439.2948824	1	5	glutamate synthase (ferredoxin) activity	xpclr_breeding_improved_vs_landrace
Sobic.002G414850	2	77523002	77603227	5.6e-06	77563002	3	X2020.HN.flagLeafLengt	HN	2	77556247	77561704	-	breeding_improved_vs_landrace	Sobic.002G414850	159.5612623	1	1		xpclr_breeding_improved_vs_landrace
Sobic.002G414900	2	77523002	77603227	5.6e-06	77563002	3	X2020.HN.flagLeafLengt	HN	2	77566344	77576935	-	breeding_improved_vs_landrace	Sobic.002G414900	159.5612623	1	1	AAA domain	xpclr_breeding_improved_vs_landrace
Sobic.003G041100	3	3813406	3893406	6.04e-06	3853406	1	X2020.HN.branchInternodeLengt	HN	3	3874113	3882369	+	breeding_improved_vs_landrace	Sobic.003G041100	152.8226723	1	1	chromatin binding	xpclr_breeding_improved_vs_landrace
Sobic.003G041100	3	3813406	3893406	4.67e-06	3853406	1	X2020.LN.branchInternodeLengt	LN	3	3874113	3882369	+	breeding_improved_vs_landrace	Sobic.003G041100	152.8226723	1	1	chromatin binding	xpclr_breeding_improved_vs_landrace
Sobic.003G041200	3	3813406	3893406	6.04e-06	3853406	1	X2020.HN.branchInternodeLengt	HN	3	3882927	3887690	+	breeding_improved_vs_landrace	Sobic.003G041200	152.8226723	1	1	-	xpclr_breeding_improved_vs_landrace
Sobic.003G041200	3	3813406	3893406	4.67e-06	3853406	1	X2020.LN.branchInternodeLengt	LN	3	3882927	3887690	+	breeding_improved_vs_landrace	Sobic.003G041200	152.8226723	1	1	-	xpclr_breeding_improved_vs_landrace
