gene_id	gwas_chr	gwas_start	gwas_end	gwas_pvalue	gwas_peak_pos	gwas_n_snps	gwas_trait	gwas_condition	gwas_gene_chr	gwas_gene_start	gwas_gene_end	gwas_gene_strand	selection_comparison	selection_Gene	selection_max_xpclr	selection_n_regions	selection_total_merged_windows	selection_Description	selection_condition
Sobic.003G050400	3	4585224	4665241	6.82e-06	4625241	2	X2021.HN.stemDiameterLowe	HN	3	4624292	4635388	+	domestication_landrace_vs_wild	Sobic.003G050400	439.7157049	1	2	Hydrolyzes glycerol-phospholipids at the terminal phosphodiesteric bond	xpclr_domestication_landrace_vs_wild
Sobic.003G050500	3	4585224	4665241	6.82e-06	4625241	2	X2021.HN.stemDiameterLowe	HN	3	4634495	4639390	-	domestication_landrace_vs_wild	Sobic.003G050500	439.7157049	1	2	basic region leucin zipper	xpclr_domestication_landrace_vs_wild
Sobic.003G055900	3	5044379	5124379	5.74e-06	5084379	1	X2020.LN.leafAngleStandardDeviatio	LN	3	5049263	5055752	-	domestication_landrace_vs_wild	Sobic.003G055900	483.0521692	1	1	GPI-GlcNAc transferase complex, PIG-H component	xpclr_domestication_landrace_vs_wild
Sobic.003G056000	3	5044379	5124379	5.74e-06	5084379	1	X2020.LN.leafAngleStandardDeviatio	LN	3	5052289	5058632	-	domestication_landrace_vs_wild	Sobic.003G056000	483.0521692	1	1	Staphylococcal nuclease homologue	xpclr_domestication_landrace_vs_wild
Sobic.003G056100	3	5044379	5124379	5.74e-06	5084379	1	X2020.LN.leafAngleStandardDeviatio	LN	3	5055124	5065156	-	domestication_landrace_vs_wild	Sobic.003G056100	483.0521692	1	1	Transcription initiation factor TFIID component TAF4 family	xpclr_domestication_landrace_vs_wild
Sobic.003G056250	3	5044379	5124379	5.74e-06	5084379	1	X2020.LN.leafAngleStandardDeviatio	LN	3	5061880	5066897	-	domestication_landrace_vs_wild	Sobic.003G056250	483.0521692	1	1		xpclr_domestication_landrace_vs_wild
Sobic.003G056275	3	5044379	5124379	5.74e-06	5084379	1	X2020.LN.leafAngleStandardDeviatio	LN	3	5067491	5072365	+	domestication_landrace_vs_wild	Sobic.003G056275	483.0521692	1	1		xpclr_domestication_landrace_vs_wild
Sobic.003G061000	3	5407766	5488068	3.31e-06	5448068	2	X2020.LN.medianLeafAngl	LN	3	5407136	5414619	+	domestication_landrace_vs_wild	Sobic.003G061000	456.2675119	1	1	Belongs to the universal ribosomal protein uL3 family	xpclr_domestication_landrace_vs_wild
Sobic.003G061200	3	5407766	5488068	3.31e-06	5448068	2	X2020.LN.medianLeafAngl	LN	3	5417378	5433163	+	domestication_landrace_vs_wild	Sobic.003G061200	456.2675119	1	1	5' nucleotidase family	xpclr_domestication_landrace_vs_wild
Sobic.003G061300	3	5407766	5488068	3.31e-06	5448068	2	X2020.LN.medianLeafAngl	LN	3	5430110	5439427	+	domestication_landrace_vs_wild	Sobic.003G061300	456.2675119	1	1	Belongs to the TPP enzyme family	xpclr_domestication_landrace_vs_wild
Sobic.003G144950	3	14943523	15042773	1.93e-06	15002773	11	X2021.tillersPerPlant.N	NR	3	14943005	14947708	+	domestication_landrace_vs_wild	Sobic.003G144950	868.9330206	1	5		xpclr_domestication_landrace_vs_wild
Sobic.003G145000	3	14943523	15042773	1.93e-06	15002773	11	X2021.tillersPerPlant.N	NR	3	14944672	14951281	+	domestication_landrace_vs_wild	Sobic.003G145000	868.9330206	1	5		xpclr_domestication_landrace_vs_wild
Sobic.003G190100	3	57339550	57419550	8.72e-07	57379550	1	X2020.LN.leafAngleStandardDeviatio	LN	3	57350529	57360448	+	domestication_landrace_vs_wild	Sobic.003G190100	679.5142832	1	1	Peptidase C13 family	xpclr_domestication_landrace_vs_wild
Sobic.003G226800	3	62677507	62757507	8.16e-06	62717507	1	X2020.medianLeafAngle.N	NR	3	62679658	62685769	+	domestication_landrace_vs_wild	Sobic.003G226800	660.3302769	1	7	Heat stress transcription factor C-1a	xpclr_domestication_landrace_vs_wild
Sobic.003G226900	3	62677507	62757507	8.16e-06	62717507	1	X2020.medianLeafAngle.N	NR	3	62695895	62704613	-	domestication_landrace_vs_wild	Sobic.003G226900	660.3302769	1	7	Belongs to the peptidase A1 family	xpclr_domestication_landrace_vs_wild
Sobic.003G226950	3	62677507	62757507	8.16e-06	62717507	1	X2020.medianLeafAngle.N	NR	3	62698265	62703443	+	domestication_landrace_vs_wild	Sobic.003G226950	660.3302769	1	7		xpclr_domestication_landrace_vs_wild
Sobic.003G249400	3	65039110	65119110	6.97e-06	65079110	1	X2020.LN.medianLeafAngl	LN	3	65095986	65102475	+	domestication_landrace_vs_wild	Sobic.003G249400	616.3501443	1	4	-	xpclr_domestication_landrace_vs_wild
Sobic.003G249500	3	65039110	65119110	6.97e-06	65079110	1	X2020.LN.medianLeafAngl	LN	3	65098585	65104444	-	domestication_landrace_vs_wild	Sobic.003G249500	616.3501443	1	4	Eukaryotic cytochrome b561	xpclr_domestication_landrace_vs_wild
Sobic.003G249550	3	65107580	65187580	2.54e-06	65147580	1	X2020.HN.rachisLengt	HN	3	65105863	65110249	+	domestication_landrace_vs_wild	Sobic.003G249550	616.3501443	1	4		xpclr_domestication_landrace_vs_wild
Sobic.003G249550	3	65039110	65119110	6.97e-06	65079110	1	X2020.LN.medianLeafAngl	LN	3	65105863	65110249	+	domestication_landrace_vs_wild	Sobic.003G249550	616.3501443	1	4		xpclr_domestication_landrace_vs_wild
Sobic.003G249600	3	65107580	65187580	2.54e-06	65147580	1	X2020.HN.rachisLengt	HN	3	65106869	65121196	+	domestication_landrace_vs_wild	Sobic.003G249600	616.3501443	1	4	Vps16, C-terminal region	xpclr_domestication_landrace_vs_wild
Sobic.003G249600	3	65039110	65119110	6.97e-06	65079110	1	X2020.LN.medianLeafAngl	LN	3	65106869	65121196	+	domestication_landrace_vs_wild	Sobic.003G249600	616.3501443	1	4	Vps16, C-terminal region	xpclr_domestication_landrace_vs_wild
Sobic.003G249700	3	65107580	65187580	2.54e-06	65147580	1	X2020.HN.rachisLengt	HN	3	65124021	65129714	-	domestication_landrace_vs_wild	Sobic.003G249700	616.3501443	1	4	Belongs to the eukaryotic ribosomal protein eL20 family	xpclr_domestication_landrace_vs_wild
Sobic.003G249800	3	65107580	65187580	2.54e-06	65147580	1	X2020.HN.rachisLengt	HN	3	65129892	65136273	-	domestication_landrace_vs_wild	Sobic.003G249800	616.3501443	1	4	60S ribosomal protein	xpclr_domestication_landrace_vs_wild
