selection_class	gene_id	best_neglog10p	best_gwas_pvalue	best_selection_score	best_selection_region	gwas_traits	gene_region	gene_description	overlap_rows
B2_improved	Sobic.005G102401	5.54821356447571	2.83e-06	3450.78869176053	Chr5:17991752-18071752	X2021.tillersPerPlant.N	Chr5:18069198-18074176(-)	Dirigent proteins impart stereoselectivity on the phenoxy radical-coupling reaction, yielding optically active lignans from two molecules of coniferyl alcohol in the biosynthesis of lignans, flavonolignans, and alkaloids and thus plays a central role in plant secondary metabolism	753
B2_improved	Sobic.001G189500	5.10402526764094	7.87e-06	1700.80657404909	Chr1:16870106-16950106	X2020.estimatedPlotYield.N	Chr1:16888998-16898653(-)	D-arabinono-1,4-lactone oxidase	24
B2_improved	Sobic.001G189600	5.10402526764094	7.87e-06	1700.80657404909	Chr1:16870106-16950106	X2020.estimatedPlotYield.N	Chr1:16903427-16913043(+)	F-box LRR-repeat protein	24
B2_improved	Sobic.001G189700	5.10402526764094	7.87e-06	1700.80657404909	Chr1:16870106-16950106	X2020.estimatedPlotYield.N	Chr1:16909452-16914783(-)	DnaJ molecular chaperone homology domain	24
B2_improved	Sobic.001G189800	5.10402526764094	7.87e-06	1700.80657404909	Chr1:16870106-16950106	X2020.estimatedPlotYield.N	Chr1:16918235-16922978(-)	DnaJ molecular chaperone homology domain	24
B2_improved	Sobic.001G189900	5.10402526764094	7.87e-06	1700.80657404909	Chr1:16870106-16950106	X2020.estimatedPlotYield.N	Chr1:16922246-16927609(+)	-	24
B2_improved	Sobic.001G189950	5.10402526764094	7.87e-06	1700.80657404909	Chr1:16870106-16950106	X2020.estimatedPlotYield.N	Chr1:16938634-16943663(+)	-	24
B2_improved	Sobic.001G190000	5.10402526764094	7.87e-06	1700.80657404909	Chr1:16870106-16950106	X2020.estimatedPlotYield.N	Chr1:16939764-16946312(+)	SANT  SWI3, ADA2, N-CoR and TFIIIB'' DNA-binding domains	24
B2_improved	Sobic.001G190100	5.10402526764094	7.87e-06	1700.80657404909	Chr1:16870106-16950106	X2020.estimatedPlotYield.N	Chr1:16944102-16952873(-)	divergent subfamily of APPLE domains	24
B2_improved	Sobic.005G174750	5.09366495819491	8.06e-06	2252.12930747436	Chr5:70487893-70567893	X2020.medianLeafAngle.N	Chr5:70567600-70572918(-)		232
B2_improved	Sobic.005G174800	5.09366495819491	8.06e-06	2119.88413752853	Chr5:70499351-70579351	X2020.medianLeafAngle.N	Chr5:70577241-70581754(+)		16
B2_improved	Sobic.005G174900	5.09366495819491	8.06e-06	2034.37977916542	Chr5:70502220-70582220	X2020.medianLeafAngle.N	Chr5:70581858-70586461(+)		10
