selection_class	gene_id	best_neglog10p	best_gwas_pvalue	best_selection_score	best_selection_region	gwas_traits	gene_region	gene_description	overlap_rows
B2_wild	Sobic.010G208300	5.42250820016277	3.78e-06	1156.626599	Chr10:56722029-56810607	X2021.tillersPerPlant.N	Chr10:56735860-56742067(+)	Transcriptional activator that binds specific DNA sequence	1
B2_wild	Sobic.010G208400	5.42250820016277	3.78e-06	1156.626599	Chr10:56722029-56810607	X2021.tillersPerPlant.N	Chr10:56738477-56750837(-)	Lysosomal Pro-X carboxypeptidase	1
B2_wild	Sobic.010G208600	5.42250820016277	3.78e-06	1156.626599	Chr10:56722029-56810607	X2021.tillersPerPlant.N	Chr10:56756908-56772865(-)	Lysosomal Pro-X carboxypeptidase	1
B2_wild	Sobic.010G208700	5.42250820016277	3.78e-06	1156.626599	Chr10:56722029-56810607	X2021.tillersPerPlant.N	Chr10:56773885-56785276(-)	Lysosomal Pro-X carboxypeptidase	1
B2_wild	Sobic.005G116100	5.41116827440579	3.88e-06	1823.342829	Chr5:55417416-55517754	X2020.panicleGrainWeight.N	Chr5:55453326-55460036(+)	-	1
B2_wild	Sobic.004G324500	5.40011692792631	3.98e-06	976.0162615	Chr4:68367946-68514840	X2020.paniclesPerPlot.N	Chr4:68507883-68517772(-)		1
B2_wild	Sobic.002G137800	5.37986394502624	4.17e-06	1752.158766	Chr2:21338323-21451631	X2020.estimatedPlotYield.N	Chr2:21348408-21355931(+)	Belongs to the iron ascorbate-dependent oxidoreductase family	1
B2_wild	Sobic.008G095200	5.32422165832592	4.74e-06	1038.344861	Chr8:47775192-47862997	X2020.panicleGrainWeight.N	Chr8:47822129-47849670(-)	histone H2A-K119 monoubiquitination	1
B2_wild	Sobic.006G135587	5.28819277095881	5.15e-06	1090.737224	Chr6:51259658-51346516	X2021.tillersPerPlant.N	Chr6:51258885-51263129(+)	S-adenosyl-l-methionine decarboxylase leader peptide	1
B2_wild	Sobic.006G135600	5.28819277095881	5.15e-06	1090.737224	Chr6:51259658-51346516	X2021.tillersPerPlant.N	Chr6:51259218-51264782(+)	S-adenosylmethionine decarboxylase proenzyme	1
B2_wild	Sobic.006G135800	5.28819277095881	5.15e-06	1090.737224	Chr6:51259658-51346516	X2021.tillersPerPlant.N	Chr6:51267769-51275457(-)	cytoskeletal protein binding	1
B2_wild	Sobic.006G135900	5.28819277095881	5.15e-06	1090.737224	Chr6:51259658-51346516	X2021.tillersPerPlant.N	Chr6:51275999-51283930(+)	Belongs to the AAA ATPase family	1
B2_wild	Sobic.006G136000	5.28819277095881	5.15e-06	1090.737224	Chr6:51259658-51346516	X2021.tillersPerPlant.N	Chr6:51279856-51286290(-)	zinc-finger of acetyl-transferase ESCO	1
B2_wild	Sobic.006G136100	5.28819277095881	5.15e-06	1090.737224	Chr6:51259658-51346516	X2021.tillersPerPlant.N	Chr6:51285360-51292578(+)	BT1 family	1
B2_wild	Sobic.006G136200	5.28819277095881	5.15e-06	1090.737224	Chr6:51259658-51346516	X2021.tillersPerPlant.N	Chr6:51288363-51296223(-)	May have a role in the cell cycle	1
B2_wild	Sobic.003G313500	5.28066871301627	5.24e-06	1254.483509	Chr3:70426895-70534489	X2020.estimatedPlotYield.N	Chr3:70483746-70503055(-)	MATH domain-containing protein	1
B2_wild	Sobic.003G313700	5.28066871301627	5.24e-06	1254.483509	Chr3:70426895-70534489	X2020.estimatedPlotYield.N	Chr3:70500532-70508679(-)	NB-ARC domain	1
B2_wild	Sobic.003G313800	5.28066871301627	5.24e-06	1254.483509	Chr3:70426895-70534489	X2020.estimatedPlotYield.N	Chr3:70526871-70534897(-)	Cytokinin dehydrogenase 1, FAD and cytokinin binding	1
B2_wild	Sobic.006G155200	5.27083521030723	5.36e-06	919.2721711	Chr6:52874808-52965141	X2020.panicleGrainWeight.N	Chr6:52870994-52877722(+)	POT family	1
B2_wild	Sobic.006G155300	5.27083521030723	5.36e-06	919.2721711	Chr6:52874808-52965141	X2020.panicleGrainWeight.N	Chr6:52874198-52881703(+)	Belongs to the MIP aquaporin (TC 1.A.8) family	1
B2_wild	Sobic.006G155400	5.27083521030723	5.36e-06	919.2721711	Chr6:52874808-52965141	X2020.panicleGrainWeight.N	Chr6:52877240-52885412(-)	Protein of unknown function (DUF789)	1
B2_wild	Sobic.006G155500	5.27083521030723	5.36e-06	919.2721711	Chr6:52874808-52965141	X2020.panicleGrainWeight.N	Chr6:52884381-52889840(+)	UPF0426 protein At1g28150	1
B2_wild	Sobic.006G155600	5.27083521030723	5.36e-06	919.2721711	Chr6:52874808-52965141	X2020.panicleGrainWeight.N	Chr6:52890259-52895260(+)	-	1
B2_wild	Sobic.006G155700	5.27083521030723	5.36e-06	919.2721711	Chr6:52874808-52965141	X2020.panicleGrainWeight.N	Chr6:52893182-52903952(+)	ABC-2 type transporter	1
B2_wild	Sobic.006G155800	5.27083521030723	5.36e-06	919.2721711	Chr6:52874808-52965141	X2020.panicleGrainWeight.N	Chr6:52902905-52909508(-)	Hus1-like protein	1
B2_wild	Sobic.006G155900	5.27083521030723	5.36e-06	919.2721711	Chr6:52874808-52965141	X2020.panicleGrainWeight.N	Chr6:52906438-52912932(-)	Serine arginine repetitive matrix protein	1
B2_wild	Sobic.006G156000	5.27083521030723	5.36e-06	919.2721711	Chr6:52874808-52965141	X2020.panicleGrainWeight.N	Chr6:52916413-52921406(-)	Ferredoxin thioredoxin reductase variable alpha chain	1
B2_wild	Sobic.006G156100	5.27083521030723	5.36e-06	919.2721711	Chr6:52874808-52965141	X2020.panicleGrainWeight.N	Chr6:52922404-52928677(-)	DNA-binding domain in plant proteins such as APETALA2 and EREBPs	1
B2_wild	Sobic.008G000040	5.23582386760967	5.81e-06	1326.707678	Chr8:29824-122609	X2021.tillersPerPlant.N	Chr8:38230-43781(-)	Belongs to the ATG8 family	1
B2_wild	Sobic.008G000060	5.23582386760967	5.81e-06	1326.707678	Chr8:29824-122609	X2021.tillersPerPlant.N	Chr8:42111-49763(+)	mRNA transport	1
B2_wild	Sobic.008G000080	5.23582386760967	5.81e-06	1326.707678	Chr8:29824-122609	X2021.tillersPerPlant.N	Chr8:48280-55199(-)	Fusaric acid resistance protein-like	1
B2_wild	Sobic.008G000100	5.23582386760967	5.81e-06	1326.707678	Chr8:29824-122609	X2021.tillersPerPlant.N	Chr8:65091-73266(-)	Serine aminopeptidase, S33	1
B2_wild	Sobic.008G000201	5.23582386760967	5.81e-06	1326.707678	Chr8:29824-122609	X2021.tillersPerPlant.N	Chr8:69787-75758(-)	Serine aminopeptidase, S33	1
B2_wild	Sobic.008G000300	5.23582386760967	5.81e-06	1326.707678	Chr8:29824-122609	X2021.tillersPerPlant.N	Chr8:73240-82955(-)		1
B2_wild	Sobic.008G000400	5.23582386760967	5.81e-06	1326.707678	Chr8:29824-122609	X2021.tillersPerPlant.N	Chr8:78173-85537(+)	GHMP kinases N terminal domain	1
B2_wild	Sobic.008G000500	5.23582386760967	5.81e-06	1326.707678	Chr8:29824-122609	X2021.tillersPerPlant.N	Chr8:93068-99048(-)	Exo70 exocyst complex subunit	1
B2_wild	Sobic.008G000600	5.23582386760967	5.81e-06	1326.707678	Chr8:29824-122609	X2021.tillersPerPlant.N	Chr8:96583-106880(+)	RNase P subunit p30	1
B2_wild	Sobic.008G000700	5.23582386760967	5.81e-06	1326.707678	Chr8:29824-122609	X2021.tillersPerPlant.N	Chr8:103555-108816(+)	CCT motif	1
B2_wild	Sobic.008G000800	5.23582386760967	5.81e-06	1326.707678	Chr8:29824-122609	X2021.tillersPerPlant.N	Chr8:104977-117800(-)	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family	1
B2_wild	Sobic.008G000900	5.23582386760967	5.81e-06	1326.707678	Chr8:29824-122609	X2021.tillersPerPlant.N	Chr8:115609-119875(-)		1
B2_wild	Sobic.008G001000	5.23582386760967	5.81e-06	1326.707678	Chr8:29824-122609	X2021.tillersPerPlant.N	Chr8:116462-130204(+)	PAS domain	1
B2_wild	Sobic.001G121700	5.1890957193313	6.47e-06	2384.262297	Chr1:9505635-9636677	X2020.panicleGrainWeight.N	Chr1:9611477-9617716(-)	Fantastic Four meristem regulator	1
B2_wild	Sobic.001G121800	5.1890957193313	6.47e-06	2384.262297	Chr1:9505635-9636677	X2020.panicleGrainWeight.N	Chr1:9621006-9628249(+)		1
B2_wild	Sobic.005G209100	5.18508681872493	6.53e-06	1087.967824	Chr5:74692238-74777000	X2021.plantHeight.N	Chr5:74707222-74713539(+)	Belongs to the GRAS family	1
B2_wild	Sobic.005G209200	5.18508681872493	6.53e-06	1087.967824	Chr5:74692238-74777000	X2021.plantHeight.N	Chr5:74712576-74718627(+)	Belongs to the GRAS family	1
B2_wild	Sobic.005G209300	5.18508681872493	6.53e-06	1087.967824	Chr5:74692238-74777000	X2021.plantHeight.N	Chr5:74723509-74729711(+)	Belongs to the GRAS family	1
B2_wild	Sobic.005G209400	5.18508681872493	6.53e-06	1087.967824	Chr5:74692238-74777000	X2021.plantHeight.N	Chr5:74728342-74738327(+)	Protein kinase domain	1
B2_wild	Sobic.005G209500	5.18508681872493	6.53e-06	1087.967824	Chr5:74692238-74777000	X2021.plantHeight.N	Chr5:74735584-74740614(+)	Protein MID1-COMPLEMENTING ACTIVITY	1
B2_wild	Sobic.005G209550	5.18508681872493	6.53e-06	1087.967824	Chr5:74692238-74777000	X2021.plantHeight.N	Chr5:74741418-74746047(+)		1
B2_wild	Sobic.005G209600	5.18508681872493	6.53e-06	1087.967824	Chr5:74692238-74777000	X2021.plantHeight.N	Chr5:74749924-74763484(-)	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family	1
B2_wild	Sobic.006G229250	5.13018179202067	7.41e-06	2384.104082	Chr6:58762922-59116193	X2020.stemDiameterUpper.N	Chr6:58758986-58763782(-)		1
B2_wild	Sobic.006G229300	5.13018179202067	7.41e-06	2384.104082	Chr6:58762922-59116193	X2020.stemDiameterUpper.N	Chr6:58759615-58768171(+)	divergent subfamily of APPLE domains	1
B2_wild	Sobic.006G229400	5.13018179202067	7.41e-06	2384.104082	Chr6:58762922-59116193	X2020.stemDiameterUpper.N	Chr6:58767930-58772841(-)	Cenp-O kinetochore centromere component	1
B2_wild	Sobic.006G229500	5.13018179202067	7.41e-06	2384.104082	Chr6:58762922-59116193	X2020.stemDiameterUpper.N	Chr6:58773650-58780857(+)	Serine threonine-protein kinase	1
B2_wild	Sobic.006G229600	5.13018179202067	7.41e-06	2384.104082	Chr6:58762922-59116193	X2020.stemDiameterUpper.N	Chr6:58777979-58785532(-)	Serine threonine-protein kinase	1
B2_wild	Sobic.006G229800	5.13018179202067	7.41e-06	2384.104082	Chr6:58762922-59116193	X2020.stemDiameterUpper.N	Chr6:58783943-58791555(-)	Serine threonine-protein kinase	1
B2_wild	Sobic.006G229901	5.13018179202067	7.41e-06	2384.104082	Chr6:58762922-59116193	X2020.stemDiameterUpper.N	Chr6:58789471-58798799(-)	Serine threonine-protein kinase	1
B2_wild	Sobic.006G230100	5.13018179202067	7.41e-06	2384.104082	Chr6:58762922-59116193	X2020.stemDiameterUpper.N	Chr6:58802718-58810721(+)	Serine threonine-protein kinase	1
B2_wild	Sobic.006G230200	5.13018179202067	7.41e-06	2384.104082	Chr6:58762922-59116193	X2020.stemDiameterUpper.N	Chr6:58809919-58818886(+)	Wall-associated receptor kinase	1
B2_wild	Sobic.006G230300	5.13018179202067	7.41e-06	2384.104082	Chr6:58762922-59116193	X2020.stemDiameterUpper.N	Chr6:58814890-58822414(-)	Protein kinase domain	1
B2_wild	Sobic.006G230400	5.13018179202067	7.41e-06	2384.104082	Chr6:58762922-59116193	X2020.stemDiameterUpper.N	Chr6:58822982-58831343(+)	Diacylglycerol kinase	1
B2_wild	Sobic.006G230500	5.13018179202067	7.41e-06	2384.104082	Chr6:58762922-59116193	X2020.stemDiameterUpper.N	Chr6:58827838-58832297(+)	Wound-induced protein	1
B2_wild	Sobic.006G230600	5.13018179202067	7.41e-06	2384.104082	Chr6:58762922-59116193	X2020.stemDiameterUpper.N	Chr6:58828624-58833677(-)	-	1
B2_wild	Sobic.006G230700	5.13018179202067	7.41e-06	2384.104082	Chr6:58762922-59116193	X2020.stemDiameterUpper.N	Chr6:58830778-58835621(-)	Wound-induced protein	1
B2_wild	Sobic.006G230800	5.13018179202067	7.41e-06	2384.104082	Chr6:58762922-59116193	X2020.stemDiameterUpper.N	Chr6:58833121-58838361(-)	Wound-induced protein	1
B2_wild	Sobic.004G323700	5.12842706445412	7.44e-06	976.0162615	Chr4:68367946-68514840	X2020.estimatedPlotYield.N	Chr4:68379048-68389284(+)	Ring finger domain	1
B2_wild	Sobic.004G323800	5.12842706445412	7.44e-06	976.0162615	Chr4:68367946-68514840	X2020.estimatedPlotYield.N	Chr4:68385334-68392337(-)	PCRF	1
B2_wild	Sobic.004G323900	5.12842706445412	7.44e-06	976.0162615	Chr4:68367946-68514840	X2020.estimatedPlotYield.N	Chr4:68390562-68399126(+)	-	1
B2_wild	Sobic.004G324000	5.12842706445412	7.44e-06	976.0162615	Chr4:68367946-68514840	X2020.estimatedPlotYield.N	Chr4:68398377-68409236(+)	Glutamate-gated receptor that probably acts as non- selective cation channel	1
B2_wild	Sobic.004G324100	5.12842706445412	7.44e-06	976.0162615	Chr4:68367946-68514840	X2020.estimatedPlotYield.N	Chr4:68405333-68417162(-)	Diacylglycerol kinase accessory domain (presumed)	1
B2_wild	Sobic.004G324200	5.12842706445412	7.44e-06	976.0162615	Chr4:68367946-68514840	X2020.estimatedPlotYield.N	Chr4:68421040-68427691(+)	RNA-binding component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation. This subunit can bind 18S rRNA	1
B2_wild	Sobic.001G189500	5.10402526764094	7.87e-06	923.7650507	Chr1:16837862-16920626	X2020.estimatedPlotYield.N	Chr1:16888998-16898653(-)	D-arabinono-1,4-lactone oxidase	1
B2_wild	Sobic.001G189600	5.10402526764094	7.87e-06	923.7650507	Chr1:16837862-16920626	X2020.estimatedPlotYield.N	Chr1:16903427-16913043(+)	F-box LRR-repeat protein	1
B2_wild	Sobic.001G189700	5.10402526764094	7.87e-06	923.7650507	Chr1:16837862-16920626	X2020.estimatedPlotYield.N	Chr1:16909452-16914783(-)	DnaJ molecular chaperone homology domain	1
B2_wild	Sobic.001G189800	5.10402526764094	7.87e-06	923.7650507	Chr1:16837862-16920626	X2020.estimatedPlotYield.N	Chr1:16918235-16922978(-)	DnaJ molecular chaperone homology domain	1
B2_wild	Sobic.002G103450	5.10237290870956	7.9e-06	1313.132291	Chr2:12133500-12245101	X2020.extantLeafNumber.N	Chr2:12200922-12209985(+)		1
B2_wild	Sobic.005G174750	5.09366495819491	8.06e-06	1099.364403	Chr5:70466158-70583363	X2020.medianLeafAngle.N	Chr5:70567600-70572918(-)		1
B2_wild	Sobic.005G174800	5.09366495819491	8.06e-06	1099.364403	Chr5:70466158-70583363	X2020.medianLeafAngle.N	Chr5:70577241-70581754(+)		1
B2_wild	Sobic.005G174900	5.09366495819491	8.06e-06	1099.364403	Chr5:70466158-70583363	X2020.medianLeafAngle.N	Chr5:70581858-70586461(+)		1
B2_wild	Sobic.003G226800	5.08830984124614	8.16e-06	1334.104665	Chr3:62585122-62712536	X2020.medianLeafAngle.N	Chr3:62679658-62685769(+)	Heat stress transcription factor C-1a	1
B2_wild	Sobic.003G226900	5.08830984124614	8.16e-06	1334.104665	Chr3:62585122-62712536	X2020.medianLeafAngle.N	Chr3:62695895-62704613(-)	Belongs to the peptidase A1 family	1
B2_wild	Sobic.003G226950	5.08830984124614	8.16e-06	1334.104665	Chr3:62585122-62712536	X2020.medianLeafAngle.N	Chr3:62698265-62703443(+)		1
B2_wild	Sobic.005G098000	5.05551732784983	8.8e-06	1052.60026	Chr5:16102503-16186858	X2021.tillersPerPlant.N	Chr5:16107454-16116438(+)	Belongs to the serpin family	1
B2_wild	Sobic.005G098050	5.05551732784983	8.8e-06	1052.60026	Chr5:16102503-16186858	X2021.tillersPerPlant.N	Chr5:16109894-16115778(-)		1
B2_wild	Sobic.005G098100	5.05551732784983	8.8e-06	1052.60026	Chr5:16102503-16186858	X2021.tillersPerPlant.N	Chr5:16123937-16136984(+)		1
B2_wild	Sobic.005G098200	5.05551732784983	8.8e-06	1052.60026	Chr5:16102503-16186858	X2021.tillersPerPlant.N	Chr5:16128716-16136022(-)	Protein tyrosine kinase	1
B2_wild	Sobic.003G246200	5.03338901331807	9.26e-06	881.4218891	Chr3:64819114-64902197	X2021.plantHeight.N	Chr3:64819165-64825081(-)	Protein of unknown function (DUF1645)	1
B2_wild	Sobic.003G246300	5.03338901331807	9.26e-06	881.4218891	Chr3:64819114-64902197	X2021.plantHeight.N	Chr3:64823164-64828745(-)	-	1
B2_wild	Sobic.003G246400	5.03338901331807	9.26e-06	881.4218891	Chr3:64819114-64902197	X2021.plantHeight.N	Chr3:64841287-64846241(+)	Ribosomal protein L7/L12 C-terminal domain	1
B2_wild	Sobic.003G246500	5.03338901331807	9.26e-06	881.4218891	Chr3:64819114-64902197	X2021.plantHeight.N	Chr3:64843664-64850088(+)	3'-5' exonuclease	1
B2_wild	Sobic.003G246600	5.03338901331807	9.26e-06	881.4218891	Chr3:64819114-64902197	X2021.plantHeight.N	Chr3:64847706-64852489(+)	Family of unknown function (DUF5323)	1
B2_wild	Sobic.003G246700	5.03338901331807	9.26e-06	881.4218891	Chr3:64819114-64902197	X2021.plantHeight.N	Chr3:64851097-64861651(-)	Scaffold protein for the de novo synthesis of iron- sulfur (Fe-S) clusters within mitochondria, which is required for maturation of both mitochondrial and cytoplasmic 2Fe-2S and 4Fe-4S proteins	1
B2_wild	Sobic.003G246800	5.03338901331807	9.26e-06	881.4218891	Chr3:64819114-64902197	X2021.plantHeight.N	Chr3:64862533-64868250(-)	GATA zinc finger	1
B2_wild	Sobic.003G246900	5.03338901331807	9.26e-06	881.4218891	Chr3:64819114-64902197	X2021.plantHeight.N	Chr3:64878755-64884266(-)	Myb-like DNA-binding domain	1
B2_wild	Sobic.003G163100	5.0195421077239	9.56e-06	1326.006571	Chr3:20441714-20569337	X2020.thirdLeafLength.N	Chr3:20475963-20488681(+)	Protein kinase domain	1
