overlap_id	gene_id	overlap_conditions	max_overlap_bp	gene_chr	gene_start	gene_end	gene_strand	gene_description	HN_chr	HN_start	HN_end	HN_pvalue	HN_lead_pos	HN_rank_or_count	HN_trait	LN_chr	LN_start	LN_end	LN_pvalue	LN_lead_pos	LN_rank_or_count	LN_trait	NR_chr	NR_start	NR_end	NR_pvalue	NR_lead_pos	NR_rank_or_count	NR_trait
common_003	Sobic.001G404000	LN	3233	1	73034899	73039246	-	Belongs to the glycosyl hydrolase 17 family	1	73109751	73189751	7.19e-06	73149751	1	X2020.HN.flagLeafWidt	1	73036014	73226287	4.41e-06	73168282	4	X2020.LN.plantHeigh	1	73169315	73249315	4.92e-06	73209315	1	X2021.tillersPerPlant.N
common_003	Sobic.001G404100	LN	3635	1	73042506	73046140	-	Eukaryotic translation initiation factor 2 alpha subunit	1	73109751	73189751	7.19e-06	73149751	1	X2020.HN.flagLeafWidt	1	73036014	73226287	4.41e-06	73168282	4	X2020.LN.plantHeigh	1	73169315	73249315	4.92e-06	73209315	1	X2021.tillersPerPlant.N
common_003	Sobic.001G404200	LN	3309	1	73046258	73049566	+	Mitochondrial import inner membrane translocase subunit	1	73109751	73189751	7.19e-06	73149751	1	X2020.HN.flagLeafWidt	1	73036014	73226287	4.41e-06	73168282	4	X2020.LN.plantHeigh	1	73169315	73249315	4.92e-06	73209315	1	X2021.tillersPerPlant.N
common_003	Sobic.001G404300	LN	1851	1	73049774	73051624	-	-	1	73109751	73189751	7.19e-06	73149751	1	X2020.HN.flagLeafWidt	1	73036014	73226287	4.41e-06	73168282	4	X2020.LN.plantHeigh	1	73169315	73249315	4.92e-06	73209315	1	X2021.tillersPerPlant.N
common_003	Sobic.001G404400	LN	2573	1	73052905	73055477	+	Myb-like DNA-binding domain	1	73109751	73189751	7.19e-06	73149751	1	X2020.HN.flagLeafWidt	1	73036014	73226287	4.41e-06	73168282	4	X2020.LN.plantHeigh	1	73169315	73249315	4.92e-06	73209315	1	X2021.tillersPerPlant.N
common_003	Sobic.001G404500	LN	3614	1	73055720	73059333	+	Gamma interferon inducible lysosomal thiol reductase (GILT)	1	73109751	73189751	7.19e-06	73149751	1	X2020.HN.flagLeafWidt	1	73036014	73226287	4.41e-06	73168282	4	X2020.LN.plantHeigh	1	73169315	73249315	4.92e-06	73209315	1	X2021.tillersPerPlant.N
common_003	Sobic.001G404600	LN	10865	1	73059762	73070626	-	Rab3 GTPase-activating protein catalytic subunit	1	73109751	73189751	7.19e-06	73149751	1	X2020.HN.flagLeafWidt	1	73036014	73226287	4.41e-06	73168282	4	X2020.LN.plantHeigh	1	73169315	73249315	4.92e-06	73209315	1	X2021.tillersPerPlant.N
common_003	Sobic.001G404700	LN	4572	1	73079433	73084004	+	Protein kinase domain	1	73109751	73189751	7.19e-06	73149751	1	X2020.HN.flagLeafWidt	1	73036014	73226287	4.41e-06	73168282	4	X2020.LN.plantHeigh	1	73169315	73249315	4.92e-06	73209315	1	X2021.tillersPerPlant.N
common_003	Sobic.001G404800	LN	3574	1	73085262	73088835	-	CHCH domain	1	73109751	73189751	7.19e-06	73149751	1	X2020.HN.flagLeafWidt	1	73036014	73226287	4.41e-06	73168282	4	X2020.LN.plantHeigh	1	73169315	73249315	4.92e-06	73209315	1	X2021.tillersPerPlant.N
common_003	Sobic.001G404900	LN	6317	1	73090703	73097019	+	Belongs to the ubiquitin-activating E1 family	1	73109751	73189751	7.19e-06	73149751	1	X2020.HN.flagLeafWidt	1	73036014	73226287	4.41e-06	73168282	4	X2020.LN.plantHeigh	1	73169315	73249315	4.92e-06	73209315	1	X2021.tillersPerPlant.N
common_003	Sobic.001G404950	LN	962	1	73096991	73097952	-	NA	1	73109751	73189751	7.19e-06	73149751	1	X2020.HN.flagLeafWidt	1	73036014	73226287	4.41e-06	73168282	4	X2020.LN.plantHeigh	1	73169315	73249315	4.92e-06	73209315	1	X2021.tillersPerPlant.N
common_003	Sobic.001G405000	LN	3133	1	73101434	73104566	+	Protein kinase domain	1	73109751	73189751	7.19e-06	73149751	1	X2020.HN.flagLeafWidt	1	73036014	73226287	4.41e-06	73168282	4	X2020.LN.plantHeigh	1	73169315	73249315	4.92e-06	73209315	1	X2021.tillersPerPlant.N
common_003	Sobic.001G405100	HN;LN	5866	1	73105083	73110948	-	Tetratricopeptide repeats	1	73109751	73189751	7.19e-06	73149751	1	X2020.HN.flagLeafWidt	1	73036014	73226287	4.41e-06	73168282	4	X2020.LN.plantHeigh	1	73169315	73249315	4.92e-06	73209315	1	X2021.tillersPerPlant.N
common_003	Sobic.001G405150	HN;LN	2423	1	73117024	73119446	-	Myb/SANT-like DNA-binding domain	1	73109751	73189751	7.19e-06	73149751	1	X2020.HN.flagLeafWidt	1	73036014	73226287	4.41e-06	73168282	4	X2020.LN.plantHeigh	1	73169315	73249315	4.92e-06	73209315	1	X2021.tillersPerPlant.N
common_003	Sobic.001G405200	HN;LN	1612	1	73120254	73121865	-	Myb/SANT-like DNA-binding domain	1	73109751	73189751	7.19e-06	73149751	1	X2020.HN.flagLeafWidt	1	73036014	73226287	4.41e-06	73168282	4	X2020.LN.plantHeigh	1	73169315	73249315	4.92e-06	73209315	1	X2021.tillersPerPlant.N
common_003	Sobic.001G405300	HN;LN	13339	1	73126282	73139620	-	6-phosphofructo-2-kinase	1	73109751	73189751	7.19e-06	73149751	1	X2020.HN.flagLeafWidt	1	73036014	73226287	4.41e-06	73168282	4	X2020.LN.plantHeigh	1	73169315	73249315	4.92e-06	73209315	1	X2021.tillersPerPlant.N
common_003	Sobic.001G405400	HN;LN	3579	1	73139535	73143113	-	Protein CHUP1, chloroplastic-like	1	73109751	73189751	7.19e-06	73149751	1	X2020.HN.flagLeafWidt	1	73036014	73226287	4.41e-06	73168282	4	X2020.LN.plantHeigh	1	73169315	73249315	4.92e-06	73209315	1	X2021.tillersPerPlant.N
common_003	Sobic.001G405450	HN;LN	516	1	73146086	73146601	+	NA	1	73109751	73189751	7.19e-06	73149751	1	X2020.HN.flagLeafWidt	1	73036014	73226287	4.41e-06	73168282	4	X2020.LN.plantHeigh	1	73169315	73249315	4.92e-06	73209315	1	X2021.tillersPerPlant.N
common_003	Sobic.001G405500	HN;LN	3115	1	73152428	73155542	+	Belongs to the TPP enzyme family	1	73109751	73189751	7.19e-06	73149751	1	X2020.HN.flagLeafWidt	1	73036014	73226287	4.41e-06	73168282	4	X2020.LN.plantHeigh	1	73169315	73249315	4.92e-06	73209315	1	X2021.tillersPerPlant.N
common_003	Sobic.001G405600	HN;LN	4279	1	73157152	73161430	-	C2HE / C2H2 / C2HC zinc-binding finger	1	73109751	73189751	7.19e-06	73149751	1	X2020.HN.flagLeafWidt	1	73036014	73226287	4.41e-06	73168282	4	X2020.LN.plantHeigh	1	73169315	73249315	4.92e-06	73209315	1	X2021.tillersPerPlant.N
common_003	Sobic.001G405700	HN;LN	1289	1	73161397	73162685	-	-	1	73109751	73189751	7.19e-06	73149751	1	X2020.HN.flagLeafWidt	1	73036014	73226287	4.41e-06	73168282	4	X2020.LN.plantHeigh	1	73169315	73249315	4.92e-06	73209315	1	X2021.tillersPerPlant.N
common_003	Sobic.001G405800	HN;LN;NR	4424	1	73165958	73170381	-	DnaJ protein	1	73109751	73189751	7.19e-06	73149751	1	X2020.HN.flagLeafWidt	1	73036014	73226287	4.41e-06	73168282	4	X2020.LN.plantHeigh	1	73169315	73249315	4.92e-06	73209315	1	X2021.tillersPerPlant.N
common_003	Sobic.001G405900	HN;LN;NR	3176	1	73175528	73178703	+	RanBP1 domain	1	73109751	73189751	7.19e-06	73149751	1	X2020.HN.flagLeafWidt	1	73036014	73226287	4.41e-06	73168282	4	X2020.LN.plantHeigh	1	73169315	73249315	4.92e-06	73209315	1	X2021.tillersPerPlant.N
common_003	Sobic.001G406100	LN;NR	2797	1	73192592	73195388	-	Belongs to the mitochondrial carrier (TC 2.A.29) family	1	73109751	73189751	7.19e-06	73149751	1	X2020.HN.flagLeafWidt	1	73036014	73226287	4.41e-06	73168282	4	X2020.LN.plantHeigh	1	73169315	73249315	4.92e-06	73209315	1	X2021.tillersPerPlant.N
common_003	Sobic.001G406300	LN;NR	2032	1	73201948	73203979	-	Protein phosphatase 2C	1	73109751	73189751	7.19e-06	73149751	1	X2020.HN.flagLeafWidt	1	73036014	73226287	4.41e-06	73168282	4	X2020.LN.plantHeigh	1	73169315	73249315	4.92e-06	73209315	1	X2021.tillersPerPlant.N
common_003	Sobic.001G406500	LN;NR	1113	1	73217729	73218841	-	BTB/POZ domain	1	73109751	73189751	7.19e-06	73149751	1	X2020.HN.flagLeafWidt	1	73036014	73226287	4.41e-06	73168282	4	X2020.LN.plantHeigh	1	73169315	73249315	4.92e-06	73209315	1	X2021.tillersPerPlant.N
common_003	Sobic.001G406600	LN;NR	1205	1	73219315	73220519	+	Broad-Complex, Tramtrack and Bric a brac	1	73109751	73189751	7.19e-06	73149751	1	X2020.HN.flagLeafWidt	1	73036014	73226287	4.41e-06	73168282	4	X2020.LN.plantHeigh	1	73169315	73249315	4.92e-06	73209315	1	X2021.tillersPerPlant.N
common_003	Sobic.001G406700	LN;NR	5247	1	73224572	73229818	-	GDSL/SGNH-like Acyl-Esterase family found in Pmr5 and Cas1p	1	73109751	73189751	7.19e-06	73149751	1	X2020.HN.flagLeafWidt	1	73036014	73226287	4.41e-06	73168282	4	X2020.LN.plantHeigh	1	73169315	73249315	4.92e-06	73209315	1	X2021.tillersPerPlant.N
common_004	Sobic.002G081801	NR	1737	2	8712946	8736730	-	NB-ARC domain	2	8787568	8893112	8.57e-07	8827568	12	X2020.HN.percentStarc	2	8889362	8969362	2.4e-06	8929362	1	X2020.LN.rachisDiameterUppe	2	8734994	8849676	2.8e-07	8783653	17	X2021.tillersPerPlant.N
common_004	Sobic.002G081900	NR	1759	2	8741104	8742862	-	Catalytic subunit of a heterodimeric structure-specific endonuclease that resolves DNA secondary structures generated during DNA repair and recombination. Has endonuclease activity towards branched DNA substrates, introducing single-strand cuts in duplex DNA close to junctions with ss-DNA	2	8787568	8893112	8.57e-07	8827568	12	X2020.HN.percentStarc	2	8889362	8969362	2.4e-06	8929362	1	X2020.LN.rachisDiameterUppe	2	8734994	8849676	2.8e-07	8783653	17	X2021.tillersPerPlant.N
common_004	Sobic.002G082000	NR	2036	2	8746010	8748045	+	Galactose oxidase, central domain	2	8787568	8893112	8.57e-07	8827568	12	X2020.HN.percentStarc	2	8889362	8969362	2.4e-06	8929362	1	X2020.LN.rachisDiameterUppe	2	8734994	8849676	2.8e-07	8783653	17	X2021.tillersPerPlant.N
common_004	Sobic.002G082100	NR	5096	2	8754671	8759766	+	Protein kinase domain	2	8787568	8893112	8.57e-07	8827568	12	X2020.HN.percentStarc	2	8889362	8969362	2.4e-06	8929362	1	X2020.LN.rachisDiameterUppe	2	8734994	8849676	2.8e-07	8783653	17	X2021.tillersPerPlant.N
common_004	Sobic.002G082300	HN;NR	1073	2	8821312	8822384	+	-	2	8787568	8893112	8.57e-07	8827568	12	X2020.HN.percentStarc	2	8889362	8969362	2.4e-06	8929362	1	X2020.LN.rachisDiameterUppe	2	8734994	8849676	2.8e-07	8783653	17	X2021.tillersPerPlant.N
common_004	Sobic.002G082350	HN;NR	847	2	8828904	8829750	-	LURP-one-related	2	8787568	8893112	8.57e-07	8827568	12	X2020.HN.percentStarc	2	8889362	8969362	2.4e-06	8929362	1	X2020.LN.rachisDiameterUppe	2	8734994	8849676	2.8e-07	8783653	17	X2021.tillersPerPlant.N
common_004	Sobic.002G082400	HN	1359	2	8854606	8855964	-	LURP-one-related	2	8787568	8893112	8.57e-07	8827568	12	X2020.HN.percentStarc	2	8889362	8969362	2.4e-06	8929362	1	X2020.LN.rachisDiameterUppe	2	8734994	8849676	2.8e-07	8783653	17	X2021.tillersPerPlant.N
common_004	Sobic.002G082500	HN	541	2	8865542	8866082	-	LURP-one-related	2	8787568	8893112	8.57e-07	8827568	12	X2020.HN.percentStarc	2	8889362	8969362	2.4e-06	8929362	1	X2020.LN.rachisDiameterUppe	2	8734994	8849676	2.8e-07	8783653	17	X2021.tillersPerPlant.N
common_004	Sobic.002G082600	HN	2821	2	8882816	8885636	-	LURP-one-related	2	8787568	8893112	8.57e-07	8827568	12	X2020.HN.percentStarc	2	8889362	8969362	2.4e-06	8929362	1	X2020.LN.rachisDiameterUppe	2	8734994	8849676	2.8e-07	8783653	17	X2021.tillersPerPlant.N
common_004	Sobic.002G082700	HN	1294	2	8887898	8889191	-	LURP-one-related	2	8787568	8893112	8.57e-07	8827568	12	X2020.HN.percentStarc	2	8889362	8969362	2.4e-06	8929362	1	X2020.LN.rachisDiameterUppe	2	8734994	8849676	2.8e-07	8783653	17	X2021.tillersPerPlant.N
common_004	Sobic.002G082800	HN;LN	1484	2	8892257	8893740	-	LURP-one-related	2	8787568	8893112	8.57e-07	8827568	12	X2020.HN.percentStarc	2	8889362	8969362	2.4e-06	8929362	1	X2020.LN.rachisDiameterUppe	2	8734994	8849676	2.8e-07	8783653	17	X2021.tillersPerPlant.N
common_004	Sobic.002G082900	LN	3626	2	8907921	8911546	-		2	8787568	8893112	8.57e-07	8827568	12	X2020.HN.percentStarc	2	8889362	8969362	2.4e-06	8929362	1	X2020.LN.rachisDiameterUppe	2	8734994	8849676	2.8e-07	8783653	17	X2021.tillersPerPlant.N
common_004	Sobic.002G082975	LN	465	2	8916569	8917033	-		2	8787568	8893112	8.57e-07	8827568	12	X2020.HN.percentStarc	2	8889362	8969362	2.4e-06	8929362	1	X2020.LN.rachisDiameterUppe	2	8734994	8849676	2.8e-07	8783653	17	X2021.tillersPerPlant.N
common_004	Sobic.002G083000	LN	3668	2	8918068	8921735	+		2	8787568	8893112	8.57e-07	8827568	12	X2020.HN.percentStarc	2	8889362	8969362	2.4e-06	8929362	1	X2020.LN.rachisDiameterUppe	2	8734994	8849676	2.8e-07	8783653	17	X2021.tillersPerPlant.N
common_004	Sobic.002G083100	LN	3874	2	8924126	8927999	+		2	8787568	8893112	8.57e-07	8827568	12	X2020.HN.percentStarc	2	8889362	8969362	2.4e-06	8929362	1	X2020.LN.rachisDiameterUppe	2	8734994	8849676	2.8e-07	8783653	17	X2021.tillersPerPlant.N
common_004	Sobic.002G083200	LN	4026	2	8928909	8932934	-		2	8787568	8893112	8.57e-07	8827568	12	X2020.HN.percentStarc	2	8889362	8969362	2.4e-06	8929362	1	X2020.LN.rachisDiameterUppe	2	8734994	8849676	2.8e-07	8783653	17	X2021.tillersPerPlant.N
common_004	Sobic.002G083266	LN	5656	2	8942588	8948243	-		2	8787568	8893112	8.57e-07	8827568	12	X2020.HN.percentStarc	2	8889362	8969362	2.4e-06	8929362	1	X2020.LN.rachisDiameterUppe	2	8734994	8849676	2.8e-07	8783653	17	X2021.tillersPerPlant.N
common_004	Sobic.002G083400	LN	3944	2	8948644	8952587	-		2	8787568	8893112	8.57e-07	8827568	12	X2020.HN.percentStarc	2	8889362	8969362	2.4e-06	8929362	1	X2020.LN.rachisDiameterUppe	2	8734994	8849676	2.8e-07	8783653	17	X2021.tillersPerPlant.N
common_004	Sobic.002G083500	LN	4015	2	8953282	8957296	-		2	8787568	8893112	8.57e-07	8827568	12	X2020.HN.percentStarc	2	8889362	8969362	2.4e-06	8929362	1	X2020.LN.rachisDiameterUppe	2	8734994	8849676	2.8e-07	8783653	17	X2021.tillersPerPlant.N
common_004	Sobic.002G083600	LN	4364	2	8962877	8967240	+		2	8787568	8893112	8.57e-07	8827568	12	X2020.HN.percentStarc	2	8889362	8969362	2.4e-06	8929362	1	X2020.LN.rachisDiameterUppe	2	8734994	8849676	2.8e-07	8783653	17	X2021.tillersPerPlant.N
common_005	Sobic.002G171200	LN	4885	2	55486765	55491649	-	Belongs to the glycosyltransferase 2 family	2	55499056	55645594	2.93e-06	55605594	5	X2020.HN.rachisDiameterLowe	2	55480993	55622700	4.12e-06	55582700	3	X2020.LN.rachisDiameterLowe	2	55521791	55608331	1.7e-06	55561806	3	X2021.tillersPerPlant.N
common_005	Sobic.002G171300	HN;LN;NR	231	2	55528983	55529213	-	NA	2	55499056	55645594	2.93e-06	55605594	5	X2020.HN.rachisDiameterLowe	2	55480993	55622700	4.12e-06	55582700	3	X2020.LN.rachisDiameterLowe	2	55521791	55608331	1.7e-06	55561806	3	X2021.tillersPerPlant.N
common_005	Sobic.002G171500	HN	1375	2	55632570	55633944	+	F-box-like	2	55499056	55645594	2.93e-06	55605594	5	X2020.HN.rachisDiameterLowe	2	55480993	55622700	4.12e-06	55582700	3	X2020.LN.rachisDiameterLowe	2	55521791	55608331	1.7e-06	55561806	3	X2021.tillersPerPlant.N
common_006	Sobic.002G201100	HN;LN	333	2	60393006	60393338	+	ZF-HD protein dimerisation region	2	60391246	60483070	1.68e-07	60442905	9	X2020.HN.primaryBranchNumbe	2	60391850	60483263	6.95e-07	60442905	10	X2020.LN.primaryBranchNumbe	2	60433382	60513518	2.73e-06	60473498	3	X2021.plantHeight.N
common_006	Sobic.002G201300	HN;LN	1093	2	60410183	60411275	-	NA	2	60391246	60483070	1.68e-07	60442905	9	X2020.HN.primaryBranchNumbe	2	60391850	60483263	6.95e-07	60442905	10	X2020.LN.primaryBranchNumbe	2	60433382	60513518	2.73e-06	60473498	3	X2021.plantHeight.N
common_006	Sobic.002G201400	HN;LN	1843	2	60415433	60417275	-	ZF-HD protein dimerisation region	2	60391246	60483070	1.68e-07	60442905	9	X2020.HN.primaryBranchNumbe	2	60391850	60483263	6.95e-07	60442905	10	X2020.LN.primaryBranchNumbe	2	60433382	60513518	2.73e-06	60473498	3	X2021.plantHeight.N
common_006	Sobic.002G201500	HN;LN	1333	2	60429262	60430594	+	Gibberellin regulated protein	2	60391246	60483070	1.68e-07	60442905	9	X2020.HN.primaryBranchNumbe	2	60391850	60483263	6.95e-07	60442905	10	X2020.LN.primaryBranchNumbe	2	60433382	60513518	2.73e-06	60473498	3	X2021.plantHeight.N
common_006	Sobic.002G201600	HN;LN;NR	3263	2	60433150	60436412	+	Putative S-adenosyl-L-methionine-dependent methyltransferase	2	60391246	60483070	1.68e-07	60442905	9	X2020.HN.primaryBranchNumbe	2	60391850	60483263	6.95e-07	60442905	10	X2020.LN.primaryBranchNumbe	2	60433382	60513518	2.73e-06	60473498	3	X2021.plantHeight.N
common_006	Sobic.002G201700	HN;LN;NR	5098	2	60437430	60442527	-	Catalyzes the phosphorylation of D-fructose 6-phosphate to fructose 1,6-bisphosphate by ATP, the first committing step of glycolysis	2	60391246	60483070	1.68e-07	60442905	9	X2020.HN.primaryBranchNumbe	2	60391850	60483263	6.95e-07	60442905	10	X2020.LN.primaryBranchNumbe	2	60433382	60513518	2.73e-06	60473498	3	X2021.plantHeight.N
common_006	Sobic.002G201900	HN;LN;NR	9489	2	60452297	60461785	+	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family	2	60391246	60483070	1.68e-07	60442905	9	X2020.HN.primaryBranchNumbe	2	60391850	60483263	6.95e-07	60442905	10	X2020.LN.primaryBranchNumbe	2	60433382	60513518	2.73e-06	60473498	3	X2021.plantHeight.N
common_006	Sobic.002G201975	HN;LN;NR	1206	2	60463134	60464339	-	-	2	60391246	60483070	1.68e-07	60442905	9	X2020.HN.primaryBranchNumbe	2	60391850	60483263	6.95e-07	60442905	10	X2020.LN.primaryBranchNumbe	2	60433382	60513518	2.73e-06	60473498	3	X2021.plantHeight.N
common_006	Sobic.002G202000	HN;LN;NR	5137	2	60464640	60469776	+	double strand RNA binding domain from DEAD END PROTEIN 1	2	60391246	60483070	1.68e-07	60442905	9	X2020.HN.primaryBranchNumbe	2	60391850	60483263	6.95e-07	60442905	10	X2020.LN.primaryBranchNumbe	2	60433382	60513518	2.73e-06	60473498	3	X2021.plantHeight.N
common_006	Sobic.002G202050	HN;LN;NR	667	2	60471672	60472338	-	NA	2	60391246	60483070	1.68e-07	60442905	9	X2020.HN.primaryBranchNumbe	2	60391850	60483263	6.95e-07	60442905	10	X2020.LN.primaryBranchNumbe	2	60433382	60513518	2.73e-06	60473498	3	X2021.plantHeight.N
common_006	Sobic.002G202100	HN;LN;NR	2458	2	60474498	60476955	+	Plant protein of unknown function (DUF868)	2	60391246	60483070	1.68e-07	60442905	9	X2020.HN.primaryBranchNumbe	2	60391850	60483263	6.95e-07	60442905	10	X2020.LN.primaryBranchNumbe	2	60433382	60513518	2.73e-06	60473498	3	X2021.plantHeight.N
common_006	Sobic.002G202200	HN;LN;NR	578	2	60477959	60478536	+	NA	2	60391246	60483070	1.68e-07	60442905	9	X2020.HN.primaryBranchNumbe	2	60391850	60483263	6.95e-07	60442905	10	X2020.LN.primaryBranchNumbe	2	60433382	60513518	2.73e-06	60473498	3	X2021.plantHeight.N
common_006	Sobic.002G202300	HN;LN;NR	5375	2	60478912	60484286	-	Involved in transport from the ER to the Golgi apparatus as well as in intra-Golgi transport. It belongs to a super-family of proteins called t-SNAREs or soluble NSF (N-ethylmaleimide- sensitive factor) attachment protein receptor	2	60391246	60483070	1.68e-07	60442905	9	X2020.HN.primaryBranchNumbe	2	60391850	60483263	6.95e-07	60442905	10	X2020.LN.primaryBranchNumbe	2	60433382	60513518	2.73e-06	60473498	3	X2021.plantHeight.N
common_006	Sobic.002G202400	NR	1387	2	60493933	60495319	+	CAF1 family ribonuclease	2	60391246	60483070	1.68e-07	60442905	9	X2020.HN.primaryBranchNumbe	2	60391850	60483263	6.95e-07	60442905	10	X2020.LN.primaryBranchNumbe	2	60433382	60513518	2.73e-06	60473498	3	X2021.plantHeight.N
common_006	Sobic.002G202500	NR	3162	2	60505344	60508505	+	U-box domain-containing protein	2	60391246	60483070	1.68e-07	60442905	9	X2020.HN.primaryBranchNumbe	2	60391850	60483263	6.95e-07	60442905	10	X2020.LN.primaryBranchNumbe	2	60433382	60513518	2.73e-06	60473498	3	X2021.plantHeight.N
common_007	Sobic.006G025700	HN;LN	3503	6	4703236	4708354	+	NA	6	4704852	4887030	6.42e-07	4744852	3	X2021.HN.plantHeigh	6	4704852	4887030	1.81e-07	4744852	3	X2021.LN.plantHeigh	6	4869387	4957516	5.69e-06	4909387	2	X2021.tillersPerPlant.N
common_007	Sobic.006G025800	HN;LN	717	6	4722311	4723027	+	NA	6	4704852	4887030	6.42e-07	4744852	3	X2021.HN.plantHeigh	6	4704852	4887030	1.81e-07	4744852	3	X2021.LN.plantHeigh	6	4869387	4957516	5.69e-06	4909387	2	X2021.tillersPerPlant.N
